scanned_at,symbol,conf,age_min,fresh,png,entry,tp,sl,atr,rr,horizon_bars,use_stop,signal_time
2026-07-29T05:32:07.977188+00:00,ACH_USDT_SWAP,0.763,1217.1,False,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/ACH_USDT_SWAP_20260728_0915.png,0.004048,0.003406703370441935,,0.00012825932591161305,,72,False,2026-07-28 09:15:00+00:00
2026-07-30T14:57:12.954829+00:00,ACH_USDT_SWAP,0.763,3222.2,False,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/ACH_USDT_SWAP_20260728_0915.png,0.004048,0.003406703370441935,0.004304518651823227,0.00012825932591161305,2.4999999999999982,72,True,2026-07-28 09:15:00+00:00
2026-07-30T15:12:42.487558+00:00,WEN_USDT_SWAP,0.86,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/WEN_USDT_SWAP_20260730_1445.png,7.474,7.301844221556841,7.542862311377264,0.03443115568863186,2.4999999999999933,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,MET_USDT_SWAP,0.837,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/MET_USDT_SWAP_20260730_1445.png,0.1678,0.16220414193659316,0.17003834322536274,0.0011191716126813678,2.500000000000006,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,NIGHT_USDT_SWAP,0.832,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/NIGHT_USDT_SWAP_20260730_1445.png,0.017784,0.017118406070719894,0.018050237571712043,0.0001331187858560214,2.500000000000013,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,NES_USDT_SWAP,0.808,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/NES_USDT_SWAP_20260730_1445.png,0.2158,0.20615007087284123,0.21965997165086348,0.0019299858254317515,2.500000000000007,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,KGEN_USDT_SWAP,0.799,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/KGEN_USDT_SWAP_20260730_1445.png,0.183,0.17085047167286282,0.18785981133085486,0.0024299056654274367,2.5000000000000027,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,SONY_USDT_SWAP,0.795,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/SONY_USDT_SWAP_20260730_1445.png,22.89,22.407102510969185,23.083158995612326,0.09657949780616312,2.5000000000000093,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,BSB_USDT_SWAP,0.793,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/BSB_USDT_SWAP_20260730_1445.png,0.1212,0.11783253329036288,0.12254698668385486,0.0006734933419274258,2.49999999999999,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,TTWO_USDT_SWAP,0.685,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/TTWO_USDT_SWAP_20260730_1445.png,243.46,239.31105349480478,245.1195786020781,0.8297893010390435,2.5000000000000084,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,DATA_USDT_SWAP,0.596,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/DATA_USDT_SWAP_20260730_1445.png,0.223,0.21813056967070735,0.22494777213171707,0.0009738860658585308,2.499999999999993,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,NOW_USDT_SWAP,0.595,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/NOW_USDT_SWAP_20260730_1445.png,109.21,103.10240214525798,111.6530391418968,1.2215195709484028,2.5,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,RIVN_USDT_SWAP,0.566,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/RIVN_USDT_SWAP_20260730_1445.png,16.32,15.855564122232172,16.50577435110713,0.09288717555356561,2.5,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:12:42.487558+00:00,SHLD_USDT_SWAP,0.376,27.7,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/SHLD_USDT_SWAP_20260730_1445.png,61.71,60.69171477586234,62.11731408965507,0.20365704482753252,2.499999999999991,72,True,2026-07-30 14:45:00+00:00
2026-07-30T15:26:00.667892+00:00,SONY_USDT_SWAP,0.863,26.0,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/SONY_USDT_SWAP_20260730_1500.png,22.92,22.460880903042817,23.103647638782878,0.09182381939143727,2.499999999999971,72,True,2026-07-30 15:00:00+00:00
2026-07-30T15:26:00.667892+00:00,MET_USDT_SWAP,0.789,26.0,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/MET_USDT_SWAP_20260730_1500.png,0.1676,0.1617609889411222,0.1699356044235511,0.0011678022117755575,2.5000000000000178,72,True,2026-07-30 15:00:00+00:00
2026-07-30T15:26:00.667892+00:00,IBM_USDT_SWAP,0.764,26.0,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/IBM_USDT_SWAP_20260730_1500.png,220.71,214.59503525787628,223.1559858968495,1.2229929484247477,2.5,72,True,2026-07-30 15:00:00+00:00
2026-07-30T15:26:00.667892+00:00,KGEN_USDT_SWAP,0.739,26.0,True,/Users/zhangzc/fable-trading/analysis/output/live_signals_v10/KGEN_USDT_SWAP_20260730_1500.png,0.1833,0.1714468665533726,0.18804125337865094,0.0023706266893254763,2.5000000000000058,72,True,2026-07-30 15:00:00+00:00
