strong_trend_release_multiplier,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention,discounted_release_events
0.25,182,-1.9841149101163431,-21.98411491011635,-65.13609525839846,0.2802197802197802,0.6290566910130508,-0.32939068684231043,-0.4648740387459469,20.5,123.4849176550612,839.4539894649881,0.31706882317600826,70,20,0.2857142857142857,77,26,0.33766233766233766,90,0.43333333333333335,3.226977732329521,281.65029652454956,9.833228608655462,0,41,True,-21.97788137064785,-34.328946274286636,0.33333333333333326,0.44691576163215174,0.568810963532826,0.9869654320468252,26
