epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,105.382,1.52876,9.22165,1.53714,0.00147,0.07542,0.00011,2e-05,2.73431,5.29028,2.80032,0.000665354,0.000665354,0.000665354
2,185.497,1.3662,1.74682,1.47762,0.40171,0.87774,0.45904,0.2544,1.20811,1.7938,1.31565,0.00131004,0.00131004,0.00131004
3,263.999,1.19889,1.58205,1.38313,0.10579,0.65363,0.10878,0.03836,2.35612,3.63895,2.43326,0.00193273,0.00193273,0.00193273
4,342.343,1.03898,1.53822,1.3,0.50097,0.76536,0.59689,0.3935,0.83082,1.3774,1.11069,0.001901,0.001901,0.001901
5,420.677,0.95683,1.43758,1.24891,0.37876,0.77317,0.42247,0.28288,0.74347,1.72954,1.03278,0.001868,0.001868,0.001868
6,498.908,0.87659,1.42082,1.19247,0.2472,0.98603,0.40994,0.26198,0.87243,2.23568,1.14484,0.001835,0.001835,0.001835
7,577.349,0.85245,1.38221,1.1877,0.46928,0.89106,0.5751,0.37468,0.63973,1.33769,1.01081,0.001802,0.001802,0.001802
8,655.722,0.78269,1.38715,1.13688,0.34891,0.68436,0.37843,0.23268,1.03235,1.85604,1.21518,0.001769,0.001769,0.001769
9,734.081,0.77829,1.33916,1.14251,0.43376,0.89869,0.54029,0.3605,0.56939,1.64193,0.97502,0.001736,0.001736,0.001736
10,812.456,0.74722,1.32689,1.13094,0.34113,0.69274,0.38386,0.26216,0.7716,1.60324,1.06347,0.001703,0.001703,0.001703
11,890.868,0.72541,1.32839,1.12786,0.53166,0.96648,0.6294,0.419,0.60239,1.33489,0.9776,0.00167,0.00167,0.00167
12,969.191,0.70008,1.30827,1.11016,0.58149,0.91899,0.67206,0.45977,0.50725,1.24753,0.95456,0.001637,0.001637,0.001637
13,1047.53,0.65965,1.28991,1.0924,0.6182,0.84577,0.75656,0.51362,0.48909,1.17391,0.94369,0.001604,0.001604,0.001604
14,1125.96,0.64103,1.26609,1.08102,0.39335,0.87709,0.42248,0.28702,0.53924,1.66359,0.9676,0.001571,0.001571,0.001571
15,1204.19,0.63951,1.30476,1.07873,0.4993,0.84637,0.57608,0.40967,0.4891,1.42394,0.96598,0.001538,0.001538,0.001538
16,1282.5,0.62628,1.2531,1.07489,0.58804,0.85754,0.72473,0.50158,0.44408,1.23404,0.92461,0.001505,0.001505,0.001505
17,1360.85,0.60405,1.31252,1.05967,0.53564,0.8925,0.63355,0.45651,0.42817,1.25754,0.8947,0.001472,0.001472,0.001472
18,1439.09,0.5845,1.2452,1.05273,0.53522,0.93296,0.64653,0.45538,0.43761,1.18923,0.91292,0.001439,0.001439,0.001439
19,1517.36,0.57702,1.27425,1.03504,0.63902,0.95251,0.76946,0.51247,0.4202,1.30636,0.89774,0.001406,0.001406,0.001406
