tree
version=v4
num_class=1
num_tree_per_iteration=1
label_index=0
max_feature_idx=27
objective=regression
feature_names=ma_spread_pct full_spread fast_slow_gap full_ratio_min48 spread_mean8 spread_mean24 spread_chg8 spread_chg24 spread_pos96 dense_run_len dense_frac48 ext_up close_vs_ema55 close_vs_ema200 order_score slow_slope_12 volume_ratio volume_z vol_ratio_mean8 atr_pct atr_pct_ratio96 pre_range48 pre_range168 drawdown24 ret_4 ret_12 ret_24 ret_48
feature_infos=[0.00056031941260709995:0.67891621252993872] [0.00088822251590300004:0.78914383421484402] [2.8999967762501592e-06:0.48744864509625119] [1:109.188990671987] [0.00052781677899829996:0.43996545280623428] [0.00056644256792610004:0.200189595121466] [-0.10155759499453269:0.6523213817352469] [-0.154295134716709:0.6746236251967701] [0:1] [0:139] [0:1] [-0.52659010977033627:0.0108480294606716] [-0.52659010977033627:0.023500951356404998] [-0.53715020420121706:0.17739301764425949] [0:4] [-0.045107259636732698:0.049610655946601398] [0:18.010597798662634] [-1.4210169936199808:9.6783344182936482] [0.1132884239682419:5.7024800376223732] [0.0015289084661992999:0.1213409122783897] [0.41069166445238031:12.538469999594827] [0.0082629717832142999:1.5303596127247581] [0.013206321714656801:1.6351670604117448] [0.0015767131594905:1.3445712309820197] [-0.44421928327645049:0.0226268576784041] [-0.5568563154104289:0.029924990130280198] [-0.5723285321345124:0.068829130053619902] [-0.58051695628209221:0.50749659245797374]
tree_sizes=1537

Tree=0
num_leaves=15
num_cat=0
split_feature=0 20 6 13 18 2 27 3 19 20 4 20 19 22
split_gain=0.0708875 0.107798 0.0591553 0.0579091 0.0331981 0.0295895 0.0263172 0.0205897 0.0335725 0.0197393 0.0172343 0.0163864 0.0138601 0.0136725
threshold=0.034963176059423208 1.2417855080491944 0.019160047838030655 -0.054450512595483939 1.6626276042913217 0.054915451778641954 0.010720888711038802 2.1641662047758849 0.016377726103143506 0.97420020203099789 0.026232547773148606 1.2187175525566032 0.023795733218181705 0.16118450343919438
decision_type=2 2 2 2 2 2 2 2 2 2 2 2 2 2
left_child=3 9 4 7 -3 -4 10 11 -9 -2 12 -1 13 -5
right_child=1 2 5 6 -6 -7 -8 8 -10 -11 -12 -13 -14 -15
leaf_value=-0.00075238413268306032 -0.00024999824575127494 0.0009127294373457457 0.0010540538526477175 -0.00043971390854097541 0.0028483611857380957 -0.00088506992139366844 -1.0179807391917563e-05 -0.00082307137256264315 0.00087534497368745717 -0.001637747495540244 -0.0014661003136257978 -0.0014436810464546273 0.00052816212911904205 -0.00067642999301525746
leaf_weight=140 51 44 38 9686 49 39 342 201 33 50 41 225 35 650
leaf_count=140 51 44 38 9686 49 39 342 201 33 50 41 225 35 650
internal_value=-0.000448669 0.000349013 0.00111434 -0.000467779 0.00195684 7.89405e-05 -0.000441107 -0.000945834 -0.000578922 -0.000941892 -0.000455303 -0.00118007 -0.00045121 -0.000454621
internal_weight=11624 271 170 11353 93 77 10754 599 234 101 10412 365 10371 10336
internal_count=11624 271 170 11353 93 77 10754 599 234 101 10412 365 10371 10336
is_linear=0
shrinkage=1


end of trees

feature_importances:
atr_pct_ratio96=3
atr_pct=2
ma_spread_pct=1
fast_slow_gap=1
full_ratio_min48=1
spread_mean8=1
spread_chg8=1
close_vs_ema200=1
vol_ratio_mean8=1
pre_range168=1
ret_48=1

parameters:
[boosting: gbdt]
[objective: regression]
[metric: l2]
[tree_learner: serial]
[device_type: cpu]
[data_sample_strategy: bagging]
[data: ]
[valid: ]
[num_iterations: 600]
[learning_rate: 0.05]
[num_leaves: 15]
[num_threads: 0]
[seed: 42]
[deterministic: 0]
[force_col_wise: 0]
[force_row_wise: 0]
[histogram_pool_size: -1]
[max_depth: -1]
[min_data_in_leaf: 30]
[min_sum_hessian_in_leaf: 0.001]
[bagging_fraction: 0.8]
[pos_bagging_fraction: 1]
[neg_bagging_fraction: 1]
[bagging_freq: 1]
[bagging_seed: 400]
[bagging_by_query: 0]
[feature_fraction: 0.8]
[feature_fraction_bynode: 1]
[feature_fraction_seed: 30056]
[extra_trees: 0]
[extra_seed: 12879]
[early_stopping_round: 0]
[early_stopping_min_delta: 0]
[first_metric_only: 0]
[max_delta_step: 0]
[lambda_l1: 0]
[lambda_l2: 1]
[linear_lambda: 0]
[min_gain_to_split: 0]
[drop_rate: 0.1]
[max_drop: 50]
[skip_drop: 0.5]
[xgboost_dart_mode: 0]
[uniform_drop: 0]
[drop_seed: 17869]
[top_rate: 0.2]
[other_rate: 0.1]
[min_data_per_group: 100]
[max_cat_threshold: 32]
[cat_l2: 10]
[cat_smooth: 10]
[max_cat_to_onehot: 4]
[top_k: 20]
[monotone_constraints: ]
[monotone_constraints_method: basic]
[monotone_penalty: 0]
[feature_contri: ]
[forcedsplits_filename: ]
[refit_decay_rate: 0.9]
[cegb_tradeoff: 1]
[cegb_penalty_split: 0]
[cegb_penalty_feature_lazy: ]
[cegb_penalty_feature_coupled: ]
[path_smooth: 0]
[interaction_constraints: ]
[verbosity: -1]
[saved_feature_importance_type: 0]
[use_quantized_grad: 0]
[num_grad_quant_bins: 4]
[quant_train_renew_leaf: 0]
[stochastic_rounding: 1]
[linear_tree: 0]
[max_bin: 255]
[max_bin_by_feature: ]
[min_data_in_bin: 3]
[bin_construct_sample_cnt: 200000]
[data_random_seed: 175]
[is_enable_sparse: 1]
[enable_bundle: 1]
[use_missing: 1]
[zero_as_missing: 0]
[feature_pre_filter: 1]
[pre_partition: 0]
[two_round: 0]
[header: 0]
[label_column: ]
[weight_column: ]
[group_column: ]
[ignore_column: ]
[categorical_feature: ]
[forcedbins_filename: ]
[precise_float_parser: 0]
[parser_config_file: ]
[objective_seed: 16083]
[num_class: 1]
[is_unbalance: 0]
[scale_pos_weight: 1]
[sigmoid: 1]
[boost_from_average: 1]
[reg_sqrt: 0]
[alpha: 0.9]
[fair_c: 1]
[poisson_max_delta_step: 0.7]
[tweedie_variance_power: 1.5]
[lambdarank_truncation_level: 30]
[lambdarank_norm: 1]
[label_gain: ]
[lambdarank_position_bias_regularization: 0]
[eval_at: ]
[multi_error_top_k: 1]
[auc_mu_weights: ]
[num_machines: 1]
[local_listen_port: 12400]
[time_out: 120]
[machine_list_filename: ]
[machines: ]
[gpu_platform_id: -1]
[gpu_device_id: -1]
[gpu_use_dp: 0]
[num_gpu: 1]

end of parameters

pandas_categorical:[]
