method,metric,period,reps,seed,zero_trade_months_included,point_estimate,valid_reps,ci_low,ci_high,formula,estimate,weekly_values,p_raw,p_holm
month_bootstrap,baseline_win_rate,full,2000,922127,True,0.2867856765606845,2000.0,0.2598778340890405,0.31775436945818836,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,treatment_win_rate,full,2000,922127,True,0.28669627749576987,2000.0,0.25968686243634287,0.3175749325354417,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_win_rate,full,2000,922127,True,-8.939906491461924e-05,2000.0,-0.0004205778340005087,0.00023442899897400526,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_mean_r,full,2000,922127,True,-0.00044380678985657396,2000.0,-0.0020833444584056346,0.0008418530582627997,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,baseline_win_rate,earlier,2000,922128,True,0.3237926625356546,2000.0,0.2831355362227509,0.36405773846636,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,treatment_win_rate,earlier,2000,922128,True,0.32385077271384977,2000.0,0.2832149244108875,0.3641760410828216,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_win_rate,earlier,2000,922128,True,5.811017819518094e-05,2000.0,-0.00014118181004656866,0.00027869473811286246,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_mean_r,earlier,2000,922128,True,0.0006627699098955553,2000.0,0.00012205573039670674,0.0013558488260915272,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,baseline_win_rate,later,2000,922129,True,0.2437521396781924,2000.0,0.22206572069216124,0.26603027033883675,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,treatment_win_rate,later,2000,922129,True,0.24345639501657332,2000.0,0.2220109341573568,0.265790152101057,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_win_rate,later,2000,922129,True,-0.00029574466161907953,2000.0,-0.0009499765874727131,0.00028687605779106445,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_mean_r,later,2000,922129,True,-0.001844093696107385,2000.0,-0.005111607164753658,0.0005924639353153026,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
weekly_signflip_approximate,treatment_minus_baseline_netwin,later,10000,922128,,,,,,approximate clustered sign-flip: sum_week[(y-pooled_mean)/n_treatment for treatment minus (y-pooled_mean)/n_baseline for baseline]; not a random-entry score permutation,-0.0002957446616190774,"[3.340331112490228e-06, 5.763374087751843e-06, -2.46550383938033e-06, -1.4098842131048475e-06, 1.2357863282015918e-06, -2.872969636605975e-06, -3.878245193145446e-06, 2.5773862202076484e-05, 3.778057574664915e-06, 1.9899560149566563e-05, -1.0865059424639998e-06, -5.025647856251312e-07, -2.9501541445152847e-06, -1.3874858987318595e-07, -3.1403521213142576e-07, -8.345278105766577e-05, -0.00016977135761772491, -2.257725062752272e-06, -8.529914043046635e-05, -2.1567658077430906e-06, -1.5104263672877121e-06, 4.8412940578870036e-05, 3.4847515287782685e-05, 2.109107122505498e-05, 2.956635146533185e-05, 1.7313855300272693e-06, -5.185886076554142e-05, 2.4480064597164704e-06, -1.9014375369152893e-06, -1.0625643550336774e-07, -1.0591024181752094e-06, -7.622974177318857e-05, 1.953595995245777e-06, -4.364292786048526e-06]",0.23797620237976203,0.9519048095190481
