symbol,minutes,fold,policy,parent,base_n,available,higher_minutes,lower_minutes,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,ma_strength_auc,ma_score_top_decile_n,ma_score_top_decile_gross_bp,ma_score_top_decile_net_bp,ma_score_top_decile_win_pct,ma_score_top_decile_excess_bp,excess_bp,p,ci_low,ci_high,months,mean_gross_bp,matched_n,matched_case_mean_net_bp,controls_mean_net_bp,median_hold_bars,mean_delay_bars,anchor_profit_retained_pct,baseline_loss_filtered_pct,actual_profit_on_prior_winners_bp,boundary_marks,portfolio_n,portfolio_mean_net_bp,portfolio_median_net_bp,portfolio_win_pct,portfolio_pf,portfolio_p90_net_bp,portfolio_best_net_bp,portfolio_worst_net_bp,portfolio_top_realized_decile_sum_bp,portfolio_rest_realized_mean_bp,portfolio_top5_positive_share_pct,portfolio_trades,portfolio_blocked,portfolio_fixed_notional_return_pct,portfolio_close_marked_drawdown_pct,nominated_on_discovery,p_holm_replication
BTC,15,replication,P00_base,,539,True,60,,539,-20.268517567294886,-51.40697564212091,24.675324675324674,0.6823416343669692,164.94390093785105,741.5685921886039,-788.333894418014,18871.985227250305,-61.436528239221126,14.404323391676405,0.49892588614393124,54.0,35.7856629168668,15.785662916866803,25.925925925925924,53.039628846442284,15.450871599821909,0.003662109375,6.845567225081841,24.594012494277134,12.0,-0.2685175672948906,537,-19.71282778434986,-35.16369938417177,40.0,0.0,100.00000000000003,0.0,23466.716418426866,1.0,539.0,-20.268517567294886,-51.40697564212091,24.675324675324674,0.6823416343669692,164.94390093785105,741.5685921886039,-788.333894418014,18871.985227250305,-61.436528239221126,14.404323391676405,539.0,0.0,-109.2473096877195,108.65387887983144,False,0.479736328125
BTC,15,replication,P04_release,P03_dense_recent,539,True,60,,472,-22.249201427599765,-51.282123611264254,25.0,0.6511245682422451,147.2139409459491,741.5685921886039,-788.333894418014,16083.530783151164,-62.700834568344945,16.521553746968753,0.5063918414248779,48.0,46.56768629072968,26.567686290729686,29.166666666666668,65.58189099411192,14.648942468933019,0.027099609375,2.5553606593029143,27.694192376269285,12.0,-2.249201427599769,471,-22.339963703402862,-36.98890617233589,42.0,0.0,83.52140602733495,12.474301427194394,19599.731501117567,1.0,472.0,-22.249201427599765,-51.282123611264254,25.0,0.6511245682422451,147.2139409459491,741.5685921886039,-788.333894418014,16083.530783151164,-62.700834568344945,16.521553746968753,472.0,0.0,-105.01623073827098,105.1143451180554,False,1.0
BTC,15,replication,P08_htf_either,P04_release,539,True,60,,375,-20.327782120429422,-49.538283849945834,25.866666666666667,0.6682093686347923,124.29177197966916,741.5685921886039,-788.333894418014,12646.892705021291,-60.14780712220275,20.300549515727432,0.5028554476006823,38.0,49.04385615622298,29.043856156222976,28.947368421052634,67.61436675274372,17.324432646688372,0.008544921875,5.181502618368137,31.600174361020677,12.0,-0.32778212042941934,374,-20.43694685999115,-37.761379506679525,42.0,0.0,65.42103056870208,33.19535011695237,15352.167721569665,0.0,375.0,-20.327782120429422,-49.538283849945834,25.866666666666667,0.6682093686347923,124.29177197966916,741.5685921886039,-788.333894418014,12646.892705021291,-60.14780712220275,20.300549515727432,375.0,0.0,-76.22918295161037,77.34192744873985,False,1.0
BTC,15,replication,P10_htf_ltf,P08_htf_either,539,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,replication,P11_wait_htf,P08_htf_either,539,True,60,,409,-26.1978930301322,-51.565023470814246,24.205378973105134,0.5931959701097722,111.99993959769603,741.5685921886039,-788.333894418014,13076.382223056884,-64.65032737060042,19.94687574702557,0.5042684913652655,41.0,45.765212119055136,25.76521211905514,29.268292682926827,62.151495824601206,12.048256195648289,0.060302734375,-0.27860710207401623,25.885730150401223,12.0,-6.197893030132199,408,-26.312348234803252,-38.36060443045155,42.0,0.22982885085574573,67.11521327193427,25.236530601495197,15624.373709348996,1.0,409.0,-26.1978930301322,-51.565023470814246,24.205378973105134,0.5931959701097722,111.99993959769603,741.5685921886039,-788.333894418014,13076.382223056884,-64.65032737060042,19.94687574702557,409.0,0.0,-107.14938249324075,107.10545276121579,False,1.0
BTC,15,replication,P12_wait_ltf,P11_wait_htf,539,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,replication,P13_htf_zero,P08_htf_either,539,True,60,,467,-22.707228560322328,-51.41851902247694,25.053533190578158,0.6460046761579703,139.20989880985525,741.5685921886039,-788.333894418014,15835.50042727433,-62.95184801177347,16.733310161805008,0.5076190476190476,47.0,47.37669747190745,27.376697471907455,29.78723404255319,66.31221790420688,14.1741426417048,0.025634765625,2.3700962988649703,26.694621290772,12.0,-2.707228560322329,466,-22.799947571129152,-36.97409021283396,42.0,0.0,82.4644607289204,12.897016093421291,19351.701145240735,0.0,467.0,-22.707228560322328,-51.41851902247694,25.053533190578158,0.6460046761579703,139.20989880985525,741.5685921886039,-788.333894418014,15835.50042727433,-62.95184801177347,16.733310161805008,467.0,0.0,-106.04275737670534,106.07206748196747,False,1.0
BTC,15,replication,P14_zero_ltf,P13_htf_zero,539,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,replication,P15_wait_zero,P13_htf_zero,539,True,60,,483,-23.373909486740438,-51.75217414062459,24.43064182194617,0.633869524860177,132.53664194497898,741.5685921886039,-788.333894418014,16161.912292369416,-63.25232851259228,16.567559070304238,0.5111446482470398,49.0,42.48531366797914,22.485313667979142,28.57142857142857,63.01641666875494,13.496296100606871,0.0302734375,1.8083583058881636,25.92412642717768,12.0,-3.37390948674044,482,-23.4649338435089,-36.96122994411577,41.0,0.053830227743271224,83.52140602733495,10.801260227057073,19545.30634523484,1.0,483.0,-23.373909486740438,-51.75217414062459,24.43064182194617,0.633869524860177,132.53664194497898,741.5685921886039,-788.333894418014,16161.912292369416,-63.25232851259228,16.567559070304238,483.0,0.0,-112.89598282095639,112.84801929432551,False,1.0
BTC,15,replication,P16_wait_zero_ltf,P15_wait_zero,539,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,exposed,P00_base,,255,True,60,,255,-14.06728646481556,-59.021370519198854,26.27450980392157,0.7989250909932613,184.5078752972529,1266.4308610384944,-379.53551842220486,10788.438069439966,-62.77552889942329,30.241466172300775,0.4641155922515084,26.0,32.63763192002683,12.637631920026832,26.923076923076923,39.88412265664029,-3.940092579450899,0.671875,-16.456921655166113,9.147421269353636,6.0,5.932713535184439,254,-13.889452807147496,-9.949360227696594,34.0,0.0,100.00000000000006,0.0,14252.750800605218,1.0,255.0,-14.06728646481556,-59.021370519198854,26.27450980392157,0.7989250909932613,184.5078752972529,1266.4308610384944,-379.53551842220486,10788.438069439966,-62.77552889942329,30.241466172300775,255.0,0.0,-35.871580485279665,46.30977290831636,False,
BTC,15,exposed,P04_release,P03_dense_recent,255,True,60,,223,-9.927805104048307,-58.1340957600862,27.3542600896861,0.8564080762730583,184.53432856029076,1266.4308610384944,-379.53551842220486,10004.061357590657,-61.08980947896716,32.643197194383305,0.44515280307630034,23.0,47.51702488707815,27.51702488707815,30.434782608695656,70.10249287595285,-0.730088656304298,0.546875,-14.506793945165976,14.57496310695102,6.0,10.072194895951695,222,-9.70569145355977,-8.975602797255467,36.0,0.0,92.64247614049347,13.575781533398448,13204.101259814674,1.0,223.0,-9.927805104048307,-58.1340957600862,27.3542600896861,0.8564080762730583,184.53432856029076,1266.4308610384944,-379.53551842220486,10004.061357590657,-61.08980947896716,32.643197194383305,223.0,0.0,-22.139005382027655,34.607979881461304,False,
BTC,15,exposed,P08_htf_either,P04_release,255,True,60,,172,-9.078404098159059,-59.129203015851324,26.744186046511626,0.8630515782042757,183.14849133737198,1266.4308610384944,-379.53551842220486,7558.704948345687,-59.222015930058745,36.72301478061341,0.39337474120082816,18.0,43.24590221962459,23.245902219624593,22.22222222222222,65.11843224020208,3.323255139870136,0.359375,-12.259231912655258,16.487528049116143,6.0,10.921595901840938,171,-8.785078768250608,-12.108333908120745,37.5,0.0,69.04289360577607,36.087133782661574,9840.511571158251,0.0,172.0,-9.078404098159059,-59.129203015851324,26.744186046511626,0.8630515782042757,183.14849133737198,1266.4308610384944,-379.53551842220486,7558.704948345687,-59.222015930058745,36.72301478061341,172.0,0.0,-15.614855048833299,32.799435644255354,False,
BTC,15,exposed,P10_htf_ltf,P08_htf_either,255,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,exposed,P11_wait_htf,P08_htf_either,255,True,60,,189,-4.222764989181135,-59.237035512503795,27.513227513227513,0.9362701960946916,185.46789297458642,1266.4308610384944,-379.53551842220486,8826.132071485075,-56.61314502611948,36.591612571393334,0.43809657495788884,19.0,37.4859134247752,17.485913424775198,21.052631578947366,61.04706774925314,9.163803007103686,0.15625,-6.936074526289015,23.955500464208683,6.0,15.777235010818865,188,-3.930135890652823,-13.093938897756514,40.0,0.31216931216931215,83.04509584374536,30.10248571347523,11638.685775745525,0.0,189.0,-4.222764989181135,-59.237035512503795,27.513227513227513,0.9362701960946916,185.46789297458642,1266.4308610384944,-379.53551842220486,8826.132071485075,-56.61314502611948,36.591612571393334,189.0,0.0,-7.981025829552124,23.228034412645865,False,
BTC,15,exposed,P12_wait_ltf,P11_wait_htf,255,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,exposed,P13_htf_zero,P08_htf_either,255,True,60,,221,-9.771470429558214,-58.1340957600862,27.149321266968325,0.8580393314443984,184.5607818233286,1266.4308610384944,-379.53551842220486,10004.061357590657,-61.432102639005166,33.02251750859509,0.4491718426501035,23.0,47.51702488707815,27.51702488707815,30.434782608695656,70.10249287595285,-1.8447294440385038,0.609375,-14.460719337485523,12.213370853321397,6.0,10.228529570441786,220,-9.546626951908461,-7.70189750786995,36.0,0.0,91.57831823218673,14.730929521031307,13052.429485018782,1.0,221.0,-9.771470429558214,-58.1340957600862,27.149321266968325,0.8580393314443984,184.5607818233286,1266.4308610384944,-379.53551842220486,10004.061357590657,-61.432102639005166,33.02251750859509,221.0,0.0,-21.59494964932356,35.28584916168403,False,
BTC,15,exposed,P14_zero_ltf,P13_htf_zero,255,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,15,exposed,P15_wait_zero,P13_htf_zero,255,True,60,,227,-11.348165638970578,-59.237035512503795,26.87224669603524,0.83662896790333,184.48142203421506,1266.4308610384944,-379.53551842220486,10004.061357590657,-61.66713214527932,32.67323725188499,0.45595496741062613,23.0,47.51702488707815,27.51702488707815,30.434782608695656,70.10249287595285,-1.946847266889,0.640625,-14.511097948087714,12.106753825680531,6.0,8.651834361029422,226,-11.136267984662908,-9.189420717773903,35.0,0.03524229074889868,92.64247614049347,11.925521590035418,13191.96129467914,1.0,227.0,-11.348165638970578,-59.237035512503795,26.87224669603524,0.83662896790333,184.48142203421506,1266.4308610384944,-379.53551842220486,10004.061357590657,-61.66713214527932,32.67323725188499,227.0,0.0,-25.76033600046318,36.80042692547742,False,
BTC,15,exposed,P16_wait_zero_ltf,P15_wait_zero,255,False,60,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,
BTC,30,discovery,P00_base,,535,True,120,15.0,535,-5.481804068778803,-64.88578040551694,24.485981308411215,0.9385170189367423,299.73169530197407,2287.35660112525,-982.7850671665095,37335.941886956956,-83.71872570426947,19.06558157455458,0.5314602070894112,54.0,-8.545018637710578,-28.545018637710573,22.22222222222222,9.227010395897432,1.2750714440718114,0.4355,-16.595324038825492,18.24236564424203,24.0,14.518195931221195,531,-5.161574786525331,-6.436646230597142,39.0,0.0,100.00000000000004,0.0,44767.67364511476,1.0,535.0,-5.481804068778803,-64.88578040551694,24.485981308411215,0.9385170189367423,299.73169530197407,2287.35660112525,-982.7850671665095,37335.941886956956,-83.71872570426947,19.06558157455458,535.0,0.0,-29.32765176796641,73.06246424931618,False,
BTC,30,discovery,P04_release,P03_dense_recent,535,True,120,15.0,469,-4.996235795706917,-64.64739778972549,25.37313432835821,0.9429719075702371,304.14259019478357,2287.35660112525,-982.7850671665095,31124.491243104658,-79.30740718315451,19.900804256514945,0.5063145258103241,47.0,-4.201909871845678,-24.20190987184569,21.27659574468085,17.71625038703395,5.556243795912312,0.3045,-15.75868791001046,25.721821404501274,24.0,15.003764204293088,466,-4.619146339294464,-10.175390135206781,40.0,0.0,86.54882024234996,13.860062941172997,38745.89338979224,1.0,469.0,-4.996235795706917,-64.64739778972549,25.37313432835821,0.9429719075702371,304.14259019478357,2287.35660112525,-982.7850671665095,31124.491243104658,-79.30740718315451,19.900804256514945,469.0,0.0,-23.432345881865203,60.00292543290564,False,
BTC,30,discovery,P08_htf_either,P04_release,535,True,120,15.0,386,-5.708316089983703,-63.624315828844075,26.165803108808287,0.9342220757236591,299.4084177479217,2287.35660112525,-982.7850671665095,25115.180401061483,-78.72792625877578,23.742967785341037,0.5082855653986451,39.0,-24.96538665645209,-44.96538665645208,23.076923076923077,-19.23661270244351,-4.5921916056325145,0.6305,-32.364078688487965,20.560806627565757,24.0,14.291683910016292,383,-5.255085160987953,-0.6628935553554375,38.5,0.0,69.90379477265228,29.77483321449416,31294.302709371765,1.0,386.0,-5.708316089983703,-63.624315828844075,26.165803108808287,0.9342220757236591,299.4084177479217,2287.35660112525,-982.7850671665095,25115.180401061483,-78.72792625877578,23.742967785341037,386.0,0.0,-22.034100107336908,70.26291392837058,False,
BTC,30,discovery,P10_htf_ltf,P08_htf_either,535,True,120,15.0,343,-9.012538951566967,-63.987041745812135,27.405247813411076,0.8970173892924179,309.4190000436944,1335.3692573196852,-982.7850671665095,20828.36442598319,-77.66125092977487,21.33567748560288,0.5038451679056652,35.0,-22.520040829577248,-42.52004082957725,22.857142857142858,2.5744413967288287,-4.330770579345087,0.61675,-32.03325053547733,22.238352732177464,24.0,10.987461048433028,340,-8.531142547976906,-4.200371968631813,42.0,0.0,60.146964293608406,37.07039540062886,26926.396682406314,1.0,343.0,-9.012538951566967,-63.987041745812135,27.405247813411076,0.8970173892924179,309.4190000436944,1335.3692573196852,-982.7850671665095,20828.36442598319,-77.66125092977487,21.33567748560288,343.0,0.0,-30.91300860387477,80.70193312785825,False,
BTC,30,discovery,P11_wait_htf,P08_htf_either,535,True,120,15.0,423,-2.58800166919621,-63.17346699444835,26.713947990543733,0.9699037176096161,300.3782504100785,2287.35660112525,-982.7850671665095,28238.027512388107,-77.19145320646871,21.70549639228657,0.5113616899800171,43.0,-23.495313672464842,-43.49531367246484,23.25581395348837,-14.465555982248096,1.5142571125017736,0.456,-23.067581083541953,24.749830328978135,24.0,17.41199833080379,420,-2.1524102666539844,-3.666667379155759,40.0,0.2718676122931442,79.49150418948025,24.79976996750974,35180.87850363797,1.0,423.0,-2.58800166919621,-63.17346699444835,26.713947990543733,0.9699037176096161,300.3782504100785,2287.35660112525,-982.7850671665095,28238.027512388107,-77.19145320646871,21.70549639228657,423.0,0.0,-10.947247060699661,58.16391776249652,False,
BTC,30,discovery,P12_wait_ltf,P11_wait_htf,535,True,120,15.0,408,-0.8504653840337316,-63.25325632758836,27.696078431372552,0.9901997412746104,316.96733850054324,2274.3779051613933,-982.7850671665095,27506.782381843903,-75.89583721670209,21.48648942040427,0.503524823758812,41.0,-20.84842168312815,-40.84842168312815,24.390243902439025,-3.016777509718449,8.855834916339724,0.189,-11.528949516318754,27.582523329075713,24.0,19.149534615966267,405,-0.3858703274331845,-9.241705243772916,42.0,0.4411764705882353,79.49150418948025,27.45255276222035,34937.18901701205,1.0,408.0,-0.8504653840337316,-63.25325632758836,27.696078431372552,0.9901997412746104,316.96733850054324,2274.3779051613933,-982.7850671665095,27506.782381843903,-75.89583721670209,21.48648942040427,408.0,0.0,-3.469898766857349,54.45950733386883,False,
BTC,30,discovery,P13_htf_zero,P08_htf_either,535,True,120,15.0,468,-4.821906763054636,-64.31721976776882,25.427350427350426,0.9449631157392274,305.0644600048198,2287.35660112525,-982.7850671665095,31124.491243104658,-79.29012733542572,19.900804256514945,0.5048999542510414,47.0,-4.201909871845678,-24.20190987184569,21.27659574468085,17.71625038703395,5.605350918162146,0.304,-15.758531301869821,25.727280497679818,24.0,15.178093236945367,465,-4.4428816581381625,-10.048232576300311,40.0,0.0,86.54882024234996,14.041575365828516,38745.89338979224,1.0,468.0,-4.821906763054636,-64.31721976776882,25.427350427350426,0.9449631157392274,305.0644600048198,2287.35660112525,-982.7850671665095,31124.491243104658,-79.29012733542572,19.900804256514945,468.0,0.0,-22.566523651095395,59.3775913739524,False,
BTC,30,discovery,P14_zero_ltf,P13_htf_zero,535,True,120,15.0,414,-7.071332212970083,-64.76658909762122,26.570048309178745,0.9203645178741542,324.2337249345041,1438.567207439918,-982.7850671665095,26454.514548499665,-78.9839948512615,18.568500307049042,0.5029904306220095,42.0,-20.465863633820796,-40.465863633820796,21.428571428571427,7.345303229219273,6.265847440183226,0.286,-15.721531795624616,27.794175743502695,24.0,12.928667787029916,411,-6.658927353027475,-12.924774793210696,43.0,0.0,75.57711487291951,22.932265235293624,33834.116136702105,1.0,414.0,-7.071332212970083,-64.76658909762122,26.570048309178745,0.9203645178741542,324.2337249345041,1438.567207439918,-982.7850671665095,26454.514548499665,-78.9839948512615,18.568500307049042,414.0,0.0,-29.275315361696176,66.32786616713791,False,
BTC,30,discovery,P15_wait_zero,P13_htf_zero,535,True,120,15.0,485,-4.28883625774204,-63.84181133907927,25.56701030927835,0.9507006985435829,301.78923255210015,2287.35660112525,-982.7850671665095,32550.950860472847,-79.42898267311406,19.222596749139004,0.5046689303904923,49.0,-3.9131474460590714,-23.91314744605907,22.448979591836736,21.322545705653724,5.20127288428927,0.29525,-13.966600000360911,23.352192052043467,24.0,15.71116374225796,482,-3.919861391970055,-9.121134276259328,40.0,0.06597938144329897,89.77446178152756,12.302226095279265,40074.40307241906,1.0,485.0,-4.28883625774204,-63.84181133907927,25.56701030927835,0.9507006985435829,301.78923255210015,2287.35660112525,-982.7850671665095,32550.950860472847,-79.42898267311406,19.222596749139004,485.0,0.0,-20.800855850048695,65.01708552467774,False,
BTC,30,discovery,P16_wait_zero_ltf,P15_wait_zero,535,True,120,15.0,467,-3.4886617010295993,-63.987041745812135,26.33832976445396,0.9605795285844227,318.78393510903396,2274.3779051613933,-982.7850671665095,31796.57344369288,-79.5851868049374,19.1089010137238,0.49553318207600683,47.0,-4.103740209716816,-24.103740209716815,21.27659574468085,28.401324807182434,10.954221909521209,0.0805,-4.802316533102509,26.183744159474784,24.0,16.511338298970404,463,-2.8140981302759815,-13.768320039797192,42.0,0.24839400428265523,89.77446178152756,15.529447283812823,39502.08690887132,1.0,467.0,-3.4886617010295993,-63.987041745812135,26.33832976445396,0.9605795285844227,318.78393510903396,2274.3779051613933,-982.7850671665095,31796.57344369288,-79.5851868049374,19.1089010137238,467.0,0.0,-16.292050143808055,61.9585736264063,False,
BTC,30,replication,P00_base,,274,True,120,15.0,274,-37.828916389158145,-77.22707885885302,24.45255474452555,0.6014014062133073,236.81688243812425,1125.9912560939833,-624.3562554403748,12774.898260381098,-94.06512744313183,29.354827736471734,0.46780589804600187,28.0,-7.176293503153175,-27.176293503153182,32.142857142857146,56.35867199549631,11.909801001219867,0.12744140625,-7.960430564111127,28.841000878154887,12.0,-17.82891638915815,266,-35.1518691661257,-47.061670167345554,36.0,0.0,99.99999999999999,0.0,15638.789748501636,1.0,274.0,-37.828916389158145,-77.22707885885302,24.45255474452555,0.6014014062133073,236.81688243812425,1125.9912560939833,-624.3562554403748,12774.898260381098,-94.06512744313183,29.354827736471734,274.0,0.0,-103.65123090629338,103.47734248599443,False,1.0
BTC,30,replication,P04_release,P03_dense_recent,274,True,120,15.0,235,-41.45297272898688,-84.52806795155253,22.97872340425532,0.5824261591691635,223.44752530236616,1125.9912560939833,-624.3562554403748,11380.1424402294,-100.10232716370292,33.787148889192956,0.5057294863924698,24.0,1.4712635713586029,-18.528736428641402,33.33333333333333,70.805431650486,6.75322959985079,0.282958984375,-16.061961862748245,27.480472430256498,12.0,-21.45297272898689,228,-38.62540327787349,-45.378632877724264,35.0,0.0,86.88163607039677,10.28778964635517,13587.236395107713,1.0,235.0,-41.45297272898688,-84.52806795155253,22.97872340425532,0.5824261591691635,223.44752530236616,1125.9912560939833,-624.3562554403748,11380.1424402294,-100.10232716370292,33.787148889192956,235.0,0.0,-97.41448591311922,97.74216332950596,False,1.0
