stream_key,symbol,timeframe,asset,tick,bars,bars_in_window,first_bar,last_bar,gaps,ready_in_window,v9_long_in_window,v9_any_in_window,breaks_in_window,lines_born_in_window,joint_in_window,pivot_ties,store_codes,pair_refusals,serial,partial_buckets
binance_um:1000RATSUSDT:4h,1000RATSUSDT,4h,1000RATS,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,11,15,13,1,8,"{'0': 7, '1': 22, '2': 345, '3': 34, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:1000RATSUSDT:1d,1000RATSUSDT,1d,1000RATS,1e-05,868,598,2023-12-15 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,527,0,0,3,3,0,0,"{'0': 1, '1': 5, '2': 13, '3': 5, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000WHYUSDT:5m,1000WHYUSDT,5m,1000WHY,1e-07,150198,150197,2024-11-25 11:30:00+00:00,2026-04-30 23:55:00+00:00,0,149857,152,298,121,123,8,62745,"{'0': 110, '1': 144, '2': 1898, '3': 275, '4': 0, '5': 2}",{},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 152, 'skipped_in_position': 19, 'invalid_initial': 0}}",0
binance_um:1000WHYUSDT:15m,1000WHYUSDT,15m,1000WHY,1e-07,50066,50065,2024-11-25 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,49725,38,70,82,78,4,15110,"{'0': 56, '1': 104, '2': 1031, '3': 155, '4': 0, '5': 1}",{'momentum': 1},"{'joint': {'candidates': 4, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 38, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:1000WHYUSDT:30m,1000WHYUSDT,30m,1000WHY,1e-07,25033,25032,2024-11-25 11:30:00+00:00,2026-04-30 23:30:00+00:00,0,24692,33,58,57,54,9,6288,"{'0': 48, '1': 74, '2': 678, '3': 99, '4': 0, '5': 1}",{},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 33, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:1000WHYUSDT:1h,1000WHYUSDT,1h,1000WHY,1e-07,12517,12516,2024-11-25 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,12176,11,20,25,25,3,2766,"{'0': 29, '1': 30, '2': 538, '3': 81, '4': 0, '5': 1}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 11, 'skipped_in_position': 2, 'invalid_initial': 0}}",1
binance_um:1000WHYUSDT:4h,1000WHYUSDT,4h,1000WHY,1e-07,3130,3129,2024-11-25 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,2789,3,7,6,5,2,563,"{'0': 0, '1': 7, '2': 201, '3': 37, '4': 0, '5': 0}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000WHYUSDT:1d,1000WHYUSDT,1d,1000WHY,1e-07,522,521,2024-11-25 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,181,0,0,1,1,0,50,"{'0': 0, '1': 1, '2': 3, '3': 3, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000SATSUSDT:5m,1000SATSUSDT,5m,1000SATS,1e-08,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,140,290,204,204,8,36381,"{'0': 110, '1': 259, '2': 2562, '3': 345, '4': 0, '5': 4}",{'parent_not_recovered': 1},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 140, 'skipped_in_position': 22, 'invalid_initial': 0}}",0
binance_um:1000SATSUSDT:15m,1000SATSUSDT,15m,1000SATS,1e-08,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,52,109,98,101,7,6494,"{'0': 63, '1': 145, '2': 1335, '3': 163, '4': 0, '5': 7}","{'momentum': 1, 'parent_not_recovered': 1}","{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 52, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:1000SATSUSDT:30m,1000SATSUSDT,30m,1000SATS,1e-08,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,26,53,60,58,2,2185,"{'0': 49, '1': 94, '2': 936, '3': 144, '4': 0, '5': 4}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 26, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:1000SATSUSDT:1h,1000SATSUSDT,1h,1000SATS,1e-08,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,17,28,41,35,2,751,"{'0': 17, '1': 57, '2': 436, '3': 30, '4': 0, '5': 2}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 17, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:1000SATSUSDT:4h,1000SATSUSDT,4h,1000SATS,1e-08,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,5,11,9,9,0,78,"{'0': 5, '1': 18, '2': 265, '3': 31, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:1000SATSUSDT:1d,1000SATSUSDT,1d,1000SATS,1e-08,871,598,2023-12-12 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,530,0,0,4,4,0,2,"{'0': 1, '1': 4, '2': 3, '3': 4, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000SHIBUSDT:5m,1000SHIBUSDT,5m,1000SHIB,1e-06,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,212,485,552,521,37,1642,"{'0': 626, '1': 741, '2': 10118, '3': 529, '4': 0, '5': 17}",{'gate': 3},"{'joint': {'candidates': 37, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 212, 'skipped_in_position': 27, 'invalid_initial': 0}}",0
binance_um:1000SHIBUSDT:15m,1000SHIBUSDT,15m,1000SHIB,1e-06,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,61,142,235,229,20,297,"{'0': 273, '1': 329, '2': 3877, '3': 351, '4': 0, '5': 17}","{'gate': 2, 'parent_not_recovered': 1}","{'joint': {'candidates': 20, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 61, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:1000SHIBUSDT:30m,1000SHIBUSDT,30m,1000SHIB,1e-06,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,35,71,130,118,8,114,"{'0': 126, '1': 193, '2': 2084, '3': 218, '4': 0, '5': 11}",{},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 35, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:1000SHIBUSDT:1h,1000SHIBUSDT,1h,1000SHIB,1e-06,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,20,37,74,67,3,59,"{'0': 76, '1': 118, '2': 1166, '3': 87, '4': 0, '5': 1}",{'momentum': 2},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 20, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:1000SHIBUSDT:4h,1000SHIBUSDT,4h,1000SHIB,1e-06,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,11,25,24,1,2,"{'0': 36, '1': 51, '2': 358, '3': 33, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:1000SHIBUSDT:1d,1000SHIBUSDT,1d,1000SHIB,1e-06,1817,598,2021-05-10 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,1,1,3,4,0,0,"{'0': 0, '1': 12, '2': 33, '3': 11, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:2ZUSDT:5m,2ZUSDT,5m,2Z,1e-05,60618,60617,2025-10-02 12:30:00+00:00,2026-04-30 23:55:00+00:00,0,60277,78,158,231,215,19,380,"{'0': 199, '1': 317, '2': 3247, '3': 338, '4': 0, '5': 8}","{'gate': 2, 'momentum': 2, 'parent_not_recovered': 1}","{'joint': {'candidates': 19, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 78, 'skipped_in_position': 15, 'invalid_initial': 0}}",0
binance_um:2ZUSDT:15m,2ZUSDT,15m,2Z,1e-05,20206,20205,2025-10-02 12:30:00+00:00,2026-04-30 23:45:00+00:00,0,19865,20,40,78,78,5,64,"{'0': 53, '1': 104, '2': 1167, '3': 135, '4': 0, '5': 0}","{'momentum': 1, 'parent_not_recovered': 1}","{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 20, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:2ZUSDT:30m,2ZUSDT,30m,2Z,1e-05,10103,10102,2025-10-02 12:30:00+00:00,2026-04-30 23:30:00+00:00,0,9762,18,30,43,38,3,26,"{'0': 25, '1': 53, '2': 573, '3': 45, '4': 0, '5': 2}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 18, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:2ZUSDT:1h,2ZUSDT,1h,2Z,1e-05,5052,5051,2025-10-02 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,4711,3,5,20,19,3,4,"{'0': 6, '1': 30, '2': 193, '3': 29, '4': 0, '5': 0}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:2ZUSDT:4h,2ZUSDT,4h,2Z,1e-05,1263,1262,2025-10-02 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,922,1,1,3,3,0,2,"{'0': 0, '1': 4, '2': 14, '3': 2, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:2ZUSDT:1d,2ZUSDT,1d,2Z,1e-05,211,210,2025-10-02 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000XUSDT:5m,1000XUSDT,5m,1000X,1e-05,153642,153641,2024-11-13 12:30:00+00:00,2026-04-30 23:55:00+00:00,0,153301,139,315,394,382,27,97563,"{'0': 425, '1': 545, '2': 6832, '3': 549, '4': 0, '5': 25}","{'momentum': 3, 'gate': 2}","{'joint': {'candidates': 27, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 139, 'skipped_in_position': 19, 'invalid_initial': 0}}",0
binance_um:1000XUSDT:15m,1000XUSDT,15m,1000X,1e-05,51214,51213,2024-11-13 12:30:00+00:00,2026-04-30 23:45:00+00:00,0,50873,47,96,175,176,16,32325,"{'0': 132, '1': 246, '2': 2554, '3': 228, '4': 0, '5': 12}","{'gate': 1, 'momentum': 1}","{'joint': {'candidates': 16, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 47, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:1000XUSDT:30m,1000XUSDT,30m,1000X,1e-05,25607,25606,2024-11-13 12:30:00+00:00,2026-04-30 23:30:00+00:00,0,25266,25,53,94,90,6,16098,"{'0': 84, '1': 123, '2': 1305, '3': 238, '4': 0, '5': 5}",{'momentum': 1},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 25, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:1000XUSDT:1h,1000XUSDT,1h,1000X,1e-05,12804,12803,2024-11-13 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,12463,15,20,34,34,4,8024,"{'0': 19, '1': 44, '2': 634, '3': 91, '4': 0, '5': 1}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 15, 'skipped_in_position': 3, 'invalid_initial': 0}}",1
binance_um:1000XUSDT:4h,1000XUSDT,4h,1000X,1e-05,3201,3200,2024-11-13 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,2860,2,3,8,10,1,1970,"{'0': 11, '1': 10, '2': 107, '3': 21, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000XUSDT:1d,1000XUSDT,1d,1000X,1e-05,534,533,2024-11-13 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,193,0,0,1,1,0,294,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:42USDT:5m,42USDT,5m,42,1e-05,53442,53441,2025-10-27 10:30:00+00:00,2026-04-30 23:55:00+00:00,0,53101,35,67,113,109,10,52484,"{'0': 98, '1': 150, '2': 1580, '3': 154, '4': 0, '5': 1}","{'gate': 1, 'momentum': 1}","{'joint': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 35, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:42USDT:15m,42USDT,15m,42,1e-05,17814,17813,2025-10-27 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,17473,3,10,57,58,0,17420,"{'0': 55, '1': 83, '2': 720, '3': 121, '4': 0, '5': 3}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:42USDT:30m,42USDT,30m,42,1e-05,8907,8906,2025-10-27 10:30:00+00:00,2026-04-30 23:30:00+00:00,0,8566,6,9,31,35,1,8678,"{'0': 25, '1': 52, '2': 347, '3': 93, '4': 0, '5': 2}",{'gate': 1},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 6, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:42USDT:1h,42USDT,1h,42,1e-05,4454,4453,2025-10-27 10:00:00+00:00,2026-04-30 23:00:00+00:00,0,4113,3,8,15,14,1,4318,"{'0': 5, '1': 18, '2': 162, '3': 63, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:42USDT:4h,42USDT,4h,42,1e-05,1114,1113,2025-10-27 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,773,0,0,2,1,0,1048,"{'0': 1, '1': 2, '2': 9, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:42USDT:1d,42USDT,1d,42,1e-05,186,185,2025-10-27 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,140,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1000XECUSDT:5m,1000XECUSDT,5m,1000XEC,1e-06,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,233,477,300,297,26,10402,"{'0': 229, '1': 388, '2': 4904, '3': 327, '4': 0, '5': 6}","{'gate': 2, 'momentum': 1}","{'joint': {'candidates': 26, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 233, 'skipped_in_position': 39, 'invalid_initial': 0}}",0
binance_um:1000XECUSDT:15m,1000XECUSDT,15m,1000XEC,1e-06,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,53,134,149,147,7,2175,"{'0': 102, '1': 196, '2': 2356, '3': 197, '4': 0, '5': 5}",{'momentum': 1},"{'joint': {'candidates': 7, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 53, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:1000XECUSDT:30m,1000XECUSDT,30m,1000XEC,1e-06,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,38,81,92,91,5,791,"{'0': 79, '1': 143, '2': 1340, '3': 148, '4': 0, '5': 2}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 38, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:1000XECUSDT:1h,1000XECUSDT,1h,1000XEC,1e-06,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,22,39,52,45,6,238,"{'0': 51, '1': 77, '2': 946, '3': 75, '4': 0, '5': 2}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 22, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:1000XECUSDT:4h,1000XECUSDT,4h,1000XEC,1e-06,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,4,9,15,16,2,40,"{'0': 5, '1': 25, '2': 327, '3': 31, '4': 0, '5': 1}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:1000XECUSDT:1d,1000XECUSDT,1d,1000XEC,1e-06,1687,598,2021-09-17 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,1,2,1,0,4,"{'0': 1, '1': 9, '2': 49, '3': 10, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:1INCHUSDT:5m,1INCHUSDT,5m,1INCH,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,227,448,310,303,21,7618,"{'0': 264, '1': 423, '2': 5232, '3': 321, '4': 0, '5': 17}",{'gate': 1},"{'joint': {'candidates': 21, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 227, 'skipped_in_position': 33, 'invalid_initial': 0}}",0
binance_um:1INCHUSDT:15m,1INCHUSDT,15m,1INCH,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,66,121,138,134,10,1552,"{'0': 165, '1': 195, '2': 2353, '3': 156, '4': 0, '5': 7}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 66, 'skipped_in_position': 11, 'invalid_initial': 0}}",0
binance_um:1INCHUSDT:30m,1INCHUSDT,30m,1INCH,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,33,63,68,67,5,595,"{'0': 72, '1': 87, '2': 1497, '3': 99, '4': 0, '5': 1}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 33, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:1INCHUSDT:1h,1INCHUSDT,1h,1INCH,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,17,41,47,50,4,180,"{'0': 73, '1': 70, '2': 1041, '3': 80, '4': 0, '5': 1}",{'momentum': 1},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 17, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:1INCHUSDT:4h,1INCHUSDT,4h,1INCH,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,3,13,15,17,0,11,"{'0': 25, '1': 28, '2': 269, '3': 25, '4': 0, '5': 0}",{'momentum': 1},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:1INCHUSDT:1d,1INCHUSDT,1d,1INCH,1e-05,1953,598,2020-12-25 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,0,1,1,0,6,"{'0': 0, '1': 7, '2': 33, '3': 10, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:4USDT:5m,4USDT,5m,4,1e-06,58902,58901,2025-10-08 11:30:00+00:00,2026-04-30 23:55:00+00:00,0,58561,77,168,232,232,11,717,"{'0': 209, '1': 330, '2': 3581, '3': 382, '4': 0, '5': 12}",{'gate': 3},"{'joint': {'candidates': 11, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 77, 'skipped_in_position': 9, 'invalid_initial': 0}}",0
binance_um:4USDT:15m,4USDT,15m,4,1e-06,19634,19633,2025-10-08 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,19293,34,59,85,84,6,118,"{'0': 89, '1': 123, '2': 1132, '3': 124, '4': 0, '5': 3}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 34, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:4USDT:30m,4USDT,30m,4,1e-06,9817,9816,2025-10-08 11:30:00+00:00,2026-04-30 23:30:00+00:00,0,9476,11,19,57,50,4,60,"{'0': 36, '1': 74, '2': 629, '3': 95, '4': 0, '5': 8}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 11, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:4USDT:1h,4USDT,1h,4,1e-06,4909,4908,2025-10-08 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,4568,6,13,28,23,5,22,"{'0': 15, '1': 38, '2': 295, '3': 55, '4': 0, '5': 3}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 6, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:4USDT:4h,4USDT,4h,4,1e-06,1228,1227,2025-10-08 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,887,2,3,4,4,1,4,"{'0': 1, '1': 6, '2': 14, '3': 10, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 2, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:4USDT:1d,4USDT,1d,4,1e-06,205,204,2025-10-08 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ACUUSDT:5m,ACUUSDT,5m,ACU,1e-05,28647,28646,2026-01-21 12:45:00+00:00,2026-04-30 23:55:00+00:00,0,28306,24,65,150,134,4,141,"{'0': 121, '1': 203, '2': 1912, '3': 193, '4': 0, '5': 7}",{'gate': 1},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 24, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:ACUUSDT:15m,ACUUSDT,15m,ACU,1e-05,9549,9548,2026-01-21 12:45:00+00:00,2026-04-30 23:45:00+00:00,0,9208,14,30,50,50,5,32,"{'0': 43, '1': 73, '2': 611, '3': 77, '4': 0, '5': 2}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 14, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:ACUUSDT:30m,ACUUSDT,30m,ACU,1e-05,4775,4774,2026-01-21 12:30:00+00:00,2026-04-30 23:30:00+00:00,0,4434,6,14,26,23,1,5,"{'0': 12, '1': 29, '2': 373, '3': 52, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 6, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:ACUUSDT:1h,ACUUSDT,1h,ACU,1e-05,2388,2387,2026-01-21 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,2047,1,8,10,11,0,5,"{'0': 13, '1': 12, '2': 205, '3': 19, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ACUUSDT:4h,ACUUSDT,4h,ACU,1e-05,597,596,2026-01-21 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,256,0,0,4,3,0,0,"{'0': 3, '1': 4, '2': 14, '3': 1, '4': 0, '5': 1}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
