period,name,n,months,controls_per_trade,attempts,rejected_invalid,rejected_boundary,raw_signal_controls,signal_mean_net_r,random_mean_net_r,mean_excess_net_r,sum_excess_cash,one_sided_month_signflip_p
development,primary,751,17,9,6760,0,1,101,-0.6926484590752033,-0.7757911660585909,0.08314270698338751,62.44017294452402,0.1278
development,same_exit_fixed_1u,751,17,9,6760,0,1,101,-0.6926484590752033,-0.7757911660585909,0.08314270698338751,62.44017294452402,0.1278
development,original_v8_fixed_1u,744,17,9,6697,0,1,106,-0.759496737905429,-0.8198101461214023,0.06031340821597327,44.873175712684116,0.2376
validation,primary,526,12,9,4734,0,0,83,-0.43335390767419024,-0.5166602741604508,0.0833063664862606,43.81914877177307,0.1634
validation,same_exit_fixed_1u,526,12,9,4734,0,0,83,-0.43335390767419024,-0.5166602741604508,0.0833063664862606,43.81914877177307,0.1634
validation,original_v8_fixed_1u,525,12,9,4727,0,2,83,-0.48172961009264337,-0.49334007325845136,0.011610463165808011,6.095493162049205,0.4655
preholdout,primary,189,4,9,1703,0,2,28,-0.6353475349360286,-0.6523545256348071,0.01700699069877849,3.2143212420691345,0.3711
preholdout,same_exit_fixed_1u,189,4,9,1703,0,2,28,-0.6353475349360286,-0.6523545256348071,0.01700699069877849,3.2143212420691345,0.3711
preholdout,original_v8_fixed_1u,185,4,9,1668,0,3,28,-0.4598820556243135,-0.6329614044924845,0.17307934886817095,32.01967954061163,0.2439
