cycle_id,trades,net_pnl,finish_reason,recovered,balance_after
0,1,0.06948421052629783,reset_be_or_win,True,1000.0694842105263
1,2,-3.087501704683177,reset_be_or_win,False,996.9819825058431
2,2,-7.545268051575931,reset_be_or_win,False,989.4367144542672
3,1,-1.696425925925837,reset_be_or_win,False,987.7402885283414
4,3,-16.653426273827677,reset_be_or_win,False,971.0868622545137
5,2,-5.6707313273866475,reset_be_or_win,False,965.416130927127
6,1,-1.4239534883720353,reset_be_or_win,False,963.992177438755
7,1,-0.5395285505125003,reset_be_or_win,False,963.4526488882425
8,3,-5.243969972950595,reset_be_or_win,False,958.2086789152919
9,1,-0.5932631578947394,reset_be_or_win,False,957.6154157573972
10,4,-24.384502984251526,reset_be_or_win,False,933.2309127731456
11,1,-4.203045454544963,reset_be_or_win,False,929.0278673186007
12,4,-19.332854831175155,reset_be_or_win,False,909.6950124874255
13,1,-0.9743176470587969,reset_be_or_win,False,908.7206948403667
14,2,-0.07964693822441404,reset_be_or_win,False,908.6410479021423
15,1,-0.7618993135012033,reset_be_or_win,False,907.8791485886411
16,1,-0.6812909836065728,reset_be_or_win,False,907.1978576050345
17,3,-6.063188562802225,reset_be_or_win,False,901.1346690422323
18,1,-0.8243654320987162,reset_be_or_win,False,900.3103036101336
19,1,-0.9410340909090564,reset_be_or_win,False,899.3692695192245
20,4,-17.729954691302282,reset_be_or_win,False,881.6393148279222
21,1,-3.0299633027525488,reset_be_or_win,False,878.6093515251697
22,1,-1.8977586206896149,reset_be_or_win,False,876.7115929044801
23,2,-0.8614932967032018,reset_be_or_win,False,875.8500996077769
24,3,-9.266622701229835,reset_be_or_win,False,866.583476906547
25,1,-1.9938048780486497,reset_be_or_win,False,864.5896720284984
26,1,-1.4284716157205821,reset_be_or_win,False,863.1612004127778
27,2,-6.00621753607129,reset_be_or_win,False,857.1549828767065
28,1,0.6144067796609534,reset_be_or_win,True,857.7693896563675
29,1,-0.36763288288284457,reset_be_or_win,False,857.4017567734846
30,2,-5.1897364270546404,reset_be_or_win,False,852.21202034643
31,2,-4.691027875095301,reset_be_or_win,False,847.5209924713347
32,1,-1.3597499999999627,reset_be_or_win,False,846.1612424713347
33,2,-4.154699384205742,reset_be_or_win,False,842.006543087129
34,1,-1.1151728813559885,reset_be_or_win,False,840.891370205773
35,1,1.0414486803518912,reset_be_or_win,True,841.9328188861249
36,4,-25.760659885436326,reset_be_or_win,False,816.1721590006886
37,2,-2.647705301654355,reset_be_or_win,False,813.5244536990342
38,2,-2.7056214850694005,reset_be_or_win,False,810.8188322139648
39,1,-1.1118839590443486,reset_be_or_win,False,809.7069482549205
40,1,-0.63122718446607,reset_be_or_win,False,809.0757210704544
41,1,0.8276967509025326,reset_be_or_win,True,809.9034178213569
42,1,-0.9502965116279256,reset_be_or_win,False,808.953121309729
43,2,-4.313563186040142,reset_be_or_win,False,804.6395581236889
44,5,-23.73691776090459,reset_be_or_win,False,780.9026403627843
45,1,-0.7311002227171457,reset_be_or_win,False,780.1715401400671
46,1,-1.2561226053638848,reset_be_or_win,False,778.9154175347032
47,3,-5.564136884021991,reset_be_or_win,False,773.3512806506812
48,1,-1.9031071428573796,reset_be_or_win,False,771.4481735078239
49,1,-1.0390879478827628,reset_be_or_win,False,770.4090855599411
50,1,-1.0447081967213308,reset_be_or_win,False,769.3643773632198
51,4,-20.89440170644673,reset_be_or_win,False,748.469975656773
52,1,-1.6480621761659222,reset_be_or_win,False,746.8219134806071
53,3,-9.587632633417002,reset_be_or_win,False,737.2342808471901
54,4,-9.1811244091341,reset_be_or_win,False,728.053156438056
55,1,0.40706999999997606,reset_be_or_win,True,728.460226438056
56,1,-0.7506045454545074,reset_be_or_win,False,727.7096218926015
57,1,0.8518888888888796,reset_be_or_win,True,728.5615107814904
58,1,0.9607312500000944,reset_be_or_win,True,729.5222420314905
59,1,-2.0258787878789235,reset_be_or_win,False,727.4963632436115
60,1,-1.3492500000000973,reset_be_or_win,False,726.1471132436114
61,1,0.342772277227823,reset_be_or_win,True,726.4898855208393
62,1,-0.7833129411765185,reset_be_or_win,False,725.7065725796627
63,1,-1.340195121951183,reset_be_or_win,False,724.3663774577116
64,2,-4.543664679582889,reset_be_or_win,False,719.8227127781287
65,3,-6.685125266208047,reset_be_or_win,False,713.1375875119206
66,1,-0.7444428571428716,reset_be_or_win,False,712.3931446547778
67,2,-3.9052623254489163,reset_be_or_win,False,708.4878823293288
68,2,-3.48850702341133,reset_be_or_win,False,704.9993753059175
69,1,1.0454049079754668,reset_be_or_win,True,706.044780213893
70,2,1.1647924454061922,reset_be_or_win,True,707.2095726592992
71,1,-2.467539682539723,reset_be_or_win,False,704.7420329767594
72,1,-1.0934689655172178,reset_be_or_win,False,703.6485640112422
73,1,1.6663073684210303,reset_be_or_win,True,705.3148713796633
74,1,-0.8422198391421034,reset_be_or_win,False,704.4726515405212
75,2,-2.081031449279635,reset_be_or_win,False,702.3916200912415
76,1,-0.3176307420494595,reset_be_or_win,False,702.0739893491921
77,4,-2.0654823563056652,reset_be_or_win,False,700.0085069928864
78,1,-0.6966744639375975,reset_be_or_win,False,699.3118325289488
79,2,-2.180211988460087,reset_be_or_win,False,697.1316205404887
80,1,-0.6956640624999864,reset_be_or_win,False,696.4359564779887
81,1,-0.35212598425198394,reset_be_or_win,False,696.0838304937367
82,1,-0.7571016949152636,reset_be_or_win,False,695.3267287988215
83,1,0.802444444444518,reset_be_or_win,True,696.129173243266
84,1,-0.38069629629626434,reset_be_or_win,False,695.7484769469697
85,1,-0.40861345496011836,reset_be_or_win,False,695.3398634920096
86,1,-0.3744848484848262,reset_be_or_win,False,694.9653786435248
87,3,-3.6771028856350085,reset_be_or_win,False,691.2882757578898
88,3,-4.7620823474183,reset_be_or_win,False,686.5261934104715
89,2,-2.1717626073822203,reset_be_or_win,False,684.3544308030893
