name,symbol,side,conf,entry_i,source_path,entry_time,outcome,net_atr,atr_pct
A00137_FIL_USDT_SWAP_SHORT_695e5ccb467e672ad8f2a9dd,FIL_USDT_SWAP,SHORT,0.9575828909873962,138437,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 16:45:00+00:00,sl,-2.1864481092304247,0.01072684517024628
A00138_FIL_USDT_SWAP_SHORT_47a564cc177674fddaff70a5,FIL_USDT_SWAP,SHORT,0.9552367329597473,138436,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 16:30:00+00:00,timeout,-1.3160473479199628,0.010711449109964378
A00139_FIL_USDT_SWAP_SHORT_cf96831d9d4d2dd4304c9b99,FIL_USDT_SWAP,SHORT,0.9618257880210876,138435,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 16:15:00+00:00,timeout,-0.5130622118418157,0.010110374290467771
A00140_FIL_USDT_SWAP_SHORT_0cdd44a97d88096b54589bda,FIL_USDT_SWAP,SHORT,0.9338289499282837,138434,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 16:00:00+00:00,timeout,-0.9988239231759378,0.010024610224575865
A00141_FIL_USDT_SWAP_SHORT_5d1e01e2613f8530ace0670b,FIL_USDT_SWAP,SHORT,0.9653692841529846,138433,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 15:45:00+00:00,timeout,-0.4504053067823671,0.009739305418504957
A00142_FIL_USDT_SWAP_SHORT_e1351673b1b765d61c8dc420,FIL_USDT_SWAP,SHORT,0.9521424174308777,138432,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 15:30:00+00:00,timeout,-0.04322463535781815,0.009547759264642876
A00143_FIL_USDT_SWAP_SHORT_35f40f4dec6493059ec26fa7,FIL_USDT_SWAP,SHORT,0.9516146779060364,138431,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 15:15:00+00:00,timeout,-0.4667112868145779,0.009411266926039778
A00144_FIL_USDT_SWAP_SHORT_0a8bc4df3badf7fb8286168b,FIL_USDT_SWAP,SHORT,0.9551151394844055,138430,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,2025-12-15 15:00:00+00:00,tp,4.750781018288767,0.008025070908593128
A00177_ICP_USDT_SWAP_SHORT_1ebb18e02c04455944ff3740,ICP_USDT_SWAP,SHORT,0.9559702277183533,149712,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 03:30:00+00:00,timeout,2.5626689841704344,0.004757939951373529
A00178_ICP_USDT_SWAP_SHORT_0999a5e51b0b8cbcd36598cc,ICP_USDT_SWAP,SHORT,0.9466270208358765,149711,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 03:15:00+00:00,timeout,2.533372868604532,0.004806153811297613
A00179_ICP_USDT_SWAP_SHORT_044857a3edc23391bb7f8755,ICP_USDT_SWAP,SHORT,0.9548174738883972,149710,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 03:00:00+00:00,timeout,2.142256649891798,0.004922625926635535
A00180_ICP_USDT_SWAP_SHORT_460f00713819aa8b7dcb3d90,ICP_USDT_SWAP,SHORT,0.9577270746231079,149709,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 02:45:00+00:00,timeout,1.8249798446858476,0.005120724389291544
A00181_ICP_USDT_SWAP_SHORT_7159dd12ec229818248dcbaf,ICP_USDT_SWAP,SHORT,0.9270362257957458,149708,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 02:30:00+00:00,timeout,2.5907021128125827,0.005327617164281299
A00182_ICP_USDT_SWAP_SHORT_613c99d12a203ebfd4423a2b,ICP_USDT_SWAP,SHORT,0.949381947517395,149707,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 02:15:00+00:00,timeout,2.4552114556626123,0.005459132183600372
A00183_ICP_USDT_SWAP_SHORT_6018448e32a40d3c610fc8ab,ICP_USDT_SWAP,SHORT,0.9606921076774597,149706,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 02:00:00+00:00,timeout,2.274354655892879,0.005531591966762938
A00184_ICP_USDT_SWAP_SHORT_db49768fd22761b07b16fb6f,ICP_USDT_SWAP,SHORT,0.9322106838226318,149705,data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,2026-04-12 01:45:00+00:00,timeout,1.7520632348247942,0.005346981727197216
A00345_AIXBT_USDT_SWAP_LONG_059ff9e39b02d07c221a0b65,AIXBT_USDT_SWAP,LONG,0.9199574589729309,28308,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 10:30:00+00:00,tp,4.758267592377361,0.008273611385702423
A00346_AIXBT_USDT_SWAP_LONG_6aed541e7eda865456f57905,AIXBT_USDT_SWAP,LONG,0.8419240713119507,28307,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 10:15:00+00:00,sl,-2.2381140563258204,0.008399336145293668
A00347_AIXBT_USDT_SWAP_LONG_1bca3563990fdd4f3815febd,AIXBT_USDT_SWAP,LONG,0.8518698811531067,28306,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 10:00:00+00:00,tp,4.757244115722427,0.008238729231845342
A00348_AIXBT_USDT_SWAP_LONG_c4e252f7dac5c18add433338,AIXBT_USDT_SWAP,LONG,0.9045530557632446,28305,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 09:45:00+00:00,tp,4.756600220890896,0.008216934326400353
A00349_AIXBT_USDT_SWAP_LONG_7d3b9fa2da0d2f7c3aed2a41,AIXBT_USDT_SWAP,LONG,0.7070491313934326,28304,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 09:30:00+00:00,tp,4.745542420588385,0.007859856266120003
A00350_AIXBT_USDT_SWAP_LONG_78a077da72f5893cf3cf37a3,AIXBT_USDT_SWAP,LONG,0.956432044506073,28303,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 09:15:00+00:00,tp,4.745422086278779,0.007856141056250847
A00351_AIXBT_USDT_SWAP_LONG_e07507b48b17c60682619ad9,AIXBT_USDT_SWAP,LONG,0.9664766192436218,28302,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 09:00:00+00:00,tp,4.740286256924657,0.007700786166790504
A00352_AIXBT_USDT_SWAP_LONG_e346e80d5adfe50fdc46c58d,AIXBT_USDT_SWAP,LONG,0.9294626712799072,28301,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41917.csv,2026-03-25 08:45:00+00:00,tp,4.7256687381227955,0.007290456021359829
A00353_ANIME_USDT_SWAP_LONG_1c06264f54969fe61485adb7,ANIME_USDT_SWAP,LONG,0.7481505274772644,31550,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 06:15:00+00:00,sl,-2.7529129376313985,0.002656349625617881
A00354_ANIME_USDT_SWAP_LONG_0515a0bf27fd41731cb1ec76,ANIME_USDT_SWAP,LONG,0.8252121210098267,31549,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 06:00:00+00:00,sl,-2.7236537628348785,0.002763752643481129
A00355_ANIME_USDT_SWAP_LONG_9089237b6c1b74f6b99fac4d,ANIME_USDT_SWAP,LONG,0.8720185160636902,31548,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 05:45:00+00:00,sl,-2.706842421936343,0.002829484957228731
A00356_ANIME_USDT_SWAP_LONG_e849f0a0293991418d564a0b,ANIME_USDT_SWAP,LONG,0.8294097781181335,31547,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 05:30:00+00:00,sl,-2.7007624471146907,0.0028540342140688526
A00357_ANIME_USDT_SWAP_LONG_cfe2a74152513d6327b2ce7b,ANIME_USDT_SWAP,LONG,0.8162739276885986,31546,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 05:15:00+00:00,sl,-2.703018098680047,0.0028448769722359247
A00358_ANIME_USDT_SWAP_LONG_0b98f158fa3a4e64e5dd8643,ANIME_USDT_SWAP,LONG,0.8227150440216064,31545,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 05:00:00+00:00,sl,-2.707166092545854,0.0028281898992073124
A00359_ANIME_USDT_SWAP_LONG_fdf056bd633df98266406ff8,ANIME_USDT_SWAP,LONG,0.867834746837616,31544,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 04:45:00+00:00,sl,-2.700812613187688,0.0028538299145371942
A00360_ANIME_USDT_SWAP_LONG_3c5f5f6d2182f4fcec029a86,ANIME_USDT_SWAP,LONG,0.8281749486923218,31543,data/kline_fetched/okx_ANIME_USDT_SWAP_15m_41816.csv,2026-04-29 04:30:00+00:00,sl,-2.7008992234630536,0.0028534772661300434
A00385_A_USDT_SWAP_SHORT_03775627faf4970ff790a7bd,A_USDT_SWAP,SHORT,0.9237521290779114,18448,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 17:15:00+00:00,sl,-2.2493082293469526,0.008022198084831475
A00386_A_USDT_SWAP_SHORT_1eb31478e4b7dcc0795ce92c,A_USDT_SWAP,SHORT,0.8853827118873596,18447,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 17:00:00+00:00,sl,-2.256710790061614,0.007790868469221122
A00387_A_USDT_SWAP_SHORT_38fc502a1350183836ca5aba,A_USDT_SWAP,SHORT,0.9184369444847107,18446,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 16:45:00+00:00,sl,-2.257445069804307,0.007768647508069293
A00388_A_USDT_SWAP_SHORT_12b4d01066cf1328af453cee,A_USDT_SWAP,SHORT,0.9230800271034241,18445,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 16:30:00+00:00,sl,-2.2534152305983555,0.007892185466823735
A00389_A_USDT_SWAP_SHORT_9264c8ac00c4190ab60124d0,A_USDT_SWAP,SHORT,0.8680286407470703,18444,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 16:15:00+00:00,sl,-2.269929782122621,0.007409334324922623
A00390_A_USDT_SWAP_SHORT_dfd1d6841930ac2e1153b1fe,A_USDT_SWAP,SHORT,0.9107840657234192,18443,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 16:00:00+00:00,sl,-2.2959146630803247,0.006758705294225532
A00391_A_USDT_SWAP_SHORT_161bc9c8d996734b4200d3e0,A_USDT_SWAP,SHORT,0.9407483339309692,18442,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 15:45:00+00:00,sl,-2.3201628643290237,0.006246820674194715
A00392_A_USDT_SWAP_SHORT_e33a7fac231d5a9e92959a44,A_USDT_SWAP,SHORT,0.9038714170455933,18441,data/kline_fetched/okx_A_USDT_SWAP_15m_41918.csv,2025-12-12 15:30:00+00:00,tp,4.580870397600568,0.0047717937090352314
A00393_BAND_USDT_SWAP_SHORT_93668786dd3ea2bb63a5dcb0,BAND_USDT_SWAP,SHORT,0.6113118529319763,31684,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 15:15:00+00:00,tp,4.605764977848801,0.005073116003460779
A00394_BAND_USDT_SWAP_SHORT_6b280e4a6bfc72e70175c949,BAND_USDT_SWAP,SHORT,0.9366639852523804,31683,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 15:00:00+00:00,tp,4.609545691151294,0.005122238261109494
A00395_BAND_USDT_SWAP_SHORT_0e90e1f87b6cb5bc93374672,BAND_USDT_SWAP,SHORT,0.7772272825241089,31682,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 14:45:00+00:00,tp,4.572493496956394,0.004678291407875774
A00396_BAND_USDT_SWAP_SHORT_0f8967a170654d9c154d61e3,BAND_USDT_SWAP,SHORT,0.9565557241439819,31681,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 14:30:00+00:00,tp,4.591736503856385,0.00489879702420523
A00397_BAND_USDT_SWAP_SHORT_f45e163dbbc08cfa534a1b53,BAND_USDT_SWAP,SHORT,0.955624520778656,31680,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 14:15:00+00:00,tp,4.6056946549461655,0.005072211231950052
A00398_BAND_USDT_SWAP_SHORT_1c7a481a47f8661efa42ac24,BAND_USDT_SWAP,SHORT,0.5347699522972107,31679,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 14:00:00+00:00,tp,4.576318279894921,0.004720524641714365
A00400_BAND_USDT_SWAP_SHORT_7e4619742bf3301e067e8028,BAND_USDT_SWAP,SHORT,0.42032450437545776,31677,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41914.csv,2026-04-29 13:30:00+00:00,tp,4.554481408115474,0.004489150478636735
A00410_BIO_USDT_SWAP_LONG_121c230f7477af1fd30a7295,BIO_USDT_SWAP,LONG,0.4458993971347809,20746,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 17:00:00+00:00,tp,4.787879563445828,0.009428605901861311
A00411_BIO_USDT_SWAP_LONG_9f366b1bd09f2398bc8fd2f1,BIO_USDT_SWAP,LONG,0.9367536306381226,20745,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 16:45:00+00:00,tp,4.7921291712785345,0.009621359631368948
A00412_BIO_USDT_SWAP_LONG_91a840e3b9336390d64cb910,BIO_USDT_SWAP,LONG,0.6511516571044922,20744,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 16:30:00+00:00,tp,4.7990032859696,0.009950411426614377
A00413_BIO_USDT_SWAP_LONG_63bb1eae38c3610d558aa9d2,BIO_USDT_SWAP,LONG,0.4602550268173218,20743,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 16:15:00+00:00,tp,4.803693789046975,0.010188164655057562
A00414_BIO_USDT_SWAP_LONG_43245d38ebb853d747380708,BIO_USDT_SWAP,LONG,0.6730471253395081,20742,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 16:00:00+00:00,tp,4.801459760795399,0.010073524682011578
A00415_BIO_USDT_SWAP_LONG_cf9958770c3104082d55dbab,BIO_USDT_SWAP,LONG,0.2721978724002838,20741,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 15:45:00+00:00,tp,4.794881726153482,0.009750472069088016
A00416_BIO_USDT_SWAP_LONG_1bdc8220d1df18d44a6ed219,BIO_USDT_SWAP,LONG,0.7367897629737854,20740,data/kline_fetched/okx_BIO_USDT_SWAP_15m_41913.csv,2026-01-05 15:30:00+00:00,tp,4.797960824838375,0.009899070308518257
