entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01,9,-57.420691861362755,-78.61177773675452,-516.7862267522648,0.0731242205497443,False,0.1111111111111111,8,0
2023-02,14,56.504604586391906,-53.00744458547833,791.0644642094866,2.2535548109111674,False,0.35714285714285715,9,0
2023-03,12,-48.5619421209322,-108.23089303854171,-582.7433054511864,0.5167949226723385,False,0.25,9,0
2023-04,12,-87.49394157861596,-82.4298592553152,-1049.9272989433914,0.13002948054023908,False,0.16666666666666666,10,0
2023-05,9,15.580660580658554,-47.18334905875475,140.225945225927,1.336689389007075,False,0.3333333333333333,6,0
2023-06,13,-54.76373867995154,-70.61334304475196,-711.92860283937,0.30677901087618065,False,0.23076923076923078,10,0
2023-07,8,-18.991609466124647,-47.39332223645696,-151.93287572899717,0.6105597634840015,False,0.25,6,0
2023-08,7,-51.7629972192449,-49.30383183220364,-362.34098053471433,0.0,False,0.0,7,0
2023-09,8,-37.522134073727905,-47.12774827887176,-300.17707258982324,0.27525182803876436,False,0.25,6,0
2023-10,11,-41.04615591400415,-56.413176321730134,-451.5077150540457,0.27767117588014173,False,0.18181818181818182,9,0
2023-11,6,-27.941451709242433,-41.68234128416158,-167.64871025545457,0.18675354830687435,False,0.16666666666666666,5,0
2023-12,15,18.43910359084823,-27.777472778844885,276.58655386272346,1.5290766519009138,False,0.3333333333333333,10,0
2024-01,7,15.116096082673515,-16.2129521654286,105.8126725787146,1.3416157340108863,False,0.2857142857142857,5,0
2024-02,19,36.32523577152141,-47.398954279685974,690.1794796589069,1.7057271164178576,False,0.3157894736842105,13,0
2024-03,11,14.851227558311864,-30.685563241661367,163.36350314143053,1.2250208259952533,False,0.36363636363636365,7,0
2024-04,15,-3.5040518315133986,-46.11186251889497,-52.56077747270098,0.9417324635368608,False,0.4,9,0
2024-05,14,2.2332681252572204,-44.390164552201554,31.26575375360109,1.0371156265171053,False,0.2857142857142857,10,0
2024-06,12,-15.545180256434625,-34.804480052893474,-186.54216307721552,0.525051199134144,False,0.25,9,0
2024-07,18,-16.578795209098796,-48.2664691236667,-298.4183137637784,0.6339082885375538,False,0.16666666666666666,15,0
2024-08,9,-15.51869331088208,-117.33123477583261,-139.66823979793872,0.8772374287909831,False,0.2222222222222222,7,0
2024-09,18,-44.45941072178332,-43.584025474144845,-800.2693929920998,0.16275867222092338,False,0.16666666666666666,15,0
2024-10,11,-72.55860562490994,-72.82812354188815,-798.1446618740094,0.22582565657503964,False,0.09090909090909091,10,0
2024-11,19,-49.72244394161953,-81.68003428111413,-944.7264348907711,0.3735416530205553,False,0.15789473684210525,16,0
2024-12,9,-41.82684463603911,-82.46123463651054,-376.441601724352,0.45949368420438874,False,0.1111111111111111,8,0
