primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,17,-10.860824707678198,-11.631446072054556,-184.63402003052937,0.0,False,0.0,17,0
early_reversal,3,-52.94240958691463,-37.141293706178786,-158.82722876074388,0.0,False,0.0,3,0
giveback,27,-44.15057913316541,-42.75713084251008,-1192.0656365954658,0.0,False,0.0,27,0
hard_stop,86,-102.80464171934518,-83.02186196435355,-8841.199187863687,0.0,False,0.0,86,0
other_loss,86,-87.02247242246224,-77.67637836297024,-7483.932628331753,0.0,False,0.0,86,0
