outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,-1,2023H1,9,-93.66119480062913,-89.84820313038043,-842.9507532056622,0.0,False,0.0,9,0
hard_stop,-1,2023H2,7,-59.016669758806806,-49.30383183220364,-413.11668831164764,0.0,False,0.0,7,0
hard_stop,-1,2024H1,10,-127.09076253629603,-101.39521225992708,-1270.9076253629603,0.0,False,0.0,10,0
hard_stop,-1,2024H2,11,-119.61583712807533,-103.60768684702703,-1315.7742084088286,0.0,False,0.0,11,0
hard_stop,1,2023H1,10,-126.52560675427804,-106.34783202607466,-1265.2560675427803,0.0,False,0.0,10,0
hard_stop,1,2023H2,10,-81.98204158312426,-65.89896933488158,-819.8204158312426,0.0,False,0.0,10,0
hard_stop,1,2024H1,14,-89.68446144045517,-77.73473277913111,-1255.5824601663724,0.0,False,0.0,14,0
hard_stop,1,2024H2,15,-110.51939793561279,-81.68003428111413,-1657.790969034192,0.0,False,0.0,15,0
transition_colour_exit,-1,2023H1,28,-48.744688644927265,-61.87245828904285,-1364.8512820579633,0.37103485383482865,False,0.2857142857142857,20,0
transition_colour_exit,-1,2023H2,19,-18.379541869101978,-40.60755172581308,-349.21129551293757,0.4989906735510328,False,0.2631578947368421,14,0
transition_colour_exit,-1,2024H1,21,31.925994362297114,-11.631446072054556,670.4458816082393,2.166295210532995,False,0.42857142857142855,12,0
transition_colour_exit,-1,2024H2,27,12.455901666089234,-32.69377542542527,336.30934498440934,1.3253840203704883,False,0.2222222222222222,21,0
transition_colour_exit,1,2023H1,22,70.13468537525486,-32.160062412491236,1542.963078255607,3.012386426322047,False,0.4090909090909091,13,0
transition_colour_exit,1,2023H2,19,22.375136808185058,-27.777472778844885,425.1275993555161,1.7197100424731615,False,0.3684210526315789,12,0
transition_colour_exit,1,2024H1,33,79.01705068193422,-9.094612710427423,2607.562672503829,3.4844036553147233,False,0.48484848484848486,17,0
transition_colour_exit,1,2024H2,31,-23.239122986591568,-69.20594491522378,-720.4128125843387,0.6628894544697537,False,0.22580645161290322,24,0
