signal_i,signal_time,side,pre_pairwise_cross_count,pre_pairwise_cross_breadth,pre_bandwidth_atr_mean,pre_bandwidth_atr_max,atr_release_ratio,oscillator_score,pre_cross_imbalance,current_alignment,directional_order_entropy,breakout_distance_atr,slope_coherence,signed_mean_slope_atr,dense_start_score,pre_directional_cross_count,pre_opposite_cross_count,training_eligible,passes_dense_l0,passes_dense_l1,passes_dense_l2,passes_dense_l3,selected_profile,selected_gate_pass,outcome_label_included,true_range_atr_ratio,prior_distance_atr,breakout_expansion_atr,v14r_gate_pass
3755,2022-02-11 18:15:00+00:00,short,1.0,1.0,1.6233126743773125,2.0205619239363517,0.9562202479318705,0.3604169022683576,1.0,10.0,0.6500224216483541,1.2562118944165934,0.8333333333333334,0.05729497962662322,0.6150117338574123,1.0,0.0,False,True,False,False,False,dense_l1,False,False,1.0309534381626007,0.7500853546411824,0.506126539775411,False
3821,2022-02-12 10:45:00+00:00,short,1.0,1.0,5.321043950878143,5.723934175713094,0.9714768842351262,0.2410666810650588,0.0,12.0,0.0,0.8004304754251411,1.0,0.08209035995855828,0.39059973813583737,0.0,0.0,False,False,False,False,False,dense_l1,False,False,1.2075089110807589,1.0770326779320702,-0.27660220250692913,False
3940,2022-02-13 16:30:00+00:00,short,3.0,3.0,0.9414649639606375,1.1203924834587928,1.1655641498752318,0.8308947144558884,0.0,7.0,0.9798687566511528,2.460247894776123,1.0,0.09291310857261975,0.7542651976950192,1.0,1.0,False,True,True,False,False,dense_l1,True,False,1.1934251350060807,2.1093475201986345,0.35090037457748835,True
4010,2022-02-14 10:00:00+00:00,short,0.0,0.0,2.4267194321447483,2.692273403129298,1.003157969968986,0.2282355669038653,0.0,12.0,0.0,-0.18422851531709317,0.8333333333333334,0.02430301181408841,0.3223461840157459,0.0,0.0,False,False,False,False,False,dense_l1,False,False,1.8193979657438835,0.38143018677536233,-0.5656587020924555,False
4190,2022-02-16 07:00:00+00:00,long,1.0,1.0,3.9830717936961277,5.2440164626056776,0.9342027140675166,0.13054711969577135,0.0,12.0,0.0,-0.049517850243402814,0.8333333333333334,0.03753144470509466,0.28506767324105897,0.0,0.0,False,False,False,False,False,dense_l1,False,False,0.7459285335106434,-0.20721040930887663,0.1576925590654738,False
4242,2022-02-16 20:00:00+00:00,long,3.0,3.0,2.504366693019946,3.210431601904187,1.177354677290132,1.1552696669213138,2.0,5.0,0.9798687566511528,2.1275060119634794,1.0,0.12271876117964015,0.7045220833461698,2.0,0.0,False,False,False,False,False,dense_l1,False,False,0.7808352861364796,2.2549780084160354,-0.1274719964525559,False
4489,2022-02-19 09:45:00+00:00,short,2.0,1.0,3.8851063900974885,4.249559044972351,1.0367213543484937,1.3401477504112853,0.0,11.0,0.41381685030363385,1.3603749465039965,0.8333333333333334,0.08631340555789298,0.4522811073762089,0.0,0.0,False,False,False,False,False,dense_l1,False,False,0.7172367765245242,1.2529262852760565,0.10744866122793995,False
4631,2022-02-20 21:15:00+00:00,short,3.0,3.0,3.082557919976424,3.3308852803455617,1.052372085651704,1.6877361076278958,-2.0,11.0,0.41381685030363385,2.9305001634194245,1.0,0.10749258206108252,0.5863566017178856,0.0,2.0,False,False,False,False,False,dense_l1,False,False,1.4662934294813474,1.9114144826993362,1.0190856807200883,False
4689,2022-02-21 11:45:00+00:00,short,0.0,0.0,4.06483398792417,4.820287859410936,1.2198563701370062,1.0634727266068038,0.0,2.0,0.6500224216483541,1.8768170286848356,0.8333333333333334,0.11556359307015938,0.2604166666666667,0.0,0.0,False,False,False,False,False,dense_l1,False,False,1.3699787820647527,2.109691667820028,-0.23287463913519235,False
4716,2022-02-21 18:30:00+00:00,short,9.0,7.0,1.1966945713569943,1.5233479042397424,1.036202150412576,1.1937703458623772,-4.0,5.0,0.9798687566511528,1.6663138926231134,0.8333333333333334,0.05621579184645728,0.6951647118628553,2.0,6.0,False,False,False,False,False,dense_l1,False,False,0.6244286055711634,2.04951157529026,-0.3831976826671468,False
5074,2022-02-25 12:00:00+00:00,long,3.0,3.0,5.175170135330155,5.803179769651774,1.141668782215892,0.22962244170928914,-2.0,11.0,0.41381685030363385,2.3203634274734695,1.0,0.06872912002461852,0.523424780569953,0.0,2.0,False,False,False,False,False,dense_l1,False,False,3.1386390189894553,0.8377765623461529,1.4825868651273164,False
5461,2022-03-01 12:45:00+00:00,long,4.0,3.0,5.938133176692252,8.287048422450372,1.1290338505178754,0.35184237817198133,-1.0,11.0,0.41381685030363385,1.4886012188997002,1.0,0.08946105876537995,0.6385747008717805,1.0,2.0,False,False,False,False,False,dense_l1,False,False,1.2593372514357344,0.6702175040564184,0.8183837148432818,False
5487,2022-03-01 19:15:00+00:00,long,1.0,1.0,3.2333537085982225,3.6159771364606024,0.9380550284470088,0.1664110147749258,0.0,12.0,0.0,1.0831672536735943,0.8333333333333334,0.027371558924279102,0.388677049068464,0.0,0.0,False,True,False,False,False,dense_l1,False,False,1.3250627132929669,-0.06103733116995435,1.1442045848435487,False
5523,2022-03-02 04:15:00+00:00,long,4.0,3.0,2.0933171186699098,2.3137630096002466,1.121569608584631,0.5841185223330086,-1.0,12.0,0.0,2.2243311491808293,1.0,0.10817590828833273,0.7735795980911458,1.0,2.0,False,True,True,False,False,dense_l1,True,False,0.6570504069856815,2.4357587407916204,-0.21142759161079105,False
5662,2022-03-03 15:00:00+00:00,short,2.0,2.0,2.327644402002919,2.722736942663236,1.193212833745091,0.3334701603869507,0.0,12.0,0.0,2.4488652366356733,1.0,0.06815547891957308,0.5835589044722211,0.0,0.0,False,True,True,True,False,dense_l1,True,False,2.2949395690149723,1.341064968890488,1.1078002677451853,True
5967,2022-03-06 19:15:00+00:00,short,5.0,4.0,1.2726404616088212,1.6280946343508935,0.935640011683221,0.7445027482472938,-1.0,11.0,0.41381685030363385,0.3932341716637441,1.0,0.03313507529616663,0.743613145035056,1.0,2.0,False,True,True,False,False,dense_l1,True,False,0.7374242562012653,0.795187758220164,-0.4019535865564199,False
5983,2022-03-06 23:15:00+00:00,short,5.0,3.0,1.459535210724611,1.7690485846289792,1.403210680402705,0.2769028468882834,0.0,12.0,0.0,3.9207357121425988,1.0,0.08625789608084045,0.8376902343802372,2.0,2.0,False,True,True,True,True,dense_l1,True,False,4.393333003357658,2.011689382361566,1.9090463297810327,True
6109,2022-03-08 06:45:00+00:00,short,11.0,8.0,0.9359563139411398,1.1865733379771444,0.9888847869655857,0.5711655955536119,-3.0,9.0,0.8112781244591328,0.4661102881223697,1.0,0.05451957998615145,0.7655073825000629,3.0,6.0,False,False,False,False,False,dense_l1,False,False,0.6848597355169488,0.9291612694897827,-0.463050981367413,False
6376,2022-03-11 01:30:00+00:00,short,4.0,3.0,2.9023711483515418,3.4762572356922443,1.1503806696849364,0.32605196470204145,1.0,11.0,0.41381685030363385,1.447933426790255,1.0,0.0987761005660645,0.7580005123867569,2.0,1.0,False,True,True,False,False,dense_l1,True,False,1.0627321468733237,2.4325341625034476,-0.9846007357131925,False
6642,2022-03-13 20:00:00+00:00,short,6.0,5.0,0.8462930436439277,1.47460845205392,1.0306997308704642,0.6840468597169572,-2.0,10.0,0.6500224216483541,2.3620855341822997,1.0,0.061770523112952,0.7821767613330262,1.0,3.0,False,False,False,False,False,dense_l1,False,False,1.8460668751782563,1.4475059502651957,0.914579583917104,False
6878,2022-03-16 07:00:00+00:00,long,2.0,2.0,2.8132826804851785,3.273687648030449,0.8958456573625968,0.5168740890693201,0.0,12.0,0.0,0.20465413251518513,0.8333333333333334,0.031055225032170744,0.47313856541102217,0.0,0.0,False,True,True,False,False,dense_l1,True,False,0.7914389799028764,0.2341435623708392,-0.02948942985565406,False
7437,2022-03-22 02:45:00+00:00,long,6.0,4.0,1.7551885163646592,1.95525251513192,1.2136073932682985,1.5670503645630296,1.0,11.0,0.41381685030363385,2.6482874414696433,1.0,0.1249495378572335,0.8298840510605421,3.0,2.0,False,True,True,True,True,dense_l1,True,False,0.9477874293803227,3.264317567691586,-0.6160301262219425,False
7605,2022-03-23 20:45:00+00:00,long,3.0,2.0,1.6394077559140712,1.894932512692912,0.9485356790573869,0.14249804660318563,0.0,9.0,0.8112781244591328,-0.15075680604717842,0.6666666666666666,-0.006988644731879609,0.5561623817747539,1.0,1.0,False,False,False,False,False,dense_l1,False,False,0.7273334951672437,0.0913942980090589,-0.24215110405623733,False
7679,2022-03-24 15:15:00+00:00,long,5.0,3.0,2.558109806292641,3.6548431499243725,1.1959073066583388,0.6449818254432264,0.0,12.0,0.0,2.6415396175394625,1.0,0.1118571053395309,0.7769786537720753,2.0,2.0,False,True,True,False,False,dense_l1,True,False,1.5411948323754057,2.999918975404563,-0.35837935786510045,False
7833,2022-03-26 05:45:00+00:00,long,1.0,1.0,2.018171786928559,2.090250142893766,0.9547117100256353,0.16896731546787672,0.0,2.0,0.6500224216483541,-0.046305309338044665,0.8333333333333334,0.023605514654103276,0.2982080813339518,0.0,0.0,False,False,False,False,False,dense_l1,False,False,0.7747575304034167,-0.6257533331661309,0.5794480238280862,False
8265,2022-03-30 17:45:00+00:00,long,6.0,5.0,1.2512071441019568,1.402743110214604,1.0817687845293409,0.8425305792065337,0.0,5.0,0.9798687566511528,2.0896530864167806,0.8333333333333334,0.052736819606668865,0.7279531049971719,2.0,2.0,False,False,False,False,False,dense_l1,False,False,1.5276380190499628,1.3480496209771076,0.741603465439673,False
8295,2022-03-31 01:15:00+00:00,long,20.0,10.0,0.2117136107623209,0.5643668228343964,0.9253057616704554,0.41941964929223247,0.0,12.0,0.0,1.2373977702521093,0.8333333333333334,0.030130459851229852,0.8272617953287156,8.0,8.0,False,True,True,True,True,dense_l1,True,False,0.8249169790157657,0.6969236868341193,0.54047408341799,False
8324,2022-03-31 08:30:00+00:00,long,5.0,5.0,0.7952520742979613,1.0338694991831683,0.971281471574673,0.1076114010041942,-3.0,10.0,0.6500224216483541,0.390584340551784,0.6666666666666666,0.01677915591830789,0.6958797810721957,0.0,3.0,False,False,False,False,False,dense_l1,False,False,0.7754171057856192,0.20462982750776404,0.18595451304401994,False
8819,2022-04-05 12:15:00+00:00,long,0.0,0.0,3.1322670920827,3.51730727031282,1.2029238884967444,0.12351827371646294,0.0,12.0,0.0,2.44597284297428,1.0,0.05608774006252196,0.4017881442839075,0.0,0.0,False,False,False,False,False,dense_l1,False,False,3.461909486696653,0.5028902931838398,1.9430825497904403,False
9023,2022-04-07 15:15:00+00:00,short,2.0,2.0,2.487616184797851,3.098517217450113,1.1022649419482067,1.9254500583425394,1.0,9.0,0.8112781244591328,1.9950957316663656,1.0,0.08461428552465851,0.6633868140824531,1.0,0.0,False,True,True,True,False,dense_l1,True,False,0.9889960574353311,1.546427201941135,0.44866852972523064,False
9314,2022-04-10 16:00:00+00:00,long,2.0,1.0,1.436951609606093,1.6484778041118733,0.9975704327381828,0.6790401497690661,0.0,11.0,0.41381685030363385,0.7165431971585179,1.0,0.0495178661483742,0.6490929041910274,1.0,1.0,False,True,True,True,False,dense_l1,True,False,1.4937652396542471,0.7853643576207543,-0.06882116046223641,False
9518,2022-04-12 19:00:00+00:00,short,3.0,2.0,1.6926923751433447,1.7641849726510062,0.9700682210946234,0.9551671801016406,-1.0,6.0,1.0,1.3248096576699564,0.8333333333333334,0.07354262856370782,0.6229940289518932,1.0,2.0,False,True,True,False,False,dense_l1,True,False,1.1216643515495879,0.6863596720138727,0.6384499856560837,True
9586,2022-04-13 12:00:00+00:00,short,0.0,0.0,2.0091425367007214,2.5943854083578843,1.1613708745633857,0.6738765712830173,0.0,1.0,0.41381685030363374,0.5021745169059322,0.6666666666666666,0.04728142446101009,0.3250270142281985,0.0,0.0,False,False,False,False,False,dense_l1,False,False,1.6884177586812483,1.3023059289440762,-0.800131412038144,False
9667,2022-04-14 08:15:00+00:00,long,1.0,1.0,4.391437703340144,5.167216443460351,1.020695371693534,0.15150144035102586,0.0,12.0,0.0,-0.15328690423991082,0.8333333333333334,0.035855431779321274,0.29647663002252383,0.0,0.0,False,False,False,False,False,dense_l1,False,False,1.1369956559104242,0.5330433181592712,-0.6863302223991821,False
9812,2022-04-15 20:30:00+00:00,short,13.0,10.0,0.9243799279934475,1.0502763704356146,0.8865168297470716,0.24108459974300342,-5.0,7.0,0.9798687566511528,-0.22323500670009788,1.0,0.025343563602673563,0.6410918121576362,3.0,8.0,False,False,False,False,False,dense_l1,False,False,0.6240679623948044,0.21430924707485785,-0.43754425377495576,False
9887,2022-04-16 15:15:00+00:00,short,5.0,3.0,1.218776902202646,1.3930424923138216,1.581814284997692,0.17853941525884906,0.0,3.0,0.8112781244591328,1.1146064840161207,0.8333333333333334,0.030817767949624816,0.7139208819141836,2.0,2.0,False,False,False,False,False,dense_l1,False,False,1.9562069405109894,1.4775983574597402,-0.3629918734436195,False
10010,2022-04-17 22:00:00+00:00,long,8.0,8.0,0.705531537936075,1.2332475415645456,1.1394923128113668,0.6156220484101244,-6.0,8.0,0.9182958340544896,1.8906678986560204,0.8333333333333334,0.03230786188423374,0.7270590331000841,0.0,6.0,False,False,False,False,False,dense_l1,False,False,3.359073965064145,0.4738995871545765,1.416768311501444,False
10162,2022-04-19 12:00:00+00:00,long,4.0,3.0,6.099365281018508,6.205742806987113,1.1785349044689737,0.21469976366504048,-2.0,10.0,0.6500224216483541,0.7628426817686083,1.0,0.05103871502985357,0.5702119423836023,0.0,2.0,False,False,False,False,False,dense_l1,False,False,2.1824676409152812,-0.49905627120149587,1.2618989529701041,False
10338,2022-04-21 08:00:00+00:00,long,4.0,3.0,1.0043611532157737,1.0370108969493064,1.066940608010917,0.18150525331252831,-2.0,5.0,0.9798687566511528,0.5917669827240049,1.0,0.03518925770510753,0.7092635173247455,1.0,3.0,False,False,False,False,False,dense_l1,False,False,1.6492696600533812,0.8566570547497135,-0.2648900720257087,False
10443,2022-04-22 10:15:00+00:00,short,6.0,3.0,3.7354766252871268,4.96793202276643,0.9947220446451337,0.4729584005574858,-1.0,11.0,0.41381685030363385,0.5656321402243211,1.0,0.07433324422119093,0.624666308033601,1.0,2.0,False,False,False,False,False,dense_l1,False,False,0.6629299452052514,0.8499471058081869,-0.2843149655838658,False
11046,2022-04-28 17:00:00+00:00,long,10.0,6.0,1.0111461746531984,1.8799190443074756,1.0070227496907804,1.2547134210317603,-2.0,10.0,0.6500224216483541,1.050724763502508,1.0,0.045394387894072595,0.7735638278238216,3.0,5.0,False,False,False,False,False,dense_l1,False,False,0.5759318144322039,1.1937612644958622,-0.14303650099335408,False
11779,2022-05-06 08:15:00+00:00,short,4.0,3.0,9.504733437551986,10.584260416177397,1.3926889302972738,0.3165253620138708,-1.0,11.0,0.41381685030363385,0.6670064623883092,1.0,0.07629622646133845,0.6414351415383366,1.0,2.0,False,False,False,False,False,dense_l1,False,False,0.8460750068713407,0.9579159962058378,-0.2909095338175286,False
11850,2022-05-07 02:00:00+00:00,short,3.0,3.0,2.845316970580244,3.072977325251191,0.9135969986575605,0.39620121205359565,-2.0,10.0,0.6500224216483541,0.07354547753569458,1.0,0.03690364588250459,0.5296486657222106,0.0,2.0,False,False,False,False,False,dense_l1,False,False,0.6048090481652153,-0.016380245054453426,0.08992572259014801,False
12256,2022-05-11 07:30:00+00:00,short,14.0,9.0,0.5216618925591275,0.5721811742811231,1.1885768745797458,0.7657300127438657,6.0,10.0,0.6500224216483541,1.8989220351582146,1.0,0.06918614561502803,0.8942692760441991,9.0,3.0,False,True,True,True,True,dense_l1,True,False,1.6830164257657507,1.2106195593320916,0.6883024758261229,True
13031,2022-05-19 09:15:00+00:00,short,6.0,3.0,2.9537849654556774,3.865208725157611,1.0068913074050556,0.6429604435626175,-1.0,11.0,0.41381685030363385,1.7692944475377919,1.0,0.08388112992315426,0.6897242459763648,2.0,3.0,False,True,True,False,False,dense_l1,True,False,1.0494149486254194,1.1008133995305098,0.668481048007282,True
13745,2022-05-26 19:45:00+00:00,short,3.0,3.0,3.2615559728159673,3.6547072096666384,0.9391689886917226,1.1372013399757872,-1.0,11.0,0.41381685030363385,1.6170140612810278,1.0,0.08461840262121388,0.5478677411536756,0.0,1.0,False,True,False,False,False,dense_l1,False,False,0.8860764929521289,1.3660667414366108,0.250947319844417,False
13829,2022-05-27 16:45:00+00:00,short,4.0,3.0,2.2291294911046826,2.324673318651705,1.0146474697808872,1.5297722633077944,-1.0,9.0,0.8112781244591328,1.2870433353410233,0.8333333333333334,0.061100685951991286,0.6824060026792155,1.0,2.0,False,True,True,False,False,dense_l1,True,False,1.2209096963614445,0.8651631324755742,0.42188020286544914,True
14043,2022-05-29 22:15:00+00:00,long,3.0,3.0,1.2722458226984625,1.5539126013280051,1.1023193217892207,0.6624977878547824,-1.0,11.0,0.41381685030363385,1.9765430533947377,1.0,0.04914667866374554,0.6755220376090861,0.0,1.0,False,True,True,False,False,dense_l1,True,False,1.885979381566544,0.812410689366739,1.1641323640279988,True
14414,2022-06-02 19:00:00+00:00,short,2.0,2.0,1.753460690660951,1.8988898557632563,0.9281117714484166,0.502349412552608,0.0,12.0,0.0,0.6171318563717659,1.0,0.03454875603228292,0.5570191436426825,0.0,0.0,False,True,True,True,False,dense_l1,True,False,0.5486523029174147,0.5732813260884796,0.04385053028328634,False
14541,2022-06-04 02:45:00+00:00,short,2.0,2.0,3.52636844622199,3.8104602008718373,0.9676659432770971,0.8770127820394068,-1.0,9.0,0.8112781244591328,1.0543288153035653,1.0,0.09550052321671522,0.459237602758619,0.0,1.0,False,False,False,False,False,dense_l1,False,False,0.8637221386705511,1.5970827814473558,-0.5427539661437906,False
14581,2022-06-04 12:45:00+00:00,short,4.0,4.0,1.6886653587233964,1.9835274204700841,1.0916316233748429,0.5994455031549993,1.0,9.0,0.8112781244591328,1.4614099949611252,1.0,0.0664825378543365,0.7836607757244006,2.0,1.0,False,True,True,True,True,dense_l1,True,False,1.1153691663484568,1.3437418901803158,0.11766810478080947,True
14931,2022-06-08 04:15:00+00:00,short,4.0,3.0,1.6736821484729456,1.9243048555937379,1.0245350863876874,0.6685420182377438,-1.0,3.0,0.8112781244591328,-0.12329902713423863,0.8333333333333334,0.047380899765380846,0.5434248686552134,0.0,1.0,False,False,False,False,False,dense_l1,False,False,0.5718778883581495,0.313323714551553,-0.4366227416857916,False
14987,2022-06-08 18:15:00+00:00,short,9.0,8.0,0.4567684638655874,0.7017769972689571,0.9370586245933661,0.1717560343004668,5.0,7.0,0.9798687566511528,1.1213723372984559,0.8333333333333334,0.01720870691666707,0.7982656800668883,6.0,1.0,False,True,True,False,False,dense_l1,True,False,1.2922858592069761,0.37549741853291896,0.7458749187655369,True
15142,2022-06-10 09:00:00+00:00,short,6.0,4.0,0.8677448955395093,1.0584780627802395,1.0142019688893191,0.31082569921778574,-3.0,11.0,0.41381685030363385,1.280224364198998,1.0,0.045813847438102,0.7724519896498839,1.0,4.0,False,False,False,False,False,dense_l1,False,False,1.6049903605143971,0.5050410702979962,0.7751832939010019,False
15486,2022-06-13 23:00:00+00:00,short,5.0,3.0,4.746998437856446,5.128799211461431,0.9780619720135639,0.8931679091853756,-1.0,11.0,0.41381685030363385,2.209049406280797,1.0,0.11131306798721098,0.6215721831271194,1.0,2.0,False,False,False,False,False,dense_l1,False,False,1.0057867566936014,1.8200081228200322,0.3890412834607646,False
15536,2022-06-14 11:30:00+00:00,short,3.0,3.0,2.1184084588650105,2.2932212247012935,0.9420754317109005,0.8468529262603047,0.0,9.0,0.8112781244591328,1.7046979073096993,1.0,0.08911509139751612,0.6642456896492126,1.0,1.0,False,True,True,True,False,dense_l1,True,False,0.9415421809236392,1.1600803343385178,0.5446175729711815,False
15599,2022-06-15 03:15:00+00:00,short,5.0,4.0,1.5223010205795624,1.8078948338679106,0.9627038931234408,0.14607555806980874,-3.0,8.0,0.9182958340544896,0.5359437263298066,0.6666666666666666,-0.0010175418025388492,0.642778669514315,1.0,4.0,False,False,False,False,False,dense_l1,False,False,0.8883869910188866,0.07335433766685756,0.462589388662949,False
15884,2022-06-18 02:30:00+00:00,short,6.0,4.0,1.2098587837246353,1.3052306555899778,0.9401699048525349,0.22657499089178557,-1.0,11.0,0.41381685030363385,1.0037409741944727,1.0,0.05662306910823325,0.771258125176398,2.0,3.0,False,True,True,False,False,dense_l1,True,False,0.5444439471626434,0.822402595165556,0.1813383790289167,False
16103,2022-06-20 09:15:00+00:00,long,1.0,1.0,3.2460249303246242,3.544975675580163,1.0579328049678285,0.7741324295818593,1.0,10.0,0.6500224216483541,1.8587353552758836,1.0,0.11889621953472707,0.566592109297601,1.0,0.0,False,True,False,False,False,dense_l1,False,False,0.6607346269673002,2.189242543128038,-0.33050718785215416,False
16167,2022-06-21 01:15:00+00:00,long,3.0,2.0,1.8212736683304236,2.06821613868046,1.093450173835898,0.4128770137037871,1.0,10.0,0.6500224216483541,0.31797147537492226,1.0,0.046250842965519845,0.7109287622446574,2.0,1.0,False,True,True,True,True,dense_l1,True,False,1.418148700425193,1.3069828709237004,-0.989011395548778,False
16325,2022-06-22 16:45:00+00:00,short,4.0,3.0,2.3019103210875804,2.733870795725418,1.0663393296049795,1.4083194607035991,-1.0,11.0,0.41381685030363385,0.6829760423191832,1.0,0.07271497817413339,0.7244429865416375,1.0,2.0,False,True,True,False,False,dense_l1,True,False,0.9926117912900055,1.4046456998640156,-0.7216696575448324,False
16433,2022-06-23 19:45:00+00:00,long,6.0,5.0,1.5003773402384644,1.9723560658294839,1.0650771175477953,1.1156922247434788,-2.0,10.0,0.6500224216483541,2.311873218153832,1.0,0.08609517410921669,0.7618708663368661,1.0,3.0,False,False,False,False,False,dense_l1,False,False,0.8249093053600607,2.1553184203565494,0.15655479779728276,False
16768,2022-06-27 07:30:00+00:00,long,2.0,2.0,1.7507865062167127,2.075147058553,1.0505052381261126,0.1679868525018627,1.0,2.0,0.6500224216483541,-0.0929931439059453,0.8333333333333334,0.04229662126500675,0.5290693417759564,1.0,0.0,False,False,False,False,False,dense_l1,False,False,0.9807430724464227,0.6273679615101332,-0.7203611054160785,False
