fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,89,12.299660318270398,-7.700339681729607,-37.32970660092037,0.4044943820224719,0.7332842447816278,-0.3060156795925453,-0.3678027225464898,26,52,8,3
2023H2,62,-0.5402288525893549,-20.540228852589355,-38.11323362519213,0.3064516129032258,0.3315673030432587,-0.42568472996844564,-0.4275332049679008,13,42,6,1
