bar,arm_id,feature,operator,quantile,threshold,kind,events,retention,2023H1_events,2023H2_events,2023H1_net_bp,2023H2_net_bp,2023H1_improvement_bp,2023H2_improvement_bp,stable_improvement_bp,combined_net_bp,eligible
15m,k2_touch_depth_atr__ge_q50,k2_touch_depth_atr,>=,0.5,0.21546610704835328,continuous,73,0.48344370860927155,45,28,-19.66414436949733,-28.473764992104975,-11.963804687767723,-7.933536139515613,-11.963804687767723,-23.043176937072868,True
15m,k2_touch_depth_atr__ge_q75,k2_touch_depth_atr,>=,0.75,0.37098852810734523,continuous,33,0.2185430463576159,23,10,-17.56483297905148,-27.3892978922574,-9.864493297321875,-6.849069039668038,,-20.541943558810846,False
15m,path_close_share__le_q25,path_close_share,<=,0.25,0.8571428571428571,continuous,37,0.24503311258278146,23,14,4.949433290924303,-9.980823629808613,12.649772972653908,10.559405222780748,10.559405222780748,-0.699853111515179,True
15m,path_close_share__le_q50,path_close_share,<=,0.5,1.0,continuous,151,1.0,89,62,-7.700339681729605,-20.54022885258936,0.0,0.0,0.0,-12.97234715585745,True
15m,path_close_share__ge_q50,path_close_share,>=,0.5,1.0,continuous,114,0.7549668874172185,66,48,-12.108593899472632,-23.620055375900407,-4.4082542177430275,-3.079826523311045,-4.4082542177430275,-16.955525047442222,True
15m,path_close_share__ge_q75,path_close_share,>=,0.75,1.0,continuous,114,0.7549668874172185,66,48,-12.108593899472632,-23.620055375900407,-4.4082542177430275,-3.079826523311045,-4.4082542177430275,-16.955525047442222,True
15m,path_colour_share__le_q25,path_colour_share,<=,0.25,1.0,continuous,151,1.0,89,62,-7.700339681729605,-20.54022885258936,0.0,0.0,0.0,-12.97234715585745,True
15m,path_colour_share__le_q50,path_colour_share,<=,0.5,1.0,continuous,151,1.0,89,62,-7.700339681729605,-20.54022885258936,0.0,0.0,0.0,-12.97234715585745,True
15m,path_colour_share__ge_q50,path_colour_share,>=,0.5,1.0,continuous,120,0.7947019867549668,73,47,-7.526664365365063,-21.532271746485005,0.17367531636454192,-0.9920428938956434,-0.9920428938956434,-13.012193922970372,True
15m,path_colour_share__ge_q75,path_colour_share,>=,0.75,1.0,continuous,120,0.7947019867549668,73,47,-7.526664365365063,-21.532271746485005,0.17367531636454192,-0.9920428938956434,-0.9920428938956434,-13.012193922970372,True
15m,stop_distance_atr__le_q25,stop_distance_atr,<=,0.25,0.6435827604752223,continuous,31,0.2052980132450331,23,8,-13.938162339363682,-26.64856323877347,-6.237822657634077,-6.108334386184108,,-17.218265797275883,False
15m,stop_distance_atr__le_q50,stop_distance_atr,<=,0.5,0.785388793573361,continuous,62,0.4105960264900662,45,17,-12.002471057567002,-17.011726781146663,-4.302131375837397,3.5285020714426985,-4.302131375837397,-13.375976659193686,True
15m,stop_distance_atr__ge_q50,stop_distance_atr,>=,0.5,0.785388793573361,continuous,90,0.5960264900662252,45,45,-4.29392835132326,-21.873218524023265,3.4064113304063453,-1.3329896714339036,-1.3329896714339036,-13.083573437673262,True
15m,stop_distance_atr__ge_q75,stop_distance_atr,>=,0.75,1.167859541954774,continuous,41,0.271523178807947,23,18,16.283497938861636,-38.22555784530957,23.983837620591242,-17.685328992720205,-17.685328992720205,-7.6473070395549865,True
15m,fee_to_risk__le_q25,fee_to_risk,<=,0.25,0.5858576874205791,continuous,28,0.18543046357615894,23,5,-1.651967778394028,-35.52182242970735,6.0483719033355765,-14.981593577117987,,-7.700156108985694,False
15m,fee_to_risk__le_q50,fee_to_risk,<=,0.5,0.800711985688709,continuous,66,0.4370860927152318,45,21,0.366930792456475,-28.13223173846789,8.06727047418608,-7.592002885878529,-7.592002885878529,-8.700984558292188,True
15m,fee_to_risk__ge_q50,fee_to_risk,>=,0.5,0.800711985688709,continuous,86,0.5695364238410596,45,41,-14.375751258677868,-16.651642008602792,-6.675411576948263,3.8885868439865696,-6.675411576948263,-15.460768941781609,True
15m,fee_to_risk__ge_q75,fee_to_risk,>=,0.75,1.0458227272727272,continuous,43,0.2847682119205298,23,20,-15.81634736599884,-23.160347450572367,-8.116007684269235,-2.620118597983005,-8.116007684269235,-19.23216135882374,True
15m,reference_ma_slope_4_dir_atr__le_q25,reference_ma_slope_4_dir_atr,<=,0.25,-0.01544704763695523,continuous,40,0.26490066225165565,23,17,9.299947095614419,-15.6709892963915,17.000286777344023,4.869239556197861,4.869239556197861,-1.312700870988099,True
15m,reference_ma_slope_4_dir_atr__le_q50,reference_ma_slope_4_dir_atr,<=,0.5,-0.0009819552443065594,continuous,79,0.5231788079470199,45,34,8.98599578540496,-19.24124315869836,16.686335467134565,1.2989856938910016,1.2989856938910016,-3.162436165221784,True
15m,reference_ma_slope_4_dir_atr__ge_q50,reference_ma_slope_4_dir_atr,>=,0.5,-0.0009819552443065594,continuous,73,0.48344370860927155,45,28,-21.268581225576206,-22.11756862374271,-13.5682415438466,-1.5773397711533477,-13.5682415438466,-21.59422022761268,True
15m,reference_ma_slope_4_dir_atr__ge_q75,reference_ma_slope_4_dir_atr,>=,0.75,0.020462521300183067,continuous,37,0.24503311258278146,23,14,-26.469327249963804,-5.900010763089483,-18.7689875682342,14.640218089499879,-18.7689875682342,-18.686342633308655,True
15m,reference_ma_slope_12_dir_atr__le_q25,reference_ma_slope_12_dir_atr,<=,0.25,-0.02507002343231126,continuous,39,0.2582781456953642,23,16,11.23338752697831,-19.06634742366962,18.933727208707914,1.4738814289197428,1.4738814289197428,-1.1972729655951981,True
15m,reference_ma_slope_12_dir_atr__le_q50,reference_ma_slope_12_dir_atr,<=,0.5,-0.0009012240088153999,continuous,77,0.5099337748344371,45,32,7.527704699282733,-19.16706633294062,15.228044381012339,1.3731625196487407,1.3731625196487407,-3.566226119303596,True
15m,reference_ma_slope_12_dir_atr__ge_q50,reference_ma_slope_12_dir_atr,>=,0.5,-0.0009012240088153999,continuous,75,0.4966887417218543,45,30,-21.31163192353586,-22.004935540214674,-13.611292241806254,-1.4647066876253128,-13.611292241806254,-21.58895337020739,True
15m,reference_ma_slope_12_dir_atr__ge_q75,reference_ma_slope_12_dir_atr,>=,0.75,0.01488638931737462,continuous,39,0.2582781456953642,23,16,-30.205169276826656,-5.45441373478525,-22.50482959509705,15.085815117804112,-22.50482959509705,-20.0510131570148,True
15m,reference_ma_accel_4_dir_atr__le_q25,reference_ma_accel_4_dir_atr,<=,0.25,-0.001958687564939607,continuous,37,0.24503311258278146,23,14,-22.945319414504503,-22.114569752532102,-15.244979732774897,-1.5743408999427402,-15.244979732774897,-22.630981704569006,True
15m,reference_ma_accel_4_dir_atr__le_q50,reference_ma_accel_4_dir_atr,<=,0.5,0.005110090452588353,continuous,78,0.5165562913907285,45,33,-11.713228126841535,-20.332964857563635,-4.012888445111931,0.2072639950257269,-4.012888445111931,-15.36003982060858,True
15m,reference_ma_accel_4_dir_atr__ge_q50,reference_ma_accel_4_dir_atr,>=,0.5,0.005110090452588353,continuous,74,0.4900662251655629,45,29,-4.360370214716046,-20.776080984860002,3.3399694670135585,-0.23585213227064017,-0.23585213227064017,-10.793554165177866,True
15m,reference_ma_accel_4_dir_atr__ge_q75,reference_ma_accel_4_dir_atr,>=,0.75,0.011467095795860917,continuous,44,0.2913907284768212,23,21,9.552104779429655,-24.65546495384407,17.25244446115926,-4.115236101254709,-4.115236101254709,-6.774235320541897,True
15m,k2_extension_dir_atr__le_q25,k2_extension_dir_atr,<=,0.25,0.33268400561966205,continuous,31,0.2052980132450331,23,8,-27.19511590052964,-27.372693196732037,-19.494776218800034,-6.832464344142675,,-27.24094229954962,False
15m,k2_extension_dir_atr__le_q50,k2_extension_dir_atr,<=,0.5,0.5187796295172642,continuous,62,0.4105960264900662,45,17,-10.809055297703136,-10.962533344046934,-3.108715615973531,9.577695508542428,-3.108715615973531,-10.851137987829661,True
15m,k2_extension_dir_atr__ge_q50,k2_extension_dir_atr,>=,0.5,0.5187796295172642,continuous,90,0.5960264900662252,45,45,-5.4711241460284565,-24.15846937803872,2.2292155357011483,-3.618240525449359,-3.618240525449359,-14.814796762033588,True
15m,k2_extension_dir_atr__ge_q75,k2_extension_dir_atr,>=,0.75,0.7630970500070258,continuous,53,0.3509933774834437,23,30,9.321743875074704,-21.544899275910282,17.022083556804308,-1.0046704233209205,-1.0046704233209205,-8.149940927369629,True
15m,momentum_12_dir_atr__le_q25,momentum_12_dir_atr,<=,0.25,0.05493506200550059,continuous,35,0.23178807947019867,23,12,-10.567839226694236,-30.79653570162172,-2.867499544964631,-10.25630684903236,,-17.503392303812227,False
15m,momentum_12_dir_atr__le_q50,momentum_12_dir_atr,<=,0.5,0.9867454847514064,continuous,66,0.4370860927152318,45,21,-18.310770240633577,-23.79345251816033,-10.610430558903971,-3.2532236655709674,-10.610430558903971,-20.055260056210273,True
15m,momentum_12_dir_atr__ge_q50,momentum_12_dir_atr,>=,0.5,0.9867454847514064,continuous,86,0.5695364238410596,45,41,2.2552074320470563,-18.873943560467637,9.95554711377666,1.6662852921217244,1.6662852921217244,-7.817992459733206,True
15m,momentum_12_dir_atr__ge_q75,momentum_12_dir_atr,>=,0.75,1.7758178103546154,continuous,47,0.31125827814569534,23,24,8.831488352031887,-17.261124552212312,16.531828033761492,3.2791043003770497,3.2791043003770497,-4.492399088433238,True
15m,momentum_48_dir_atr__le_q25,momentum_48_dir_atr,<=,0.25,-0.4055925044300336,continuous,34,0.2251655629139073,23,11,-20.80221616785013,-16.840086168296104,-13.101876486120524,3.700142684293258,,-19.520350579759125,False
15m,momentum_48_dir_atr__le_q50,momentum_48_dir_atr,<=,0.5,0.5950822128013138,continuous,72,0.4768211920529801,45,27,-21.123065041591186,-15.762931669902926,-13.42272535986158,4.777297182686436,-13.42272535986158,-19.11301502720809,True
15m,momentum_48_dir_atr__ge_q50,momentum_48_dir_atr,>=,0.5,0.5950822128013138,continuous,80,0.5298013245033113,45,35,5.893504337725969,-24.22557239351889,13.593844019455574,-3.6853435409295265,-3.6853435409295265,-7.283591732193658,True
15m,momentum_48_dir_atr__ge_q75,momentum_48_dir_atr,>=,0.75,1.4684007653231894,continuous,43,0.2847682119205298,23,20,12.747635405741235,-14.70169235602845,20.44797508747084,5.838536496560911,5.838536496560911,-0.01949378577955213,True
15m,approach_pullback_3_dir_atr__le_q25,approach_pullback_3_dir_atr,<=,0.25,-0.894547696623263,continuous,48,0.31788079470198677,23,25,-14.749256880647788,-18.098439518976434,-7.048917198918184,2.4417893336129275,-7.048917198918184,-16.493622838110625,True
15m,approach_pullback_3_dir_atr__le_q50,approach_pullback_3_dir_atr,<=,0.5,-0.48307729974663516,continuous,80,0.5298013245033113,45,35,-12.587417632491492,-20.463134257548994,-4.887077950761888,0.07709459504036786,-4.887077950761888,-16.033043655954145,True
15m,approach_pullback_3_dir_atr__ge_q50,approach_pullback_3_dir_atr,>=,0.5,-0.48307729974663516,continuous,72,0.4768211920529801,45,27,-3.5645842469373052,-20.64016629060464,4.1357554347923,-0.09993743801527799,-0.09993743801527799,-9.967927513312558,True
15m,approach_pullback_3_dir_atr__ge_q75,approach_pullback_3_dir_atr,>=,0.75,0.1153543077570768,continuous,36,0.23841059602649006,23,13,-4.960403776344794,-23.45201973756281,2.7399359053848107,-2.911790884973449,-2.911790884973449,-11.63793176234019,True
15m,k1_to_k2_retrace_dir_atr__le_q25,k1_to_k2_retrace_dir_atr,<=,0.25,-0.43701942673609706,continuous,54,0.3576158940397351,23,31,6.238707603556397,-23.196882586083365,13.939047285286001,-2.6566537334940037,-2.6566537334940037,-10.659501579384948,True
15m,k1_to_k2_retrace_dir_atr__le_q50,k1_to_k2_retrace_dir_atr,<=,0.5,-0.07420564306856409,continuous,91,0.6026490066225165,45,46,-5.596083683963233,-22.27892058506222,2.104255997766372,-1.7386917324728586,-1.7386917324728586,-14.029166073529753,True
15m,k1_to_k2_retrace_dir_atr__ge_q50,k1_to_k2_retrace_dir_atr,>=,0.5,-0.07420564306856409,continuous,61,0.40397350993377484,45,16,-9.633477019901987,-15.541490121729879,-1.933137338172382,4.998738730859483,-1.933137338172382,-11.183119800709303,True
15m,k1_to_k2_retrace_dir_atr__ge_q75,k1_to_k2_retrace_dir_atr,>=,0.75,0.27673876843477785,continuous,32,0.2119205298013245,23,9,2.881357279071455,-15.714439868080587,10.58169696080106,4.825788984508774,,-2.348710668565058,False
15m,path_peak_extension_dir_atr__le_q25,path_peak_extension_dir_atr,<=,0.25,0.4874970558545603,continuous,31,0.2052980132450331,23,8,-16.06643878073283,-22.449435382584632,-8.366099099003225,-1.90920652999527,,-17.713663710242972,False
15m,path_peak_extension_dir_atr__le_q50,path_peak_extension_dir_atr,<=,0.5,0.9457144205786848,continuous,68,0.4503311258278146,45,23,-9.902665855232518,-27.2741947243456,-2.2023261735029136,-6.73396587175624,-6.73396587175624,-15.778330031550176,True
15m,path_peak_extension_dir_atr__ge_q50,path_peak_extension_dir_atr,>=,0.5,0.9457144205786848,continuous,84,0.5562913907284768,45,39,-6.282096925784861,-16.568915646169014,1.4182427559447435,3.971313206420348,1.4182427559447435,-11.058119903106073,True
15m,path_peak_extension_dir_atr__ge_q75,path_peak_extension_dir_atr,>=,0.75,1.462911574678126,continuous,46,0.304635761589404,23,23,-16.264678990006175,-16.0347388050446,-8.564339308276569,4.505490047544761,-8.564339308276569,-16.14970889752539,True
15m,path_retrace_from_peak_atr__le_q25,path_retrace_from_peak_atr,<=,0.25,0.40142874587239585,continuous,47,0.31125827814569534,23,24,-1.495963770323391,-21.136563151069996,6.204375911406213,-0.5963342984806346,-0.5963342984806346,-11.52520600730038,True
15m,path_retrace_from_peak_atr__le_q50,path_retrace_from_peak_atr,<=,0.5,0.8284901875421093,continuous,80,0.5298013245033113,45,35,-9.724167807182374,-23.596212089403814,-2.023828125452769,-3.055983236814452,-3.055983236814452,-15.793187180654252,True
15m,path_retrace_from_peak_atr__ge_q50,path_retrace_from_peak_atr,>=,0.5,0.8284901875421093,continuous,72,0.4768211920529801,45,27,-6.460594973835008,-16.578769101163207,1.2397447078945971,3.9614597514261547,1.2397447078945971,-10.25491027158308,True
15m,path_retrace_from_peak_atr__ge_q75,path_retrace_from_peak_atr,>=,0.75,1.6518418596976623,continuous,36,0.23841059602649006,23,13,-14.507202994284581,-21.037296991369164,-6.8068633125549765,-0.4970681387798024,-6.8068633125549765,-16.865292493231795,True
15m,k1_volume_ratio_20__le_q25,k1_volume_ratio_20,<=,0.25,0.9454434531929017,continuous,47,0.31125827814569534,23,24,-15.459689125121573,-14.394165019219228,-7.759349443391968,6.146063833370134,-7.759349443391968,-14.915591709341651,True
15m,k1_volume_ratio_20__le_q50,k1_volume_ratio_20,<=,0.5,1.5442379410160785,continuous,81,0.5364238410596026,45,36,-11.456650713618242,-16.803110197155874,-3.756311031888637,3.7371186554334876,-3.756311031888637,-13.832854928523858,True
15m,k1_volume_ratio_20__ge_q50,k1_volume_ratio_20,>=,0.5,1.5442379410160785,continuous,71,0.47019867549668876,45,26,-5.628710944693657,-25.714700837035714,2.0716287370359474,-5.1744719844463525,-5.1744719844463525,-12.984143863016103,True
15m,k1_volume_ratio_20__ge_q75,k1_volume_ratio_20,>=,0.75,3.3072606362601156,continuous,33,0.2185430463576159,23,10,-6.691606727327079,-15.103529473911006,1.008732954402526,5.436699378678355,,-9.240674226291908,False
15m,k2_volume_ratio_20__le_q25,k2_volume_ratio_20,<=,0.25,0.6515286529891712,continuous,37,0.24503311258278146,23,14,-5.5102157803723175,-21.768023056149936,2.1901239013572873,-1.227794203560574,-1.227794203560574,-11.661818533369255,True
15m,k2_volume_ratio_20__le_q50,k2_volume_ratio_20,<=,0.5,1.1393484801424127,continuous,75,0.4966887417218543,45,30,-4.257388661660399,-22.15767899005063,3.4429510200692057,-1.6174501374612689,-1.6174501374612689,-11.417504793016493,True
15m,k2_volume_ratio_20__ge_q50,k2_volume_ratio_20,>=,0.5,1.1393484801424127,continuous,77,0.5099337748344371,45,32,-10.972172042204816,-19.023869348719412,-3.2718323604752113,1.5163595038699498,-3.2718323604752113,-14.318331961795298,True
15m,k2_volume_ratio_20__ge_q75,k2_volume_ratio_20,>=,0.75,2.022042034810148,continuous,35,0.23178807947019867,23,12,-13.183097140827435,-5.654746435304783,-5.48275745909783,14.885482417284578,,-10.601948327505385,False
15m,k2_atr_release_24__le_q25,k2_atr_release_24,<=,0.25,0.9020118789884712,continuous,33,0.2185430463576159,23,10,-14.605603863827088,-23.065264395570534,-6.905264182097484,-2.525035542981172,,-17.169137358294797,False
15m,k2_atr_release_24__le_q50,k2_atr_release_24,<=,0.5,1.0989387064003018,continuous,75,0.4966887417218543,45,30,-14.510389087940295,-15.649186877397677,-6.81004940621069,4.891041975191685,-6.81004940621069,-14.96590820372325,True
15m,k2_atr_release_24__ge_q50,k2_atr_release_24,>=,0.5,1.0989387064003018,continuous,77,0.5099337748344371,45,32,-1.7504222708425639,-25.125580704331558,5.949917410887041,-4.585351851742196,-4.585351851742196,-11.464773827617211,True
15m,k2_atr_release_24__ge_q75,k2_atr_release_24,>=,0.75,1.3872991057036463,continuous,37,0.24503311258278146,23,14,-2.5609538790507074,-25.93959684170102,5.139385802678897,-5.39936798911166,-5.39936798911166,-11.406926891945425,True
15m,k2_atr_release_96__le_q25,k2_atr_release_96,<=,0.25,0.766468483625862,continuous,41,0.271523178807947,23,18,-28.516717605303064,-7.606230021768962,-20.81637792357346,12.9339988308204,-20.81637792357346,-19.33650354423931,True
15m,k2_atr_release_96__le_q50,k2_atr_release_96,<=,0.5,0.9324518757804329,continuous,72,0.4768211920529801,45,27,-14.977401783004575,-14.891344120228803,-7.2770621012749706,5.648884732360559,-7.2770621012749706,-14.945130159463657,True
15m,k2_atr_release_96__ge_q50,k2_atr_release_96,>=,0.5,0.9324518757804329,continuous,80,0.5298013245033113,45,35,0.45986338117818354,-24.89793993183893,8.160203062907788,-4.357711079249569,-4.357711079249569,-10.634175568266802,True
15m,k2_atr_release_96__ge_q75,k2_atr_release_96,>=,0.75,1.2275381760430193,continuous,39,0.2582781456953642,23,16,-12.427076660000916,-35.55475610004811,-4.726736978271311,-15.014527247458748,-15.014527247458748,-21.91535540463567,True
15m,ma_shift_osc_dir__le_q25,ma_shift_osc_dir,<=,0.25,-0.043098373246813766,continuous,36,0.23841059602649006,23,13,-21.906453773901813,-27.62654752900861,-14.206114092172207,-7.08631867641925,-14.206114092172207,-23.97204318546816,True
15m,ma_shift_osc_dir__le_q50,ma_shift_osc_dir,<=,0.5,0.07463022401289333,continuous,75,0.4966887417218543,45,30,-16.673154766754223,-12.149433674042479,-8.972815085024617,8.390795178546883,-8.972815085024617,-14.863666329669526,True
15m,ma_shift_osc_dir__ge_q50,ma_shift_osc_dir,>=,0.5,0.07463022401289333,continuous,77,0.5099337748344371,45,32,0.6393883597757684,-28.40659933247705,8.339728041505373,-7.866370479887689,-7.866370479887689,-11.43167146038125,True
15m,ma_shift_osc_dir__ge_q75,ma_shift_osc_dir,>=,0.75,0.1847539801734551,continuous,40,0.26490066225165565,23,17,-8.557209844612975,-26.614712737168908,-0.8568701628833706,-6.074483884579546,-6.074483884579546,-16.23164857394925,True
15m,ma_shift_osc_delta_dir__le_q25,ma_shift_osc_delta_dir,<=,0.25,-0.012625741200254115,continuous,34,0.2251655629139073,23,11,-4.235970269576718,-18.088759554109938,3.4643694121528865,2.4514692984794237,,-8.717755038102169,False
15m,ma_shift_osc_delta_dir__le_q50,ma_shift_osc_delta_dir,<=,0.5,0.0065381218432804256,continuous,69,0.45695364238410596,45,24,0.8979297366633031,-18.76002621400343,8.598269418392908,1.78020263858593,1.78020263858593,-5.939620159220779,True
15m,ma_shift_osc_delta_dir__ge_q50,ma_shift_osc_delta_dir,>=,0.5,0.0065381218432804256,continuous,83,0.5496688741721855,45,38,-17.68951661542809,-21.664567361169944,-9.989176933698484,-1.124338508580582,-9.989176933698484,-19.509419366490626,True
15m,ma_shift_osc_delta_dir__ge_q75,ma_shift_osc_delta_dir,>=,0.75,0.032783577473520994,continuous,41,0.271523178807947,23,18,-17.539590054456383,-17.496432925146756,-9.839250372726777,3.0437959274426056,-9.839250372726777,-17.520643022076545,True
15m,k2_range_atr__le_q25,k2_range_atr,<=,0.25,0.8192423385150935,continuous,30,0.1986754966887417,23,7,-8.230096694733446,3.3304862394880144,-0.5297570130038407,23.870715092077376,,-5.532627343415104,False
15m,k2_range_atr__le_q50,k2_range_atr,<=,0.5,1.0608942515549826,continuous,72,0.4768211920529801,45,27,-5.324464781744859,-20.78532076520635,2.375874899984746,-0.2450919126169886,-0.2450919126169886,-11.122285775542919,True
15m,k2_range_atr__ge_q50,k2_range_atr,>=,0.5,1.0608942515549826,continuous,80,0.5298013245033113,45,35,-10.766387445406806,-20.35115794857053,-3.0660477636772017,0.18907090401883053,-3.0660477636772017,-14.959724540540936,True
15m,k2_range_atr__ge_q75,k2_range_atr,>=,0.75,1.7102611032835382,continuous,38,0.25165562913907286,23,15,-13.844304170682399,-24.755381796703794,-6.143964488952794,-4.215152944114433,-6.143964488952794,-18.15130849674348,True
15m,prior_ma_side_share_12_dir__le_q25,prior_ma_side_share_12_dir,<=,0.25,0.33333333333333337,continuous,59,0.39072847682119205,33,26,-18.746444389807788,-21.0093955969009,-11.046104708078182,-0.46916674431153993,-11.046104708078182,-19.743677125136955,True
15m,prior_ma_side_share_12_dir__le_q50,prior_ma_side_share_12_dir,<=,0.5,0.5,continuous,85,0.5629139072847682,49,36,-5.678025705058773,-24.367352944949932,2.022313976670832,-3.8271240923605703,-3.8271240923605703,-13.593505477247968,True
15m,prior_ma_side_share_12_dir__ge_q50,prior_ma_side_share_12_dir,>=,0.5,0.5,continuous,79,0.5231788079470199,49,30,-5.654644503266537,-16.917678456872885,2.0456951784630677,3.622550395716477,2.0456951784630677,-9.931746004636036,True
15m,prior_ma_side_share_12_dir__ge_q75,prior_ma_side_share_12_dir,>=,0.75,0.75,continuous,43,0.2847682119205298,23,20,-24.739386402693878,-13.543784664095657,-17.039046720964272,6.9964441884937045,-17.039046720964272,-19.532129780090052,True
15m,prior_ma_side_share_48_dir__le_q25,prior_ma_side_share_48_dir,<=,0.25,0.125,continuous,43,0.2847682119205298,23,20,3.955251575382164,-26.42330340498065,11.65559125711177,-5.883074552391289,-5.883074552391289,-10.174308880600542,True
15m,prior_ma_side_share_48_dir__le_q50,prior_ma_side_share_48_dir,<=,0.5,0.3958333333333333,continuous,78,0.5165562913907285,46,32,7.398528202886091,-24.469417739490055,15.098867884615697,-3.9291888869006932,-3.9291888869006932,-5.675500901678481,True
15m,prior_ma_side_share_48_dir__ge_q50,prior_ma_side_share_48_dir,>=,0.5,0.3958333333333333,continuous,77,0.5099337748344371,45,32,-21.664926612910563,-14.739345106522581,-13.964586931180957,5.800883746066781,-13.964586931180957,-18.786762869996075,True
15m,prior_ma_side_share_48_dir__ge_q75,prior_ma_side_share_48_dir,>=,0.75,0.7708333333333333,continuous,36,0.23841059602649006,23,13,-34.573291151994205,-22.353905895370925,-26.8729514702646,-1.8136770427815634,-26.8729514702646,-30.16073536488024,True
15m,prior_native_colour_share_12_dir__le_q25,prior_native_colour_share_12_dir,<=,0.25,0.5,continuous,67,0.44370860927152317,41,26,-11.633367088641146,-20.767345653328164,-3.933027406911541,-0.22711680073880203,-3.933027406911541,-15.177896083892826,True
15m,prior_native_colour_share_12_dir__le_q50,prior_native_colour_share_12_dir,<=,0.5,0.5833333333333334,continuous,113,0.7483443708609272,69,44,-8.953207399511234,-22.78685263378108,-1.252867717781629,-2.246623781191719,-2.246623781191719,-14.339759526129583,True
15m,prior_native_colour_share_12_dir__ge_q50,prior_native_colour_share_12_dir,>=,0.5,0.5833333333333334,continuous,84,0.5562913907284768,48,36,-4.3408787716593285,-20.376200052055776,3.3594609100702764,0.16402880053358615,0.16402880053358615,-11.213159320400663,True
15m,prior_native_colour_share_12_dir__ge_q75,prior_native_colour_share_12_dir,>=,0.75,0.5833333333333334,continuous,84,0.5562913907284768,48,36,-4.3408787716593285,-20.376200052055776,3.3594609100702764,0.16402880053358615,0.16402880053358615,-11.213159320400663,True
15m,entry_gap_dir_atr__le_q25,entry_gap_dir_atr,<=,0.25,0.0,continuous,106,0.7019867549668874,61,45,-6.771238314672031,-19.211279811465797,0.9291013670575738,1.3289490411235647,0.9291013670575738,-12.052388006707123,True
15m,entry_gap_dir_atr__le_q50,entry_gap_dir_atr,<=,0.5,0.0,continuous,106,0.7019867549668874,61,45,-6.771238314672031,-19.211279811465797,0.9291013670575738,1.3289490411235647,0.9291013670575738,-12.052388006707123,True
15m,entry_gap_dir_atr__ge_q50,entry_gap_dir_atr,>=,0.5,0.0,continuous,118,0.7814569536423841,70,48,-6.339769060767973,-19.283306723421976,1.3605706209616315,1.2569221291673855,1.2569221291673855,-11.604936923542486,True
15m,entry_gap_dir_atr__ge_q75,entry_gap_dir_atr,>=,0.75,0.0009220410200723917,continuous,38,0.25165562913907286,23,15,-11.508865555311925,-21.89162975094718,-3.8085258735823198,-1.35140089835782,-3.8085258735823198,-15.60732510622058,True
15m,long_only,long_only,is_true,,,binary,87,0.5761589403973509,53,34,-5.30661033466438,-16.42102762150646,2.393729347065225,4.119201231082901,2.393729347065225,-9.650175711131402,True
15m,short_only,short_only,is_true,,,binary,64,0.423841059602649,36,28,-11.224441220464518,-25.542116061761444,-3.5241015387349135,-5.001887209172082,-5.001887209172082,-17.488423963531922,True
15m,structure_aligned,structure_aligned,is_true,,,binary,102,0.6754966887417219,60,42,-3.7214729235624167,-20.99094534955578,3.978866758167188,-0.45071649696641813,-0.45071649696641813,-10.832432157794978,True
15m,structure_not_opposite,structure_not_opposite,is_true,,,binary,102,0.6754966887417219,60,42,-3.7214729235624167,-20.99094534955578,3.978866758167188,-0.45071649696641813,-0.45071649696641813,-10.832432157794978,True
15m,weekend,weekend,is_true,,,binary,34,0.2251655629139073,23,11,-11.118431690459024,-24.649396865059103,-3.4180920087294195,-4.109168012469741,,-15.49609689400611,False
15m,weekday,weekday,is_true,,,binary,117,0.7748344370860927,66,51,-6.5091864059602615,-19.6539377126449,1.1911532757693433,0.8862911399444613,0.8862911399444613,-12.238949796053566,True
15m,utc_00_06,utc_00_06,is_true,,,binary,23,0.152317880794702,14,9,-6.034188458417427,-25.26887430416203,1.6661512233121778,-4.7286454515726675,,-13.560804658926187,False
15m,utc_06_12,utc_06_12,is_true,,,binary,23,0.152317880794702,12,11,-24.778303726518473,2.0840543778520098,-17.077964044788867,22.62428323044137,,-11.931088980949983,False
15m,utc_12_18,utc_12_18,is_true,,,binary,76,0.5033112582781457,44,32,-0.5637677902197085,-24.703875957451956,7.136571891509896,-4.163647104862594,-4.163647104862594,-10.728023860633288,True
15m,utc_18_24,utc_18_24,is_true,,,binary,29,0.19205298013245034,19,10,-14.668745566747466,-27.847488764099133,-6.968405885017861,-7.307259911509771,,-19.213139772730802,False
5m,gap_bars__le_q25,gap_bars,<=,0.25,8.0,continuous,81,0.2764505119453925,48,33,-21.876415068460815,-10.260611624154993,-0.8082728438128903,5.790797836723549,-0.8082728438128903,-17.144050702262145,True
5m,gap_bars__le_q50,gap_bars,<=,0.5,13.0,continuous,157,0.5358361774744027,93,64,-24.198798068210074,-14.897774694421564,-3.130655843562149,1.1536347664569782,-3.130655843562149,-20.407298094181638,True
5m,gap_bars__ge_q50,gap_bars,>=,0.5,13.0,continuous,151,0.515358361774744,95,56,-17.005575354536308,-17.986682939235916,4.062566870111617,-1.9352734783573737,-1.9352734783573737,-17.369429823034174,True
5m,gap_bars__ge_q75,gap_bars,>=,0.75,18.0,continuous,78,0.26621160409556316,49,29,-19.01210803917201,-19.48055968146808,2.056034185475916,-3.4291502205895377,-3.4291502205895377,-19.186275957461575,True
