fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2023H1,180,-1.068142224647924,-21.06814222464793,-38.02251911322716,0.3333333333333333,0.28352672739213947,-0.8037655047714993,-0.8037655047714993,30,117,32,1
2023H2,113,3.9485905391214575,-16.051409460878546,-36.70076263400766,0.3805309734513274,0.36441096769662384,-0.594583770196556,-0.6168599432149346,22,68,22,1
