policy_id,exit_id,take_profit_r,protection_mode,trigger_r,schedule,factor,reset_mode,max_losses,leverage_cap,n_candidates,n_accepted,n_natural,n_blocked,n_rejected_capacity,n_rejected_ruined,net_wins,net_losses,max_consecutive_net_loss,max_consecutive_losing_stop,max_risk,max_effective_leverage,max_realized_drawdown,recovered_cycles,abandoned_cycles,capacity_failed_cycles,capped_cycles,natural_sum_net_r,natural_positive_cash,natural_negative_cash,n_boundary_marks,boundary_mark_pnl,initial_balance,final_balance,profit,final_cash_excluding_boundary,win_rate,active_months,ruined,cash_pf,coverage_pass,hard_target_pass
2f8cd346556c,bf009476b638,,cost,2.0,debt,1.0,recovery,6,10.0,923,578,578,142,203,0,157,421,20,10,29.265962050121573,9.774348722327337,0.9848485154461256,108,137,133,4,-378.209813375846,617.7087372507293,-1598.2306645769677,0,0.0,1000.0,19.47807267375985,-980.5219273262402,19.47807267375985,0.27162629757785467,17,False,0.3864953607395772,True,False
b180e4644898,bf009476b638,,cost,2.0,debt,1.0,net_win,6,10.0,923,577,577,144,202,0,153,424,20,10,26.433274637525642,9.78603189776256,0.9856069111120179,107,171,125,0,-397.8686070413049,526.502173826555,-1506.8581130950115,0,0.0,1000.0,19.644060731542663,-980.3559392684573,19.644060731542663,0.2651646447140381,17,False,0.3494039480234445,True,False
11c1a2e54c08,bf009476b638,,cost,2.0,debt,1.0,be_or_win,6,10.0,923,577,577,144,202,0,153,424,20,10,26.433274637525642,9.78603189776256,0.9856069111120179,107,171,125,0,-397.8686070413049,526.502173826555,-1506.8581130950115,0,0.0,1000.0,19.644060731542663,-980.3559392684573,19.644060731542663,0.2651646447140381,17,False,0.3494039480234445,True,False
214935b4f651,bf009476b638,,cost,2.0,debt,1.5,recovery,6,10.0,923,544,544,124,255,0,149,395,20,13,27.804229374838656,9.794745092860058,0.9860846008425321,116,171,171,0,-359.0487309083188,460.48416155686493,-1439.3421256326246,0,0.0,1000.0,21.142035924240147,-978.8579640757598,21.142035924240147,0.27389705882352944,17,False,0.3199268286228136,True,False
3c588667f7fa,bf009476b638,,cost,2.0,debt,1.5,net_win,6,10.0,923,525,525,125,273,0,136,389,20,13,24.435311447519325,9.80362762465739,0.9895305492631383,107,178,149,0,-376.26618362136435,458.17848344700917,-1447.7090327101464,0,0.0,1000.0,10.469450736861623,-989.5305492631384,10.469450736861623,0.259047619047619,17,False,0.31648520047518663,True,False
93477a47fa79,bf009476b638,,cost,2.0,debt,1.5,be_or_win,6,10.0,923,525,525,125,273,0,136,389,20,13,24.435311447519325,9.80362762465739,0.9895305492631383,107,178,149,0,-376.26618362136435,458.17848344700917,-1447.7090327101464,0,0.0,1000.0,10.469450736861623,-989.5305492631384,10.469450736861623,0.259047619047619,17,False,0.31648520047518663,True,False
f1727f1c7b41,bf009476b638,,cost,2.0,debt,2.0,recovery,6,10.0,923,484,484,113,326,0,123,361,19,11,22.706162439937543,9.792630678926853,0.989909179178538,107,182,182,0,-351.2842405974913,392.57948542460247,-1382.488664603141,0,0.0,1000.0,10.090820821461962,-989.909179178538,10.090820821461962,0.25413223140495866,17,False,0.2839657897211742,True,False
ef4762b0f9c5,bf009476b638,,cost,2.0,debt,2.0,net_win,6,10.0,923,582,582,143,198,0,155,427,19,11,22.706162439937543,9.706299110481176,0.9682019786393106,132,209,186,0,-380.7803357046721,638.5779739822528,-1606.6406085154476,0,0.0,1000.0,31.937365466804877,-968.0626345331951,31.937365466804877,0.2663230240549828,17,False,0.39746161686545783,True,False
d7d3cb9be57b,bf009476b638,,cost,2.0,debt,2.0,be_or_win,6,10.0,923,582,582,143,198,0,155,427,19,11,22.706162439937543,9.706299110481176,0.9682019786393106,132,209,186,0,-380.7803357046721,638.5779739822528,-1606.6406085154476,0,0.0,1000.0,31.937365466804877,-968.0626345331951,31.937365466804877,0.2663230240549828,17,False,0.39746161686545783,True,False
884ce321e954,bf009476b638,,cost,2.0,factorial,2.0,recovery,6,10.0,923,525,525,131,267,0,135,390,21,10,24.0,9.76353025127561,0.9892377256207144,101,164,164,0,-382.0469074157488,428.11891472859094,-1417.3566403493053,0,0.0,1000.0,10.762274379285541,-989.2377256207145,10.762274379285541,0.2571428571428571,17,False,0.30205447418165815,True,False
eba3bddcc398,bf009476b638,,cost,2.0,factorial,2.0,net_win,6,10.0,923,582,582,143,198,0,158,424,21,10,24.0,9.659819373726192,0.9804929122798692,123,196,161,0,-381.3592104407813,498.21298279490827,-1472.9481357502423,0,0.0,1000.0,25.264847044665608,-974.7351529553343,25.264847044665608,0.27147766323024053,17,False,0.3382420403697003,True,False
ce2da2cb8639,bf009476b638,,cost,2.0,factorial,2.0,be_or_win,6,10.0,923,582,582,143,198,0,158,424,21,10,24.0,9.659819373726192,0.9804929122798692,123,196,161,0,-381.3592104407813,498.21298279490827,-1472.9481357502423,0,0.0,1000.0,25.264847044665608,-974.7351529553343,25.264847044665608,0.27147766323024053,17,False,0.3382420403697003,True,False
9b7fd44f9ea7,41563a79effc,1.0,none,,fixed,1.0,recovery,6,10.0,923,809,809,114,0,0,342,467,25,10,1.0,2.7793934051371867,0.5624138992578488,70,76,0,76,-562.4138992578486,159.55609307097313,-721.9699923288224,0,0.0,1000.0,437.5861007421512,-562.4138992578488,437.5861007421512,0.4227441285537701,17,False,0.22100100387316798,True,False
e95ac2556c64,41563a79effc,1.0,none,,double,1.5,recovery,6,10.0,923,603,603,94,226,0,254,349,23,10,7.59375,9.799056404050399,0.9861816481775889,124,93,73,20,-401.553468128279,297.0455633899236,-1277.671811397276,0,0.0,1000.0,19.373751992647588,-980.6262480073524,19.373751992647588,0.42122719734660036,17,False,0.2324897213354588,True,False
479eb8771daa,41563a79effc,1.0,none,,double,1.5,net_win,6,10.0,923,769,769,108,46,0,329,440,25,10,7.59375,9.696758966578667,0.9728917352879219,179,198,37,11,-506.94377178215996,248.9253722038426,-1219.6527862197145,0,0.0,1000.0,29.272585984128934,-970.7274140158711,29.272585984128934,0.42782834850455137,17,False,0.20409527614443537,True,False
cb66cfc09de4,41563a79effc,1.0,none,,double,1.5,be_or_win,6,10.0,923,769,769,108,46,0,329,440,25,10,7.59375,9.696758966578667,0.9728917352879219,179,198,37,11,-506.94377178215996,248.9253722038426,-1219.6527862197145,0,0.0,1000.0,29.272585984128934,-970.7274140158711,29.272585984128934,0.42782834850455137,17,False,0.20409527614443537,True,False
f00838d23174,41563a79effc,1.0,none,,double,2.0,recovery,6,10.0,923,584,584,92,247,0,246,338,24,8,16.0,9.797513789939968,0.9864058169061677,159,117,117,0,-377.8912308530366,318.44941376199006,-1299.0809898790553,0,0.0,1000.0,19.368423882936785,-980.6315761170632,19.368423882936785,0.4212328767123288,17,False,0.24513438056824907,True,False
04216f4719af,41563a79effc,1.0,none,,double,2.0,net_win,6,10.0,923,635,635,99,189,0,272,363,27,9,32.0,9.739636273693952,0.982507964733807,184,184,95,1,-399.5874459556965,232.79887244490092,-1211.2269836812043,0,0.0,1000.0,21.57188876369786,-978.4281112363021,21.57188876369786,0.4283464566929134,17,False,0.192200863736845,True,False
75f42a672b0f,41563a79effc,1.0,none,,double,2.0,be_or_win,6,10.0,923,635,635,99,189,0,272,363,27,9,32.0,9.739636273693952,0.982507964733807,184,184,95,1,-399.5874459556965,232.79887244490092,-1211.2269836812043,0,0.0,1000.0,21.57188876369786,-978.4281112363021,21.57188876369786,0.4283464566929134,17,False,0.192200863736845,True,False
13b3aa59742a,41563a79effc,1.0,none,,debt,1.0,recovery,6,10.0,923,678,678,98,147,0,295,383,19,8,38.06385763119329,9.78676346771615,0.9815132262135782,138,113,98,15,-432.61901615636054,250.79467502073143,-1228.886248522733,0,0.0,1000.0,21.90842649799664,-978.0915735020034,21.90842649799664,0.4351032448377581,17,False,0.2040829045993609,True,False
4ee91889c267,41563a79effc,1.0,none,,debt,1.0,net_win,6,10.0,923,727,727,106,90,0,317,410,20,8,29.265962050121573,9.670295616507563,0.9806774378203895,176,214,72,1,-457.22995230344,251.2981296212926,-1228.5539147301067,0,0.0,1000.0,22.744214891185347,-977.2557851088146,22.744214891185347,0.4360385144429161,17,False,0.2045479051495259,True,False
48f0ec7454ad,41563a79effc,1.0,none,,debt,1.0,be_or_win,6,10.0,923,727,727,106,90,0,317,410,20,8,29.265962050121573,9.670295616507563,0.9806774378203895,176,214,72,1,-457.22995230344,251.2981296212926,-1228.5539147301067,0,0.0,1000.0,22.744214891185347,-977.2557851088146,22.744214891185347,0.4360385144429161,17,False,0.2045479051495259,True,False
3f408b0c67ed,41563a79effc,1.0,none,,debt,1.5,recovery,6,10.0,923,643,643,91,189,0,279,364,26,8,23.226838472343346,9.674362170693655,0.9814038521665489,183,131,130,1,-407.78446619385466,254.96412830344278,-1232.4202611363705,0,0.0,1000.0,22.54386716707133,-977.4561328329287,22.54386716707133,0.43390357698289267,17,False,0.20688083143679373,True,False
726847a9a652,41563a79effc,1.0,none,,debt,1.5,net_win,6,10.0,923,713,713,102,108,0,309,404,26,9,28.74701579573133,9.80254551181801,0.9662647746474688,213,202,106,0,-456.8422522829342,306.67240319571397,-1272.9371778431814,0,0.0,1000.0,33.735225352531145,-966.2647746474688,33.735225352531145,0.43338008415147267,17,False,0.24091715485545687,True,False
86eeda85c31e,41563a79effc,1.0,none,,debt,1.5,be_or_win,6,10.0,923,713,713,102,108,0,309,404,26,9,28.74701579573133,9.80254551181801,0.9662647746474688,213,202,106,0,-456.8422522829342,306.67240319571397,-1272.9371778431814,0,0.0,1000.0,33.735225352531145,-966.2647746474688,33.735225352531145,0.43338008415147267,17,False,0.24091715485545687,True,False
fabc2ae60363,41563a79effc,1.0,none,,debt,2.0,recovery,6,10.0,923,656,656,98,169,0,284,372,25,9,17.425110531963355,9.755021220950438,0.9752991746055027,224,146,146,0,-415.9183858791917,243.90408137395175,-1216.2174187417381,0,0.0,1000.0,27.686662632214247,-972.3133373677857,27.686662632214247,0.4329268292682927,17,False,0.20054315751067564,True,False
c92fd90c4e5f,41563a79effc,1.0,none,,debt,2.0,net_win,6,10.0,923,661,661,96,166,0,284,377,25,9,32.9648160213153,9.766069461220514,0.9799911878059128,229,195,140,0,-417.08775282853475,244.4367566808663,-1219.9541585311138,0,0.0,1000.0,24.482598149752956,-975.5174018502471,24.482598149752956,0.4296520423600605,17,False,0.20036552600892846,True,False
0d01d72a3f63,41563a79effc,1.0,none,,debt,2.0,be_or_win,6,10.0,923,661,661,96,166,0,284,377,25,9,32.9648160213153,9.766069461220514,0.9799911878059128,229,195,140,0,-417.08775282853475,244.4367566808663,-1219.9541585311138,0,0.0,1000.0,24.482598149752956,-975.5174018502471,24.482598149752956,0.4296520423600605,17,False,0.20036552600892846,True,False
9ca3f9352cfb,41563a79effc,1.0,none,,factorial,2.0,recovery,6,10.0,923,693,693,98,132,0,305,388,26,8,24.0,9.790419230478198,0.9682568889131272,212,128,128,0,-431.12910146493044,354.1339472581425,-1320.970751688512,0,0.0,1000.0,33.163195569631306,-966.8368044303687,33.163195569631306,0.4401154401154401,17,False,0.26808613802044884,True,False
ffc665ca94b3,41563a79effc,1.0,none,,factorial,2.0,net_win,6,10.0,923,720,720,101,102,0,313,407,26,8,24.0,9.750905487946781,0.9669078880553539,213,199,99,0,-459.07662451675617,293.2609953088403,-1259.468349135575,0,0.0,1000.0,33.792646173266654,-966.2073538267333,33.792646173266654,0.43472222222222223,17,False,0.23284506951692543,True,False
dc90d523b8ef,41563a79effc,1.0,none,,factorial,2.0,be_or_win,6,10.0,923,720,720,101,102,0,313,407,26,8,24.0,9.750905487946781,0.9669078880553539,213,199,99,0,-459.07662451675617,293.2609953088403,-1259.468349135575,0,0.0,1000.0,33.792646173266654,-966.2073538267333,33.792646173266654,0.43472222222222223,17,False,0.23284506951692543,True,False
63f9b71869e5,42f7bcd39130,1.0,entry,0.5,fixed,1.0,recovery,6,10.0,923,842,842,81,0,0,251,591,30,12,1.0,2.8015604929686138,0.6033123146246202,52,95,0,95,-603.312314624621,115.17998746186828,-718.4923020864883,0,0.0,1000.0,396.6876853753797,-603.3123146246203,396.6876853753797,0.2980997624703088,17,False,0.1603078935256338,True,False
cb474471f78b,42f7bcd39130,1.0,entry,0.5,double,1.5,recovery,6,10.0,923,569,569,68,286,0,173,396,28,12,7.59375,9.789959418672945,0.9877393432131568,88,115,92,23,-395.1382655173201,204.59399776608922,-1191.5608150189864,0,0.0,1000.0,13.033182747104771,-986.9668172528952,13.033182747104771,0.30404217926186294,17,False,0.17170252259665755,True,False
d661057eabda,42f7bcd39130,1.0,entry,0.5,double,1.5,net_win,6,10.0,923,657,657,71,195,0,199,458,29,12,7.59375,9.79094212404842,0.9859425058728168,113,175,72,17,-466.0229574308796,172.6033279000818,-1158.0642554715632,0,0.0,1000.0,14.539072428518663,-985.4609275714813,14.539072428518663,0.3028919330289193,17,False,0.1490446899509888,True,False
08b02582f355,42f7bcd39130,1.0,entry,0.5,double,1.5,be_or_win,6,10.0,923,841,841,81,1,0,251,590,30,12,7.59375,8.76301487903115,0.9134866459261899,150,325,1,2,-601.3537651740714,166.12990589056938,-1079.6165518167593,0,0.0,1000.0,86.51335407381006,-913.4866459261899,86.51335407381006,0.2984542211652794,17,False,0.15387862071122285,True,False
0903a6cfd5a1,42f7bcd39130,1.0,entry,0.5,double,2.0,recovery,6,10.0,923,558,558,66,299,0,175,383,31,10,16.0,9.770129345679704,0.9855699856747238,128,146,146,0,-360.6193323468376,216.26744168241368,-1201.3558490558012,0,0.0,1000.0,14.911592626611702,-985.0884073733883,14.911592626611702,0.31362007168458783,17,False,0.18001946871311097,True,False
afcd9bfdd9e7,42f7bcd39130,1.0,entry,0.5,double,2.0,net_win,6,10.0,923,606,606,69,248,0,187,419,33,11,32.0,9.764918161348119,0.9840904956689319,134,186,132,1,-397.1679687072929,197.6451571372707,-1181.2540745048675,0,0.0,1000.0,16.39108263240354,-983.6089173675964,16.39108263240354,0.3085808580858086,17,False,0.16731807441181976,True,False
c9ba6cc92189,42f7bcd39130,1.0,entry,0.5,double,2.0,be_or_win,6,10.0,923,792,792,78,53,0,242,550,29,12,16.0,9.762806859346393,0.9721180678924874,167,319,40,0,-534.929971819495,231.19180979876853,-1202.0759100571506,0,0.0,1000.0,29.11589974161907,-970.884100258381,29.11589974161907,0.3055555555555556,17,False,0.19232712997948434,True,False
a37f07a027c2,42f7bcd39130,1.0,entry,0.5,debt,1.0,recovery,6,10.0,923,633,633,70,220,0,197,436,26,14,25.40168159177449,9.79339930705353,0.9864144704638358,88,124,103,21,-419.5132549339769,189.29926994035662,-1174.9417733097537,0,0.0,1000.0,14.35749663060314,-985.6425033693969,14.35749663060314,0.31121642969984203,17,False,0.16111374558341712,True,False
5ef00b8fdc99,42f7bcd39130,1.0,entry,0.5,debt,1.0,net_win,6,10.0,923,703,703,75,145,0,212,491,26,13,31.087036347393337,9.754943340370335,0.9864314900575636,103,206,94,3,-473.83935819873176,198.18684022851153,-1183.846363191635,0,0.0,1000.0,14.340477036875381,-985.6595229631246,14.340477036875381,0.3015647226173542,17,False,0.16740925713890972,True,False
8b0326384fdf,42f7bcd39130,1.0,entry,0.5,debt,1.0,be_or_win,6,10.0,923,815,815,81,27,0,245,570,28,12,22.288343996390722,9.675440488141064,0.9342346058219417,151,335,26,0,-559.5709050522362,185.5632258454088,-1119.7978316673498,0,0.0,1000.0,65.76539417805823,-934.2346058219417,65.76539417805823,0.3006134969325153,17,False,0.1657113637817194,True,False
9d04ff1a63e3,42f7bcd39130,1.0,entry,0.5,debt,1.5,recovery,6,10.0,923,605,605,70,248,0,185,420,26,11,23.226838472343346,9.72926706127126,0.9879261683365727,121,141,137,4,-402.02602209931706,189.25754842195678,-1176.4117496640893,0,0.0,1000.0,12.845798757866255,-987.1542012421337,12.845798757866255,0.30578512396694213,17,False,0.16087696206366273,True,False
235c9bcd20a9,42f7bcd39130,1.0,entry,0.5,debt,1.5,net_win,6,10.0,923,657,657,69,197,0,192,465,26,13,24.5763919621981,9.796675762191242,0.9870621234775878,132,186,126,0,-451.8472439025189,222.0951692875889,-1208.3853256707382,0,0.0,1000.0,13.70984361685111,-986.2901563831489,13.70984361685111,0.2922374429223744,17,False,0.1837949903639475,True,False
0581a50a15b6,42f7bcd39130,1.0,entry,0.5,debt,1.5,be_or_win,6,10.0,923,770,770,74,79,0,232,538,31,11,24.435311447519325,9.761277429648539,0.968253726786016,176,326,69,0,-526.9863203140825,195.6999043245131,-1163.9536311105294,0,0.0,1000.0,31.746273213984086,-968.2537267860159,31.746273213984086,0.3012987012987013,17,False,0.16813376331649538,True,False
fdbbc9d21714,42f7bcd39130,1.0,entry,0.5,debt,2.0,recovery,6,10.0,923,601,601,68,254,0,186,415,23,11,32.9648160213153,9.799441464767114,0.9876646582052924,147,157,156,1,-394.39806263377625,202.25656475383275,-1189.149255864687,0,0.0,1000.0,13.10730888914663,-986.8926911108533,13.10730888914663,0.30948419301164726,17,False,0.1700850955053261,True,False
b9e2de64d952,42f7bcd39130,1.0,entry,0.5,debt,2.0,net_win,6,10.0,923,641,641,69,213,0,194,447,23,11,32.9648160213153,9.781800926444111,0.9878864458398883,158,186,150,0,-425.9592287680195,212.37626329238765,-1199.490742037836,0,0.0,1000.0,12.885521254550696,-987.1144787454493,12.885521254550696,0.30265210608424337,17,False,0.17705535845285297,True,False
ae8acd9a2561,42f7bcd39130,1.0,entry,0.5,debt,2.0,be_or_win,6,10.0,923,707,707,70,146,0,208,499,28,11,32.9648160213153,9.743217298353485,0.9868427870969485,179,313,97,0,-492.4286886496269,193.86787580091112,-1179.9386958034202,0,0.0,1000.0,13.929179997490415,-986.0708200025095,13.929179997490415,0.2942008486562942,17,False,0.16430334600468927,True,False
db09bcdb5571,42f7bcd39130,1.0,entry,0.5,factorial,2.0,recovery,6,10.0,923,611,611,65,247,0,187,424,30,15,24.0,9.761028090824405,0.9815999231162196,147,172,172,0,-400.2483706138773,204.55154718941668,-1184.9561255786948,0,0.0,1000.0,19.595421610722184,-980.4045783892778,19.595421610722184,0.3060556464811784,17,False,0.17262373076431015,True,False
a4e49b6207a1,42f7bcd39130,1.0,entry,0.5,factorial,2.0,net_win,6,10.0,923,629,629,71,223,0,187,442,23,9,24.0,9.748919301809282,0.9836876800792739,145,202,160,0,-407.0190626603622,181.00765843779527,-1164.213760215734,0,0.0,1000.0,16.79389822206167,-983.2061017779383,16.79389822206167,0.2972972972972973,17,False,0.15547630909658183,True,False
4ff41cef57b4,42f7bcd39130,1.0,entry,0.5,factorial,2.0,be_or_win,6,10.0,923,750,750,75,98,0,222,528,33,11,24.0,9.801023716541431,0.9823675999454765,171,322,75,0,-511.595386978383,177.033265454392,-1157.6789490478138,0,0.0,1000.0,19.35431640657869,-980.6456835934213,19.35431640657869,0.296,17,False,0.15292086428625234,True,False
1ae23b7061b2,f6b756cdc4f7,1.0,entry,1.0,fixed,1.0,recovery,6,10.0,923,809,809,114,0,0,342,467,25,10,1.0,2.7793934051371867,0.5624138992578488,70,76,0,76,-562.4138992578486,159.55609307097313,-721.9699923288224,0,0.0,1000.0,437.5861007421512,-562.4138992578488,437.5861007421512,0.4227441285537701,17,False,0.22100100387316798,True,False
9ad9cc22a576,f6b756cdc4f7,1.0,entry,1.0,double,1.5,recovery,6,10.0,923,603,603,94,226,0,254,349,23,10,7.59375,9.799056404050399,0.9861816481775889,124,93,73,20,-401.553468128279,297.0455633899236,-1277.671811397276,0,0.0,1000.0,19.373751992647588,-980.6262480073524,19.373751992647588,0.42122719734660036,17,False,0.2324897213354588,True,False
31cf0adf03b9,f6b756cdc4f7,1.0,entry,1.0,double,1.5,net_win,6,10.0,923,769,769,108,46,0,329,440,25,10,7.59375,9.696758966578667,0.9728917352879219,179,198,37,11,-506.94377178215996,248.9253722038426,-1219.6527862197145,0,0.0,1000.0,29.272585984128934,-970.7274140158711,29.272585984128934,0.42782834850455137,17,False,0.20409527614443537,True,False
d492ce996313,f6b756cdc4f7,1.0,entry,1.0,double,1.5,be_or_win,6,10.0,923,769,769,108,46,0,329,440,25,10,7.59375,9.696758966578667,0.9728917352879219,179,198,37,11,-506.94377178215996,248.9253722038426,-1219.6527862197145,0,0.0,1000.0,29.272585984128934,-970.7274140158711,29.272585984128934,0.42782834850455137,17,False,0.20409527614443537,True,False
47845401c5c8,f6b756cdc4f7,1.0,entry,1.0,double,2.0,recovery,6,10.0,923,584,584,92,247,0,246,338,24,8,16.0,9.797513789939968,0.9864058169061677,159,117,117,0,-377.8912308530366,318.44941376199006,-1299.0809898790553,0,0.0,1000.0,19.368423882936785,-980.6315761170632,19.368423882936785,0.4212328767123288,17,False,0.24513438056824907,True,False
4c060e35a1e8,f6b756cdc4f7,1.0,entry,1.0,double,2.0,net_win,6,10.0,923,635,635,99,189,0,272,363,27,9,32.0,9.739636273693952,0.982507964733807,184,184,95,1,-399.5874459556965,232.79887244490092,-1211.2269836812043,0,0.0,1000.0,21.57188876369786,-978.4281112363021,21.57188876369786,0.4283464566929134,17,False,0.192200863736845,True,False
8f9470b9dcef,f6b756cdc4f7,1.0,entry,1.0,double,2.0,be_or_win,6,10.0,923,635,635,99,189,0,272,363,27,9,32.0,9.739636273693952,0.982507964733807,184,184,95,1,-399.5874459556965,232.79887244490092,-1211.2269836812043,0,0.0,1000.0,21.57188876369786,-978.4281112363021,21.57188876369786,0.4283464566929134,17,False,0.192200863736845,True,False
04b8bc6bed48,f6b756cdc4f7,1.0,entry,1.0,debt,1.0,recovery,6,10.0,923,678,678,98,147,0,295,383,19,8,38.06385763119329,9.78676346771615,0.9815132262135782,138,113,98,15,-432.61901615636054,250.79467502073143,-1228.886248522733,0,0.0,1000.0,21.90842649799664,-978.0915735020034,21.90842649799664,0.4351032448377581,17,False,0.2040829045993609,True,False
8c18848d9f2c,f6b756cdc4f7,1.0,entry,1.0,debt,1.0,net_win,6,10.0,923,727,727,106,90,0,317,410,20,8,29.265962050121573,9.670295616507563,0.9806774378203895,176,214,72,1,-457.22995230344,251.2981296212926,-1228.5539147301067,0,0.0,1000.0,22.744214891185347,-977.2557851088146,22.744214891185347,0.4360385144429161,17,False,0.2045479051495259,True,False
6892e908f64f,f6b756cdc4f7,1.0,entry,1.0,debt,1.0,be_or_win,6,10.0,923,727,727,106,90,0,317,410,20,8,29.265962050121573,9.670295616507563,0.9806774378203895,176,214,72,1,-457.22995230344,251.2981296212926,-1228.5539147301067,0,0.0,1000.0,22.744214891185347,-977.2557851088146,22.744214891185347,0.4360385144429161,17,False,0.2045479051495259,True,False
b8315ce22a12,f6b756cdc4f7,1.0,entry,1.0,debt,1.5,recovery,6,10.0,923,643,643,91,189,0,279,364,26,8,23.226838472343346,9.674362170693655,0.9814038521665489,183,131,130,1,-407.78446619385466,254.96412830344278,-1232.4202611363705,0,0.0,1000.0,22.54386716707133,-977.4561328329287,22.54386716707133,0.43390357698289267,17,False,0.20688083143679373,True,False
79d19b8362dc,f6b756cdc4f7,1.0,entry,1.0,debt,1.5,net_win,6,10.0,923,713,713,102,108,0,309,404,26,9,28.74701579573133,9.80254551181801,0.9662647746474688,213,202,106,0,-456.8422522829342,306.67240319571397,-1272.9371778431814,0,0.0,1000.0,33.735225352531145,-966.2647746474688,33.735225352531145,0.43338008415147267,17,False,0.24091715485545687,True,False
4892370eea88,f6b756cdc4f7,1.0,entry,1.0,debt,1.5,be_or_win,6,10.0,923,713,713,102,108,0,309,404,26,9,28.74701579573133,9.80254551181801,0.9662647746474688,213,202,106,0,-456.8422522829342,306.67240319571397,-1272.9371778431814,0,0.0,1000.0,33.735225352531145,-966.2647746474688,33.735225352531145,0.43338008415147267,17,False,0.24091715485545687,True,False
d7e1a54019fa,f6b756cdc4f7,1.0,entry,1.0,debt,2.0,recovery,6,10.0,923,656,656,98,169,0,284,372,25,9,17.425110531963355,9.755021220950438,0.9752991746055027,224,146,146,0,-415.9183858791917,243.90408137395175,-1216.2174187417381,0,0.0,1000.0,27.686662632214247,-972.3133373677857,27.686662632214247,0.4329268292682927,17,False,0.20054315751067564,True,False
d7aaee810110,f6b756cdc4f7,1.0,entry,1.0,debt,2.0,net_win,6,10.0,923,661,661,96,166,0,284,377,25,9,32.9648160213153,9.766069461220514,0.9799911878059128,229,195,140,0,-417.08775282853475,244.4367566808663,-1219.9541585311138,0,0.0,1000.0,24.482598149752956,-975.5174018502471,24.482598149752956,0.4296520423600605,17,False,0.20036552600892846,True,False
1741a0c9a92f,f6b756cdc4f7,1.0,entry,1.0,debt,2.0,be_or_win,6,10.0,923,661,661,96,166,0,284,377,25,9,32.9648160213153,9.766069461220514,0.9799911878059128,229,195,140,0,-417.08775282853475,244.4367566808663,-1219.9541585311138,0,0.0,1000.0,24.482598149752956,-975.5174018502471,24.482598149752956,0.4296520423600605,17,False,0.20036552600892846,True,False
cb182edbafbd,f6b756cdc4f7,1.0,entry,1.0,factorial,2.0,recovery,6,10.0,923,693,693,98,132,0,305,388,26,8,24.0,9.790419230478198,0.9682568889131272,212,128,128,0,-431.12910146493044,354.1339472581425,-1320.970751688512,0,0.0,1000.0,33.163195569631306,-966.8368044303687,33.163195569631306,0.4401154401154401,17,False,0.26808613802044884,True,False
9361bac0bdcf,f6b756cdc4f7,1.0,entry,1.0,factorial,2.0,net_win,6,10.0,923,720,720,101,102,0,313,407,26,8,24.0,9.750905487946781,0.9669078880553539,213,199,99,0,-459.07662451675617,293.2609953088403,-1259.468349135575,0,0.0,1000.0,33.792646173266654,-966.2073538267333,33.792646173266654,0.43472222222222223,17,False,0.23284506951692543,True,False
602c8f9327c7,f6b756cdc4f7,1.0,entry,1.0,factorial,2.0,be_or_win,6,10.0,923,720,720,101,102,0,313,407,26,8,24.0,9.750905487946781,0.9669078880553539,213,199,99,0,-459.07662451675617,293.2609953088403,-1259.468349135575,0,0.0,1000.0,33.792646173266654,-966.2073538267333,33.792646173266654,0.43472222222222223,17,False,0.23284506951692543,True,False
f560a09ee6cb,3d45f2052996,1.0,entry,1.5,fixed,1.0,recovery,6,10.0,923,809,809,114,0,0,342,467,25,10,1.0,2.7793934051371867,0.5624138992578488,70,76,0,76,-562.4138992578486,159.55609307097313,-721.9699923288224,0,0.0,1000.0,437.5861007421512,-562.4138992578488,437.5861007421512,0.4227441285537701,17,False,0.22100100387316798,True,False
69d386a739fb,3d45f2052996,1.0,entry,1.5,double,1.5,recovery,6,10.0,923,603,603,94,226,0,254,349,23,10,7.59375,9.799056404050399,0.9861816481775889,124,93,73,20,-401.553468128279,297.0455633899236,-1277.671811397276,0,0.0,1000.0,19.373751992647588,-980.6262480073524,19.373751992647588,0.42122719734660036,17,False,0.2324897213354588,True,False
8321ebe568c2,3d45f2052996,1.0,entry,1.5,double,1.5,net_win,6,10.0,923,769,769,108,46,0,329,440,25,10,7.59375,9.696758966578667,0.9728917352879219,179,198,37,11,-506.94377178215996,248.9253722038426,-1219.6527862197145,0,0.0,1000.0,29.272585984128934,-970.7274140158711,29.272585984128934,0.42782834850455137,17,False,0.20409527614443537,True,False
d852b8eac694,3d45f2052996,1.0,entry,1.5,double,1.5,be_or_win,6,10.0,923,769,769,108,46,0,329,440,25,10,7.59375,9.696758966578667,0.9728917352879219,179,198,37,11,-506.94377178215996,248.9253722038426,-1219.6527862197145,0,0.0,1000.0,29.272585984128934,-970.7274140158711,29.272585984128934,0.42782834850455137,17,False,0.20409527614443537,True,False
6a7f5946de2b,3d45f2052996,1.0,entry,1.5,double,2.0,recovery,6,10.0,923,584,584,92,247,0,246,338,24,8,16.0,9.797513789939968,0.9864058169061677,159,117,117,0,-377.8912308530366,318.44941376199006,-1299.0809898790553,0,0.0,1000.0,19.368423882936785,-980.6315761170632,19.368423882936785,0.4212328767123288,17,False,0.24513438056824907,True,False
