entry_day,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01-02,1,26.4176990083498,26.4176990083498,26.4176990083498,inf,True,1.0,0,0
2023-01-06,1,-40.164279571806,-40.164279571806,-40.164279571806,0.0,False,0.0,1,0
2023-01-08,2,46.02241403726838,46.02241403726838,92.04482807453677,3.708919805717999,False,0.5,1,0
2023-01-18,1,-7.115607705912557,-7.115607705912557,-7.115607705912557,0.0,False,0.0,1,0
2023-01-23,2,-57.717288153109216,-57.717288153109216,-115.43457630621843,0.0,False,0.0,2,0
2023-01-25,1,44.80427930579013,44.80427930579013,44.80427930579013,inf,True,1.0,0,0
2023-01-27,1,-39.27798333275701,-39.27798333275701,-39.27798333275701,0.0,False,0.0,1,0
2023-01-28,1,-31.843698020534976,-31.843698020534976,-31.843698020534976,0.0,False,0.0,1,0
2023-01-30,1,-4.823203252663484,-4.823203252663484,-4.823203252663484,0.0,False,0.0,1,0
2023-02-05,1,149.54740262798472,149.54740262798472,149.54740262798472,inf,True,1.0,0,0
2023-02-07,1,-37.38004510121704,-37.38004510121704,-37.38004510121704,0.0,False,0.0,1,0
2023-02-11,1,-26.093705614456283,-26.093705614456283,-26.093705614456283,0.0,False,0.0,1,0
2023-02-13,2,-7.1619453820254835,-7.1619453820254835,-14.323890764050967,0.6605648259596654,False,0.5,1,0
2023-02-14,1,-46.45612385521955,-46.45612385521955,-46.45612385521955,0.0,False,0.0,1,0
2023-02-17,1,-164.21890293203967,-164.21890293203967,-164.21890293203967,0.0,False,0.0,1,0
2023-02-19,1,-84.57121511286623,-84.57121511286623,-84.57121511286623,0.0,False,0.0,1,0
2023-02-20,1,-57.40142454835068,-57.40142454835068,-57.40142454835068,0.0,False,0.0,1,0
2023-02-23,2,-136.58959783272093,-136.58959783272093,-273.17919566544185,0.0,False,0.0,2,0
2023-02-28,1,-9.89829517611394,-9.89829517611394,-9.89829517611394,0.0,False,0.0,1,0
2023-03-07,1,-31.876378905415983,-31.876378905415983,-31.876378905415983,0.0,False,0.0,1,0
2023-03-11,2,-129.4545023102062,-129.4545023102062,-258.9090046204124,0.0,False,0.0,2,0
2023-03-19,1,235.21591815527376,235.21591815527376,235.21591815527376,inf,True,1.0,0,0
2023-03-20,1,-54.2380077625204,-54.2380077625204,-54.2380077625204,0.0,False,0.0,1,0
2023-04-02,1,-47.79627339695827,-47.79627339695827,-47.79627339695827,0.0,False,0.0,1,0
2023-04-03,2,-64.32467409905189,-64.32467409905189,-128.64934819810378,0.0,False,0.0,2,0
2023-04-09,2,21.90980180772675,21.90980180772675,43.8196036154535,2.654164233727904,False,0.5,1,0
2023-04-14,1,-53.043691102680214,-53.043691102680214,-53.043691102680214,0.0,False,0.0,1,0
2023-04-16,1,-89.23341692481655,-89.23341692481655,-89.23341692481655,0.0,False,0.0,1,0
2023-04-18,2,-0.2408811159654127,-0.2408811159654127,-0.4817622319308254,0.9925759183744114,False,0.5,1,0
2023-04-19,1,-50.09931402360637,-50.09931402360637,-50.09931402360637,0.0,False,0.0,1,0
2023-04-25,1,362.3294132125798,362.3294132125798,362.3294132125798,inf,True,1.0,0,0
2023-04-29,1,-39.02136926636723,-39.02136926636723,-39.02136926636723,0.0,False,0.0,1,0
2023-05-01,1,-65.31727352762705,-65.31727352762705,-65.31727352762705,0.0,False,0.0,1,0
2023-05-03,1,157.233343502029,157.233343502029,157.233343502029,inf,True,1.0,0,0
2023-05-05,1,78.22068204331957,78.22068204331957,78.22068204331957,inf,True,1.0,0,0
2023-05-15,1,33.49018397242333,33.49018397242333,33.49018397242333,inf,True,1.0,0,0
2023-05-22,1,-87.17772099396363,-87.17772099396363,-87.17772099396363,0.0,False,0.0,1,0
2023-05-24,1,-6.411369651810014,-6.411369651810014,-6.411369651810014,0.0,False,0.0,1,0
2023-06-06,1,250.1144629948493,250.1144629948493,250.1144629948493,inf,True,1.0,0,0
2023-06-12,2,-27.08528655375181,-27.08528655375181,-54.17057310750362,0.0,False,0.0,2,0
2023-06-13,1,-87.62212353653614,-87.62212353653614,-87.62212353653614,0.0,False,0.0,1,0
2023-06-14,1,-42.82310162082704,-42.82310162082704,-42.82310162082704,0.0,False,0.0,1,0
2023-06-18,1,-24.708612240131306,-24.708612240131306,-24.708612240131306,0.0,False,0.0,1,0
2023-06-25,3,-23.26860845122365,-8.65040650406504,-69.80582535367095,0.0,False,0.0,3,0
2023-07-02,1,-50.187960292484874,-50.187960292484874,-50.187960292484874,0.0,False,0.0,1,0
2023-07-10,1,-60.249987566931544,-60.249987566931544,-60.249987566931544,0.0,False,0.0,1,0
2023-07-13,1,-71.36567468406072,-71.36567468406072,-71.36567468406072,0.0,False,0.0,1,0
2023-07-14,1,111.7281930601094,111.7281930601094,111.7281930601094,inf,True,1.0,0,0
2023-07-17,1,-16.94427283657838,-16.94427283657838,-16.94427283657838,0.0,False,0.0,1,0
2023-07-18,1,33.559810391300424,33.559810391300424,33.559810391300424,inf,True,1.0,0,0
2023-07-19,1,-71.57058933984281,-71.57058933984281,-71.57058933984281,0.0,False,0.0,1,0
2023-07-20,1,-25.372733378106112,-25.372733378106112,-25.372733378106112,0.0,False,0.0,1,0
2023-07-23,1,-17.859646306552158,-17.859646306552158,-17.859646306552158,0.0,False,0.0,1,0
2023-07-24,1,-16.342883217189122,-16.342883217189122,-16.342883217189122,0.0,False,0.0,1,0
2023-07-26,2,-22.811985620591308,-22.811985620591308,-45.623971241182616,0.038508240305829396,False,0.5,1,0
2023-07-28,1,-66.66684754592072,-66.66684754592072,-66.66684754592072,0.0,False,0.0,1,0
2023-07-30,1,-26.828828582745583,-26.828828582745583,-26.828828582745583,0.0,False,0.0,1,0
2023-08-06,1,-23.787983140031404,-23.787983140031404,-23.787983140031404,0.0,False,0.0,1,0
