primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,34,-11.862534515458085,-13.314756078641338,-403.3261735255749,0.0,False,0.0,34,0
early_reversal,21,-46.77723374472239,-38.47945300819096,-982.3219086391701,0.0,False,0.0,21,0
giveback,15,-37.994877885709585,-31.876378905415983,-569.9231682856439,0.0,False,0.0,15,0
hard_stop,24,-79.51785584207386,-69.04482466547844,-1908.4285402097723,0.0,False,0.0,24,0
other_loss,102,-63.21446323200196,-53.18086506921678,-6447.8752496642,0.0,False,0.0,102,0
