direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-24.060307340965682,-33.29244546016348,-2911.2971882568477,0.4159375439860057,False,0.17355371900826447,100,0
1,130,-9.982485073870757,-36.12316773908648,-1297.7230596031982,0.7564018213396393,False,0.26153846153846155,96,0
