event_id,mother_decision_time,fold,event_net_return,assigned_controls,control_mean_return,excess
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,2023H1,0.00264176990083498,3,-0.0015103964902475463,0.004152166391082526
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,2023H1,-0.0040164279571806,0,,
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,2023H1,-0.003397842486154377,0,,
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,2023H1,0.012602325293608054,0,,
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,2023H1,-0.0007115607705912557,0,,
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,2023H1,-0.0038330925580806648,0,,
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,2023H1,-0.007710365072541177,3,-0.008107487197298372,0.0003971221247571948
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,2023H1,0.0044804279305790135,3,-0.002337551655527613,0.006817979586106627
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,2023H1,-0.003927798333275701,0,,
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,2023H1,-0.0031843698020534977,0,,
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,2023H1,-0.0004823203252663484,0,,
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023H1,0.014954740262798473,3,0.0036948057562043997,0.011259934506594073
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,2023H1,-0.003738004510121704,0,,
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,2023H1,-0.0026093705614456284,0,,
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,2023H1,-0.004219919401266552,0,,
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,2023H1,0.0027875303248614553,0,,
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023H1,-0.004645612385521955,3,-0.0023058005505600513,-0.0023398118349619037
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,2023H1,-0.016421890293203966,0,,
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,2023H1,-0.008457121511286622,0,,
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023H1,-0.005740142454835068,0,,
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,2023H1,-0.007780700288219683,3,-0.00391210547076084,-0.003868594817458843
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,2023H1,-0.019537219278324504,3,-0.012211724341042339,-0.007325494937282165
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,2023H1,-0.000989829517611394,3,-0.0019193858276257976,0.0009295563100144035
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,2023H1,-0.0031876378905415985,3,-0.00425280802906062,0.0010651701385190212
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,2023H1,-0.011863945578231292,0,,
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023H1,-0.014026954883809947,3,-0.004355941373013019,-0.009671013510796928
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,2023H1,0.023521591815527376,3,-0.00634365882628217,0.029865250641809546
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,2023H1,-0.0054238007762520395,3,-0.0026551862620572578,-0.0027686145141947818
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,2023H1,-0.004779627339695827,3,-0.0032879867559622925,-0.0014916405837335344
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,2023H1,-0.005331803903575336,3,-0.004209213556755354,-0.0011225903468199813
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,2023H1,-0.007533130916235042,3,-0.0035058375170936556,-0.004027293399141386
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,2023H1,-0.002649047943486212,3,-0.0019945794734321115,-0.0006544684700541007
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,2023H1,0.0070310083050315626,3,0.001920643627507267,0.005110364677524295
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,2023H1,-0.005304369110268021,0,,
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,2023H1,-0.008923341692481655,3,-0.008744448007142204,-0.00017889368533945127
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,2023H1,-0.006489182854217733,3,-0.0037931207576300634,-0.0026960620965876692
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,2023H1,0.00644100663102465,3,-0.0038252272782414256,0.010266233909266075
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,2023H1,-0.005009931402360637,0,,
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,2023H1,0.03623294132125798,3,0.016143228672327425,0.020089712648930558
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,2023H1,-0.0039021369266367227,3,-0.005877888662349467,0.0019757517357127446
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,2023H1,-0.0065317273527627055,3,-0.002729164134306961,-0.0038025632184557445
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,2023H1,0.0157233343502029,3,-0.002967949795997425,0.018691284146200325
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,2023H1,0.007822068204331957,3,-0.008290977658498976,0.01611304586283093
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,2023H1,0.0033490183972423333,3,-0.0030164636401505407,0.006365482037392874
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,2023H1,-0.008717772099396363,0,,
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,2023H1,-0.0006411369651810014,0,,
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,2023H1,0.02501144629948493,0,,
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,2023H1,-0.0008665016539822804,3,-0.0036436201080763974,0.0027771184540941168
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,2023H1,-0.004550555656768082,0,,
2023-06-13T15:00:00+00:00_S,2023-06-13 16:00:00+00:00,2023H1,-0.008762212353653613,0,,
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,2023H1,-0.004282310162082704,0,,
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,2023H1,-0.0024708612240131305,3,-0.0017449363960019171,-0.0007259248280112134
2023-06-25T03:00:00+00:00_L,2023-06-25 04:00:00+00:00,2023H1,-0.0008650406504065041,0,,
2023-06-25T11:00:00+00:00_L,2023-06-25 12:00:00+00:00,2023H1,-0.006020378599215446,0,,
2023-06-25T14:00:00+00:00_S,2023-06-25 15:00:00+00:00,2023H1,-9.516328574514466e-05,0,,
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,2023H2,-0.005018796029248487,3,-0.003042924913854795,-0.001975871115393692
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,2023H2,-0.0060249987566931545,0,,
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,2023H2,-0.0071365674684060725,3,-0.002556399261945613,-0.004580168206460459
2023-07-14T17:00:00+00:00_S,2023-07-14 18:00:00+00:00,2023H2,0.011172819306010941,0,,
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,2023H2,-0.0016944272836578382,3,-0.002039554025641075,0.00034512674198323686
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,2023H2,0.003355981039130042,3,-0.004695487823758741,0.008051468862888784
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,2023H2,-0.0071570589339842805,3,-0.004547850036541235,-0.0026092088974430452
2023-07-20T14:00:00+00:00_S,2023-07-20 15:00:00+00:00,2023H2,-0.002537273337810611,0,,
2023-07-23T04:00:00+00:00_L,2023-07-23 05:00:00+00:00,2023H2,-0.001785964630655216,3,-0.004252124937128863,0.002466160306473647
2023-07-24T02:00:00+00:00_S,2023-07-24 03:00:00+00:00,2023H2,-0.0016342883217189122,3,-0.002665323470376213,0.001031035148657301
2023-07-26T02:00:00+00:00_L,2023-07-26 03:00:00+00:00,2023H2,-0.004745123479341581,3,-0.0017438699889748787,-0.003001253490366702
2023-07-26T12:00:00+00:00_L,2023-07-26 13:00:00+00:00,2023H2,0.00018272635522331888,3,0.002560000999784375,-0.002377274644561056
2023-07-28T14:00:00+00:00_L,2023-07-28 15:00:00+00:00,2023H2,-0.006666684754592072,3,-0.0018079789890658754,-0.004858705765526197
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,2023H2,-0.0026828828582745583,3,-0.003732377569500008,0.0010494947112254498
2023-08-06T12:00:00+00:00_S,2023-08-06 13:00:00+00:00,2023H2,-0.0023787983140031404,3,-0.002106901579298434,-0.00027189673470470656
2023-08-11T15:00:00+00:00_S,2023-08-11 16:00:00+00:00,2023H2,-0.0014081250148819141,3,-0.0025499466481937187,0.0011418216333118046
2023-08-12T01:00:00+00:00_S,2023-08-12 02:00:00+00:00,2023H2,-0.002683552568933386,3,-0.0013646619553736854,-0.0013188906135597007
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,2023H2,-0.0021731466518190583,0,,
2023-08-13T18:00:00+00:00_L,2023-08-13 19:00:00+00:00,2023H2,-0.0022480580115941634,0,,
2023-08-13T21:00:00+00:00_S,2023-08-13 22:00:00+00:00,2023H2,-0.0010452168940446298,0,,
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,2023H2,-0.003844485604155676,3,0.009919881086646017,-0.013764366690801694
2023-08-24T14:00:00+00:00_S,2023-08-24 15:00:00+00:00,2023H2,-0.0004035711004257143,0,,
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,2023H2,-0.001542538182684878,3,-0.0032372186863420193,0.0016946805036571412
2023-08-29T14:00:00+00:00_L,2023-08-29 15:00:00+00:00,2023H2,0.009835385018334366,3,-0.004222368550347974,0.01405775356868234
2023-09-03T17:00:00+00:00_L,2023-09-03 18:00:00+00:00,2023H2,0.0007597954390953249,3,0.0013401488926612873,-0.0005803534535659624
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,2023H2,-0.0033292445460163475,3,-0.0020914350955920638,-0.0012378094504242837
2023-09-07T11:00:00+00:00_S,2023-09-07 12:00:00+00:00,2023H2,-0.004057557146802225,0,,
2023-09-10T21:00:00+00:00_L,2023-09-10 22:00:00+00:00,2023H2,-0.004034262068539577,0,,
2023-09-11T05:00:00+00:00_L,2023-09-11 06:00:00+00:00,2023H2,-0.005374504345543067,0,,
2023-09-12T03:00:00+00:00_L,2023-09-12 04:00:00+00:00,2023H2,-0.003903093398862795,0,,
2023-09-15T22:00:00+00:00_L,2023-09-15 23:00:00+00:00,2023H2,-0.008647520810848157,3,-0.0014578210929631508,-0.007189699717885006
2023-09-17T07:00:00+00:00_S,2023-09-17 08:00:00+00:00,2023H2,-0.003584965470395109,3,-0.003202914538612534,-0.0003820509317825748
2023-09-17T16:00:00+00:00_S,2023-09-17 17:00:00+00:00,2023H2,-0.002109410428700242,3,-0.00233084556386692,0.00022143513516667806
2023-09-26T20:00:00+00:00_S,2023-09-26 21:00:00+00:00,2023H2,-0.003234468815330514,3,-0.002432227428532394,-0.00080224138679812
2023-09-27T03:00:00+00:00_L,2023-09-27 04:00:00+00:00,2023H2,-0.00268503838117819,0,,
2023-10-06T09:00:00+00:00_L,2023-10-06 10:00:00+00:00,2023H2,-0.0034662332972192128,3,-0.002702520816103537,-0.0007637124811156757
2023-10-06T12:00:00+00:00_S,2023-10-06 13:00:00+00:00,2023H2,-0.016536462231614788,3,0.0026955906010069195,-0.019232052832621707
2023-10-08T06:00:00+00:00_S,2023-10-08 07:00:00+00:00,2023H2,-0.003781898492736164,0,,
2023-10-08T15:00:00+00:00_S,2023-10-08 16:00:00+00:00,2023H2,-0.0021362007168458782,0,,
2023-10-15T11:00:00+00:00_S,2023-10-15 12:00:00+00:00,2023H2,-0.003548984781969409,0,,
2023-10-18T09:00:00+00:00_S,2023-10-18 10:00:00+00:00,2023H2,-0.006090804536688076,3,-0.002799659889468544,-0.003291144647219532
2023-10-30T08:00:00+00:00_L,2023-10-30 09:00:00+00:00,2023H2,0.0008729783014533882,3,-0.002645845945546723,0.003518824247000111
2023-10-31T12:00:00+00:00_S,2023-10-31 13:00:00+00:00,2023H2,-0.000632848368600404,3,0.001391820663321796,-0.0020246690319222
2023-10-31T18:00:00+00:00_L,2023-10-31 19:00:00+00:00,2023H2,-0.0018288520614624156,0,,
2023-11-01T05:00:00+00:00_S,2023-11-01 06:00:00+00:00,2023H2,-0.004846772057389528,3,-0.003261671035924991,-0.001585101021464537
2023-11-01T14:00:00+00:00_S,2023-11-01 15:00:00+00:00,2023H2,-0.009138007328237125,0,,
2023-11-02T15:00:00+00:00_S,2023-11-02 16:00:00+00:00,2023H2,-0.0047313569011514425,0,,
2023-11-06T04:00:00+00:00_S,2023-11-06 05:00:00+00:00,2023H2,-0.0016731679486701662,0,,
2023-11-07T18:00:00+00:00_L,2023-11-07 19:00:00+00:00,2023H2,-0.0017909480505905718,0,,
2023-11-13T03:00:00+00:00_S,2023-11-13 04:00:00+00:00,2023H2,-0.0028882124994245575,0,,
2023-11-15T11:00:00+00:00_L,2023-11-15 12:00:00+00:00,2023H2,-0.007466546720899814,3,0.009570209266455658,-0.017036755987355472
2023-11-21T11:00:00+00:00_S,2023-11-21 12:00:00+00:00,2023H2,-0.0019287090144088897,0,,
2023-11-22T18:00:00+00:00_L,2023-11-22 19:00:00+00:00,2023H2,0.001978993708325218,0,,
2023-11-26T10:00:00+00:00_S,2023-11-26 11:00:00+00:00,2023H2,0.004040537243127975,3,-0.0025182802537911213,0.006558817496919096
2023-12-01T01:00:00+00:00_L,2023-12-01 02:00:00+00:00,2023H2,0.005515329744315458,3,0.0036247838177361894,0.0018905459265792682
2023-12-07T08:00:00+00:00_S,2023-12-07 09:00:00+00:00,2023H2,0.002123094144174222,0,,
2023-12-08T11:00:00+00:00_L,2023-12-08 12:00:00+00:00,2023H2,0.006235838319719524,3,-5.407739676488414e-05,0.006289915716484408
2023-12-16T15:00:00+00:00_L,2023-12-16 16:00:00+00:00,2023H2,-0.0057317986800229075,3,-0.006505117172264326,0.0007733184922414189
2023-12-20T04:00:00+00:00_L,2023-12-20 05:00:00+00:00,2023H2,-0.002165859948793661,3,0.005591745432537712,-0.007757605381331373
2023-12-22T18:00:00+00:00_L,2023-12-22 19:00:00+00:00,2023H2,-0.008945313050775392,3,-0.005867854115337298,-0.003077458935438094
2023-12-22T19:00:00+00:00_S,2023-12-22 20:00:00+00:00,2023H2,-0.004036384627013943,3,-0.005435213622440538,0.0013988289954265948
2023-12-23T01:00:00+00:00_S,2023-12-23 02:00:00+00:00,2023H2,-0.0013514484699454804,0,,
2023-12-24T05:00:00+00:00_S,2023-12-24 06:00:00+00:00,2023H2,-0.005560518470333227,0,,
2023-12-24T13:00:00+00:00_L,2023-12-24 14:00:00+00:00,2023H2,-0.003521308599505232,3,-0.0040870039510272444,0.0005656953515220126
2023-12-25T21:00:00+00:00_L,2023-12-25 22:00:00+00:00,2023H2,-0.0014279964714963061,3,-0.0032291355754115875,0.0018011391039152813
2023-12-26T05:00:00+00:00_S,2023-12-26 06:00:00+00:00,2023H2,-0.0006394939478519433,3,-0.00266954520479386,0.0020300512569419167
2024-01-03T11:00:00+00:00_S,2024-01-03 12:00:00+00:00,2024H1,0.022929527836504482,0,,
2024-01-10T22:00:00+00:00_L,2024-01-10 23:00:00+00:00,2024H1,-0.007490639259669922,3,-0.010154993861982386,0.0026643546023124636
2024-01-14T13:00:00+00:00_L,2024-01-14 14:00:00+00:00,2024H1,-0.0027973923870011053,0,,
2024-01-14T19:00:00+00:00_S,2024-01-14 20:00:00+00:00,2024H1,0.0030058954938735356,0,,
2024-01-15T10:00:00+00:00_S,2024-01-15 11:00:00+00:00,2024H1,-0.003205190069985429,0,,
2024-01-15T14:00:00+00:00_S,2024-01-15 15:00:00+00:00,2024H1,-0.009642198204261147,3,-0.000343017514859492,-0.009299180689401654
2024-01-20T01:00:00+00:00_L,2024-01-20 02:00:00+00:00,2024H1,-0.0038479453008190955,3,-0.0005540070633165425,-0.003293938237502553
2024-01-28T18:00:00+00:00_S,2024-01-28 19:00:00+00:00,2024H1,-0.0021286516827163614,0,,
2024-01-29T15:00:00+00:00_L,2024-01-29 16:00:00+00:00,2024H1,0.010835933579993242,0,,
2024-01-31T20:00:00+00:00_S,2024-01-31 21:00:00+00:00,2024H1,-0.004096204506839689,3,0.0017647876833738255,-0.005860992190213515
2024-02-07T03:00:00+00:00_S,2024-02-07 04:00:00+00:00,2024H1,-0.006414753217630983,3,-0.0029083597893286802,-0.003506393428302303
2024-02-12T09:00:00+00:00_S,2024-02-12 10:00:00+00:00,2024H1,-0.0028123205429391803,3,-0.0039103762913663105,0.0010980557484271303
2024-02-12T14:00:00+00:00_L,2024-02-12 15:00:00+00:00,2024H1,0.01920362155971289,3,-0.008915085185774484,0.028118706745487373
2024-02-16T10:00:00+00:00_L,2024-02-16 11:00:00+00:00,2024H1,-0.00219689366786141,3,-0.00535168869537631,0.0031547950275149
2024-02-18T14:00:00+00:00_L,2024-02-18 15:00:00+00:00,2024H1,-0.004767499229108794,3,-0.0011600880983343466,-0.0036074111307744473
2024-02-19T17:00:00+00:00_L,2024-02-19 18:00:00+00:00,2024H1,-0.010929239087710483,3,0.010048504245415464,-0.020977743333125947
2024-02-21T23:00:00+00:00_L,2024-02-22 00:00:00+00:00,2024H1,-0.008915330589828073,0,,
2024-02-25T17:00:00+00:00_L,2024-02-25 18:00:00+00:00,2024H1,-0.0005360443336190884,3,0.005412426143497265,-0.005948470477116353
2024-02-29T19:00:00+00:00_L,2024-02-29 20:00:00+00:00,2024H1,-0.017990878111522557,3,-0.004801547280285107,-0.01318933083123745
2024-03-02T20:00:00+00:00_S,2024-03-02 21:00:00+00:00,2024H1,-0.0028593563227301538,0,,
2024-03-11T06:00:00+00:00_L,2024-03-11 07:00:00+00:00,2024H1,0.034299019607843206,3,-0.0033916243327286964,0.0376906439405719
2024-03-12T16:00:00+00:00_S,2024-03-12 17:00:00+00:00,2024H1,-0.0124207871309659,3,-0.00586747869732157,-0.00655330843364433
2024-03-14T13:00:00+00:00_S,2024-03-14 14:00:00+00:00,2024H1,0.012620721328814812,3,0.009161895792137364,0.0034588255366774477
2024-03-16T01:00:00+00:00_S,2024-03-16 02:00:00+00:00,2024H1,0.0024506447303500618,3,-0.004954401115369958,0.00740504584572002
2024-03-20T14:00:00+00:00_L,2024-03-20 15:00:00+00:00,2024H1,-0.007633210883506631,3,-0.005936761228633957,-0.0016964496548726744
2024-03-27T05:00:00+00:00_L,2024-03-27 06:00:00+00:00,2024H1,-0.003936749864143736,3,-0.0055911363277042075,0.0016543864635604711
2024-03-28T06:00:00+00:00_L,2024-03-28 07:00:00+00:00,2024H1,0.0016025000071053803,3,0.0021733248718760634,-0.0005708248647706832
2024-03-29T07:00:00+00:00_S,2024-03-29 08:00:00+00:00,2024H1,-0.006513098153797677,3,-0.007206039438095071,0.0006929412842973937
2024-03-29T14:00:00+00:00_S,2024-03-29 15:00:00+00:00,2024H1,0.004852305527930702,0,,
2024-04-01T05:00:00+00:00_S,2024-04-01 06:00:00+00:00,2024H1,-0.008161782203697359,3,-0.003936333649326071,-0.004225448554371287
2024-04-03T14:00:00+00:00_L,2024-04-03 15:00:00+00:00,2024H1,-0.01435744297719088,0,,
2024-04-03T19:00:00+00:00_S,2024-04-03 20:00:00+00:00,2024H1,-0.0027708763815336335,3,-0.0028070635942158886,3.618721268225508e-05
2024-04-05T11:00:00+00:00_S,2024-04-05 12:00:00+00:00,2024H1,-0.0056113083133791375,0,,
2024-04-10T19:00:00+00:00_L,2024-04-10 20:00:00+00:00,2024H1,0.0034256898713326284,3,0.004893601660513865,-0.0014679117891812365
2024-04-18T13:00:00+00:00_L,2024-04-18 14:00:00+00:00,2024H1,0.004316535420531677,0,,
2024-04-19T01:00:00+00:00_S,2024-04-19 02:00:00+00:00,2024H1,-0.018584726319239596,3,-0.0032867854618263345,-0.015297940857413261
2024-04-21T22:00:00+00:00_L,2024-04-21 23:00:00+00:00,2024H1,-0.004472906449395384,3,-0.004425436760882521,-4.7469688512863546e-05
2024-04-30T08:00:00+00:00_S,2024-04-30 09:00:00+00:00,2024H1,0.012346764346764351,3,-0.00045123676773119414,0.012798001114495545
2024-05-06T12:00:00+00:00_S,2024-05-06 13:00:00+00:00,2024H1,-0.008609543274899772,3,-0.008543492222337155,-6.605105256261672e-05
2024-05-07T08:00:00+00:00_L,2024-05-07 09:00:00+00:00,2024H1,-0.009049061655937916,0,,
2024-05-07T11:00:00+00:00_S,2024-05-07 12:00:00+00:00,2024H1,-0.01051848585449444,3,-0.0053481301809574526,-0.005170355673536987
2024-05-10T14:00:00+00:00_S,2024-05-10 15:00:00+00:00,2024H1,0.0007423935224157869,3,-0.0035202951847540724,0.00426268870716986
2024-05-12T08:00:00+00:00_L,2024-05-12 09:00:00+00:00,2024H1,-0.0007664837415021705,3,-0.0069470615154916425,0.006180577773989472
2024-05-13T06:00:00+00:00_L,2024-05-13 07:00:00+00:00,2024H1,0.015606572513524599,3,-0.005097202326473073,0.02070377483999767
2024-05-20T04:00:00+00:00_L,2024-05-20 05:00:00+00:00,2024H1,-0.0097615887727992,3,-0.0015015509026759866,-0.008260037870123213
2024-05-20T06:00:00+00:00_S,2024-05-20 07:00:00+00:00,2024H1,-0.0066831565981309,3,-0.003998241295851546,-0.002684915302279354
2024-05-23T11:00:00+00:00_L,2024-05-23 12:00:00+00:00,2024H1,-0.006922272389552495,3,-0.00431142534824827,-0.0026108470413042243
2024-05-26T13:00:00+00:00_L,2024-05-26 14:00:00+00:00,2024H1,-0.0029661248846580817,3,-0.005890421631717228,0.002924296747059146
2024-05-30T06:00:00+00:00_S,2024-05-30 07:00:00+00:00,2024H1,-0.004050155861957226,3,-0.0023109035491657975,-0.0017392523127914283
2024-06-02T11:00:00+00:00_L,2024-06-02 12:00:00+00:00,2024H1,-0.004812523346141057,3,0.0024362092919401855,-0.007248732638081242
2024-06-04T10:00:00+00:00_L,2024-06-04 11:00:00+00:00,2024H1,-0.0011669424174345338,3,-0.002162861195848086,0.000995918778413552
2024-06-06T19:00:00+00:00_S,2024-06-06 20:00:00+00:00,2024H1,-0.006315493501224284,3,-0.0025733566946279725,-0.003742136806596311
2024-06-10T12:00:00+00:00_S,2024-06-10 13:00:00+00:00,2024H1,-0.004229935624482815,3,-0.0031109888286007283,-0.0011189467958820868
2024-06-10T14:00:00+00:00_L,2024-06-10 15:00:00+00:00,2024H1,-0.0019418737325243001,3,-0.0019321765931443625,-9.69713937993763e-06
2024-06-18T00:00:00+00:00_S,2024-06-18 01:00:00+00:00,2024H1,-0.0003154535650782258,0,,
2024-07-07T13:00:00+00:00_S,2024-07-07 14:00:00+00:00,2024H2,-0.003946236748184743,3,-0.0037700879812613956,-0.00017614876692334741
2024-07-11T01:00:00+00:00_L,2024-07-11 02:00:00+00:00,2024H2,-0.013184707255130757,3,-0.0036581254845945224,-0.009526581770536235
2024-07-12T13:00:00+00:00_L,2024-07-12 14:00:00+00:00,2024H2,-0.0013862113680569981,0,,
2024-07-18T04:00:00+00:00_S,2024-07-18 05:00:00+00:00,2024H2,-0.0037359901260722844,0,,
2024-07-21T14:00:00+00:00_L,2024-07-21 15:00:00+00:00,2024H2,-0.005129695099931789,0,,
2024-07-23T02:00:00+00:00_L,2024-07-23 03:00:00+00:00,2024H2,-0.002863159637236377,3,-0.0026865008197549493,-0.0001766588174814277
2024-07-24T18:00:00+00:00_S,2024-07-24 19:00:00+00:00,2024H2,0.010710749858220516,3,-0.0026310361094916434,0.013341785967712159
2024-07-27T21:00:00+00:00_L,2024-07-27 22:00:00+00:00,2024H2,-0.011082052093663418,3,-0.0033609251809303057,-0.007721126912733111
2024-07-28T23:00:00+00:00_L,2024-07-29 00:00:00+00:00,2024H2,0.0162241826521492,3,-0.0021273256890633322,0.018351508341212533
2024-07-31T19:00:00+00:00_S,2024-07-31 20:00:00+00:00,2024H2,0.006788356155986832,3,-0.003624248596599351,0.010412604752586183
2024-08-02T14:00:00+00:00_S,2024-08-02 15:00:00+00:00,2024H2,0.02226526475804408,3,-0.000946642646322648,0.023211907404366728
2024-08-08T01:00:00+00:00_L,2024-08-08 02:00:00+00:00,2024H2,0.0018427041381614568,3,0.0003181687035423792,0.0015245354346190775
2024-08-15T17:00:00+00:00_S,2024-08-15 18:00:00+00:00,2024H2,0.01750547630895588,3,-0.00015216275645521583,0.017657639065411096
2024-08-16T09:00:00+00:00_L,2024-08-16 10:00:00+00:00,2024H2,-0.005911842912661076,0,,
2024-08-16T16:00:00+00:00_L,2024-08-16 17:00:00+00:00,2024H2,0.006703076043062863,3,0.0025438810999394903,0.0041591949431233725
