instrument,asset,symbol,venue,minutes,bar_open,confirmed_at,requested_bar_open,requested_confirmed_cutoff,open,high,low,close,atr,rv,expansion,ready,v1_burst,v1_route,v1_trend_side,v1_quiet_bars,v1_pending_side,v2_burst,v2_route,v2_trend_side,v2_quiet_bars,v2_pending_side
okx:ACH-USDT-SWAP:segment0,ACH,ACH-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.004191,0.004197,0.004179,0.004185,2.9554239580616002e-05,1.8081537785036748,0.5912683997456337,True,False,,0,20,0,False,,0,0,0
okx:ACH-USDT-SWAP:segment0,ACH,ACH-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.004186,0.004246,0.004185,0.004234,3.180036532485767e-05,1.6929455367799484,2.0640016750763577,True,False,,0,20,0,False,,0,0,0
okx:ACH-USDT-SWAP:segment0,ACH,ACH-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.004238,0.004353,0.004228,0.004294,3.845748208736784e-05,16.483824360826684,3.930772452550734,True,False,,0,20,0,False,,0,0,0
okx:ACT-USDT-SWAP:segment0,ACT,ACT-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.010137,0.010141,0.009885,0.009928,0.00013152385797734304,4.077673955925532,2.0992421631498366,True,False,,1,22,0,False,,1,0,0
okx:ACT-USDT-SWAP:segment0,ACT,ACT-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.009931,0.010127,0.009918,0.010113,0.0001370578681218186,1.2179328408690686,1.589065308865896,True,False,,1,22,0,False,,1,0,0
okx:ACT-USDT-SWAP:segment0,ACT,ACT-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.010117,0.010339,0.010096,0.010226,0.0001446251632559743,3.960810380287792,1.7729737324092714,True,False,,1,22,0,False,,1,0,0
okx:ACU-USDT-SWAP:segment0,ACU,ACU-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.12727,0.12996,0.12703,0.12898,0.0032639118625918955,1.3331480047391169,0.890686504213596,True,False,,0,21,1,False,,1,0,0
okx:ACU-USDT-SWAP:segment0,ACU,ACU-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.12884,0.13453,0.12787,0.13393,0.0035064895866924743,3.720392102354335,2.0404962757515293,True,False,,0,21,1,False,,1,0,0
okx:ACU-USDT-SWAP:segment0,ACU,ACU-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.13393,0.13643,0.13221,0.13391,0.003557454616214441,3.3263702732934877,1.2034828268178466,True,False,,0,21,1,False,,1,0,0
okx:ADA-USDT-SWAP:segment0,ADA,ADA-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.1752,0.1755,0.1735,0.1738,0.001305208602209521,2.2003190694729207,1.5977463977871156,True,False,,0,20,0,False,,0,0,0
okx:ADA-USDT-SWAP:segment0,ADA,ADA-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.1738,0.1768,0.1736,0.1764,0.0014405508449088415,2.7310543534949585,2.4517153768239743,True,False,,0,20,0,False,,0,0,0
okx:ADA-USDT-SWAP:segment0,ADA,ADA-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.1764,0.1833,0.1758,0.1792,0.0018733686417010656,20.30721223808904,5.206341745247167,True,False,,0,20,0,False,,0,0,0
okx:AEON-USDT-SWAP:segment0,AEON,AEON-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.08152,0.08229,0.08053,0.0814,0.0030241377916503673,0.5998215652243502,0.5638533192056415,True,False,,0,14,0,False,,0,0,0
okx:AEON-USDT-SWAP:segment0,AEON,AEON-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.08138,0.08278,0.0795,0.08078,0.0030424136636753416,1.1450943170765502,1.0846066634450562,True,False,,0,14,0,False,,0,0,0
okx:AEON-USDT-SWAP:segment0,AEON,AEON-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.08077,0.08489,0.08006,0.08046,0.0031700984019842446,1.8837076698683095,1.5875553208517934,True,False,,0,14,0,False,,0,0,0
okx:AERO-USDT-SWAP:segment0,AERO,AERO-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.4044,0.4102,0.4039,0.4055,0.0028502874802293575,2.850133857837513,2.437208062861303,True,False,,0,13,0,False,,0,0,0
okx:AERO-USDT-SWAP:segment0,AERO,AERO-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.4055,0.4162,0.4055,0.4155,0.0034109812316415454,1.7788353863381858,3.7540072972354976,True,False,,0,13,0,True,progressive,1,0,0
okx:AERO-USDT-SWAP:segment0,AERO,AERO-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.4155,0.4299,0.4139,0.423,0.004310196857952865,6.736290220286668,4.690732347506927,True,False,,0,13,0,False,,1,0,0
okx:AEVO-USDT-SWAP:segment0,AEVO,AEVO-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.02064,0.02065,0.02051,0.02057,0.000336507272723687,0.6555536174954263,0.39815345892774695,True,False,,0,27,0,False,,1,0,0
okx:AEVO-USDT-SWAP:segment0,AEVO,AEVO-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.02055,0.02091,0.02052,0.02084,0.00034032818181485233,1.0051634700621481,1.1589645502854806,True,False,,0,27,0,False,,1,0,0
okx:AEVO-USDT-SWAP:segment0,AEVO,AEVO-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.02084,0.02134,0.02077,0.02104,0.00035673331168522014,2.7591178190104295,1.6748539511491187,True,False,,0,27,0,False,,1,0,0
okx:AGLD-USDT-SWAP:segment0,AGLD,AGLD-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.153,0.1532,0.1525,0.1526,0.001088441388199814,4.863427304612534,0.6259380716005657,True,False,,0,143,0,False,,1,0,0
okx:AGLD-USDT-SWAP:segment0,AGLD,AGLD-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.1525,0.1556,0.1525,0.1554,0.001232124146185541,2.6791017044995558,2.848109263032636,True,False,,0,143,0,False,,1,0,0
okx:AGLD-USDT-SWAP:segment0,AGLD,AGLD-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.1554,0.1612,0.1552,0.1583,0.0015726867071722884,16.300263066951597,4.869639166292654,True,False,,0,143,0,False,,1,0,0
okx:AI-USDT-SWAP:segment0,AI,AI-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.01998,0.02007,0.01994,0.01999,0.00015971831157066626,3.1253601720709385,0.8024476602343593,True,False,,0,41,0,False,,0,0,0
okx:AI-USDT-SWAP:segment0,AI,AI-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.02,0.02029,0.01997,0.02027,0.00017116700360133278,2.1326565608066397,2.0035273153912323,True,False,,0,41,0,False,,0,0,0
okx:AI-USDT-SWAP:segment0,AI,AI-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.02027,0.02086,0.02023,0.0205,0.00020394078905838035,7.640082144766084,3.6806159291503375,True,False,,0,41,0,False,,0,0,0
okx:AIXBT-USDT-SWAP:segment0,AIXBT,AIXBT-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.01735,0.01737,0.0172,0.01722,0.00013128847278411816,1.6018324969591913,1.3249093725147176,True,False,,0,17,0,False,,0,0,0
okx:AIXBT-USDT-SWAP:segment0,AIXBT,AIXBT-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.01722,0.01753,0.0172,0.0175,0.00014548215329953835,2.8690778003903565,2.51354892780747,True,False,,0,17,0,False,,0,0,0
okx:AIXBT-USDT-SWAP:segment0,AIXBT,AIXBT-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.01752,0.01813,0.01748,0.01789,0.0001815191423495714,11.310541706315854,4.467901974627041,True,False,,0,17,0,False,,0,0,0
okx:ALGO-USDT-SWAP:segment0,ALGO,ALGO-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.07963,0.07968,0.07924,0.07936,0.0005824025686248515,2.3253190643190282,0.7415439397331018,True,False,,0,27,0,False,,0,0,0
okx:ALGO-USDT-SWAP:segment0,ALGO,ALGO-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.07936,0.0804,0.07935,0.08016,0.0006158023851516476,2.0548503111013416,1.8028766639529399,True,False,,0,27,0,False,,0,0,0
okx:ALGO-USDT-SWAP:segment0,ALGO,ALGO-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.08016,0.08227,0.07994,0.08062,0.0007382450719265298,3.8396745643354238,3.7836813500262956,True,False,,0,27,0,False,,0,0,0
okx:ALLO-USDT-SWAP:segment0,ALLO,ALLO-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.29667,0.29682,0.29253,0.29407,0.007157702790522246,0.5477876636541298,0.5814351172034039,True,False,,0,18,0,False,,1,0,0
okx:ALLO-USDT-SWAP:segment0,ALLO,ALLO-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.29407,0.29544,0.29304,0.294,0.006817866876913511,0.3680299508189864,0.3353031091452803,True,False,,0,18,0,False,,1,0,0
okx:ALLO-USDT-SWAP:segment0,ALLO,ALLO-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.29401,0.30359,0.29339,0.29928,0.007059447814276835,1.548233099118749,1.4960691055055688,True,False,,0,18,0,False,,1,0,0
okx:ANIME-USDT-SWAP:segment0,ANIME,ANIME-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.002392,0.002398,0.002388,0.002388,1.2828236147105037e-05,1.363771094925302,0.766530648875473,True,False,,0,15,0,False,,0,0,0
okx:ANIME-USDT-SWAP:segment0,ANIME,ANIME-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.002388,0.002433,0.002388,0.002425,1.512621927945467e-05,4.633171798625499,3.5078867806900407,True,False,,0,15,0,True,progressive,1,0,0
okx:ANIME-USDT-SWAP:segment0,ANIME,ANIME-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.002427,0.002498,0.002419,0.002474,1.9688632188065022e-05,12.317306721142161,5.222719474079167,True,False,,0,15,0,False,,1,0,0
okx:APE-USDT-SWAP:segment0,APE,APE-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.12089,0.12163,0.12073,0.12154,0.0008196443298820151,2.4065664310103503,1.1063808215843915,True,False,,0,13,0,False,,0,13,0
okx:APE-USDT-SWAP:segment0,APE,APE-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.12153,0.12372,0.12123,0.12342,0.0009389554491761563,1.8557594441249752,3.0379030382097794,True,False,,0,13,0,False,,0,13,0
okx:APE-USDT-SWAP:segment0,APE,APE-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.12347,0.12735,0.12344,0.12514,0.001152601488520716,8.511991972045157,4.185502095385024,True,False,,0,13,0,False,,0,13,0
okx:API3-USDT-SWAP:segment0,API3,API3-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.1937,0.194,0.1935,0.1937,0.001170901997660725,1.9419154671685062,0.4089946617635875,True,False,,0,42,0,False,,1,0,0
okx:API3-USDT-SWAP:segment0,API3,API3-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.1937,0.1976,0.1937,0.197,0.0013658375692563868,5.051592742578362,3.3307655190541676,True,True,price_first,1,21,0,False,,1,0,0
okx:API3-USDT-SWAP:segment0,API3,API3-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.1971,0.203,0.197,0.1996,0.0016968491714523595,14.399498275321417,4.392908889793265,True,False,,1,21,0,False,,1,0,0
okx:APR-USDT-SWAP:segment0,APR,APR-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.1932,0.2023,0.1931,0.2017,0.008124725145477981,1.3007732528826625,1.1439923676772445,True,False,,0,15,0,False,,0,0,0
okx:APR-USDT-SWAP:segment0,APR,APR-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.2016,0.2057,0.1995,0.2046,0.007987244777943839,1.15836007533686,0.763102737506234,True,False,,0,15,0,False,,0,0,0
okx:APR-USDT-SWAP:segment0,APR,APR-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.2045,0.2049,0.2001,0.2007,0.007759584436662136,1.426252765740049,0.6009581693620846,True,False,,0,15,0,False,,0,0,0
okx:APT-USDT-SWAP:segment0,APT,APT-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.5319,0.5327,0.5296,0.5299,0.0033468992909962934,1.1361780213456405,0.9210041260503474,True,False,,0,27,0,False,,0,27,0
okx:APT-USDT-SWAP:segment0,APT,APT-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.5299,0.5372,0.5292,0.5356,0.003679263627353702,1.6356454283705322,2.390272100962618,True,False,,0,27,0,False,,0,27,0
okx:APT-USDT-SWAP:segment0,APT,APT-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.5356,0.5567,0.5351,0.5423,0.004959316225399863,10.125573706975372,5.870739959869546,True,False,,0,27,0,False,,0,27,0
okx:AR-USDT-SWAP:segment0,AR,AR-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,1.772,1.777,1.769,1.772,0.012192627603736352,1.683542195985325,0.6392259015545182,True,False,,0,41,0,False,,0,0,0
okx:AR-USDT-SWAP:segment0,AR,AR-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,1.771,1.794,1.756,1.786,0.014036011346326616,5.265876630097289,3.116637466099201,True,False,,0,41,0,False,,0,0,0
okx:AR-USDT-SWAP:segment0,AR,AR-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,1.788,1.86,1.785,1.807,0.018390581964446158,11.950128671576893,5.343398359365714,True,False,,0,41,0,False,,0,0,0
okx:ARB-USDT-SWAP:segment0,ARB,ARB-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.07726,0.07772,0.07695,0.07721,0.0006589236102530447,2.101465813102177,1.1839245690368143,True,False,,0,13,0,False,,0,0,0
okx:ARB-USDT-SWAP:segment0,ARB,ARB-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.0772,0.07843,0.07717,0.07807,0.0007018576380921126,1.7372232070204032,1.9122095192735966,True,False,,0,13,0,False,,0,0,0
okx:ARB-USDT-SWAP:segment0,ARB,ARB-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.07805,0.08065,0.07791,0.0797,0.0008474392353712478,10.146018208271034,3.9039255987129478,True,False,,0,13,0,False,,0,0,0
okx:ARKM-USDT-SWAP:segment0,ARKM,ARKM-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.08687,0.08697,0.08624,0.08632,0.0006247262821120141,1.2798924336878132,1.183857431593772,True,False,,0,20,0,False,,0,0,0
okx:ARKM-USDT-SWAP:segment0,ARKM,ARKM-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.08637,0.08813,0.08629,0.0878,0.0007115315476754413,2.8611416697225276,2.945289885643198,True,False,,0,20,0,False,,0,0,0
okx:ARKM-USDT-SWAP:segment0,ARKM,ARKM-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.08778,0.09155,0.08767,0.08905,0.0009378507228414818,13.275516440532941,5.453025958829074,True,False,,0,20,0,False,,0,0,0
okx:ARX-USDT-SWAP:segment0,ARX,ARX-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.1128,0.1137,0.1125,0.1132,0.00234423474301946,0.5434248297341413,0.493369768107061,True,False,,0,14,0,False,,0,0,0
okx:ARX-USDT-SWAP:segment0,ARX,ARX-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.1132,0.1154,0.1128,0.115,0.0023625036899466412,0.48665078144055235,1.1091039443648507,True,False,,0,14,0,False,,0,0,0
okx:ARX-USDT-SWAP:segment0,ARX,ARX-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.115,0.1177,0.1146,0.116,0.002415181997807596,1.6520384997842361,1.3121672627186547,True,False,,0,14,0,False,,0,0,0
okx:ASTER-USDT-SWAP:segment0,ASTER,ASTER-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.5999,0.6006,0.5996,0.6005,0.001230417107486037,1.5503092101356453,0.8011912108554183,True,False,,0,12,0,False,,0,0,0
okx:ASTER-USDT-SWAP:segment0,ASTER,ASTER-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.6005,0.6041,0.5999,0.6035,0.0014425301712370328,3.064514108938792,3.4134765962262468,True,False,,0,12,0,True,progressive,1,0,0
okx:ASTER-USDT-SWAP:segment0,ASTER,ASTER-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.6035,0.6111,0.6031,0.6062,0.001910920873291531,13.673089931070026,5.5458112138754485,True,False,,0,12,0,False,,1,0,0
okx:AT-USDT-SWAP:segment0,AT,AT-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.1517,0.1522,0.1514,0.1514,0.002039584530257488,0.5941442142968385,0.3747182844930964,True,False,,0,21,0,False,,1,0,0
okx:AT-USDT-SWAP:segment0,AT,AT-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.1515,0.1525,0.151,0.152,0.002001042778096239,0.5207220950928044,0.7354438993566171,True,False,,0,21,0,False,,1,0,0
okx:AT-USDT-SWAP:segment0,AT,AT-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.152,0.1532,0.1504,0.151,0.0020581111510893646,4.3027173913043475,1.399270435719457,True,False,,0,21,0,False,,1,0,0
okx:ATH-USDT-SWAP:segment0,ATH,ATH-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,0.003767,0.003775,0.003751,0.003756,3.1776903246819525e-05,1.090771726329356,0.7413098430832511,True,False,,0,33,0,False,,0,0,0
okx:ATH-USDT-SWAP:segment0,ATH,ATH-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,0.003757,0.003825,0.003754,0.00382,3.4578553014903835e-05,2.045376172252828,2.2343272234089113,True,False,,0,33,0,False,,0,0,0
okx:ATH-USDT-SWAP:segment0,ATH,ATH-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,0.003821,0.003968,0.00382,0.00388,4.2680084942410715e-05,12.759714795008913,4.280109695053175,True,False,,0,33,0,False,,0,0,0
okx:ATOM-USDT-SWAP:segment0,ATOM,ATOM-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,1.402,1.404,1.397,1.402,0.010531636504342957,2.919409282700422,0.6479501123456655,True,False,,0,18,0,False,,0,0,0
okx:ATOM-USDT-SWAP:segment0,ATOM,ATOM-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,1.402,1.415,1.393,1.41,0.011350805325461318,3.3645569620253166,2.0889441057833533,True,False,,0,18,0,False,,0,0,0
okx:ATOM-USDT-SWAP:segment0,ATOM,ATOM-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,1.411,1.44,1.409,1.428,0.012754319230785504,6.835696202531645,2.7310837523098845,True,False,,0,18,0,False,,0,0,0
okx:AUCTION-USDT-SWAP:segment0,AUCTION,AUCTION-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,2.76,2.76,2.75,2.758,0.014660513453790934,1.9439953810623556,0.665822648185402,True,False,,0,60,0,False,,0,0,0
okx:AUCTION-USDT-SWAP:segment0,AUCTION,AUCTION-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,2.758,2.807,2.758,2.806,0.017113333921377292,9.238471287900946,3.3423113149784975,True,False,,0,60,0,False,,0,0,0
okx:AUCTION-USDT-SWAP:segment0,AUCTION,AUCTION-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,2.806,2.878,2.804,2.831,0.021176667212707508,22.013826151851998,4.324113602876786,True,False,,0,60,0,False,,0,0,0
