venue,symbol,asset,exclude_reason,tick,tick_origin,tick_error,instrument,minutes,source_features_path,status,bars,burst_candidates,focus_candidates
okx,ETHW-USDT-SWAP,ETHW,,0.0001,raw.tickSz,,okx:ETHW-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ETHW-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,F-USDT-SWAP,F,,1e-06,raw.tickSz,,okx:F-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/F-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,FARTCOIN-USDT-SWAP,FARTCOIN,,0.0001,raw.tickSz,,okx:FARTCOIN-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FARTCOIN-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,FET-USDT-SWAP,FET,,0.0001,raw.tickSz,,okx:FET-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FET-USDT-SWAP/segment0_60_features.pkl.gz,included,93.0,0.0,0.0
okx,FIL-USDT-SWAP,FIL,,0.0001,raw.tickSz,,okx:FIL-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FIL-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,FLOKI-USDT-SWAP,FLOKI,,1e-08,raw.tickSz,,okx:FLOKI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FLOKI-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,FLOW-USDT-SWAP,FLOW,,1e-05,raw.tickSz,,okx:FLOW-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FLOW-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,FOGO-USDT-SWAP,FOGO,,1e-06,raw.tickSz,,okx:FOGO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/FOGO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,GALA-USDT-SWAP,GALA,,1e-06,raw.tickSz,,okx:GALA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GALA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,GAS-USDT-SWAP,GAS,,0.0001,raw.tickSz,,okx:GAS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GAS-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,5.0
okx,GIGGLE-USDT-SWAP,GIGGLE,,0.01,raw.tickSz,,okx:GIGGLE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GIGGLE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,6.0
okx,GLM-USDT-SWAP,GLM,,1e-05,raw.tickSz,,okx:GLM-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GLM-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,GMT-USDT-SWAP,GMT,,1e-06,raw.tickSz,,okx:GMT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GMT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,7.0
okx,GMX-USDT-SWAP,GMX,,0.001,raw.tickSz,,okx:GMX-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GMX-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,GPS-USDT-SWAP,GPS,,1e-06,raw.tickSz,,okx:GPS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GPS-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,2.0,7.0
okx,GRAM-USDT-SWAP,GRAM,,0.001,raw.tickSz,,okx:GRAM-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GRAM-USDT-SWAP/segment0_60_features.pkl.gz,included,2006.0,0.0,1.0
okx,GRASS-USDT-SWAP,GRASS,,0.0001,raw.tickSz,,okx:GRASS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GRASS-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,GRT-USDT-SWAP,GRT,,1e-05,raw.tickSz,,okx:GRT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GRT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,GRVT-USDT-SWAP,GRVT,,1e-05,raw.tickSz,,okx:GRVT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/GRVT-USDT-SWAP/segment0_60_features.pkl.gz,included,969.0,1.0,2.0
okx,H-USDT-SWAP,H,,1e-05,raw.tickSz,,okx:H-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/H-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,HBAR-USDT-SWAP,HBAR,,1e-05,raw.tickSz,,okx:HBAR-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/HBAR-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,HMSTR-USDT-SWAP,HMSTR,,1e-07,raw.tickSz,,okx:HMSTR-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/HMSTR-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,1.0
okx,HOME-USDT-SWAP,HOME,,1e-06,raw.tickSz,,okx:HOME-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/HOME-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,6.0
okx,HUMA-USDT-SWAP,HUMA,,1e-05,raw.tickSz,,okx:HUMA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/HUMA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,HYPE-USDT-SWAP,HYPE,,0.001,raw.tickSz,,okx:HYPE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/HYPE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,ICP-USDT-SWAP,ICP,,0.001,raw.tickSz,,okx:ICP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ICP-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,2.0
okx,ICX-USDT-SWAP,ICX,,1e-05,raw.tickSz,,okx:ICX-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ICX-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,IMX-USDT-SWAP,IMX,,1e-05,raw.tickSz,,okx:IMX-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/IMX-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,2.0
okx,INIT-USDT-SWAP,INIT,,1e-05,raw.tickSz,,okx:INIT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/INIT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,INJ-USDT-SWAP,INJ,,0.001,raw.tickSz,,okx:INJ-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/INJ-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,1.0
okx,IOST-USDT-SWAP,IOST,,1e-07,raw.tickSz,,okx:IOST-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/IOST-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,IOTA-USDT-SWAP,IOTA,,1e-05,raw.tickSz,,okx:IOTA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/IOTA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,IRYS-USDT-SWAP,IRYS,,1e-05,raw.tickSz,,okx:IRYS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/IRYS-USDT-SWAP/segment0_60_features.pkl.gz,included,2509.0,0.0,1.0
okx,JELLYJELLY-USDT-SWAP,JELLYJELLY,,1e-05,raw.tickSz,,okx:JELLYJELLY-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/JELLYJELLY-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,8.0
okx,JTO-USDT-SWAP,JTO,,0.0001,raw.tickSz,,okx:JTO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/JTO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,JUP-USDT-SWAP,JUP,,0.0001,raw.tickSz,,okx:JUP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/JUP-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,KAITO-USDT-SWAP,KAITO,,0.0001,raw.tickSz,,okx:KAITO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/KAITO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,KAT-USDT-SWAP,KAT,,1e-06,raw.tickSz,,okx:KAT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/KAT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,3.0
okx,KGEN-USDT-SWAP,KGEN,,0.0001,raw.tickSz,,okx:KGEN-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/KGEN-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,3.0
okx,KITE-USDT-SWAP,KITE,,1e-05,raw.tickSz,,okx:KITE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/KITE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,KMNO-USDT-SWAP,KMNO,,1e-05,raw.tickSz,,okx:KMNO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/KMNO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,2.0,6.0
okx,KSM-USDT-SWAP,KSM,,0.001,raw.tickSz,,okx:KSM-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/KSM-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,LA-USDT-SWAP,LA,,1e-05,raw.tickSz,,okx:LA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,LAB-USDT-SWAP,LAB,,1e-05,raw.tickSz,,okx:LAB-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LAB-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,LAYER-USDT-SWAP,LAYER,,1e-05,raw.tickSz,,okx:LAYER-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LAYER-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,7.0
okx,LDO-USDT-SWAP,LDO,,0.0001,raw.tickSz,,okx:LDO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LDO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,LIGHT-USDT-SWAP,LIGHT,,0.0001,raw.tickSz,,okx:LIGHT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LIGHT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,LINEA-USDT-SWAP,LINEA,,1e-06,raw.tickSz,,okx:LINEA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LINEA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,3.0
okx,LINK-USDT-SWAP,LINK,,0.001,raw.tickSz,,okx:LINK-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LINK-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,LIT-USDT-SWAP,LIT,,0.0001,raw.tickSz,,okx:LIT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LIT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,6.0
okx,LPT-USDT-SWAP,LPT,,0.001,raw.tickSz,,okx:LPT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LPT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,LQTY-USDT-SWAP,LQTY,,0.0001,raw.tickSz,,okx:LQTY-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LQTY-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,LTC-USDT-SWAP,LTC,,0.01,raw.tickSz,,okx:LTC-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LTC-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,LUNA-USDT-SWAP,LUNA,,1e-05,raw.tickSz,,okx:LUNA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/LUNA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,MAGIC-USDT-SWAP,MAGIC,,1e-05,raw.tickSz,,okx:MAGIC-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MAGIC-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,7.0
okx,MANA-USDT-SWAP,MANA,,1e-05,raw.tickSz,,okx:MANA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MANA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,MASK-USDT-SWAP,MASK,,0.0001,raw.tickSz,,okx:MASK-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MASK-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,ME-USDT-SWAP,ME,,1e-05,raw.tickSz,,okx:ME-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ME-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,MEGA-USDT-SWAP,MEGA,,1e-05,raw.tickSz,,okx:MEGA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MEGA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,MEME-USDT-SWAP,MEME,,1e-07,raw.tickSz,,okx:MEME-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MEME-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,MERL-USDT-SWAP,MERL,,1e-05,raw.tickSz,,okx:MERL-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MERL-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,MET-USDT-SWAP,MET,,0.0001,raw.tickSz,,okx:MET-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MET-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,7.0
okx,METIS-USDT-SWAP,METIS,,0.001,raw.tickSz,,okx:METIS-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/METIS-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,MEW-USDT-SWAP,MEW,,1e-07,raw.tickSz,,okx:MEW-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MEW-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,MINA-USDT-SWAP,MINA,,1e-05,raw.tickSz,,okx:MINA-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MINA-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,MMT-USDT-SWAP,MMT,,0.0001,raw.tickSz,,okx:MMT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MMT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,MON-USDT-SWAP,MON,,1e-05,raw.tickSz,,okx:MON-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MON-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,MOODENG-USDT-SWAP,MOODENG,,1e-05,raw.tickSz,,okx:MOODENG-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MOODENG-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,1.0
okx,MORPHO-USDT-SWAP,MORPHO,,0.0001,raw.tickSz,,okx:MORPHO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MORPHO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,7.0
okx,MOVE-USDT-SWAP,MOVE,,1e-06,raw.tickSz,,okx:MOVE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MOVE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,4.0
okx,MUBARAK-USDT-SWAP,MUBARAK,,1e-06,raw.tickSz,,okx:MUBARAK-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/MUBARAK-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,5.0
okx,NEAR-USDT-SWAP,NEAR,,0.001,raw.tickSz,,okx:NEAR-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NEAR-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,NEIRO-USDT-SWAP,NEIRO,,1e-08,raw.tickSz,,okx:NEIRO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NEIRO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,4.0
okx,NEO-USDT-SWAP,NEO,,0.001,raw.tickSz,,okx:NEO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NEO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,3.0
okx,NES-USDT-SWAP,NES,,0.0001,raw.tickSz,,okx:NES-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NES-USDT-SWAP/segment0_60_features.pkl.gz,included,1835.0,0.0,4.0
okx,NIGHT-USDT-SWAP,NIGHT,,1e-06,raw.tickSz,,okx:NIGHT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NIGHT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,NMR-USDT-SWAP,NMR,,0.001,raw.tickSz,,okx:NMR-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NMR-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,0.0
okx,NOT-USDT-SWAP,NOT,,1e-07,raw.tickSz,,okx:NOT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/NOT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,O-USDT-SWAP,O,,0.0001,raw.tickSz,,okx:O-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/O-USDT-SWAP/segment0_60_features.pkl.gz,included,2000.0,1.0,5.0
okx,OFC-USDT-SWAP,OFC,,1e-06,raw.tickSz,,okx:OFC-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/OFC-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,2.0
okx,OKB-USDT-SWAP,OKB,,0.01,raw.tickSz,,okx:OKB-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/OKB-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
okx,OL-USDT-SWAP,OL,,1e-06,raw.tickSz,,okx:OL-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/OL-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,2.0,9.0
okx,ONDO-USDT-SWAP,ONDO,,0.0001,raw.tickSz,,okx:ONDO-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ONDO-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,ONE-USDT-SWAP,ONE,,1e-07,raw.tickSz,,okx:ONE-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ONE-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,1.0,6.0
okx,ONT-USDT-SWAP,ONT,,1e-05,raw.tickSz,,okx:ONT-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ONT-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,OP-USDT-SWAP,OP,,1e-05,raw.tickSz,,okx:OP-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/OP-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,2.0
okx,OPG-USDT-SWAP,OPG,,1e-05,raw.tickSz,,okx:OPG-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/OPG-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,9.0
okx,OPN-USDT-SWAP,OPN,,1e-05,raw.tickSz,,okx:OPN-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/OPN-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,ORDER-USDT-SWAP,ORDER,,1e-05,raw.tickSz,,okx:ORDER-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ORDER-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,6.0
okx,ORDI-USDT-SWAP,ORDI,,0.001,raw.tickSz,,okx:ORDI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/ORDI-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,7.0
okx,PARTI-USDT-SWAP,PARTI,,1e-05,raw.tickSz,,okx:PARTI-USDT-SWAP:segment0,60.0,/Users/zhangzc/fable-trading/experiments/active/exp-altseason-multivenue-20260910-v1/results/markets/okx/PARTI-USDT-SWAP/segment0_60_features.pkl.gz,included,3144.0,0.0,5.0
