id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,partial_fraction,be_cost_fraction,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb150_m3_sl5,150,3.0,0.05,5,3,3,20.0,0.5,0.0,True,-37743.818219999936,-32536.060715000087,198,197,1,114,83,0.5786802030456852,0.5341358033058299,-7.355488257554747,-0.03733750384545557,0.8387435012551911,0.33559740758466594,-0.5495613580988753,10.392211980486177,44953.60989500003,4,-1875.7050000000709,31405.593715,-33281.29871500008,163,40.43358714043993,0.15636125292340045,853.4377000000059,55,0,0,42,0.8133325692243927,-32536.060715000087,-913.1050000000687,47207.97972500004,44.01029354967954,67463.93928499991,197,1,0,0,-18.66875192272778,,,20,1.0,,198,197,1,114,83,0.5786802030456852,0.5341358033058299,-7.355488257554747,-0.03733750384545557,0.8387435012551911,0.33559740758466594,-0.5495613580988753,10.392211980486177,44953.60989500003,4,-1875.7050000000709,31405.593715,-33281.29871500008,163,40.43358714043993,0.15636125292340045,853.4377000000059,55,0,0,42,0.8133325692243927,-32536.060715000087,-913.1050000000687,47207.97972500004,44.01029354967954,67463.93928499991,197,1,0,0,-18.66875192272778,,,20,1.0,
bb200_m1_sl0.3,200,1.0,0.003,5,3,3,20.0,0.5,0.0,True,-355765.8790650001,-360884.3905358006,2167,2166,1,437,1729,0.20175438596491227,-7.051912076144709,-1451.1330514903857,-0.6699598575671217,0.4942332588277938,3.244946173260321,-1.6594416016224094,1465.9763723417245,363758.0839786002,34,-3940.351400000185,356720.03213579964,-360660.3835358002,446,3.2506155740227767,-0.3567451857068356,-115.80730000000582,5,0,0,0,0.4877178871343619,-360884.3905358006,-3947.9514000001946,364804.13547860057,357.43865634541174,-260884.39053580063,2166,1,0,0,-20.09879572701365,,,20,1.0,,2167,2166,1,437,1729,0.20175438596491227,-7.051912076144709,-1451.1330514903857,-0.6699598575671217,0.4942332588277938,3.244946173260321,-1.6594416016224094,1465.9763723417245,363758.0839786002,34,-3940.351400000185,356720.03213579964,-360660.3835358002,446,3.2506155740227767,-0.3567451857068356,-115.80730000000582,5,0,0,0,0.4877178871343619,-360884.3905358006,-3947.9514000001946,364804.13547860057,357.43865634541174,-260884.39053580063,2166,1,0,0,-20.09879572701365,,,20,1.0,
bb200_m1_sl0.5,200,1.0,0.005,5,3,3,20.0,0.5,0.0,True,-326432.516376125,-355765.8790650001,1842,1841,1,497,1344,0.26996197718631176,-153.64916730432964,-890.1414777710019,-0.48350976522053335,0.5217005836650268,1.9535481556947634,-1.3847134755590023,893.5166080912877,357414.0041115001,24,-55640.46400000012,299901.40806499985,-355541.8720650001,514,4.643671917436176,-0.21404711142410135,-115.80730000000582,8,0,0,1,0.5249888603817549,-355765.8790650001,-55648.06400000013,358460.05561150005,355.4914916619661,-255765.87906500007,1841,1,0,0,-24.175488261026665,,,20,1.0,,1842,1841,1,497,1344,0.26996197718631176,-153.64916730432964,-890.1414777710019,-0.48350976522053335,0.5217005836650268,1.9535481556947634,-1.3847134755590023,893.5166080912877,357414.0041115001,24,-55640.46400000012,299901.40806499985,-355541.8720650001,514,4.643671917436176,-0.21404711142410135,-115.80730000000582,8,0,0,1,0.5249888603817549,-355765.8790650001,-55648.06400000013,358460.05561150005,355.4914916619661,-255765.87906500007,1841,1,0,0,-24.175488261026665,,,20,1.0,
bb200_m1_sl0.75,200,1.0,0.0075,5,3,3,20.0,0.5,0.0,True,-278986.85610812507,-297099.15368724987,1587,1586,1,572,1014,0.36065573770491804,-88.65628883415948,-511.63127940946447,-0.3225922316579221,0.5895519274606273,1.2847685654238805,-1.2293085787297082,512.9816284037936,297976.41028224997,16,-40495.90724999995,256379.23943724984,-296875.14668724994,606,6.310634720470786,-0.14269807428273426,-115.80730000000582,15,0,0,5,0.5980659542063292,-297099.15368724987,-40503.50724999996,298345.80318224983,298.3458031822498,-197099.15368724984,1586,1,0,0,-24.194417374344162,,,20,1.0,,1587,1586,1,572,1014,0.36065573770491804,-88.65628883415948,-511.63127940946447,-0.3225922316579221,0.5895519274606273,1.2847685654238805,-1.2293085787297082,512.9816284037936,297976.41028224997,16,-40495.90724999995,256379.23943724984,-296875.14668724994,606,6.310634720470786,-0.14269807428273426,-115.80730000000582,15,0,0,5,0.5980659542063292,-297099.15368724987,-40503.50724999996,298345.80318224983,298.3458031822498,-197099.15368724984,1586,1,0,0,-24.194417374344162,,,20,1.0,
bb200_m1_sl1,200,1.0,0.01,5,3,3,20.0,0.5,0.0,True,-239880.35397250013,-260874.55852900023,1413,1412,1,611,801,0.43271954674220964,-47.468494490583346,-329.92288333093404,-0.2336564329539193,0.636402968703389,0.9451116076546958,-1.1328165737927007,333.209315619762,262900.4393080001,13,-32435.705000000264,228214.84652899994,-260650.55152900025,661,7.651381019830028,-0.10702355571205067,-115.80730000000582,21,0,0,7,0.6364786345947688,-260874.55852900023,-32443.30500000027,263774.9383330003,260.91716006398485,-160874.55852900023,1412,1,0,0,-23.36564329539193,,,20,1.0,,1413,1412,1,611,801,0.43271954674220964,-47.468494490583346,-329.92288333093404,-0.2336564329539193,0.636402968703389,0.9451116076546958,-1.1328165737927007,333.209315619762,262900.4393080001,13,-32435.705000000264,228214.84652899994,-260650.55152900025,661,7.651381019830028,-0.10702355571205067,-115.80730000000582,21,0,0,7,0.6364786345947688,-260874.55852900023,-32443.30500000027,263774.9383330003,260.91716006398485,-160874.55852900023,1412,1,0,0,-23.36564329539193,,,20,1.0,
bb200_m1_sl1.5,200,1.0,0.015,5,3,3,20.0,0.5,0.0,True,-206712.79027700008,-208912.16413300025,1203,1202,1,612,590,0.5091514143094842,-18.591555865760263,-178.86906420194347,-0.14880953760561022,0.6791453425774494,0.6186402771396652,-0.9448761251040994,180.7669563662271,210784.2253500003,12,-14665.735000000204,194022.4221329998,-208688.1571330002,724,9.748752079866888,-0.07134903714136713,-115.80730000000582,76,0,0,41,0.6819206505865467,-208912.16413300025,-14673.33500000021,211658.72437500028,209.68462275112864,-108912.16413300025,1202,1,0,0,-22.32143064084153,,,20,1.0,,1203,1202,1,612,590,0.5091514143094842,-18.591555865760263,-178.86906420194347,-0.14880953760561022,0.6791453425774494,0.6186402771396652,-0.9448761251040994,180.7669563662271,210784.2253500003,12,-14665.735000000204,194022.4221329998,-208688.1571330002,724,9.748752079866888,-0.07134903714136713,-115.80730000000582,76,0,0,41,0.6819206505865467,-208912.16413300025,-14673.33500000021,211658.72437500028,209.68462275112864,-108912.16413300025,1202,1,0,0,-22.32143064084153,,,20,1.0,
bb200_m1_sl2,200,1.0,0.02,5,3,3,20.0,0.5,0.0,True,-200960.4078434998,-204513.4164209999,1084,1083,1,589,494,0.543859649122807,-24.333130986993403,-132.6453182607121,-0.12247951824627155,0.665617559777954,0.44828885213111147,-0.8030110367731513,133.15169913358312,205390.6730160002,8,-29806.27300000017,174483.136421,-204289.40942100016,743,10.95444752231456,-0.05351177785602534,-115.80730000000582,113,0,0,70,0.6689828219713513,-204513.4164209999,-29813.873000000167,206275.01792599994,206.27501792599995,-104513.41642099991,1083,1,0,0,-24.49590364925431,,,20,1.0,,1084,1083,1,589,494,0.543859649122807,-24.333130986993403,-132.6453182607121,-0.12247951824627155,0.665617559777954,0.44828885213111147,-0.8030110367731513,133.15169913358312,205390.6730160002,8,-29806.27300000017,174483.136421,-204289.40942100016,743,10.95444752231456,-0.05351177785602534,-115.80730000000582,113,0,0,70,0.6689828219713513,-204513.4164209999,-29813.873000000167,206275.01792599994,206.27501792599995,-104513.41642099991,1083,1,0,0,-24.49590364925431,,,20,1.0,
bb200_m1_sl3,200,1.0,0.03,5,3,3,20.0,0.5,0.0,True,-182607.156144,-197407.39926599967,960,959,1,550,409,0.5735140771637122,-22.15291104841775,-86.09531415275751,-0.08977613571716112,0.6450761566277036,0.2845067925743931,-0.5930905869649724,86.43290140133816,198284.65586100018,8,-42295.478,154887.914266,-197183.392266,767,12.656934306569344,-0.035674518570683565,-115.80730000000582,184,0,0,133,0.6507474651739098,-197407.39926599967,-42303.07800000001,199270.41137099967,199.06853477547267,-97407.39926599967,959,1,0,0,-26.932840715148338,,,20,1.0,,960,959,1,550,409,0.5735140771637122,-22.15291104841775,-86.09531415275751,-0.08977613571716112,0.6450761566277036,0.2845067925743931,-0.5930905869649724,86.43290140133816,198284.65586100018,8,-42295.478,154887.914266,-197183.392266,767,12.656934306569344,-0.035674518570683565,-115.80730000000582,184,0,0,133,0.6507474651739098,-197407.39926599967,-42303.07800000001,199270.41137099967,199.06853477547267,-97407.39926599967,959,1,0,0,-26.932840715148338,,,20,1.0,
bb200_m1_sl4,200,1.0,0.04,5,3,3,20.0,0.5,0.0,True,-160402.16327399982,-166481.5276379998,894,893,1,525,368,0.5879059350503919,-10.244836138187754,-54.9097232438844,-0.06148905178486495,0.6641041995943731,0.20678622449661854,-0.4442187258277423,55.22444548319375,167622.9622030002,6,-21797.626000000164,144459.89463800006,-166257.52063800016,786,13.765397536394177,-0.02675588892801267,-115.80730000000582,235,0,3,180,0.6713387121552996,-166481.5276379998,-21805.22600000017,168388.03620299982,168.2174458818264,-66481.5276379998,893,1,0,0,-24.595620713945983,,,20,1.0,,894,893,1,525,368,0.5879059350503919,-10.244836138187754,-54.9097232438844,-0.06148905178486495,0.6641041995943731,0.20678622449661854,-0.4442187258277423,55.22444548319375,167622.9622030002,6,-21797.626000000164,144459.89463800006,-166257.52063800016,786,13.765397536394177,-0.02675588892801267,-115.80730000000582,235,0,3,180,0.6713387121552996,-166481.5276379998,-21805.22600000017,168388.03620299982,168.2174458818264,-66481.5276379998,893,1,0,0,-24.595620713945983,,,20,1.0,
bb200_m1_sl5,200,1.0,0.05,5,3,3,20.0,0.5,0.0,True,-154322.79890999984,-154322.79890999984,860,859,1,509,350,0.5925494761350407,-6.325709965913544,-40.69834735632048,-0.04737875128791674,0.6648010485183214,0.15857986217567777,-0.34690142058211565,40.90089970546886,155200.05550500014,6,-14787.020000000062,139311.77190999998,-154098.79191000006,791,14.371653084982539,-0.021404711142410136,-115.80730000000582,254,0,3,199,0.6725090808632145,-154322.79890999984,-14794.620000000068,156185.81101499984,156.02758250741357,-54322.79890999984,859,1,0,0,-23.689375643958375,,,20,1.0,,860,859,1,509,350,0.5925494761350407,-6.325709965913544,-40.69834735632048,-0.04737875128791674,0.6648010485183214,0.15857986217567777,-0.34690142058211565,40.90089970546886,155200.05550500014,6,-14787.020000000062,139311.77190999998,-154098.79191000006,791,14.371653084982539,-0.021404711142410136,-115.80730000000582,254,0,3,199,0.6725090808632145,-154322.79890999984,-14794.620000000068,156185.81101499984,156.02758250741357,-54322.79890999984,859,1,0,0,-23.689375643958375,,,20,1.0,
bb200_m1.5_sl0.3,200,1.5,0.003,5,3,3,20.0,0.5,0.0,True,-265772.1808684502,-263138.7826518003,1545,1544,1,263,1281,0.17033678756476683,1.5561033226573364,-1027.917772027432,-0.665749852349373,0.5169181775008918,4.182189763509216,-1.6610723495943451,1043.6869462393206,265790.28498870035,38,-9836.122000000101,253078.65365179998,-262914.7756518001,268,3.7626295336787563,-0.3567451857068356,-115.80730000000582,0,0,0,0,0.4964922514188649,-263138.7826518003,-9843.72200000011,266542.36444050027,260.60999577812737,-163138.78265180034,1544,1,0,0,-19.972495570481193,,,20,1.0,,1545,1544,1,263,1281,0.17033678756476683,1.5561033226573364,-1027.917772027432,-0.665749852349373,0.5169181775008918,4.182189763509216,-1.6610723495943451,1043.6869462393206,265790.28498870035,38,-9836.122000000101,253078.65365179998,-262914.7756518001,268,3.7626295336787563,-0.3567451857068356,-115.80730000000582,0,0,0,0,0.4964922514188649,-263138.7826518003,-9843.72200000011,266542.36444050027,260.60999577812737,-163138.78265180034,1544,1,0,0,-19.972495570481193,,,20,1.0,
bb200_m1.5_sl0.5,200,1.5,0.005,5,3,3,20.0,0.5,0.0,True,-263138.7826518003,-270298.3421970003,1366,1365,1,323,1042,0.23663003663003662,-122.2671554803239,-668.4040778483708,-0.48967331710503353,0.5390714635667436,2.420189177370586,-1.3916748389050577,673.6633823755026,272007.3119400001,36,-48479.80300000006,221594.53219700014,-270074.33519700007,330,5.322344322344322,-0.21404711142410135,-115.80730000000582,1,0,0,0,0.5364465610915554,-270298.3421970003,-48487.403000000064,272571.4144930002,269.48359025043914,-170298.34219700025,1365,1,0,0,-24.483665855251672,,,20,1.0,,1366,1365,1,323,1042,0.23663003663003662,-122.2671554803239,-668.4040778483708,-0.48967331710503353,0.5390714635667436,2.420189177370586,-1.3916748389050577,673.6633823755026,272007.3119400001,36,-48479.80300000006,221594.53219700014,-270074.33519700007,330,5.322344322344322,-0.21404711142410135,-115.80730000000582,1,0,0,0,0.5364465610915554,-270298.3421970003,-48487.403000000064,272571.4144930002,269.48359025043914,-170298.34219700025,1365,1,0,0,-24.483665855251672,,,20,1.0,
bb200_m1.5_sl0.75,200,1.5,0.0075,5,3,3,20.0,0.5,0.0,True,-212298.67117374972,-233118.71355899988,1192,1191,1,382,809,0.32073887489504616,-73.79997210330642,-391.45428613623415,-0.32867698248214455,0.6100306441313504,1.6030197030579003,-1.2408007573601385,393.55241699553073,234600.31282900035,22,-41077.18449999988,191817.52205900007,-232894.7065589999,400,7.47068289952421,-0.14269807428273426,-115.80730000000582,3,0,0,0,0.6096641913396577,-233118.71355899988,-41084.784499999885,235355.48344899988,235.1403130853961,-133118.71355899988,1191,1,0,0,-24.65077368616084,,,20,1.0,,1192,1191,1,382,809,0.32073887489504616,-73.79997210330642,-391.45428613623415,-0.32867698248214455,0.6100306441313504,1.6030197030579003,-1.2408007573601385,393.55241699553073,234600.31282900035,22,-41077.18449999988,191817.52205900007,-232894.7065589999,400,7.47068289952421,-0.14269807428273426,-115.80730000000582,3,0,0,0,0.6096641913396577,-233118.71355899988,-41084.784499999885,235355.48344899988,235.1403130853961,-133118.71355899988,1191,1,0,0,-24.65077368616084,,,20,1.0,
bb200_m1.5_sl1,200,1.5,0.01,5,3,3,20.0,0.5,0.0,True,-185633.77972400023,-211909.85028500005,1066,1065,1,410,655,0.38497652582159625,-43.89095037706472,-256.9413439841975,-0.24125947791943425,0.6588635218921356,1.2103680096949871,-1.1499117984109044,260.9042947869905,214051.41452800046,23,-40507.64300000023,171178.20028500014,-211685.8432850002,440,9.038575899843504,-0.10702355571205067,-115.80730000000582,8,0,0,3,0.6454212260074823,-211909.85028500005,-40515.243000000235,214583.22642800002,211.31599793022207,-111909.85028500005,1065,1,0,0,-24.125947791943428,,,20,1.0,,1066,1065,1,410,655,0.38497652582159625,-43.89095037706472,-256.9413439841975,-0.24125947791943425,0.6588635218921356,1.2103680096949871,-1.1499117984109044,260.9042947869905,214051.41452800046,23,-40507.64300000023,171178.20028500014,-211685.8432850002,440,9.038575899843504,-0.10702355571205067,-115.80730000000582,8,0,0,3,0.6454212260074823,-211909.85028500005,-40515.243000000235,214583.22642800002,211.31599793022207,-111909.85028500005,1065,1,0,0,-24.125947791943428,,,20,1.0,
bb200_m1.5_sl1.5,200,1.5,0.015,5,3,3,20.0,0.5,0.0,True,-168819.25919649997,-168819.25919649997,909,908,1,429,479,0.4724669603524229,-17.837934894605993,-138.93509172816914,-0.15301221555965763,0.7094113203389953,0.7906314442023379,-0.998154449459232,139.98789563432638,169870.1673715001,13,-23429.573500000137,145165.6786964999,-168595.25219650014,494,12.116281204111601,-0.07134903714136713,-115.80730000000582,45,0,0,25,0.6998606129954371,-168819.25919649997,-23437.17350000015,170544.53756149998,169.53068266666352,-68819.25919649997,908,1,0,0,-22.951832333948644,,,20,1.0,,909,908,1,429,479,0.4724669603524229,-17.837934894605993,-138.93509172816914,-0.15301221555965763,0.7094113203389953,0.7906314442023379,-0.998154449459232,139.98789563432638,169870.1673715001,13,-23429.573500000137,145165.6786964999,-168595.25219650014,494,12.116281204111601,-0.07134903714136713,-115.80730000000582,45,0,0,25,0.6998606129954371,-168819.25919649997,-23437.17350000015,170544.53756149998,169.53068266666352,-68819.25919649997,908,1,0,0,-22.951832333948644,,,20,1.0,
bb200_m1.5_sl2,200,1.5,0.02,5,3,3,20.0,0.5,0.0,True,-168098.50467,-186773.19919599986,820,819,1,412,407,0.503052503052503,-38.27049182932308,-120.19041041681808,-0.14675263787157275,0.6624220434343411,0.5724443828888528,-0.8747850028673844,120.59877626008735,187438.47333600023,10,-55681.068000000116,130868.1241960001,-186549.19219600013,508,13.574989824989824,-0.05351177785602534,-115.80730000000582,74,0,0,47,0.6615456947107591,-186773.19919599986,-55688.66800000012,188645.50509599986,188.64550509599985,-86773.19919599986,819,1,0,0,-29.35052757431455,,,20,1.0,,820,819,1,412,407,0.503052503052503,-38.27049182932308,-120.19041041681808,-0.14675263787157275,0.6624220434343411,0.5724443828888528,-0.8747850028673844,120.59877626008735,187438.47333600023,10,-55681.068000000116,130868.1241960001,-186549.19219600013,508,13.574989824989824,-0.05351177785602534,-115.80730000000582,74,0,0,47,0.6615456947107591,-186773.19919599986,-55688.66800000012,188645.50509599986,188.64550509599985,-86773.19919599986,819,1,0,0,-29.35052757431455,,,20,1.0,
bb200_m1.5_sl3,200,1.5,0.03,5,3,3,20.0,0.5,0.0,True,-149393.03258499986,-168098.50467,721,720,1,395,325,0.5486111111111112,-23.29967086837009,-71.31912073057663,-0.09905433434802309,0.6701137900148504,0.36676955508228304,-0.6652095230402413,71.8436534453999,169580.10394000032,7,-52923.90200000007,114950.59567000007,-167874.49767000007,542,16.02372685185185,-0.035674518570683565,-115.80730000000582,131,0,1,98,0.6651017120853273,-168098.50467,-52931.50200000007,170244.54434,170.24322155016856,-68098.50467,720,1,0,0,-29.716300304406932,,,20,1.0,,721,720,1,395,325,0.5486111111111112,-23.29967086837009,-71.31912073057663,-0.09905433434802309,0.6701137900148504,0.36676955508228304,-0.6652095230402413,71.8436534453999,169580.10394000032,7,-52923.90200000007,114950.59567000007,-167874.49767000007,542,16.02372685185185,-0.035674518570683565,-115.80730000000582,131,0,1,98,0.6651017120853273,-168098.50467,-52931.50200000007,170244.54434,170.24322155016856,-68098.50467,720,1,0,0,-29.716300304406932,,,20,1.0,
bb200_m1.5_sl4,200,1.5,0.04,5,3,3,20.0,0.5,0.0,True,-142601.21729999996,-146885.64971300002,664,663,1,370,293,0.5580693815987934,-13.448176907652181,-46.617555940278834,-0.07031305571686099,0.6812085986963181,0.2692286658794264,-0.4990858782104662,46.821738861913346,147550.92385300022,7,-40674.28100000011,105987.3617130001,-146661.64271300012,560,17.651960784313726,-0.02675588892801267,-115.80730000000582,176,0,1,140,0.6756246882507254,-146885.64971300002,-40681.88100000012,148758.73261300003,148.75757676662855,-46885.64971300002,663,1,0,0,-28.125222286744396,,,20,1.0,,664,663,1,370,293,0.5580693815987934,-13.448176907652181,-46.617555940278834,-0.07031305571686099,0.6812085986963181,0.2692286658794264,-0.4990858782104662,46.821738861913346,147550.92385300022,7,-40674.28100000011,105987.3617130001,-146661.64271300012,560,17.651960784313726,-0.02675588892801267,-115.80730000000582,176,0,1,140,0.6756246882507254,-146885.64971300002,-40681.88100000012,148758.73261300003,148.75757676662855,-46885.64971300002,663,1,0,0,-28.125222286744396,,,20,1.0,
bb200_m1.5_sl5,200,1.5,0.05,5,3,3,20.0,0.5,0.0,True,-133683.3861174998,-142601.21729999996,641,640,1,362,278,0.565625,-10.704502740497249,-36.31977891723675,-0.056749654558182414,0.6754476652553284,0.20880533602966217,-0.4025442825898362,36.48312525454435,143266.4914400002,7,-39826.820000000116,102550.39030000006,-142377.21030000012,568,18.45104166666667,-0.021404711142410136,-115.80730000000582,193,0,1,156,0.6702212447518514,-142601.21729999996,-39834.42000000012,144474.30019999994,144.47317764340966,-42601.21729999996,640,1,0,0,-28.37482727909121,,,20,1.0,,641,640,1,362,278,0.565625,-10.704502740497249,-36.31977891723675,-0.056749654558182414,0.6754476652553284,0.20880533602966217,-0.4025442825898362,36.48312525454435,143266.4914400002,7,-39826.820000000116,102550.39030000006,-142377.21030000012,568,18.451171875,-0.021404711142410136,-115.80730000000582,193,0,1,156,0.6702212447518514,-142601.21729999996,-39834.42000000012,144474.30019999994,144.47317764340966,-42601.21729999996,640,1,0,0,-28.37482727909121,,,20,1.0,
bb200_m2_sl0.3,200,2.0,0.003,5,3,3,20.0,0.5,0.0,True,-148116.03255680006,-152159.17440860014,953,953,0,141,812,0.14795383001049317,-2.8319776996397907,-638.3071755727051,-0.6697871726890924,0.5278104319997363,5.060252586709347,-1.6647817614516294,644.2012657841794,153286.27819430002,52,3322.2893999999214,155481.46380860015,-152159.17440860005,142,4.604931794333683,0.0,0.0,0,0,0,0,0.5362098108571025,-152159.17440860014,3322.2893999999214,153991.5759111001,152.26757649785657,-52159.17440860014,953,0,0,0,-20.09361518067277,,,20,1.0,,953,953,0,141,812,0.14795383001049317,-2.8319776996397907,-638.3071755727051,-0.6697871726890924,0.5278104319997363,5.060252586709347,-1.6647817614516294,644.2012657841794,153286.27819430002,52,3322.2893999999214,155481.46380860015,-152159.17440860005,142,4.604931794333683,0.0,0.0,0,0,0,0,0.5362098108571025,-152159.17440860014,3322.2893999999214,153991.5759111001,152.26757649785657,-52159.17440860014,953,0,0,0,-20.09361518067277,,,20,1.0,
bb200_m2_sl0.5,200,2.0,0.005,5,3,3,20.0,0.5,0.0,True,-144072.89070499997,-144072.89070499997,872,872,0,194,678,0.22247706422018348,-25.30010374532256,-374.19168821953724,-0.42911890850864365,0.604661124233127,2.9500877268537886,-1.3960305416359475,375.1251423464251,144613.93165600006,33,-2683.144000000022,141389.74670500009,-144072.89070500003,196,6.844992354740061,0.0,0.0,0,0,0,0,0.6196051358532321,-144072.89070499997,-2683.1440000000293,145178.03420899995,144.59249386429946,-44072.89070499997,872,0,0,0,-21.455945425432187,,,20,1.0,,872,872,0,194,678,0.22247706422018348,-25.30010374532256,-374.19168821953724,-0.42911890850864365,0.604661124233127,2.9500877268537886,-1.3960305416359475,375.1251423464251,144613.93165600006,33,-2683.144000000022,141389.74670500009,-144072.89070500003,196,6.844992354740061,0.0,0.0,0,0,0,0,0.6196051358532321,-144072.89070499997,-2683.1440000000293,145178.03420899995,144.59249386429946,-44072.89070499997,872,0,0,0,-21.455945425432187,,,20,1.0,
bb200_m2_sl0.75,200,2.0,0.0075,5,3,3,20.0,0.5,0.0,True,-106897.91385199984,-106897.91385199984,793,793,0,248,545,0.31273644388398486,20.656764774925264,-190.8663713813903,-0.24068899291474188,0.7215676638798093,1.994504991971793,-1.2578047878722844,191.36906978244153,107371.57390049982,21,20795.278500000077,127693.19235199988,-106897.91385199994,252,9.780369903320722,0.0,0.0,1,0,0,0,0.7368395335449132,-106897.91385199984,20795.278500000073,107929.93820049985,107.57296820963012,-6897.913851999838,793,0,0,0,-18.05167446860564,,,20,1.0,,793,793,0,248,545,0.31273644388398486,20.656764774925264,-190.8663713813903,-0.24068899291474188,0.7215676638798093,1.994504991971793,-1.2578047878722844,191.36906978244153,107371.57390049982,21,20795.278500000077,127693.19235199988,-106897.91385199994,252,9.780369903320722,0.0,0.0,1,0,0,0,0.7368395335449132,-106897.91385199984,20795.278500000073,107929.93820049985,107.57296820963012,-6897.913851999838,793,0,0,0,-18.05167446860564,,,20,1.0,
bb200_m2_sl1,200,2.0,0.01,5,3,3,20.0,0.5,0.0,True,-93387.96762400011,-93387.96762400011,724,724,0,271,453,0.3743093922651934,32.15060468436154,-112.721504734723,-0.1556926860976837,0.7890804176659094,1.5561155760561318,-1.1797545824413571,119.74122774434483,96674.90087600032,21,23173.141999999738,116561.10962400006,-93387.96762400024,279,11.680018416206263,0.0,0.0,2,0,0,0,0.7797997736675896,-93387.96762400011,23173.14199999973,97206.71277600012,94.26694103102257,6612.032375999886,724,0,0,0,-15.569268609768368,,,20,1.0,,724,724,0,271,453,0.3743093922651934,32.15060468436154,-112.721504734723,-0.1556926860976837,0.7890804176659094,1.5561155760561318,-1.1797545824413571,119.74122774434483,96674.90087600032,21,23173.141999999738,116561.10962400006,-93387.96762400024,279,11.680018416206263,0.0,0.0,2,0,0,0,0.7797997736675896,-93387.96762400011,23173.14199999973,97206.71277600012,94.26694103102257,6612.032375999886,724,0,0,0,-15.569268609768368,,,20,1.0,
bb200_m2_sl1.5,200,2.0,0.015,5,3,3,20.0,0.5,0.0,True,-89482.29807700012,-89482.29807700012,627,627,0,288,339,0.45933014354066987,11.084089445895046,-72.55147750991642,-0.11571208534276942,0.7924663469140953,0.9619357626962662,-1.031235920844959,75.82213043177114,91899.55033300033,11,10770.04799999982,100252.34607700011,-89482.29807700017,322,15.322833599149387,0.0,0.0,22,0,0,9,0.7836152971190533,-89482.29807700012,10770.04799999982,93622.89041300013,91.29343972790288,10517.701922999884,627,0,0,0,-17.356812801415412,,,20,1.0,,627,627,0,288,339,0.45933014354066987,11.084089445895046,-72.55147750991642,-0.11571208534276942,0.7924663469140953,0.9619357626962662,-1.031235920844959,75.82213043177114,91899.55033300033,11,10770.04799999982,100252.34607700011,-89482.29807700017,322,15.322966507177034,0.0,0.0,22,0,0,9,0.7836152971190533,-89482.29807700012,10770.04799999982,93622.89041300013,91.29343972790288,10517.701922999884,627,0,0,0,-17.356812801415412,,,20,1.0,
