signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours
1421,1422,1593,1,2922.26,87.6678,2834.5922,2922.26,break_even,1508.0,2955.93,True,0.1920317379927386,0.1251730395880792,0.0,16.83499999999981,5.861355,10.97364499999981,False,0,False,False,False,2025-12-25T08:25:00+00:00,2025-12-25T08:30:00+00:00,2025-12-25T22:45:00+00:00,2025-12-25T08:30:00+00:00,2025-12,14.333333333333334
1605,1606,1637,1,2899.1,86.973,2812.127,2979.87,opposite_signal_close,1635.0,2969.38,True,0.8683729433272406,0.8008379037172467,0.9286790153265954,75.52500000000009,5.873724999999999,69.6512750000001,False,0,False,False,False,2025-12-25T23:45:00+00:00,2025-12-25T23:50:00+00:00,2025-12-26T02:25:00+00:00,2025-12-25T23:50:00+00:00,2025-12,2.6666666666666665
1637,1638,2492,-1,2979.87,89.39609999999999,3069.2661,2979.87,break_even,1788.0,2904.38,True,0.42222199849881475,0.35597755383064694,-0.0,37.74499999999989,5.921995,31.823004999999892,False,0,False,False,False,2025-12-26T02:25:00+00:00,2025-12-26T02:30:00+00:00,2025-12-29T01:40:00+00:00,2025-12-26T02:30:00+00:00,2025-12,71.25
2493,2494,3265,-1,2983.0,89.49,3072.49,2983.0,break_even,3248.0,2959.11,True,0.13347860096100053,0.06694541289529485,-0.0,11.944999999999936,5.954055,5.990944999999936,False,0,False,False,False,2025-12-29T01:45:00+00:00,2025-12-29T01:50:00+00:00,2025-12-31T18:05:00+00:00,2025-12-29T01:50:00+00:00,2025-12,64.33333333333333
3575,3576,3801,-1,2993.99,89.81969999999998,3083.8097,3083.8097,initial_stop,,,False,-1.0000000000000002,-1.067666666666667,-1.0000000000000002,-89.81970000000001,6.0777997,-95.89749970000001,False,0,False,False,False,2026-01-01T19:55:00+00:00,2026-01-01T20:00:00+00:00,2026-01-02T14:45:00+00:00,2026-01-01T20:00:00+00:00,2026-01,18.833333333333332
3814,3815,3999,-1,3084.77,92.5431,3177.3131,3086.61,break_even_marketable,3999.0,3086.61,True,-0.01988262766213954,-0.08656917695646836,-0.01988262766213954,-1.8400000000001455,6.171380000000001,-8.011380000000146,False,1,False,False,True,2026-01-02T15:50:00+00:00,2026-01-02T15:55:00+00:00,2026-01-03T07:15:00+00:00,2026-01-02T15:55:00+00:00,2026-01,15.416666666666666
4703,4704,4948,-1,3211.95,96.35849999999999,3308.3084999999996,3308.3084999999996,initial_stop,,,False,-0.9999999999999982,-1.0676666666666648,-0.9999999999999982,-96.35849999999982,6.5202585,-102.87875849999982,False,0,False,False,False,2026-01-05T17:55:00+00:00,2026-01-05T18:00:00+00:00,2026-01-06T14:20:00+00:00,2026-01-05T18:00:00+00:00,2026-01,20.416666666666668
4950,4951,5034,-1,3292.99,98.7897,3391.7796999999996,3292.99,break_even,4991.0,3192.85,True,0.5068342144980695,0.4406743820459009,-0.0,50.069999999999936,6.535909999999999,43.534089999999935,False,0,False,False,False,2026-01-06T14:30:00+00:00,2026-01-06T14:35:00+00:00,2026-01-06T21:30:00+00:00,2026-01-06T14:35:00+00:00,2026-01,7.0
5035,5036,5430,-1,3287.13,98.6139,3385.7439,3118.66,opposite_signal_close,5180.0,3212.29,True,1.2336496173460354,1.1682166002967147,1.7083798531444376,121.6550000000002,6.452605,115.2023950000002,False,0,False,False,False,2026-01-06T21:35:00+00:00,2026-01-06T21:40:00+00:00,2026-01-08T06:30:00+00:00,2026-01-06T21:40:00+00:00,2026-01,32.916666666666664
5430,5431,5658,1,3118.65,93.5595,3025.0905000000002,3118.65,break_even,5657.0,3134.94,True,0.0870568996200277,0.020303176053740997,0.0,8.144999999999982,6.245445000000001,1.8995549999999808,False,1,False,False,False,2026-01-08T06:30:00+00:00,2026-01-08T06:35:00+00:00,2026-01-09T01:30:00+00:00,2026-01-08T06:35:00+00:00,2026-01,19.0
5747,5748,5861,1,3081.67,92.45009999999999,2989.2199,3081.67,break_even,5825.0,3132.03,True,0.27236314509124454,0.20542411527948662,0.0,25.180000000000064,6.188520000000001,18.991480000000063,False,0,False,False,False,2026-01-09T08:55:00+00:00,2026-01-09T09:00:00+00:00,2026-01-09T18:25:00+00:00,2026-01-09T09:00:00+00:00,2026-01,9.5
6195,6196,6570,1,3080.43,92.4129,2988.0171,3163.6,opposite_signal_close,6284.0,3099.44,True,0.5528448950308902,0.4856253834691926,0.8999825781898423,51.090000000000146,6.21195,44.878050000000144,False,0,False,False,False,2026-01-10T22:15:00+00:00,2026-01-10T22:20:00+00:00,2026-01-12T05:30:00+00:00,2026-01-10T22:20:00+00:00,2026-01,31.25
6570,6571,6968,-1,3163.61,94.9083,3258.5183,3163.61,break_even,6675.0,3088.76,True,0.39432799871033364,0.32805566004237724,-0.0,37.424999999999955,6.289795000000001,31.135204999999953,False,0,False,False,False,2026-01-12T05:30:00+00:00,2026-01-12T05:35:00+00:00,2026-01-13T14:40:00+00:00,2026-01-12T05:35:00+00:00,2026-01,33.166666666666664
8814,8815,8911,1,3181.76,95.4528,3086.3072,3086.3072,initial_stop,,,False,-1.0000000000000002,-1.065666666666667,-1.0000000000000002,-95.45280000000002,6.268067200000001,-101.72086720000003,False,0,False,False,False,2026-01-20T00:30:00+00:00,2026-01-20T00:35:00+00:00,2026-01-20T08:35:00+00:00,2026-01-20T00:35:00+00:00,2026-01,8.083333333333334
