source,symbol,signal_time,detected_at,status,score,threshold,model_path,dataset_sha256,signal_i,entry_time,entry_price,maker_filled,outcome,label,exit_offset,exit_time,realized_ret,atr_pct,dense_run_len,tier,size_mult
okx,MVLL_USDT_SWAP,2026-07-19 02:45:00+00:00,2026-07-21T01:56:59.385321+00:00,closed,0.0204422574265094,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1606,2026-07-19 03:00:00+00:00,21.11,True,tp,1,19,2026-07-19 07:45:00+00:00,0.0181461111331746,0.0036275038448988,0,,
okx,KAITO_USDT_SWAP,2026-07-19 03:45:00+00:00,2026-07-20T13:56:25.289231+00:00,closed,0.0318590542498108,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1865,2026-07-19 04:00:00+00:00,0.857,True,tp,1,7,2026-07-19 05:45:00+00:00,0.0539411778150811,0.0107882355630162,0,,
okx,MUU_USDT_SWAP,2026-07-19 04:00:00+00:00,2026-07-20T14:30:50.881031+00:00,closed,0.0259522949667427,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1610,2026-07-19 04:15:00+00:00,27.05,True,tp,1,19,2026-07-19 09:00:00+00:00,0.0157275715654741,0.003144351890954,0,,
okx,EDEN_USDT_SWAP,2026-07-19 04:45:00+00:00,2026-07-20T13:56:25.289231+00:00,closed,0.0208263903904056,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1869,2026-07-19 05:00:00+00:00,0.04197,True,tp,1,7,2026-07-19 06:45:00+00:00,0.0277596367585226,0.0055545742777363,0,,
okx,RECALL_USDT_SWAP,2026-07-19 11:00:00+00:00,2026-07-20T13:56:25.289231+00:00,closed,0.0232111175014738,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1894,2026-07-19 11:15:00+00:00,0.03825,True,sl,0,68,2026-07-20 04:15:00+00:00,-0.0173841218954687,0.0086966081938488,0,,
okx,CAP_USDT_SWAP,2026-07-20 05:00:00+00:00,2026-07-20T17:38:43.317653+00:00,closed,0.0348177163003948,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1951,2026-07-20 05:15:00+00:00,0.01931,False,tp,1,23,2026-07-20 11:00:00+00:00,0.054374682579573,0.0108693076667862,0,,
okx,XPL_USDT_SWAP,2026-07-20 06:00:00+00:00,2026-07-21T00:11:50.142966+00:00,closed,0.027371838437826,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1928,2026-07-20 06:15:00+00:00,0.08227,True,tp,1,42,2026-07-20 16:45:00+00:00,0.0442979771763185,0.0088585186735433,0,,
okx,DOOD_USDT_SWAP,2026-07-20 08:30:00+00:00,2026-07-20T13:56:25.289231+00:00,closed,0.0222647213516842,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1980,2026-07-20 08:45:00+00:00,0.001443,True,tp,1,18,2026-07-20 13:15:00+00:00,0.046245828220617,0.0092427604047576,0,,
okx,BONK_USDT_SWAP,2026-07-20 08:45:00+00:00,2026-07-20T14:30:50.881031+00:00,closed,0.0281261609767412,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1978,2026-07-20 09:00:00+00:00,2.957e-06,True,tp,1,13,2026-07-20 12:15:00+00:00,0.0640336780513517,0.0128067356102703,0,,
okx,LIGHT_USDT_SWAP,2026-07-20 09:45:00+00:00,2026-07-21T00:41:27.914549+00:00,closed,0.0210258122907275,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1941,2026-07-20 10:00:00+00:00,0.1205,False,tp,1,26,2026-07-20 16:30:00+00:00,0.0371620509464678,0.0074262473284401,0,,
