source,symbol,signal_time,detected_at,status,score,threshold,model_path,dataset_sha256,signal_i,entry_time,entry_price,maker_filled,outcome,label,exit_offset,exit_time,realized_ret,atr_pct,dense_run_len
okx,UMA_USDT_SWAP,2026-07-10 11:00:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.37469867017958486,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,38565,2026-07-10 11:15:00+00:00,0.3753,True,sl,0,14,2026-07-10 14:45:00+00:00,-0.006451572432562558,0.00322492692320294,48
okx,TSLA_USDT_SWAP,2026-07-10 11:15:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.3965400166510848,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,12969,2026-07-10 11:30:00+00:00,406.57,True,scaled,1,9,2026-07-10 13:45:00+00:00,0.005035010444292443,0.0019468404845957305,5
okx,TSLA_USDT_SWAP,2026-07-10 11:30:00+00:00,2026-07-10T14:00:07.024206+00:00,closed,0.3856134807083949,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,12970,2026-07-10 11:45:00+00:00,406.98,True,scaled,1,8,2026-07-10 13:45:00+00:00,0.0019063102066314563,0.0019065444373598996,6
okx,ONT_USDT_SWAP,2026-07-10 13:00:00+00:00,2026-07-10T14:00:07.024206+00:00,closed,0.3495851784997449,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,38577,2026-07-10 13:15:00+00:00,0.04617,True,sl,0,5,2026-07-10 14:30:00+00:00,-0.004986983542156653,0.002494572374229346,19
okx,ETHW_USDT_SWAP,2026-07-10 15:15:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.35631148901219284,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,38592,2026-07-10 15:30:00+00:00,0.2544,True,scaled,1,4,2026-07-10 16:30:00+00:00,0.005185301056330638,0.0051853010563304835,7
okx,ASTER_USDT_SWAP,2026-07-10 15:30:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.4377965195367084,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,27978,2026-07-10 15:45:00+00:00,0.6324,True,sl,0,13,2026-07-10 19:00:00+00:00,-0.005000333066975449,0.0025005619417644326,5
okx,OKB_USDT_SWAP,2026-07-10 15:30:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.40010286322753524,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,29718,2026-07-10 15:45:00+00:00,80.75,True,sl,0,34,2026-07-11 00:15:00+00:00,-0.006310312412848962,0.0031551562064244835,5
okx,LTC_USDT_SWAP,2026-07-10 16:00:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.4380686183067818,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,38590,2026-07-10 16:15:00+00:00,44.72,True,sl,0,11,2026-07-10 19:00:00+00:00,-0.0063988601211516505,0.003200145656652859,7
okx,BNB_USDT_SWAP,2026-07-10 16:30:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.4150632704146837,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,38695,2026-07-10 16:45:00+00:00,575.7,True,scaled_timeout,1,72,2026-07-11 10:45:00+00:00,0.005038864616493277,0.0026410202983191164,24
okx,PLUME_USDT_SWAP,2026-07-10 16:45:00+00:00,2026-07-11T00:20:49.616301+00:00,closed,0.36726631507391383,0.34093332021594785,models/frozen_tp5_sl2_swap_ma206_20260710.txt,8df081a1374c0edb1ef8a869cc4825830ecb2f07fd00209306c44dcc272040d1,38591,2026-07-10 17:00:00+00:00,0.010217,True,scaled,1,8,2026-07-10 19:00:00+00:00,0.007513484984285168,0.0020494172127073955,70
