source,symbol,signal_time,detected_at,status,score,threshold,model_path,dataset_sha256,signal_i,entry_time,entry_price,maker_filled,outcome,label,exit_offset,exit_time,realized_ret,atr_pct,dense_run_len
okx,ORDI_USDT_SWAP,2026-07-15 16:45:00+00:00,2026-07-18T00:53:26.052438+00:00,closed,0.035709856533525,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39173,2026-07-15 17:00:00+00:00,3.514,False,tp,1,5,2026-07-15 18:15:00+00:00,0.0439256516482933,0.0087851303296586,0
okx,SYRUP_USDT_SWAP,2026-07-15 17:00:00+00:00,2026-07-16T16:56:04.848049+00:00,closed,0.0271895762444989,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,36234,2026-07-15 17:15:00+00:00,0.1896,True,tp,1,40,2026-07-16 03:15:00+00:00,0.0378374227229989,0.0075634953592837,0
okx,LIGHT_USDT_SWAP,2026-07-15 17:45:00+00:00,2026-07-16T16:56:04.848049+00:00,closed,0.0232522342225781,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,20295,2026-07-15 18:00:00+00:00,0.1232,True,tp,1,5,2026-07-15 19:15:00+00:00,0.0331921001596615,0.0066330360740799,5
okx,EIGEN_USDT_SWAP,2026-07-15 18:15:00+00:00,2026-07-16T16:56:04.848049+00:00,closed,0.0265952116954003,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39181,2026-07-15 18:30:00+00:00,0.2386,True,timeout,0,72,2026-07-16 12:30:00+00:00,0.0088013411567475,0.0105449161030638,0
okx,CAP_USDT_SWAP,2026-07-15 18:45:00+00:00,2026-07-18T00:53:26.052438+00:00,closed,0.0621079419688771,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,1849,2026-07-15 19:00:00+00:00,0.01734,True,tp,1,12,2026-07-15 22:00:00+00:00,0.0835454629194614,0.0167090925838923,0
okx,AGLD_USDT_SWAP,2026-07-15 20:00:00+00:00,2026-07-18T00:53:26.052438+00:00,closed,0.0221103170705599,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39098,2026-07-15 20:15:00+00:00,0.1615,True,tp,1,40,2026-07-16 06:15:00+00:00,0.0454587670570412,0.0090917534114082,0
okx,AI_USDT_SWAP,2026-07-16 01:15:00+00:00,2026-07-16T16:56:04.848049+00:00,closed,0.0217288537382026,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,7445,2026-07-16 01:30:00+00:00,0.02405,True,tp,1,36,2026-07-16 10:30:00+00:00,0.0458318267745843,0.0091701783188748,0
okx,DYDX_USDT_SWAP,2026-07-16 02:45:00+00:00,2026-07-16T16:56:04.848049+00:00,closed,0.024277981756889,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39119,2026-07-16 03:00:00+00:00,0.12247,True,sl,0,14,2026-07-16 06:30:00+00:00,-0.012303621052385,0.0061518105261924,0
okx,ROBO_USDT_SWAP,2026-07-16 05:15:00+00:00,2026-07-16T16:56:04.848049+00:00,closed,0.0251163466296034,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,13303,2026-07-16 05:30:00+00:00,0.01302,True,sl,0,29,2026-07-16 12:45:00+00:00,-0.0122355015668372,0.0061130556561865,0
okx,BASED_USDT_SWAP,2026-07-16 08:30:00+00:00,2026-07-18T00:53:26.052438+00:00,closed,0.0397457894209729,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,10360,2026-07-16 08:45:00+00:00,0.09185,True,tp,1,7,2026-07-16 10:30:00+00:00,0.0687429866138753,0.013750094339034,0
okx,MMT_USDT_SWAP,2026-07-16 08:30:00+00:00,2026-07-18T01:09:00.509872+00:00,closed,0.0250886602631692,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,24368,2026-07-16 08:45:00+00:00,0.1718,True,tp,1,11,2026-07-16 11:30:00+00:00,0.0388362932931698,0.0077627401835562,0
okx,RE_USDT_SWAP,2026-07-16 09:45:00+00:00,2026-07-18T01:09:00.509872+00:00,closed,0.0244149680147842,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,2781,2026-07-16 10:00:00+00:00,0.5089,True,tp,1,23,2026-07-16 15:45:00+00:00,0.0571310051779767,0.0114264255674398,0
okx,TRIA_USDT_SWAP,2026-07-16 14:15:00+00:00,2026-07-18T00:53:26.052438+00:00,open,0.0490225030298203,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,15483,2026-07-16 14:30:00+00:00,0.008708,True,,-1,0,,,0.0160002243897198,0
okx,CHZ_USDT_SWAP,2026-07-16 15:00:00+00:00,2026-07-16T16:56:04.848049+00:00,open,0.0220246538518663,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39264,2026-07-16 15:15:00+00:00,0.01674,True,,-1,0,,,0.0056887100379726,0
okx,CHIP_USDT_SWAP,2026-07-16 15:15:00+00:00,2026-07-16T16:56:04.848049+00:00,open,0.0230930650666616,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,8261,2026-07-16 15:30:00+00:00,0.03111,True,,-1,0,,,0.0067406875205445,5
okx,ADA_USDT_SWAP,2026-07-16 15:30:00+00:00,2026-07-16T16:56:04.848049+00:00,open,0.0220269962379099,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39267,2026-07-16 15:45:00+00:00,0.1637,True,,-1,0,,,0.0055076647113826,3
okx,AIXBT_USDT_SWAP,2026-07-16 15:30:00+00:00,2026-07-16T16:56:04.848049+00:00,open,0.0225025818934093,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39176,2026-07-16 15:45:00+00:00,0.01899,True,,-1,0,,,0.0060551208191741,0
okx,PUMP_USDT_SWAP,2026-07-16 15:45:00+00:00,2026-07-18T01:09:00.509872+00:00,open,0.0381026790405191,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,35225,2026-07-16 16:00:00+00:00,0.001729,True,,-1,0,,,0.0142796359029471,0
okx,SUI_USDT_SWAP,2026-07-16 15:45:00+00:00,2026-07-16T16:56:04.848049+00:00,open,0.0227801337761348,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,39264,2026-07-16 16:00:00+00:00,0.7507,True,,-1,0,,,0.0051550923380365,0
okx,RESOLV_USDT_SWAP,2026-07-16 16:15:00+00:00,2026-07-18T01:09:00.509872+00:00,open,0.0287275387809995,0.0217142166715183,models/frozen_tp5_sl2_swap_yolo_v8_reg_20260716.txt,c5252c4b4bb47d53ff5577ba18f78c059f869e1a790503ad90108da71e0b0e8d,38503,2026-07-16 16:30:00+00:00,0.02045,True,,-1,0,,,0.0090969617891125,0
