timeframe_min,arm,raw_signal_candidates,status_rows,candidate_status_count_delta,skipped_in_position,trades_taken,closed_trades,censored_unclosed_trades,censored_mfe_known_n,censored_mfe_known_mean_r,censored_mfe_known_median_r,wins_net,losses_net,breakeven_net,fee_only_losses,win_rate_net,gross_win_rate,mean_net_r,median_net_r,sum_net_r_trade_units_nonportfolio,mean_gross_r,median_gross_r,sum_gross_r_trade_units_nonportfolio,mean_net_bp,median_net_bp,mean_gross_bp,median_gross_bp,profit_factor_net_r,profit_factor_gross_r,mean_cost_r,median_cost_r,sum_cost_r_trade_units_nonportfolio,fixed_round_trip_cost_bp,mfe_known_n,mfe_known_mean_r,mfe_known_median_r,mfe_known_q25_r,mfe_known_q75_r,mfe_known_q90_r,mfe_known_max_r,mfe_upper_mean_r,stop_bar_excursion_ambiguous_n,net_floating_profit_then_loss_n,net_floating_profit_n,mean_holding_hours,median_holding_hours,mfe_ge_0p5r_n,mfe_ge_0p5r_then_net_loss_n,mfe_ge_1r_n,mfe_ge_1r_then_net_loss_n,mfe_ge_2r_n,mfe_ge_2r_then_net_loss_n,mfe_ge_3r_n,mfe_ge_3r_then_net_loss_n,mfe_ge_5r_n,mfe_ge_5r_then_net_loss_n,mfe_ge_10r_n,mfe_ge_10r_then_net_loss_n,best_net_return_bp,mean_net_bp_ex_best_price_return,mean_net_r_ex_best_price_return,sum_net_r_ex_best_price_return,top_1pct_price_return_removed_n,mean_net_bp_ex_top_1pct_price_returns,mean_net_r_ex_top_1pct_price_returns,sum_net_r_ex_top_1pct_price_returns,status_censored_boundary,status_closed,status_skipped_in_position,symbols_with_closed_trades,profitable_symbols_by_mean_net_bp,profitable_symbol_share_by_mean_net_bp,equal_weight_mean_symbol_net_bp,equal_weight_median_symbol_net_bp,equal_weight_mean_symbol_net_r,equal_weight_median_symbol_net_r,median_single_symbol_drawdown_r,max_single_symbol_drawdown_r,max_single_symbol_loss_streak,symbols_with_no_signals,streams_total,streams_complete,streams_partial,streams_no_bars
5,v9_both,19740,19740,0,3184,16556,16530,26,26,1.2363994561030909,1.1174242424242418,4276,12254,0,373,0.25868118572292803,0.27846339987900787,-0.3053450270023801,-1.1315192307692317,-5047.353296349343,-0.0462636422673831,-0.9999999999999948,-764.7380066798427,-29.18739354432806,-83.184619816901,-9.187393544328069,-63.184619816901,0.6446622971409437,0.9306306112357345,0.25908138473500136,0.21015289449113017,4282.615289669572,20.0,16530,1.7950966230052332,0.9000000000000066,0.2857142857142857,2.390243902439071,4.2499999999999964,163.03030303030795,1.8024354024887757,241,8671,12947,4.417185924581569,2.6666666666666665,10639,6363,7869,3608,4987,895,3007,154,1214,15,264,3,9596.529304029307,-29.769746783941688,-0.3130483663781533,-5174.376447864496,166,-45.327229960139,-0.4012522135028442,-6566.091221760542,26,16530,3184,534,123,0.2303370786516854,-24.765650409466993,-32.74328973082764,-0.2651158049670899,-0.3345982607665721,15.757329625207026,84.34579224299749,21,124,658,651,6,1
5,joint,6875,6875,0,5,6870,6861,9,9,1.5396298004768108,1.2857142857142716,1918,4943,0,137,0.27955108584754407,0.2976242530243405,-0.1574998370770422,-1.1265413533834596,-1080.6063821855867,0.09512839756051396,-0.9999999999999964,652.6759356626862,-16.24669695525083,-84.580228514653,3.7533030447491624,-64.580228514653,0.8122577353509469,1.1452000734837076,0.25262823463755907,0.2078947368421023,1733.2823178482927,20.0,6861,2.041982433122963,0.9591836734694034,0.2812500000000054,2.5684210526315967,4.782051282051346,163.03030303030795,2.048801540471916,102,3466,5384,4.179650682602148,2.4166666666666665,4413,2495,3375,1460,2231,373,1434,58,644,4,172,1,9596.529304029307,-17.6479762556859,-0.17603929062693033,-1207.629533700742,69,-35.845613442433375,-0.2754604831866614,-1870.927601803804,9,6861,5,533,165,0.30956848030018763,-15.959842859742716,-28.469566605144763,-0.15019398672920853,-0.2535349434259128,7.1000810063620525,34.672791772047916,18,125,658,651,6,1
15,v9_both,7105,7105,0,1154,5951,5935,16,16,1.6520039868503609,1.1276893496884712,1620,4315,0,70,0.2729570345408593,0.2827295703454086,-0.06928946300537518,-1.0738870967741945,-411.2329629369017,0.0631855225784098,-0.9999999999999972,375.00607650286213,-20.886058392070982,-140.55974165769499,-0.8860583920709768,-120.559741657695,0.9081711557723204,1.0958914096438814,0.13247498558378554,0.11362686567164175,786.2390394397671,20.0,5935,1.9813015676141805,0.9347826086956136,0.30123612866975535,2.4615384615384555,4.531428571428572,122.97142857142843,1.9897502091200348,107,3576,5196,14.234498736310025,8.5,3841,2221,2868,1252,1808,276,1152,50,512,10,127,1,17365.884509624204,-23.81608376585195,-0.08254934575474993,-489.8478177086861,60,-53.40603144989674,-0.2224651888421509,-1306.9829844476367,16,5935,1154,534,174,0.3258426966292135,-21.764545275910987,-46.69512853467573,-0.07322801649779868,-0.2226525875087108,5.958088481327339,18.24305935358542,14,124,658,651,6,1
15,joint,2825,2825,0,1,2824,2820,4,4,0.9889913882718173,0.9382812500000011,794,2026,0,29,0.2815602836879433,0.2907801418439716,0.050515200352084406,-1.0728050974512742,142.45286499287803,0.17996471299524192,-0.999999999999998,507.5004906465822,1.4993297295546886,-142.789625281265,21.499329729554695,-122.789625281265,1.0674505801193057,1.2741542066945963,0.129449512643158,0.11232313725490242,365.0476256537055,20.0,2820,2.267424689394812,0.9550579128922814,0.302744425385934,2.659412521440822,5.181547619047551,111.94190871369317,2.2769965189668566,66,1675,2469,12.913297872340426,7.5,1815,1021,1381,588,915,142,612,30,300,8,94,1,17365.884509624204,-4.660437982362535,0.02264562263962174,63.83801022109369,29,-39.28706246331483,-0.1475325883450985,-411.7634540711699,4,2820,1,530,190,0.3584905660377358,-4.894102960588634,-54.12763354571541,0.011067586159787583,-0.2896904410151282,3.2136455107996826,11.3096410010188,11,128,658,651,6,1
60,v9_both,1531,1531,0,267,1264,1248,16,16,2.3982825889205377,0.8087896386430666,438,810,0,6,0.35096153846153844,0.35496794871794873,0.32649157931254297,-1.028210714285715,407.46149098205365,0.3950944383293174,-0.9999999999999977,493.07785903498814,60.860482754383064,-222.54979473623803,80.86048275438309,-202.54979473623797,1.5130967309749228,1.6664422189948978,0.06860285901677454,0.058247083283830305,85.61636805293463,20.0,1248,2.562721995673924,1.164247001986416,0.3867511520737339,3.062827145465608,5.85017241379312,72.86813186813278,2.576578365761329,44,742,1180,60.33814102564103,45.0,873,435,684,249,466,48,322,2,165,0,47,0,7877.058823529413,54.59248087725794,0.304145879739122,379.26991203468515,13,7.775257034581856,0.14717187276331187,181.75726286269014,16,1248,267,486,209,0.43004115226337447,107.54848377361739,-70.21897793647616,0.48138466794250123,-0.14978862585763525,1.0934503321256026,8.910622852274736,8,170,658,651,6,1
60,joint,696,696,0,0,696,689,7,7,4.343796683747287,0.9339045287637716,277,412,0,3,0.4020319303338171,0.40638606676342526,0.6999741810674964,-1.02351338766007,482.28221075550505,0.7684337755534979,-0.9999999999999974,529.45087135636,172.14121240673146,-202.54153990170698,192.14121240673148,-182.541539901707,2.1793180320820498,2.388817156231693,0.0684595944860015,0.05812500000000006,47.168660600855034,20.0,689,3.3382857117343034,1.5554455445544546,0.5000000000000173,4.144927536231904,7.3765957446808885,72.86813186813278,3.361201663327943,39,373,650,55.90711175616836,44.0,518,241,419,142,310,41,233,3,138,0,45,0,7877.058823529413,160.9422042510299,0.6600154532095008,454.0906318081366,7,112.70713351152216,0.4616832865590302,314.8680014332586,7,689,0,408,188,0.46078431372549017,189.27631973343367,-49.49147947207267,0.8069110954739163,-0.12900626379953983,1.0497874107291154,3.764017159559879,4,245,658,651,6,1
