candidates,chart_bars_total,chart_gaps,first,higher_bars,joint_candidates,last,minutes,partial_chart_buckets,partial_higher_buckets,symbol,v9_candidates,valid_ready_window_bars,window_bars_actual,window_bars_expected,window_gap_count,zero_activity,timeframe_min,stream_key,asset,current_status,delivery_ms,inherited,onboard_ms,tick,tail_status,recent_rows,recent_positive_volume_rows,window_missing_5m,gap_count,ready_signal_bars,coverage_status
64,90432,0,2025-11-15 00:00:00+00:00,30144,18,2026-09-24 23:55:00+00:00,5,0,0,0GUSDT,46,17856,17856,17856,0,False,5,0GUSDT_5m,0G,TRADING,4133404800000,True,1758123900000,0.0001,ok,17856,17856,0,0,17856,complete_raw_window_bars
21,30144,0,2025-11-15 00:00:00+00:00,7536,6,2026-09-24 23:45:00+00:00,15,0,0,0GUSDT,15,5952,5952,5952,0,False,15,0GUSDT_15m,0G,TRADING,4133404800000,True,1758123900000,0.0001,ok,17856,17856,0,0,5952,complete_raw_window_bars
7,7536,0,2025-11-15 00:00:00+00:00,1884,3,2026-09-24 23:00:00+00:00,60,0,0,0GUSDT,4,1488,1488,1488,0,False,60,0GUSDT_60m,0G,TRADING,4133404800000,True,1758123900000,0.0001,ok,17856,17856,0,0,1488,complete_raw_window_bars
31,90432,0,2025-11-15 00:00:00+00:00,30144,9,2026-09-24 23:55:00+00:00,5,0,0,1000000BOBUSDT,22,17856,17856,17856,0,False,5,1000000BOBUSDT_5m,1000000BOB,TRADING,4133404800000,True,1749112200000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
17,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,1000000BOBUSDT,13,5952,5952,5952,0,False,15,1000000BOBUSDT_15m,1000000BOB,TRADING,4133404800000,True,1749112200000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
3,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,1000000BOBUSDT,2,1488,1488,1488,0,False,60,1000000BOBUSDT_60m,1000000BOB,TRADING,4133404800000,True,1749112200000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
54,90432,0,2025-11-15 00:00:00+00:00,30144,12,2026-09-24 23:55:00+00:00,5,0,0,1000000MOGUSDT,42,17856,17856,17856,0,False,5,1000000MOGUSDT_5m,1000000MOG,TRADING,4133404800000,True,1730982600000,0.0001,ok,17856,17849,0,0,17856,complete_raw_window_bars
19,30144,0,2025-11-15 00:00:00+00:00,7536,5,2026-09-24 23:45:00+00:00,15,0,0,1000000MOGUSDT,14,5952,5952,5952,0,False,15,1000000MOGUSDT_15m,1000000MOG,TRADING,4133404800000,True,1730982600000,0.0001,ok,17856,17849,0,0,5952,complete_raw_window_bars
4,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,1000000MOGUSDT,3,1488,1488,1488,0,False,60,1000000MOGUSDT_60m,1000000MOG,TRADING,4133404800000,True,1730982600000,0.0001,ok,17856,17849,0,0,1488,complete_raw_window_bars
42,90432,0,2025-11-15 00:00:00+00:00,30144,9,2026-09-24 23:55:00+00:00,5,0,0,1000BONKUSDT,33,17856,17856,17856,0,False,5,1000BONKUSDT_5m,1000BONK,TRADING,4133404800000,True,1700661600000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
16,30144,0,2025-11-15 00:00:00+00:00,7536,2,2026-09-24 23:45:00+00:00,15,0,0,1000BONKUSDT,14,5952,5952,5952,0,False,15,1000BONKUSDT_15m,1000BONK,TRADING,4133404800000,True,1700661600000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
8,7536,0,2025-11-15 00:00:00+00:00,1884,3,2026-09-24 23:00:00+00:00,60,0,0,1000BONKUSDT,5,1488,1488,1488,0,False,60,1000BONKUSDT_60m,1000BONK,TRADING,4133404800000,True,1700661600000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
45,90432,0,2025-11-15 00:00:00+00:00,30144,11,2026-09-24 23:55:00+00:00,5,0,0,1000CATUSDT,34,17856,17856,17856,0,False,5,1000CATUSDT_5m,1000CAT,TRADING,4133404800000,True,1729513800000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
18,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,1000CATUSDT,14,5952,5952,5952,0,False,15,1000CATUSDT_15m,1000CAT,TRADING,4133404800000,True,1729513800000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
5,7536,0,2025-11-15 00:00:00+00:00,1884,2,2026-09-24 23:00:00+00:00,60,0,0,1000CATUSDT,3,1488,1488,1488,0,False,60,1000CATUSDT_60m,1000CAT,TRADING,4133404800000,True,1729513800000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
56,90432,0,2025-11-15 00:00:00+00:00,30144,14,2026-09-24 23:55:00+00:00,5,0,0,1000CHEEMSUSDT,42,17856,17856,17856,0,False,5,1000CHEEMSUSDT_5m,1000CHEEMS,TRADING,4133404800000,True,1732535100000,1e-07,ok,17856,17856,0,0,17856,complete_raw_window_bars
15,30144,0,2025-11-15 00:00:00+00:00,7536,3,2026-09-24 23:45:00+00:00,15,0,0,1000CHEEMSUSDT,12,5952,5952,5952,0,False,15,1000CHEEMSUSDT_15m,1000CHEEMS,TRADING,4133404800000,True,1732535100000,1e-07,ok,17856,17856,0,0,5952,complete_raw_window_bars
3,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,1000CHEEMSUSDT,2,1488,1488,1488,0,False,60,1000CHEEMSUSDT_60m,1000CHEEMS,TRADING,4133404800000,True,1732535100000,1e-07,ok,17856,17856,0,0,1488,complete_raw_window_bars
59,90432,0,2025-11-15 00:00:00+00:00,30144,15,2026-09-24 23:55:00+00:00,5,0,0,1000FLOKIUSDT,44,17856,17856,17856,0,False,5,1000FLOKIUSDT_5m,1000FLOKI,TRADING,4133404800000,True,1683331200000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
28,30144,0,2025-11-15 00:00:00+00:00,7536,8,2026-09-24 23:45:00+00:00,15,0,0,1000FLOKIUSDT,20,5952,5952,5952,0,False,15,1000FLOKIUSDT_15m,1000FLOKI,TRADING,4133404800000,True,1683331200000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
6,7536,0,2025-11-15 00:00:00+00:00,1884,2,2026-09-24 23:00:00+00:00,60,0,0,1000FLOKIUSDT,4,1488,1488,1488,0,False,60,1000FLOKIUSDT_60m,1000FLOKI,TRADING,4133404800000,True,1683331200000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
53,90432,0,2025-11-15 00:00:00+00:00,30144,14,2026-09-24 23:55:00+00:00,5,0,0,1000LUNCUSDT,39,17856,17856,17856,0,False,5,1000LUNCUSDT_5m,1000LUNC,TRADING,4133404800000,True,1662620400000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
22,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,1000LUNCUSDT,18,5952,5952,5952,0,False,15,1000LUNCUSDT_15m,1000LUNC,TRADING,4133404800000,True,1662620400000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
1,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,1000LUNCUSDT,1,1488,1488,1488,0,False,60,1000LUNCUSDT_60m,1000LUNC,TRADING,4133404800000,True,1662620400000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
49,90432,0,2025-11-15 00:00:00+00:00,30144,13,2026-09-24 23:55:00+00:00,5,0,0,1000PEPEUSDT,36,17856,17856,17856,0,False,5,1000PEPEUSDT_5m,1000PEPE,TRADING,4133404800000,True,1683244800000,1e-07,ok,17856,17856,0,0,17856,complete_raw_window_bars
17,30144,0,2025-11-15 00:00:00+00:00,7536,6,2026-09-24 23:45:00+00:00,15,0,0,1000PEPEUSDT,11,5952,5952,5952,0,False,15,1000PEPEUSDT_15m,1000PEPE,TRADING,4133404800000,True,1683244800000,1e-07,ok,17856,17856,0,0,5952,complete_raw_window_bars
1,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,1000PEPEUSDT,1,1488,1488,1488,0,False,60,1000PEPEUSDT_60m,1000PEPE,TRADING,4133404800000,True,1683244800000,1e-07,ok,17856,17856,0,0,1488,complete_raw_window_bars
42,90432,0,2025-11-15 00:00:00+00:00,30144,11,2026-09-24 23:55:00+00:00,5,0,0,1000RATSUSDT,31,17856,17856,17856,0,False,5,1000RATSUSDT_5m,1000RATS,TRADING,4133404800000,True,1702648800000,1e-05,ok,17856,17855,0,0,17856,complete_raw_window_bars
25,30144,0,2025-11-15 00:00:00+00:00,7536,8,2026-09-24 23:45:00+00:00,15,0,0,1000RATSUSDT,17,5952,5952,5952,0,False,15,1000RATSUSDT_15m,1000RATS,TRADING,4133404800000,True,1702648800000,1e-05,ok,17856,17855,0,0,5952,complete_raw_window_bars
13,7536,0,2025-11-15 00:00:00+00:00,1884,4,2026-09-24 23:00:00+00:00,60,0,0,1000RATSUSDT,9,1488,1488,1488,0,False,60,1000RATSUSDT_60m,1000RATS,TRADING,4133404800000,True,1702648800000,1e-05,ok,17856,17855,0,0,1488,complete_raw_window_bars
54,90432,0,2025-11-15 00:00:00+00:00,30144,15,2026-09-24 23:55:00+00:00,5,0,0,1000SATSUSDT,39,17856,17856,17856,0,False,5,1000SATSUSDT_5m,1000SATS,TRADING,4133404800000,True,1702389600000,1e-08,ok,17856,17856,0,0,17856,complete_raw_window_bars
13,30144,0,2025-11-15 00:00:00+00:00,7536,3,2026-09-24 23:45:00+00:00,15,0,0,1000SATSUSDT,10,5952,5952,5952,0,False,15,1000SATSUSDT_15m,1000SATS,TRADING,4133404800000,True,1702389600000,1e-08,ok,17856,17856,0,0,5952,complete_raw_window_bars
5,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,1000SATSUSDT,4,1488,1488,1488,0,False,60,1000SATSUSDT_60m,1000SATS,TRADING,4133404800000,True,1702389600000,1e-08,ok,17856,17856,0,0,1488,complete_raw_window_bars
44,90432,0,2025-11-15 00:00:00+00:00,30144,12,2026-09-24 23:55:00+00:00,5,0,0,1000SHIBUSDT,32,17856,17856,17856,0,False,5,1000SHIBUSDT_5m,1000SHIB,TRADING,4133404800000,True,1620630000000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
13,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,1000SHIBUSDT,9,5952,5952,5952,0,False,15,1000SHIBUSDT_15m,1000SHIB,TRADING,4133404800000,True,1620630000000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
4,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,1000SHIBUSDT,3,1488,1488,1488,0,False,60,1000SHIBUSDT_60m,1000SHIB,TRADING,4133404800000,True,1620630000000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
0,90432,0,2025-11-15 00:00:00+00:00,30144,0,2026-09-24 23:55:00+00:00,5,0,0,1000WHYUSDT,0,17856,17856,17856,0,False,5,1000WHYUSDT_5m,1000WHY,SETTLING,1773738000000,True,1732534200000,1e-07,ok,17856,0,0,0,17856,complete_raw_window_bars
0,30144,0,2025-11-15 00:00:00+00:00,7536,0,2026-09-24 23:45:00+00:00,15,0,0,1000WHYUSDT,0,5952,5952,5952,0,False,15,1000WHYUSDT_15m,1000WHY,SETTLING,1773738000000,True,1732534200000,1e-07,ok,17856,0,0,0,5952,complete_raw_window_bars
0,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,1000WHYUSDT,0,1488,1488,1488,0,False,60,1000WHYUSDT_60m,1000WHY,SETTLING,1773738000000,True,1732534200000,1e-07,ok,17856,0,0,0,1488,complete_raw_window_bars
62,90432,0,2025-11-15 00:00:00+00:00,30144,17,2026-09-24 23:55:00+00:00,5,0,0,1000XECUSDT,45,17856,17856,17856,0,False,5,1000XECUSDT_5m,1000XEC,TRADING,4133404800000,True,1631775600000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
25,30144,0,2025-11-15 00:00:00+00:00,7536,7,2026-09-24 23:45:00+00:00,15,0,0,1000XECUSDT,18,5952,5952,5952,0,False,15,1000XECUSDT_15m,1000XEC,TRADING,4133404800000,True,1631775600000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
12,7536,0,2025-11-15 00:00:00+00:00,1884,3,2026-09-24 23:00:00+00:00,60,0,0,1000XECUSDT,9,1488,1488,1488,0,False,60,1000XECUSDT_60m,1000XEC,TRADING,4133404800000,True,1631775600000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
0,90432,0,2025-11-15 00:00:00+00:00,30144,0,2026-09-24 23:55:00+00:00,5,0,0,1000XUSDT,0,0,17856,17856,0,True,5,1000XUSDT_5m,1000X,SETTLING,1763110800000,True,1731501000000,1e-05,ok,17856,0,0,0,0,complete_raw_window_bars
0,30144,0,2025-11-15 00:00:00+00:00,7536,0,2026-09-24 23:45:00+00:00,15,0,0,1000XUSDT,0,0,5952,5952,0,True,15,1000XUSDT_15m,1000X,SETTLING,1763110800000,True,1731501000000,1e-05,ok,17856,0,0,0,0,complete_raw_window_bars
0,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,1000XUSDT,0,0,1488,1488,0,True,60,1000XUSDT_60m,1000X,SETTLING,1763110800000,True,1731501000000,1e-05,ok,17856,0,0,0,0,complete_raw_window_bars
49,90432,0,2025-11-15 00:00:00+00:00,30144,15,2026-09-24 23:55:00+00:00,5,0,0,1INCHUSDT,34,17856,17856,17856,0,False,5,1INCHUSDT_5m,1INCH,TRADING,4133404800000,True,1608879600000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
20,30144,0,2025-11-15 00:00:00+00:00,7536,5,2026-09-24 23:45:00+00:00,15,0,0,1INCHUSDT,15,5952,5952,5952,0,False,15,1INCHUSDT_15m,1INCH,TRADING,4133404800000,True,1608879600000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
2,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,1INCHUSDT,2,1488,1488,1488,0,False,60,1INCHUSDT_60m,1INCH,TRADING,4133404800000,True,1608879600000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
55,90432,0,2025-11-15 00:00:00+00:00,30144,14,2026-09-24 23:55:00+00:00,5,0,0,1MBABYDOGEUSDT,41,17856,17856,17856,0,False,5,1MBABYDOGEUSDT_5m,1MBABYDOGE,TRADING,4133404800000,True,1726486500000,1e-07,ok,17856,17849,0,0,17856,complete_raw_window_bars
17,30144,0,2025-11-15 00:00:00+00:00,7536,5,2026-09-24 23:45:00+00:00,15,0,0,1MBABYDOGEUSDT,12,5952,5952,5952,0,False,15,1MBABYDOGEUSDT_15m,1MBABYDOGE,TRADING,4133404800000,True,1726486500000,1e-07,ok,17856,17849,0,0,5952,complete_raw_window_bars
5,7536,0,2025-11-15 00:00:00+00:00,1884,2,2026-09-24 23:00:00+00:00,60,0,0,1MBABYDOGEUSDT,3,1488,1488,1488,0,False,60,1MBABYDOGEUSDT_60m,1MBABYDOGE,TRADING,4133404800000,True,1726486500000,1e-07,ok,17856,17849,0,0,1488,complete_raw_window_bars
41,90432,0,2025-11-15 00:00:00+00:00,30144,12,2026-09-24 23:55:00+00:00,5,0,0,2ZUSDT,29,17856,17856,17856,0,False,5,2ZUSDT_5m,2Z,TRADING,4133404800000,True,1759408200000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
25,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,2ZUSDT,21,5952,5952,5952,0,False,15,2ZUSDT_15m,2Z,TRADING,4133404800000,True,1759408200000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
4,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,2ZUSDT,3,1488,1488,1488,0,False,60,2ZUSDT_60m,2Z,TRADING,4133404800000,True,1759408200000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
0,90432,0,2025-11-15 00:00:00+00:00,30144,0,2026-09-24 23:55:00+00:00,5,0,0,42USDT,0,17856,17856,17856,0,False,5,42USDT_5m,42,SETTLING,1769763600000,True,1761561000000,1e-05,ok,17856,0,0,0,17856,complete_raw_window_bars
0,30144,0,2025-11-15 00:00:00+00:00,7536,0,2026-09-24 23:45:00+00:00,15,0,0,42USDT,0,5952,5952,5952,0,False,15,42USDT_15m,42,SETTLING,1769763600000,True,1761561000000,1e-05,ok,17856,0,0,0,5952,complete_raw_window_bars
0,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,42USDT,0,1488,1488,1488,0,False,60,42USDT_60m,42,SETTLING,1769763600000,True,1761561000000,1e-05,ok,17856,0,0,0,1488,complete_raw_window_bars
39,90432,0,2025-11-15 00:00:00+00:00,30144,12,2026-09-24 23:55:00+00:00,5,0,0,4USDT,27,17856,17856,17856,0,False,5,4USDT_5m,4,TRADING,4133404800000,True,1759923000000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
27,30144,0,2025-11-15 00:00:00+00:00,7536,9,2026-09-24 23:45:00+00:00,15,0,0,4USDT,18,5952,5952,5952,0,False,15,4USDT_15m,4,TRADING,4133404800000,True,1759923000000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
7,7536,0,2025-11-15 00:00:00+00:00,1884,3,2026-09-24 23:00:00+00:00,60,0,0,4USDT,4,1488,1488,1488,0,False,60,4USDT_60m,4,TRADING,4133404800000,True,1759923000000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
0,90432,0,2025-11-15 00:00:00+00:00,30144,0,2026-09-24 23:55:00+00:00,5,0,0,A2ZUSDT,0,17856,17856,17856,0,False,5,A2ZUSDT_5m,A2Z,SETTLING,1774342800000,True,1753862400000,1e-07,ok,17856,0,0,0,17856,complete_raw_window_bars
0,30144,0,2025-11-15 00:00:00+00:00,7536,0,2026-09-24 23:45:00+00:00,15,0,0,A2ZUSDT,0,5952,5952,5952,0,False,15,A2ZUSDT_15m,A2Z,SETTLING,1774342800000,True,1753862400000,1e-07,ok,17856,0,0,0,5952,complete_raw_window_bars
0,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,A2ZUSDT,0,1488,1488,1488,0,False,60,A2ZUSDT_60m,A2Z,SETTLING,1774342800000,True,1753862400000,1e-07,ok,17856,0,0,0,1488,complete_raw_window_bars
57,90432,0,2025-11-15 00:00:00+00:00,30144,14,2026-09-24 23:55:00+00:00,5,0,0,AAVEUSDT,43,17856,17856,17856,0,False,5,AAVEUSDT_5m,AAVE,TRADING,4133404800000,True,1602831600000,0.01,ok,17856,17856,0,0,17856,complete_raw_window_bars
25,30144,0,2025-11-15 00:00:00+00:00,7536,6,2026-09-24 23:45:00+00:00,15,0,0,AAVEUSDT,19,5952,5952,5952,0,False,15,AAVEUSDT_15m,AAVE,TRADING,4133404800000,True,1602831600000,0.01,ok,17856,17856,0,0,5952,complete_raw_window_bars
7,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,AAVEUSDT,6,1488,1488,1488,0,False,60,AAVEUSDT_60m,AAVE,TRADING,4133404800000,True,1602831600000,0.01,ok,17856,17856,0,0,1488,complete_raw_window_bars
44,90432,0,2025-11-15 00:00:00+00:00,30144,12,2026-09-24 23:55:00+00:00,5,0,0,ACEUSDT,32,17856,17856,17856,0,False,5,ACEUSDT_5m,ACE,TRADING,4133404800000,True,1702893600000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
22,30144,0,2025-11-15 00:00:00+00:00,7536,8,2026-09-24 23:45:00+00:00,15,0,0,ACEUSDT,14,5952,5952,5952,0,False,15,ACEUSDT_15m,ACE,TRADING,4133404800000,True,1702893600000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
2,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,ACEUSDT,1,1488,1488,1488,0,False,60,ACEUSDT_60m,ACE,TRADING,4133404800000,True,1702893600000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
54,90432,0,2025-11-15 00:00:00+00:00,30144,14,2026-09-24 23:55:00+00:00,5,0,0,ACHUSDT,40,17856,17856,17856,0,False,5,ACHUSDT_5m,ACH,TRADING,4133404800000,True,1676962800000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
36,30144,0,2025-11-15 00:00:00+00:00,7536,12,2026-09-24 23:45:00+00:00,15,0,0,ACHUSDT,24,5952,5952,5952,0,False,15,ACHUSDT_15m,ACH,TRADING,4133404800000,True,1676962800000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
3,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,ACHUSDT,2,1488,1488,1488,0,False,60,ACHUSDT_60m,ACH,TRADING,4133404800000,True,1676962800000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
34,90432,0,2025-11-15 00:00:00+00:00,30144,7,2026-09-24 23:55:00+00:00,5,0,0,ACTUSDT,27,17856,17856,17856,0,False,5,ACTUSDT_5m,ACT,TRADING,4133404800000,True,1731327300000,1e-06,ok,17856,17856,0,0,17856,complete_raw_window_bars
25,30144,0,2025-11-15 00:00:00+00:00,7536,7,2026-09-24 23:45:00+00:00,15,0,0,ACTUSDT,18,5952,5952,5952,0,False,15,ACTUSDT_15m,ACT,TRADING,4133404800000,True,1731327300000,1e-06,ok,17856,17856,0,0,5952,complete_raw_window_bars
7,7536,0,2025-11-15 00:00:00+00:00,1884,3,2026-09-24 23:00:00+00:00,60,0,0,ACTUSDT,4,1488,1488,1488,0,False,60,ACTUSDT_60m,ACT,TRADING,4133404800000,True,1731327300000,1e-06,ok,17856,17856,0,0,1488,complete_raw_window_bars
35,70983,0,2026-01-21 12:45:00+00:00,23661,9,2026-09-24 23:55:00+00:00,5,0,0,ACUUSDT,26,17856,17856,17856,0,False,5,ACUUSDT_5m,ACU,TRADING,4133404800000,True,1768999500000,1e-05,ok,17856,17856,0,0,17856,complete_raw_window_bars
28,23661,0,2026-01-21 12:45:00+00:00,5915,9,2026-09-24 23:45:00+00:00,15,0,1,ACUUSDT,19,5952,5952,5952,0,False,15,ACUUSDT_15m,ACU,TRADING,4133404800000,True,1768999500000,1e-05,ok,17856,17856,0,0,5952,complete_raw_window_bars
4,5915,0,2026-01-21 13:00:00+00:00,1478,2,2026-09-24 23:00:00+00:00,60,1,1,ACUUSDT,2,1488,1488,1488,0,False,60,ACUUSDT_60m,ACU,TRADING,4133404800000,True,1768999500000,1e-05,ok,17856,17856,0,0,1488,complete_raw_window_bars
12,90432,0,2025-11-15 00:00:00+00:00,30144,2,2026-09-24 23:55:00+00:00,5,0,0,ACXUSDT,10,17856,17856,17856,0,False,5,ACXUSDT_5m,ACX,SETTLING,1786093200000,True,1733497200000,1e-05,ok,17856,3852,0,0,17856,complete_raw_window_bars
2,30144,0,2025-11-15 00:00:00+00:00,7536,1,2026-09-24 23:45:00+00:00,15,0,0,ACXUSDT,1,5952,5952,5952,0,False,15,ACXUSDT_15m,ACX,SETTLING,1786093200000,True,1733497200000,1e-05,ok,17856,3852,0,0,5952,complete_raw_window_bars
0,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,ACXUSDT,0,1488,1488,1488,0,False,60,ACXUSDT_60m,ACX,SETTLING,1786093200000,True,1733497200000,1e-05,ok,17856,3852,0,0,1488,complete_raw_window_bars
45,90432,0,2025-11-15 00:00:00+00:00,30144,11,2026-09-24 23:55:00+00:00,5,0,0,ADAUSDT,34,17856,17856,17856,0,False,5,ADAUSDT_5m,ADA,TRADING,4133404800000,True,1580457600000,0.0001,ok,17856,17856,0,0,17856,complete_raw_window_bars
14,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,ADAUSDT,10,5952,5952,5952,0,False,15,ADAUSDT_15m,ADA,TRADING,4133404800000,True,1580457600000,0.0001,ok,17856,17856,0,0,5952,complete_raw_window_bars
4,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,ADAUSDT,3,1488,1488,1488,0,False,60,ADAUSDT_60m,ADA,TRADING,4133404800000,True,1580457600000,0.0001,ok,17856,17856,0,0,1488,complete_raw_window_bars
48,90432,0,2025-11-15 00:00:00+00:00,30144,10,2026-09-24 23:55:00+00:00,5,0,0,AEROUSDT,38,17856,17856,17856,0,False,5,AEROUSDT_5m,AERO,TRADING,4133404800000,True,1733321700000,0.0001,ok,17856,17856,0,0,17856,complete_raw_window_bars
16,30144,0,2025-11-15 00:00:00+00:00,7536,4,2026-09-24 23:45:00+00:00,15,0,0,AEROUSDT,12,5952,5952,5952,0,False,15,AEROUSDT_15m,AERO,TRADING,4133404800000,True,1733321700000,0.0001,ok,17856,17856,0,0,5952,complete_raw_window_bars
6,7536,0,2025-11-15 00:00:00+00:00,1884,3,2026-09-24 23:00:00+00:00,60,0,0,AEROUSDT,3,1488,1488,1488,0,False,60,AEROUSDT_60m,AERO,TRADING,4133404800000,True,1733321700000,0.0001,ok,17856,17856,0,0,1488,complete_raw_window_bars
68,90432,0,2025-11-15 00:00:00+00:00,30144,23,2026-09-24 23:55:00+00:00,5,0,0,AEVOUSDT,45,17856,17856,17856,0,False,5,AEVOUSDT_5m,AEVO,TRADING,4133404800000,True,1710336600000,1e-05,ok,17856,17855,0,0,17856,complete_raw_window_bars
23,30144,0,2025-11-15 00:00:00+00:00,7536,8,2026-09-24 23:45:00+00:00,15,0,0,AEVOUSDT,15,5952,5952,5952,0,False,15,AEVOUSDT_15m,AEVO,TRADING,4133404800000,True,1710336600000,1e-05,ok,17856,17855,0,0,5952,complete_raw_window_bars
3,7536,0,2025-11-15 00:00:00+00:00,1884,1,2026-09-24 23:00:00+00:00,60,0,0,AEVOUSDT,2,1488,1488,1488,0,False,60,AEVOUSDT_60m,AEVO,TRADING,4133404800000,True,1710336600000,1e-05,ok,17856,17855,0,0,1488,complete_raw_window_bars
0,90432,0,2025-11-15 00:00:00+00:00,30144,0,2026-09-24 23:55:00+00:00,5,0,0,AGIXUSDT,0,0,17856,17856,0,True,5,AGIXUSDT_5m,AGIX,SETTLING,1719306000000,True,1676444400000,0.0001,ok,17856,0,0,0,0,complete_raw_window_bars
0,30144,0,2025-11-15 00:00:00+00:00,7536,0,2026-09-24 23:45:00+00:00,15,0,0,AGIXUSDT,0,0,5952,5952,0,True,15,AGIXUSDT_15m,AGIX,SETTLING,1719306000000,True,1676444400000,0.0001,ok,17856,0,0,0,0,complete_raw_window_bars
0,7536,0,2025-11-15 00:00:00+00:00,1884,0,2026-09-24 23:00:00+00:00,60,0,0,AGIXUSDT,0,0,1488,1488,0,True,60,AGIXUSDT_60m,AGIX,SETTLING,1719306000000,True,1676444400000,0.0001,ok,17856,0,0,0,0,complete_raw_window_bars
64,90432,0,2025-11-15 00:00:00+00:00,30144,17,2026-09-24 23:55:00+00:00,5,0,0,AGLDUSDT,47,17856,17856,17856,0,False,5,AGLDUSDT_5m,AGLD,TRADING,4133404800000,True,1690597800000,0.0001,ok,17856,17856,0,0,17856,complete_raw_window_bars
