asset,instrument,observation_roles,bar_open,confirmed_at,open,high,low,close,atr,middle,md,sb,ropeHigh,pastWidth,pastCrosses,prog_dense_hits,prog_prior_high,prog_advance,prog_volume_base,prog_volume_ratio,prog_efficiency,prog_close_position,previous_middle,prior_trend_side,holding_through_close,exit_this_close,v1_same_bar_priority,pass_ready,pass_recent_density,pass_break_prior12,pass_above_six_ma,pass_green_candle,pass_zlema_rising,pass_md_ge_signal,pass_advance_3bar,pass_volume_3bar,pass_efficiency_3bar,pass_close_position,pass_no_existing_hold,pass_not_exit_bar,pass_no_v1_priority,all_criteria,progressive_eligible,v2_burst,v2_route,v2_trend_side,v2_entry_bar,v2_entry_ref,v2_initial_stop,v2_risk_valid,v2_protection,v2_state,failed_criteria,failed_state_gates,active_entry_confirmed_at
HYPE,okx:HYPE-USDT-SWAP:segment0,latest_entry_at_or_before_2200;latest_entry_at_or_before_2300;latest_entry_before_night,2026-08-15 16:00:00+00:00,2026-08-15 17:00:00+00:00,56.814,57.194,56.635,57.187,0.3745203117937557,56.31620168357911,0.0,0.0,56.701,2.169442015445543,0.0,5.0,56.848,2.2816926454821087,389700.5,2.0732913267154305,0.590608950843724,0.9874776386404205,56.235213566620324,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,progressive,1,2560.0,57.187,55.84,True,55.84,渐进启动 · 初始保护,,,2026-08-15 17:00:00+00:00
HYPE,okx:HYPE-USDT-SWAP:segment0,target_open_0819_2200,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,58.637,59.935,58.621,59.879,0.5404810144854636,58.77989490240867,0.0,0.0017194286590809485,59.03705,2.5354245056797002,6.0,10.0,59.414,2.6489825877584354,615376.5,3.4226466778197304,0.40132727907789073,0.957382039573817,58.694329576997355,1,True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,,1,2560.0,57.187,55.84,True,57.984,趋势跟踪,md_ge_signal;efficiency_3bar,no_existing_hold,2026-08-15 17:00:00+00:00
HYPE,okx:HYPE-USDT-SWAP:segment0,target_open_0819_2300,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,59.88,61.88,59.643,61.851,0.6616609420222164,59.0410179443923,0.12436811925918789,0.013818679917687544,59.08216666666667,2.478234069027138,5.0,11.0,59.935,5.664513201432831,615376.5,7.847037274470724,0.5869465997261508,0.9870362092087602,58.77989490240867,1,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,,1,2560.0,57.187,55.84,True,59.204,趋势跟踪,,no_existing_hold,2026-08-15 17:00:00+00:00
NEAR,okx:NEAR-USDT-SWAP:segment0,latest_entry_at_or_before_2200;latest_entry_at_or_before_2300;latest_entry_before_night,2026-08-17 04:00:00+00:00,2026-08-17 05:00:00+00:00,1.622,1.638,1.62,1.635,0.01097033083402388,1.6101258809531467,-0.003662423319832575,-0.005683162319795931,1.6281416666666668,1.712498935023308,2.0,12.0,1.627,2.532274305425502,20090.65,1.5243558570777893,0.6341463414634197,0.8333333333333375,1.6079217430356822,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,progressive,1,2596.0,1.635,1.595,True,1.595,渐进启动 · 初始保护,,,2026-08-17 05:00:00+00:00
NEAR,okx:NEAR-USDT-SWAP:segment0,target_open_0819_2200,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,1.619,1.64,1.619,1.638,0.015261777831381813,1.60743975290621,-0.0009593965820946515,-0.006491688074863087,1.6212333333333333,1.1797265250816726,4.0,12.0,1.628,1.3810447007438247,44622.1,1.238337057198113,0.4565217391304346,0.9047619047619042,1.6046953751753765,0,False,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,,0,2596.0,1.635,1.595,True,1.595,方向或主线未通过,advance_3bar;volume_3bar;efficiency_3bar,,
NEAR,okx:NEAR-USDT-SWAP:segment0,target_open_0819_2300,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,1.638,1.696,1.634,1.66,0.0186002222719974,1.6134023665148516,0.0,-0.00534373231639836,1.6218083333333335,1.1879753940742215,3.0,12.0,1.64,2.4356247446393153,43527.85,4.430224940277698,0.39784946236559066,0.41935483870967744,1.60743975290621,0,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,,0,2596.0,1.635,1.595,True,1.595,方向或主线未通过,efficiency_3bar;close_position,,
PEPE,okx:PEPE-USDT-SWAP:segment0,latest_entry_at_or_before_2200;latest_entry_at_or_before_2300;latest_entry_before_night,2026-08-02 01:00:00+00:00,2026-08-02 02:00:00+00:00,2.785e-06,2.864e-06,2.785e-06,2.857e-06,2.979127830523931e-08,2.7777928185899173e-06,0.0,0.0,2.7775692211962236e-06,0.6204849229709957,4.0,12.0,2.813e-06,3.2346737039696873,59522.55,1.9314937504077574,0.8333333333333327,0.9113924050632899,2.770357095260383e-06,0,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,price_first,1,2233.0,2.857e-06,2.747e-06,True,2.747e-06,强劲爆发 · 初始保护,,no_v1_priority,2026-08-02 02:00:00+00:00
PEPE,okx:PEPE-USDT-SWAP:segment0,target_open_0819_2200,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,2.595e-06,2.656e-06,2.594e-06,2.65e-06,2.238789728142759e-08,2.5957155250164776e-06,0.0,0.0,2.6184931029843092e-06,1.8793559028918507,5.0,10.0,2.628e-06,2.771582951354127,49110.600000000006,3.163031334715246,0.4273504273504273,0.9032258064516124,2.5909201073544657e-06,0,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,,0,2233.0,2.857e-06,2.747e-06,True,2.747e-06,近零整理,efficiency_3bar,,
PEPE,okx:PEPE-USDT-SWAP:segment0,target_open_0819_2300,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,2.65e-06,2.765e-06,2.642e-06,2.691e-06,2.957447604703993e-08,2.607428734050925e-06,0.0,0.0,2.619691564092007e-06,1.8292206865616347,6.0,11.0,2.656e-06,3.9996492714214567,49110.600000000006,9.23242843703803,0.3537735849056606,0.3983739837398387,2.5957155250164776e-06,0,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,,0,2233.0,2.857e-06,2.747e-06,True,2.747e-06,近零整理,efficiency_3bar;close_position,,
