symbol,window_len,window_start_i,window_end_i,window_end_time,input_pixel_sha256,core_start_i,core_end_i,core_length_bars,confirmation_bars,core_start_local,core_end_local,prediction_cx_norm,prediction_cy_norm,prediction_w_norm,prediction_h_norm,class_id,class_name,confidence,core_start_time,core_end_time,core_high,core_low,candidate_id,direction,available_at,standing_gate_pass,standing_current_close,standing_bundle_edge,flipped_standing_gate_pass,causal_feature_last_i,event_peak_confidence,event_peak_endpoint,first_detection_endpoint,first_available_at,event_candidate_count,representative_rule,dedup_symbol,dedup_class_id,event_id,review_rank,selection_policy,review_directional_move_24h_pct,review_directional_move_48h_pct,review_directional_move_96h_pct,review_reference_close,review_mfe_96h_pct,review_mae_96h_pct,review_outcomes_used_for_selection,chart_filename
RVN_USDT_SWAP,19,226,244,2026-08-28T09:00:00+00:00,a69bab3bd8f29dc8a508679816669b9628087ef8c4d2525acb64c57a79808da1,238,242,5,2,12,16,0.7710814476013184,0.5464007258415222,0.25912362337112427,0.3857962191104889,1,dense_short,0.9456469416618347,2026-08-28T03:00:00+00:00,2026-08-28T07:00:00+00:00,0.003327,0.003237,standing_001442,SHORT,2026-08-28T10:00:00+00:00,True,0.003197,0.0032829727438802377,False,244,0.9726704955101013,2026-08-28T13:00:00+00:00,2026-08-28T09:00:00+00:00,2026-08-28T10:00:00+00:00,31,earliest_passing_endpoint_then_highest_confidence,RVN_USDT_SWAP,1,event_0090,1,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,4.28526743822335,5.755395683453246,8.539255552080082,0.003197,10.32217704097591,-0.6568658116984594,False,01_RVN_SHORT_20260828T0900Z_global.png
RAVE_USDT_SWAP,19,233,251,2026-08-28T16:00:00+00:00,94ae43bdc856fa476adbb9b1a801e1628a8522281f12372521abfd5fe2dbff72,245,249,5,2,12,16,0.7712273597717285,0.3840755224227905,0.25698986649513245,0.38866159319877625,1,dense_short,0.9412775635719299,2026-08-28T10:00:00+00:00,2026-08-28T14:00:00+00:00,0.2763,0.2689,standing_001383,SHORT,2026-08-28T17:00:00+00:00,True,0.2657,0.274695791870699,False,251,0.9599530100822449,2026-08-28T21:00:00+00:00,2026-08-28T16:00:00+00:00,2026-08-28T17:00:00+00:00,16,earliest_passing_endpoint_then_highest_confidence,RAVE_USDT_SWAP,1,event_0129,2,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-1.9570944674444757,-1.3172751223184065,3.161460293564178,0.2657,4.290553255551366,-3.9518253669552195,False,02_RAVE_SHORT_20260828T1600Z_global.png
LPT_USDT_SWAP,18,234,251,2026-08-28T16:00:00+00:00,67332dd2b83935204757699896b0cc111e508bb9cfa3a43a92ce9d51151867d1,246,249,4,2,12,15,0.787379264831543,0.49179911613464355,0.21215781569480896,0.3904452621936798,1,dense_short,0.9309791326522827,2026-08-28T11:00:00+00:00,2026-08-28T14:00:00+00:00,1.406,1.358,standing_001055,SHORT,2026-08-28T17:00:00+00:00,True,1.347,1.3919325732063668,False,251,0.9587866067886353,2026-08-28T23:00:00+00:00,2026-08-28T16:00:00+00:00,2026-08-28T17:00:00+00:00,17,earliest_passing_endpoint_then_highest_confidence,LPT_USDT_SWAP,1,event_0123,3,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-0.29695619896066283,-3.6377134372679976,1.63325909428359,1.347,3.2665181885671912,-5.493689680772085,False,03_LPT_SHORT_20260828T1600Z_global.png
ARX_USDT_SWAP,19,183,201,2026-08-26T14:00:00+00:00,98d3f03870c7395a03d86d6e1776aef51e702872b36ae409ddd0be101bfb20a0,195,199,5,2,12,16,0.7705098390579224,0.5174723267555237,0.25971031188964844,0.5365743637084961,1,dense_short,0.9256681799888611,2026-08-26T08:00:00+00:00,2026-08-26T12:00:00+00:00,0.1319,0.1263,standing_000174,SHORT,2026-08-26T15:00:00+00:00,True,0.1249,0.12930988568787835,False,201,0.9579080939292908,2026-08-26T18:00:00+00:00,2026-08-26T14:00:00+00:00,2026-08-26T15:00:00+00:00,16,earliest_passing_endpoint_then_highest_confidence,ARX_USDT_SWAP,1,event_0032,4,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-5.5244195356285,-0.8807045636509248,1.6813450760608362,0.1249,7.36589271417134,-11.68935148118495,False,04_ARX_SHORT_20260826T1400Z_global.png
FLOKI_USDT_SWAP,18,184,201,2026-08-26T14:00:00+00:00,30075d84bbc8edf1c27d4c3bf44b5c47a7639ea631effbbb304b40cbecb84d37,195,199,5,2,11,15,0.7592349648475647,0.5133302807807922,0.26901063323020935,0.3643018901348114,1,dense_short,0.9167919754981995,2026-08-26T08:00:00+00:00,2026-08-26T12:00:00+00:00,2.635e-05,2.568e-05,standing_000684,SHORT,2026-08-26T15:00:00+00:00,True,2.517e-05,2.6130255252063293e-05,False,201,0.9548565745353699,2026-08-26T18:00:00+00:00,2026-08-26T14:00:00+00:00,2026-08-26T15:00:00+00:00,12,earliest_passing_endpoint_then_highest_confidence,FLOKI_USDT_SWAP,1,event_0035,5,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-6.992451330949545,-4.290822407628125,-1.0329757647993487,2.517e-05,1.2713547874453779,-8.661104489471594,False,05_FLOKI_SHORT_20260826T1400Z_global.png
WLD_USDT_SWAP,18,237,254,2026-08-28T19:00:00+00:00,63d40c864665a72578376a276f1fa1d678c68e228da28774be9a9f4964a4a819,247,251,5,3,10,14,0.7016462087631226,0.6245465874671936,0.269339382648468,0.5717832446098328,1,dense_short,0.8968804478645325,2026-08-28T12:00:00+00:00,2026-08-28T16:00:00+00:00,0.404,0.3792,standing_001803,SHORT,2026-08-28T20:00:00+00:00,True,0.3806,0.3954386177316985,False,254,0.947645366191864,2026-08-28T20:00:00+00:00,2026-08-28T19:00:00+00:00,2026-08-28T20:00:00+00:00,18,earliest_passing_endpoint_then_highest_confidence,WLD_USDT_SWAP,1,event_0184,6,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,1.4713610089332585,-0.8407777193904398,4.676826064109296,0.3806,7.777193904361535,-2.233315817130843,False,06_WLD_SHORT_20260828T1900Z_global.png
CAP_USDT_SWAP,18,274,291,2026-08-30T08:00:00+00:00,9f2c031296df37a604e41e4bc9541cea05dc593e5980430e152b96023fc9b8dc,286,289,4,2,12,15,0.7887356877326965,0.44497159123420715,0.21378955245018005,0.27757611870765686,1,dense_short,0.25909897685050964,2026-08-30T03:00:00+00:00,2026-08-30T06:00:00+00:00,0.06946,0.06823,standing_000410,SHORT,2026-08-30T09:00:00+00:00,True,0.06738,0.06861966666666668,False,291,0.9427189230918884,2026-08-30T12:00:00+00:00,2026-08-30T08:00:00+00:00,2026-08-30T09:00:00+00:00,14,earliest_passing_endpoint_then_highest_confidence,CAP_USDT_SWAP,1,event_0227,7,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-3.5767289997031826,-2.938557435440803,7.5244879786286685,0.06738,13.223508459483524,-11.724547343425362,False,07_CAP_SHORT_20260830T0800Z_global.png
MEME_USDT_SWAP,18,234,251,2026-08-28T16:00:00+00:00,ea7dfd9d2b474a9b13d2e48458ca91e8ca54778916bd5141876e6dd687448c27,246,249,4,2,12,15,0.7872499227523804,0.47057661414146423,0.21072959899902344,0.4096663296222687,1,dense_short,0.8302900195121765,2026-08-28T11:00:00+00:00,2026-08-28T14:00:00+00:00,0.0005482,0.0005325,standing_001104,SHORT,2026-08-28T17:00:00+00:00,True,0.000529,0.0005438325921951683,False,251,0.9426470994949341,2026-08-28T23:00:00+00:00,2026-08-28T16:00:00+00:00,2026-08-28T17:00:00+00:00,17,earliest_passing_endpoint_then_highest_confidence,MEME_USDT_SWAP,1,event_0125,8,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-0.5103969754253423,-2.041587901701325,2.2117202268430836,0.000529,6.049149338374271,-2.3440453686200513,False,08_MEME_SHORT_20260828T1600Z_global.png
COMP_USDT_SWAP,18,166,183,2026-08-25T20:00:00+00:00,328dd3c141cb91853f67db62501e386bae4374b2a8b61e2722d8915fa350751c,178,181,4,2,12,15,0.7880758047103882,0.4376475214958191,0.21253184974193573,0.35276666283607483,1,dense_short,0.6735843420028687,2026-08-25T15:00:00+00:00,2026-08-25T18:00:00+00:00,19.65,19.38,standing_000459,SHORT,2026-08-25T21:00:00+00:00,True,19.04,19.557238483339454,False,183,0.9421062469482422,2026-08-25T23:00:00+00:00,2026-08-25T20:00:00+00:00,2026-08-25T21:00:00+00:00,11,earliest_passing_endpoint_then_highest_confidence,COMP_USDT_SWAP,1,event_0009,9,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-0.6302521008403339,-2.573529411764719,3.676470588235292,19.04,7.773109243697485,-5.042016806722693,False,09_COMP_SHORT_20260825T2000Z_global.png
IRYS_USDT_SWAP,19,233,251,2026-08-28T16:00:00+00:00,6c43d0ae6ea5c54a5e0f57bcc0791ba1a2065fda8250abf6f6293a1c53aa8528,245,249,5,2,12,16,0.7720921039581299,0.49586257338523865,0.25143498182296753,0.3603365123271942,1,dense_short,0.4363318979740143,2026-08-28T10:00:00+00:00,2026-08-28T14:00:00+00:00,0.01358,0.01325,standing_000943,SHORT,2026-08-28T17:00:00+00:00,True,0.01319,0.01348381470531707,False,251,0.9408958554267883,2026-08-28T21:00:00+00:00,2026-08-28T16:00:00+00:00,2026-08-28T17:00:00+00:00,10,earliest_passing_endpoint_then_highest_confidence,IRYS_USDT_SWAP,1,event_0122,10,event_peak_confidence_desc_then_first_available_at_desc_then_symbol_asc_then_class_id_asc;future_fields_forbidden,-1.74374526156178,-4.169825625473855,-2.350265352539793,0.01319,0.7581501137225222,-11.599696739954513,False,10_IRYS_SHORT_20260828T1600Z_global.png
