baseline_rows,usdc_rows,baseline_gross_r,baseline_net_r,usdc_gross_r,usdc_net_r,serial_net_r_improvement,fixed_excluded_event_gross_r,fixed_excluded_event_net_r,fixed_excluded_event_cost_r,serial_improvement_plus_excluded_net_r,cost_r_share_of_serial_improvement,gross_r_share_of_serial_improvement
95191,95023,7116.986221150486,-2021.782948641639,7199.517676447154,128.50716388488507,2150.290112526524,-82.53145529666655,-2150.290112526523,2067.758657229856,9.094947017729282e-13,0.9616184556605266,0.03838154433947272
