signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1258,2024-10-29 04:00:00+00:00,1259,2024-10-29 08:00:00+00:00,0.3852,0.32722,0.057979999999999976,0.15051921079958458,1290,2024-11-03 12:00:00+00:00,0.32722,initial_stop,-0.15051921079958452,-0.15251921079958453,-0.9999999999999997,-1.013287340462228,False,0.34667126595377745,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:1258,ENAUSDT,ENA,4h,,1258,0
1306,2024-11-06 04:00:00+00:00,1307,2024-11-06 08:00:00+00:00,0.4015,0.33571,0.06579000000000002,0.16386052303860527,1508,2024-12-09 20:00:00+00:00,0.8826700000000001,trailing_stop,1.198430884184309,1.1964308841843092,7.313725490196077,7.301519987840098,False,11.329989360085118,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:1306,ENAUSDT,ENA,4h,,1306,0
1650,2025-01-02 12:00:00+00:00,1651,2025-01-02 16:00:00+00:00,1.0494,0.9402,0.10920000000000007,0.10405946255002865,1681,2025-01-07 16:00:00+00:00,1.08522,trailing_stop,0.034133790737564285,0.03213379073756428,0.32802197802197747,0.30880219780219725,False,2.4047619047619024,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:1650,ENAUSDT,ENA,4h,,1650,0
3106,2025-09-02 04:00:00+00:00,3107,2025-09-02 08:00:00+00:00,0.6841,0.6026400000000001,0.08145999999999998,0.11907615845636599,3123,2025-09-05 00:00:00+00:00,0.647,opposite_v6_next_open,-0.05423183745066518,-0.05623183745066518,-0.4554382519027751,-0.47223422538669363,False,0.6678124232752274,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:3106,ENAUSDT,ENA,4h,,3106,0
3129,2025-09-06 00:00:00+00:00,3130,2025-09-06 04:00:00+00:00,0.749,0.6445200000000001,0.1044799999999999,0.13949265687583431,3223,2025-09-21 16:00:00+00:00,0.6445200000000001,initial_stop,-0.13949265687583434,-0.14149265687583434,-1.0000000000000002,-1.0143376722817767,False,1.1868300153139368,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:3129,ENAUSDT,ENA,4h,,3129,0
3909,2026-01-14 00:00:00+00:00,3910,2026-01-14 04:00:00+00:00,0.244,0.21647000000000002,0.02752999999999997,0.1128278688524589,3924,2026-01-16 12:00:00+00:00,0.21647000000000002,initial_stop,-0.11282786885245888,-0.11482786885245888,-0.9999999999999998,-1.0177261169633125,False,0.3596077006901573,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:3909,ENAUSDT,ENA,4h,,3909,0
4276,2026-03-16 04:00:00+00:00,4277,2026-03-16 08:00:00+00:00,0.1172,0.10663,0.010569999999999996,0.09018771331058018,4292,2026-03-18 20:00:00+00:00,0.1076,opposite_v6_next_open,-0.08191126279863481,-0.08391126279863481,-0.9082308420056767,-0.9304068117313153,False,0.32166508987701053,closed,v9_long,binance_um:ENAUSDT:4h:v9_long:4276,ENAUSDT,ENA,4h,,4276,0
4277,2026-03-16 08:00:00+00:00,4278,2026-03-16 12:00:00+00:00,0.1151,0.10692000000000002,0.008179999999999979,0.07106863596872268,4290,2026-03-18 12:00:00+00:00,0.10692000000000002,initial_stop,-0.0710686359687227,-0.0730686359687227,-1.0000000000000004,-1.028141809290954,False,0.6723716381418117,closed,v10_4,binance_um:ENAUSDT:4h:joint:4277,ENAUSDT,ENA,4h,chart,4276,1
4277,2026-03-16 08:00:00+00:00,4278,2026-03-16 12:00:00+00:00,0.1151,0.10692000000000002,0.008179999999999979,0.07106863596872268,4290,2026-03-18 12:00:00+00:00,0.10692000000000002,initial_stop,-0.0710686359687227,-0.0730686359687227,-1.0000000000000004,-1.028141809290954,False,0.6723716381418117,closed,box_chart,binance_um:ENAUSDT:4h:box_chart:4277,ENAUSDT,ENA,4h,chart,4276,1
4277,2026-03-16 08:00:00+00:00,4278,2026-03-16 12:00:00+00:00,0.1151,0.10692000000000002,0.008179999999999979,0.07106863596872268,4290,2026-03-18 12:00:00+00:00,0.10692000000000002,initial_stop,-0.0710686359687227,-0.0730686359687227,-1.0000000000000004,-1.028141809290954,False,0.6723716381418117,closed,box_any,binance_um:ENAUSDT:4h:box_any:4277,ENAUSDT,ENA,4h,chart,4276,1
