variant,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,pool_events,runner_arm_auc,runner_arm_average_precision,runner_arm_precision,runner_arm_precision_lift_pp,runner_arm_recall,profitable_runner_precision,selection_rate,positive_fold_count,worst_fold_net_bp,worst_fold_arm_precision_lift_pp,minimum_fold_selected_events
lgb_arm_all103,216,4.948969824736597,-15.051030175263328,-47.13248355925899,0.19907407407407407,0.6501156076788703,-0.5092401779553242,-0.5841535883414399,22.0,73.152273475481,560.997357133573,0.3428752564235424,2695,0.5122481705005977,0.3995121800568072,0.4583333333333333,7.614409400123684,0.09611650485436893,0.19907407407407407,0.08014842300556586,0,-23.84695557870998,6.079281014283416,52
lgb_two_stage_expected_net,228,6.339501789594599,-13.660498210405331,-47.48678525617301,0.18421052631578946,0.6799338218020224,-0.515080397914005,-0.6820162837668698,21.5,72.99156630720981,560.997357133573,0.3659542708551754,2695,0.5048368757106622,0.38724140269251217,0.43859649122807015,5.640725189597368,0.0970873786407767,0.18421052631578946,0.08460111317254175,1,-28.937176655803984,1.3499157922010618,51
lgb_profitable_runner_all103,269,12.034086939503066,-7.965913060496893,-56.503262252495006,0.26765799256505574,0.8530457146361542,-0.35370039826787525,-0.50808709431722,34.0,185.68316743127804,1249.295955292932,0.44186396807005224,2695,0.5167404297501385,0.4021912219085784,0.4200743494423792,3.7885110110282727,0.10970873786407767,0.25650557620817843,0.09981447124304267,1,-14.937820608398026,-0.8501754159402519,48
signal_score,277,4.566309685868356,-15.433690314131617,-48.952231886548994,0.1588447653429603,0.6687308665740349,-0.8709097324093313,-0.8715728580659083,16.0,79.39395900973047,1163.163632486605,0.4241014969609536,2695,0.504503338289746,0.37752718686582687,0.34296028880866425,-3.9228950523432227,0.09223300970873786,0.1588447653429603,0.10278293135435992,0,-23.27517673266021,-5.999927624515989,82
best_single_feature_arm,259,-5.524877099749593,-25.524877099749517,-53.003708056769,0.15444015444015444,0.4560894167922877,-0.8213545410977587,-0.8256139192523366,23.0,64.26989186572725,417.858699004933,0.3414040772138094,2695,0.527540161520744,0.4013534909570111,0.3590733590733591,-2.31158802587374,0.09029126213592233,0.14671814671814673,0.09610389610389611,0,-36.124554764498065,-6.021505376344089,63
aeon_minirocket_arm_seq64,131,-5.626882782274846,-25.62688278227481,-42.923571181812,0.16793893129770993,0.44099935997571005,-0.5713230103806751,-0.6209849519039016,23.0,55.17333992394,498.07022423767404,0.3452843943812051,2695,0.5228957112452258,0.40892391390589033,0.45038167938931295,6.8192440057216475,0.05728155339805825,0.16793893129770993,0.048608534322820036,0,-42.65645413247619,-6.103629976580799,32
strict_k1k2_rule,189,-13.220933881562965,-33.22093388156292,-49.558943134248,0.1693121693121693,0.32849072799221657,-0.7613054845174152,-0.7730357008908975,18.0,30.164208881030092,481.87330521050205,0.3392752113533376,2695,0.4982588413656375,0.3716863129565423,0.328042328042328,-5.414691128976845,0.06019417475728155,0.15343915343915343,0.07012987012987013,0,-39.20743248825088,-11.277982902571265,61
