deadline_bars,required_close_atr,phase,events,mean_net_bp,median_net_bp,win_rate,profit_factor,max_net_bp,runner_arm_rate,progress_exit_rate
4,0.0,development,3533,-16.97297090830961,-41.53417643518618,0.15227851684121144,0.6137343183590183,1746.2257408717608,0.3373903198414945,0.23322954995754316
4,0.0,confirmation,3437,-20.678818080594816,-50.245770531498465,0.18184463194646494,0.6127033606889696,1218.1653014159476,0.3645621181262729,0.21646784986907186
4,0.0,audit,3746,-16.00108767920247,-44.0552998491117,0.2010144153764015,0.6539184305914989,1382.5592570004908,0.37800320341697813,0.20475173518419648
4,0.25,development,3533,-16.01452459798078,-36.45969705788675,0.13557882819133882,0.6053065833210719,1746.2257408717608,0.29266911972827625,0.3707896971412397
4,0.25,confirmation,3437,-20.895530503219806,-44.522724861091305,0.16002327611288913,0.5801111282625927,1218.1653014159476,0.3235379691591504,0.3343031713703811
4,0.25,audit,3746,-16.3658437538747,-38.83356939039294,0.1807261078483716,0.620968523152738,1382.5592570004908,0.3406300053390283,0.3208756006406834
4,0.5,development,3533,-16.768264268320276,-32.55570053423361,0.11491650155675064,0.5447800283724876,1746.2257408717608,0.24341919048966884,0.4978771582224738
4,0.5,confirmation,3437,-20.60381812169253,-37.60388385471767,0.13820192027931336,0.5381078429876701,1218.1653014159476,0.27203956939191154,0.46668606342740765
4,0.5,audit,3746,-17.05633131283956,-34.66275522865712,0.1553657234383342,0.5766442479030405,1382.5592570004908,0.29071009076348103,0.43379604911906033
4,0.75,development,3533,-18.44311044489813,-29.650495565989292,0.10104726861024625,0.45848259959132137,1746.2257408717608,0.19473535239173506,0.600622700254741
4,0.75,confirmation,3437,-20.16941904513877,-33.78715262471686,0.137038114634856,0.5030814614673359,1218.1653014159476,0.2246144893802735,0.5638638347395984
4,0.75,audit,3746,-18.57552009994241,-31.043240613814454,0.1422851041110518,0.49315965555116587,961.6051180742813,0.23144687666844635,0.5549919914575547
4,1.0,development,3533,-18.431822318892866,-27.679653060379543,0.10217945089159354,0.42112108022885836,1746.2257408717608,0.1602037928106425,0.6725162751202943
4,1.0,confirmation,3437,-19.52300288750032,-31.066294968160584,0.14663951120162932,0.4812608533052286,1218.1653014159476,0.18329938900203666,0.6406750072737852
4,1.0,audit,3746,-18.961600194663788,-28.18102781205199,0.14468766684463427,0.44174693823049777,961.6051180742813,0.1817939135077416,0.6430859583555792
4,1.5,development,3533,-18.252788932823652,-25.354105366898178,0.12057741296348712,0.3696642220574948,1746.2257408717608,0.11067081800169827,0.7619586753467308
4,1.5,confirmation,3437,-19.513879620568446,-27.377437579735304,0.18068082630200757,0.4218912182611883,1218.1653014159476,0.12627291242362526,0.7349432644748327
4,1.5,audit,3746,-20.4106670058996,-25.365043012707794,0.16444207154297918,0.3462957350252913,796.8060620618877,0.11558996262680192,0.7434596903363588
8,0.0,development,3533,-17.31469419843764,-46.30313296701825,0.16869515992074724,0.6280583584988282,1746.2257408717608,0.36994056043022927,0.09878290404755166
8,0.0,confirmation,3437,-20.304320316890713,-57.822890329622936,0.20046552225778294,0.6401731092111662,1218.1653014159476,0.4018038987489089,0.08757637474541752
8,0.0,audit,3746,-17.119815649577525,-49.29311038853133,0.21489588894821143,0.6505655119173986,1382.5592570004908,0.408435664709023,0.07287773625200214
8,0.25,development,3533,-16.42637903536555,-43.05123377019491,0.1576563826776111,0.6322016864250302,1746.2257408717608,0.3455986413812624,0.1856778941409567
8,0.25,confirmation,3437,-19.845486316401526,-53.951280082915595,0.19173697992435262,0.6358270388433074,1218.1653014159476,0.38143729997090486,0.15391329647948793
8,0.25,audit,3746,-16.616187145561923,-46.39860509322356,0.20528563801388147,0.6491615821586967,1382.5592570004908,0.39108382274426057,0.13641217298451683
8,0.5,development,3533,-16.780488144859454,-39.438270048566245,0.1437871497311067,0.6041089009771172,1746.2257408717608,0.315595810925559,0.2756863855080668
8,0.5,confirmation,3437,-19.69518313262582,-48.67706263850689,0.1789351178353215,0.6156622623972904,1218.1653014159476,0.35088740180389877,0.24672679662496363
8,0.5,audit,3746,-16.723091254465395,-43.33807740612981,0.19087026161238654,0.6336888274186784,1382.5592570004908,0.36385477843032565,0.20928990923651897
8,0.75,development,3533,-18.14478492818891,-36.72254095977821,0.13274837248797056,0.5469160674445429,1746.2257408717608,0.27795075007076137,0.36399660345315593
8,0.75,confirmation,3437,-20.313555026841325,-43.97724385677535,0.17049752691300551,0.5800741990718442,1218.1653014159476,0.3127727669479197,0.3319755600814664
8,0.75,audit,3746,-17.030077860507596,-39.40539501755156,0.1785904965296316,0.6069520398192221,1382.5592570004908,0.3275493860117459,0.3000533902829685
8,1.0,development,3533,-18.5445341026861,-33.90389714804208,0.12906878007359185,0.5119427656212711,1746.2257408717608,0.24738182847438436,0.436456269459383
8,1.0,confirmation,3437,-19.3746713246023,-39.949341123357556,0.17544370090194938,0.5752904644168084,1218.1653014159476,0.2825138201920279,0.4000581902822229
8,1.0,audit,3746,-17.10043869167323,-35.741304433516405,0.17565403096636412,0.5807355870547048,1382.5592570004908,0.29071009076348103,0.3809396689802456
8,1.5,development,3533,-17.91064859051819,-29.881580925030775,0.14407019530144352,0.47922444607680564,1746.2257408717608,0.1904896688366827,0.5505236343051231
8,1.5,confirmation,3437,-19.36718852175682,-34.0053332545409,0.19668315391329647,0.5309810090007513,1218.1653014159476,0.2173407041024149,0.5149839976723887
8,1.5,audit,3746,-18.372303017550767,-31.41981870933284,0.19380672717565403,0.5097659026198624,1133.3589750218032,0.2221035771489589,0.495194874532835
12,0.0,development,3533,-17.75705098435712,-47.79904099016628,0.17350693461647326,0.6278959325999038,1746.2257408717608,0.38013020096235495,0.04981602037928107
12,0.0,confirmation,3437,-20.426147953039592,-59.39834579093415,0.20599359906895548,0.6456392173627552,1218.1653014159476,0.41373290660459705,0.04131510037823683
12,0.0,audit,3746,-16.06181150496421,-50.45325706232616,0.2221035771489589,0.6763538476075266,1382.5592570004908,0.4196476241324079,0.030432461292044848
12,0.25,development,3533,-16.99606111550234,-46.50683937289844,0.16784602320973677,0.6340032735231306,1746.2257408717608,0.3668270591565242,0.10076422303990942
12,0.25,confirmation,3437,-20.192096570702073,-58.197259292021,0.20104742508001164,0.6432726526291954,1218.1653014159476,0.4020948501600233,0.08059354087867326
12,0.25,audit,3746,-15.599092441517476,-49.06954111685622,0.21623064602242392,0.6797645075325779,1382.5592570004908,0.41110517885744796,0.06700480512546717
12,0.5,development,3533,-17.325649816645964,-44.40292970520508,0.15793942824794793,0.6144903654992313,1746.2257408717608,0.34871214265496747,0.16218511180300027
12,0.5,confirmation,3437,-20.325995782370295,-54.510673444110296,0.19173697992435262,0.6279343285079572,1218.1653014159476,0.3799825429153331,0.14402094850160024
12,0.5,audit,3746,-16.088646783754754,-47.56319661822937,0.20795515216230645,0.6621235714885502,1382.5592570004908,0.39348638547784304,0.11558996262680192
12,0.75,development,3533,-17.451911203799412,-41.63212121649272,0.14803283328615907,0.596660145993356,1746.2257408717608,0.32521936031701104,0.2255873195584489
12,0.75,confirmation,3437,-21.050314538238972,-51.167844892168176,0.18126272912423624,0.5998840419833691,1218.1653014159476,0.35292406168169915,0.20919406459121326
