deadline_bars,required_close_atr,phase,events,mean_net_bp,median_net_bp,win_rate,profit_factor,max_net_bp,runner_arm_rate,progress_exit_rate
12,0.75,audit,3746,-16.811697165121668,-45.34033116709966,0.19914575547250402,0.6367677084737727,1382.5592570004908,0.37052856380138816,0.17592098238120663
12,1.0,development,3533,-18.287359795856933,-38.67394465283279,0.1437871497311067,0.5591629268219414,1746.2257408717608,0.29861307670534953,0.2904047551655817
12,1.0,confirmation,3437,-20.110402738691725,-47.96854484521938,0.183590340413151,0.600800560737238,1218.1653014159476,0.33052080302589465,0.26534768693628163
12,1.0,audit,3746,-17.279043046345695,-41.93844522714983,0.19434063000533902,0.6142910260108015,1382.5592570004908,0.3449012279765083,0.23545114789108382
12,1.5,development,3533,-19.588089339911885,-35.05059197731473,0.14859892442683273,0.49076156174130586,1746.2257408717608,0.24794791961505802,0.3948485706198698
12,1.5,confirmation,3437,-20.133270389550113,-41.85104423871876,0.19464649403549608,0.5703148201351157,1218.1653014159476,0.2746581320919406,0.36805353505964505
12,1.5,audit,3746,-17.42291925350692,-36.985270928350225,0.20448478376935397,0.5828447558775984,1382.5592570004908,0.2936465563267485,0.3387613454351308
16,0.0,development,3533,-17.963627718407587,-48.50771992545687,0.17577129917916784,0.6268169658196521,1746.2257408717608,0.3843758845174073,0.02745542032267195
16,0.0,confirmation,3437,-20.28641064151255,-60.64994737554617,0.2086121617689846,0.6506167940998887,1218.1653014159476,0.4183881291824265,0.022694210066918824
16,0.0,audit,3746,-15.56321336944796,-50.713523299431,0.22504004271222638,0.6875655302392472,1382.5592570004908,0.4255205552589429,0.01414842498665243
16,0.25,development,3533,-17.377637353598434,-47.509800970917375,0.17237475233512595,0.632724457599913,1746.2257408717608,0.37673365411831305,0.06170393433342768
16,0.25,confirmation,3437,-20.472011833179163,-59.72668839975824,0.20512074483561246,0.6439361445578962,1218.1653014159476,0.41053244108233927,0.04567937154495199
16,0.25,audit,3746,-15.36872263007848,-50.20367922751343,0.2221035771489589,0.6886261794206678,1382.5592570004908,0.4207154297917779,0.03603844100373732
16,0.5,development,3533,-17.629075393151243,-46.11682889710476,0.16501556750636853,0.619064245009896,1746.2257408717608,0.3637135578828191,0.10500990659496179
16,0.5,confirmation,3437,-20.557976607677702,-57.6933784068223,0.19988361943555427,0.6341297708372957,1218.1653014159476,0.3977305789933081,0.0855397148676171
16,0.5,audit,3746,-15.893458434718516,-49.408171975940924,0.21489588894821143,0.6745786659294648,1382.5592570004908,0.40923651895355045,0.06647090229578216
16,0.75,development,3533,-17.735571709240098,-44.4693212119218,0.15850551938862156,0.6054088177266536,1746.2257408717608,0.3470138692329465,0.15341069912255872
16,0.75,confirmation,3437,-21.247299186494807,-55.41024434824291,0.19581029967995345,0.61208629425339,1218.1653014159476,0.3805644457375618,0.1312190864125691
16,0.75,audit,3746,-16.428082352421786,-47.73789056199571,0.20902295782167646,0.6571215835804298,1382.5592570004908,0.395621996796583,0.10704751735184197
16,1.0,development,3533,-17.83442912831818,-42.30118229395672,0.15397679026323238,0.5890410642037295,1746.2257408717608,0.326917633739032,0.2088876309085763
16,1.0,confirmation,3437,-20.671871491313674,-51.943662665285814,0.19464649403549608,0.6099233396703654,1218.1653014159476,0.36077974978178645,0.17980797206866453
16,1.0,audit,3746,-16.61376062468984,-46.00640230875862,0.20395088093966898,0.6464381211626082,1382.5592570004908,0.3777362520021356,0.15056059797116925
16,1.5,development,3533,-18.036961965188596,-38.75739346316241,0.15907161052929522,0.5586688927453831,1746.2257408717608,0.28672516275120297,0.2954995754316445
16,1.5,confirmation,3437,-20.50361112583055,-48.082829404805224,0.2074483561245272,0.5881870830718116,1218.1653014159476,0.3180098923479779,0.265638638347396
16,1.5,audit,3746,-17.087936927607515,-41.48027220112758,0.21062466631073146,0.6160197153063738,1382.5592570004908,0.33635878270154834,0.2359850507207688
24,0.0,development,3533,-18.358586079184903,-49.03747470614393,0.1766204358901783,0.622287932079221,1746.2257408717608,0.38692329465043873,0.0093405038211152
24,0.0,confirmation,3437,-20.42482489540943,-61.2382633339492,0.20977596741344195,0.6507746275433796,1218.1653014159476,0.4201338376491126,0.00901949374454466
24,0.0,audit,3746,-15.391151812327331,-50.845151843250655,0.22717565403096637,0.6915635414632214,1382.5592570004908,0.42819006940736787,0.00400427122263748
24,0.25,development,3533,-18.24997501909766,-48.61199407926396,0.17378998018681008,0.6220075155523164,1746.2257408717608,0.3818284743843759,0.026606283611661476
24,0.25,confirmation,3437,-20.65915049398537,-60.858306405933135,0.2074483561245272,0.6455842553755774,1218.1653014159476,0.4166424207157405,0.018329938900203666
24,0.25,audit,3746,-15.254779219420712,-50.49271451436353,0.22637479978643887,0.6931037954804278,1382.5592570004908,0.4271222637479979,0.013080619327282435
24,0.5,development,3533,-17.954724875630827,-47.577204305185845,0.17124257005377866,0.6216466335367195,1746.2257408717608,0.3761675629776394,0.05236343051231248
24,0.5,confirmation,3437,-20.42857645414698,-60.07502496224058,0.20570264765784113,0.6460201044483663,1218.1653014159476,0.412860052371254,0.034041315100378236
24,0.5,audit,3746,-15.500395655682293,-50.373372083098985,0.2221035771489589,0.6866132158371401,1382.5592570004908,0.42151628403630537,0.027762947143619862
24,0.75,development,3533,-17.6827179011508,-46.74940435339557,0.16812906878007358,0.6210480449910113,1746.2257408717608,0.36852533257854514,0.08038494197565808
24,0.75,confirmation,3437,-20.77909586709938,-58.63176237876465,0.201338376491126,0.6344669114498662,1218.1653014159476,0.40384055862670937,0.0622636019784696
24,0.75,audit,3746,-15.93834720797467,-49.9587820055891,0.21783235451147892,0.6759598400093991,1382.5592570004908,0.4145755472504004,0.047250400427122266
24,1.0,development,3533,-18.163656362135743,-45.7660932142545,0.16444947636569487,0.6040092801772533,1746.2257408717608,0.3552221907727144,0.11378431927540333
24,1.0,confirmation,3437,-20.98514236021392,-57.20064081357499,0.19842886237998253,0.6245174400171413,1218.1653014159476,0.39336630782659293,0.09135874308990398
24,1.0,audit,3746,-15.900361987522768,-49.05287174000515,0.21649759743726643,0.6733626966777063,1382.5592570004908,0.4049652963160705,0.07127602776294714
24,1.5,development,3533,-18.27726148037632,-43.4490673505372,0.16558165864704216,0.58522255951676,1746.2257408717608,0.3308802717237475,0.17577129917916784
24,1.5,confirmation,3437,-21.477494635608142,-53.264787183002746,0.20192027931335468,0.599422213740419,1218.1653014159476,0.3642711667151586,0.15391329647948793
24,1.5,audit,3746,-16.455403511316437,-47.0710334192964,0.2207688200747464,0.6502913139843555,1382.5592570004908,0.3788040576615056,0.12760277629471437
