variant,phase,evidence_role,threshold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,pool_events,pool_runner_arm_rate,runner_arm_auc,runner_arm_average_precision,runner_arm_precision,runner_arm_precision_lift_pp,runner_arm_recall,profitable_runner_precision,positive_net_auc,selection_rate
signal_score,development,in_sample_fit,0.7980809449680217,354,9.010425617291432,-10.98957438270855,-49.022142280542994,0.16666666666666666,0.7784893858796037,-0.8797899602974447,-0.8906051903140566,17.5,121.58347818584541,1163.163632486605,0.44196106040846744,3533,0.3877724313614492,0.496330792255957,0.3802499331735324,0.3531073446327684,-3.4665086728680796,0.09124087591240876,0.16666666666666666,0.4948356451487046,0.10019813189923578
signal_score,confirmation,exact_replay,0.7980809449680217,368,-3.343128594966543,-23.34312859496651,-66.303881079609,0.21467391304347827,0.630541787201697,-0.6508608992119445,-0.7656987273813763,20.0,122.20045342269614,904.397966036649,0.42884096254760184,3437,0.42100669188245565,0.49729435011963763,0.4161549196009794,0.39945652173913043,-2.155017014332522,0.10158949550794748,0.20652173913043478,0.4952143750641454,0.10707011929007856
signal_score,audit,diagnostic_audit,0.7980809449680217,460,15.946206688699819,-4.053793311300155,-52.036404059160496,0.2608695652173913,0.9193067740416507,-0.44069838442594456,-0.7220949009801083,20.0,154.1285609510824,1210.9709334192692,0.44905220565212106,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.4391304347826087,1.0406462545555883,0.12577833125778332,0.2608695652173913,0.5008922629414537,0.12279765082754938
best_single_feature_arm,development,in_sample_fit,-0.2,374,-4.695475785169469,-24.695475785169414,-44.60499150119351,0.16844919786096257,0.4608590495261849,-0.9340015219768241,-0.9379717810385648,21.0,50.16533728558757,558.704273420131,0.33826156451150835,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.40641711229946526,1.8644680938016078,0.11094890510948906,0.16310160427807488,0.5086966460817834,0.10585904330597226
best_single_feature_arm,confirmation,exact_replay,-0.2,415,4.0586679799962235,-15.94133202000374,-58.638119625371004,0.22409638554216868,0.7174306398884595,-0.6544676545560414,-0.6941804096753066,21.0,157.614010475285,1218.165301415947,0.4335950243450839,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.42409638554216866,0.3089693659713011,0.1216309606081548,0.22409638554216868,0.4958009558039738,0.12074483561245272
best_single_feature_arm,audit,diagnostic_audit,-0.2,430,3.4595486164777167,-16.54045138352222,-50.437147050019504,0.22790697674418606,0.6719978066834961,-0.7128128736984463,-0.729754085759957,19.5,119.9455231073044,667.041430055946,0.4028439001085222,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.4418604651162791,1.3136492879226247,0.11830635118306351,0.22093023255813954,0.5102277485481258,0.11478910838227442
strict_k1k2_rule,development,in_sample_fit,0.5,246,-5.784714365504624,-25.784714365504584,-50.530912332593,0.17073170731707318,0.4943611618512882,-0.7865019326933383,-0.8121287160796621,19.0,56.085120324709,1110.546664823539,0.3651313232465026,3533,0.3877724313614492,0.4943941065902656,0.3787996669084932,0.35772357723577236,-3.0048854125676816,0.06423357664233577,0.15853658536585366,0.4936162683222496,0.06962921030285876
strict_k1k2_rule,confirmation,exact_replay,0.5,209,-2.2806019630314807,-22.280601963031422,-53.461896638863,0.22488038277511962,0.5976233571590772,-0.5725606564009099,-0.5973493923868225,25.0,88.87975912309302,623.4945012639209,0.3734944465718876,3437,0.42100669188245565,0.5011102506311794,0.4301356442724583,0.4784688995215311,5.746220763907544,0.0691085003455425,0.21052631578947367,0.4981881793692263,0.06080884492289788
strict_k1k2_rule,audit,diagnostic_audit,0.5,221,-8.402787545152218,-28.402787545152183,-57.35968354362,0.19909502262443438,0.48203951724521465,-0.6971043097582231,-0.7258220690978262,19.0,83.30762306792701,824.963177275118,0.3770523038240929,3746,0.42872397223705283,0.48191449121867763,0.41683425888380105,0.3665158371040724,-6.2208135132980455,0.050435865504358655,0.19457013574660634,0.49900255076755656,0.0589962626801922
lgb_arm_all103,development,in_sample_fit,0.5807545206793576,354,63.53891114038721,43.53891114038732,-22.348628021787,0.3700564971751412,2.62172349450285,10.798285575743753,-0.3580637729596208,44.5,234.99228403639285,1746.2257408717599,0.3908030573326985,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.8305084745762712,44.2736043214822,0.2145985401459854,0.3700564971751412,0.7087211545119139,0.10019813189923578
lgb_arm_all103,confirmation,exact_replay,0.5807545206793576,320,4.233819760549585,-15.766180239450392,-60.103338064358,0.221875,0.7170163679159075,-0.6749506702322019,-0.682586204231981,23.0,132.15072253174478,787.695892323627,0.46102218380887716,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.415625,-0.538169188245563,0.09191430545957152,0.21875,0.5210178306318609,0.09310445155659004
lgb_arm_all103,audit,diagnostic_audit,0.5807545206793576,358,2.4010450245206725,-17.598954975479295,-50.5612405625565,0.24581005586592178,0.6496735772464504,-0.7614415993466016,-0.8158309219170764,21.0,111.96092560150413,721.6839460831869,0.4109168555825011,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.4692737430167598,4.054977077970695,0.10460772104607721,0.24022346368715083,0.5336848982828338,0.09556860651361453
lgb_profitable_runner_all103,development,in_sample_fit,0.617447363341371,354,83.48444664589238,63.48444664589241,17.714335236388,0.5423728813559322,2.6727800149576515,47.72126289150365,-0.1097008558632272,64.0,284.25099224059767,1163.163632486605,0.47861877588054275,3533,0.3877724313614492,0.5944177288235115,0.5095549521558321,0.635593220338983,24.782078897753383,0.16423357664233576,0.5338983050847458,0.804706278004728,0.10019813189923578
lgb_profitable_runner_all103,confirmation,exact_replay,0.617447363341371,378,5.263155453393465,-14.736844546606518,-83.27085279701649,0.28835978835978837,0.7927358919215334,-0.5127226757653873,-0.5314378584902703,29.0,218.2637358576326,829.788275535686,0.45850897662405177,3437,0.42100669188245565,0.5054873538389946,0.429710264949291,0.4126984126984127,-0.8308279184042977,0.1078092605390463,0.2777777777777778,0.5729168889525684,0.109979633401222
lgb_profitable_runner_all103,audit,diagnostic_audit,0.617447363341371,498,5.751951823765224,-14.248048176234718,-60.704597627954996,0.30120481927710846,0.7573825609184179,-0.6830178245924505,-0.7265699673427066,32.0,139.6814077823193,1382.5592570004899,0.3799203142379236,3746,0.42872397223705283,0.5333128687980819,0.46124797331472367,0.4879518072289157,5.922783499186285,0.15130759651307596,0.2931726907630522,0.5762962693254525,0.13294180459156432
lgb_two_stage_expected_net,development,in_sample_fit,4.525712582344264,354,60.36331484100234,40.363314841002456,-23.1103050390305,0.3559322033898305,2.540379592775419,10.04954199739303,-0.4589716567429184,42.5,233.22499758390228,1746.2257408717599,0.38251718513921784,3533,0.3877724313614492,0.7892640324501993,0.6993272684888001,0.8220338983050848,43.42614669436356,0.2124087591240876,0.3559322033898305,0.6967900550725307,0.10019813189923578
lgb_two_stage_expected_net,confirmation,exact_replay,4.525712582344264,273,1.105372870213405,-18.894627129786567,-57.427489776105,0.21245421245421245,0.6543057933406434,-0.6793390334252485,-0.6970032448783128,23.0,115.87458063452705,787.695892323627,0.4539769844734514,3437,0.42100669188245565,0.5184422457831661,0.43456496029505076,0.41025641025641024,-1.075028162604541,0.07740152038700761,0.2087912087912088,0.5128356771158823,0.07942973523421588
