variant,phase,training_quantile,threshold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,pool_events,pool_runner_arm_rate,runner_arm_auc,runner_arm_average_precision,runner_arm_precision,runner_arm_precision_lift_pp,runner_arm_recall,profitable_runner_precision,positive_net_auc,selection_rate
signal_score,confirmation,0.975,0.8749212381781502,104,3.279306028055237,-16.72069397194473,-67.8310068405595,0.19230769230769232,0.7323495410725742,-0.32195406382736746,-0.48445813328631404,18.0,116.87136042919575,904.397966036649,0.46918977194830763,3437,0.42100669188245565,0.49729435011963763,0.4161549196009794,0.4230769230769231,0.207023119446742,0.0304077401520387,0.18269230769230768,0.4952143750641454,0.030258946755891768
signal_score,confirmation,0.99,0.9064039227247717,49,1.84447873984337,-18.15552126015661,-71.35599648177,0.12244897959183673,0.7308844196610724,-0.15928605153939024,-0.358578548226128,15.0,138.82743005211242,532.980331214607,0.5973714687507888,3437,0.42100669188245565,0.49729435011963763,0.4161549196009794,0.3877551020408163,-3.325158984163934,0.013130615065653075,0.12244897959183673,0.4952143750641454,0.014256619144602852
signal_score,audit,0.5,0.563556959342574,2119,2.6396357773351418,-17.360364222664824,-53.267454283024,0.22605002359603588,0.6639863274308914,-0.9997185646999032,-0.99983516083285,20.0,103.28018899443622,1382.5592570004899,0.40987342924590087,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.4209532798489854,-0.7770692388067435,0.5554171855541719,0.2241623407267579,0.5008922629414537,0.5656700480512546
signal_score,audit,0.7,0.6799306846539337,1312,4.3024594424109,-15.697540557589067,-54.065605813239,0.22789634146341464,0.7065707816837152,-0.9815547846282883,-0.9899916330060875,19.0,117.05468429007736,1210.9709334192692,0.4339550789149488,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.4176829268292683,-1.1041045407784555,0.3412204234122042,0.22560975609756098,0.5008922629414537,0.35024025627335825
signal_score,audit,0.8,0.7357094953881436,918,5.474719580136183,-14.52528041986379,-53.8369875114735,0.23311546840958605,0.7282833146694443,-0.9264497659573584,-0.964065835163335,19.0,117.55032819525903,1210.9709334192692,0.4264070274956659,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.42374727668845313,-0.49766955485996967,0.24221668742216687,0.23093681917211328,0.5008922629414537,0.24506139882541378
signal_score,audit,0.9,0.7980809449680217,460,15.946206688699819,-4.053793311300155,-52.036404059160496,0.2608695652173913,0.9193067740416507,-0.44069838442594456,-0.7220949009801083,20.0,154.1285609510824,1210.9709334192692,0.44905220565212106,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.4391304347826087,1.0406462545555883,0.12577833125778332,0.2608695652173913,0.5008922629414537,0.12279765082754938
signal_score,audit,0.95,0.8446825612251452,213,16.984061695341552,-3.015938304658429,-56.042312843518005,0.29107981220657275,0.9413630237699544,-0.16787308649574884,-0.40479458450796224,22.0,152.79725451006425,765.8723808790401,0.4505679642644666,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.4507042253521127,2.198025311505986,0.05977584059775841,0.29107981220657275,0.5008922629414537,0.056860651361452214
signal_score,audit,0.975,0.8749212381781502,129,23.690955092091453,3.690955092091493,-50.212597424778,0.32558139534883723,1.0771994143220718,-0.10462855328851028,-0.3467027446864229,30.0,151.82624108411184,765.8723808790401,0.41525161284768336,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.49612403100775193,6.74000587706991,0.039850560398505604,0.32558139534883723,0.5008922629414537,0.03443673251468233
signal_score,audit,0.99,0.9064039227247717,70,-4.037913429285144,-24.037913429285112,-55.064626456556496,0.2571428571428571,0.5433887847256227,-0.2754591786155731,-0.29595142297168364,22.0,107.87059212704445,397.561229193872,0.4094215279317094,3746,0.42872397223705283,0.48747133995181624,0.4296695949364461,0.4857142857142857,5.699031347723288,0.021170610211706103,0.2571428571428571,0.5008922629414537,0.01868659903897491
best_single_feature_arm,development,0.5,-0.7142857142857143,2360,2.635400538100573,-17.364599461899378,-48.478762843953,0.18220338983050846,0.636678593424933,-0.9999964977580981,-0.9999964977580981,23.0,72.40378953106996,1746.2257408717599,0.37772454787957926,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.4059322033898305,1.8159772028381316,0.6992700729927007,0.17966101694915254,0.5086966460817834,0.6679875459949052
best_single_feature_arm,development,0.7,-0.65,1063,-0.08610763871410977,-20.08610763871405,-45.888539127916,0.18250235183443086,0.560977605183904,-0.9975443105248418,-0.9982868449658351,22.0,65.66340250129342,1102.383158388551,0.3514593380386693,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.4242709313264346,3.6498499964985442,0.3291970802919708,0.18062088428974601,0.5086966460817834,0.30087744126804417
best_single_feature_arm,development,0.8,-0.4285714285714285,729,0.31937989115675436,-19.680620108843186,-44.789702309517004,0.18244170096021947,0.5613059381095743,-0.986185345054638,-0.9892770074157731,22.0,58.19701495300091,1102.383158388551,0.34131383876592314,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.42661179698216734,3.883936562071816,0.227007299270073,0.17969821673525377,0.5086966460817834,0.20634022077554487
best_single_feature_arm,development,0.9,-0.2,374,-4.695475785169469,-24.695475785169414,-44.60499150119351,0.16844919786096257,0.4608590495261849,-0.9340015219768241,-0.9379717810385648,21.0,50.16533728558757,558.704273420131,0.33826156451150835,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.40641711229946526,1.8644680938016078,0.11094890510948906,0.16310160427807488,0.5086966460817834,0.10585904330597226
best_single_feature_arm,development,0.95,-0.051578947368421994,177,-5.735085167004068,-25.735085167003994,-41.800538755205004,0.1694915254237288,0.42048456713827514,-0.7302411885723479,-0.7303171312075087,20.0,55.2867971196608,535.240309905018,0.3106840355783031,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.423728813559322,3.5956382197872836,0.05474452554744526,0.15819209039548024,0.5086966460817834,0.05009906594961789
best_single_feature_arm,development,0.975,-0.0,172,-5.15066201174951,-25.15066201174945,-41.642181084905005,0.1744186046511628,0.4331137583487296,-0.7173337739258906,-0.7174133502628616,18.5,55.4286186143118,535.240309905018,0.3236658798988759,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.42441860465116277,3.6646173289713593,0.05328467153284672,0.16279069767441862,0.5086966460817834,0.048683838097933765
best_single_feature_arm,development,0.99,-0.0,172,-5.15066201174951,-25.15066201174945,-41.642181084905005,0.1744186046511628,0.4331137583487296,-0.7173337739258906,-0.7174133502628616,18.5,55.4286186143118,535.240309905018,0.3236658798988759,3533,0.3877724313614492,0.5365314462543574,0.40986228861195,0.42441860465116277,3.6646173289713593,0.05328467153284672,0.16279069767441862,0.5086966460817834,0.048683838097933765
best_single_feature_arm,confirmation,0.5,-0.7142857142857143,2269,-1.8081837389968243,-21.80818373899678,-63.058777003455,0.2093433230498017,0.6306416662646067,-0.9998079471042226,-0.9998700211849093,22.0,107.0070836357462,1218.165301415947,0.40280827838277405,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.40943146760687527,-1.1575224275580387,0.6420179682100898,0.20493609519612163,0.4958009558039738,0.6601687518184464
best_single_feature_arm,confirmation,0.7,-0.65,1004,-0.4390112166131127,-20.43901121661307,-58.0968892042515,0.20816733067729085,0.6356211283692808,-0.9793757790223212,-0.9825471644986602,22.0,121.60883340710457,1218.165301415947,0.40166688868499806,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.4213147410358566,0.030804915340093553,0.2923289564616448,0.2051792828685259,0.4958009558039738,0.29211521675880125
best_single_feature_arm,confirmation,0.8,-0.4285714285714285,724,2.3596266306923916,-17.640373369307564,-57.260113263936496,0.21685082872928177,0.6804369438117995,-0.9107590289726613,-0.9234983697800616,22.0,131.50498958855476,1218.165301415947,0.41486978818138565,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.43370165745856354,1.2694965576107886,0.21700069108500344,0.2154696132596685,0.4958009558039738,0.210648821646785
best_single_feature_arm,confirmation,0.9,-0.2,415,4.0586679799962235,-15.94133202000374,-58.638119625371004,0.22409638554216868,0.7174306398884595,-0.6544676545560414,-0.6941804096753066,21.0,157.614010475285,1218.165301415947,0.4335950243450839,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.42409638554216866,0.3089693659713011,0.1216309606081548,0.22409638554216868,0.4958009558039738,0.12074483561245272
best_single_feature_arm,confirmation,0.95,-0.051578947368421994,206,3.0829905168866714,-16.9170094831133,-58.26357609509849,0.19902912621359223,0.7142490481064608,-0.3922710995046118,-0.48053549765507353,20.0,130.32974355364001,1218.165301415947,0.44939638922275926,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.4029126213592233,-1.8094070523232364,0.05736005528680028,0.19902912621359223,0.4958009558039738,0.059935990689554845
best_single_feature_arm,confirmation,0.975,-0.0,195,-0.7114869991030722,-20.711486999103048,-60.75665666154,0.18974358974358974,0.6558063821917774,-0.4989326170067959,-0.5644553687209721,20.0,123.33497579754855,1218.165301415947,0.4357138698918573,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.38974358974358975,-3.1263102138865904,0.0525224602626123,0.18974358974358974,0.4958009558039738,0.05673552516729706
best_single_feature_arm,confirmation,0.99,-0.0,195,-0.7114869991030722,-20.711486999103048,-60.75665666154,0.18974358974358974,0.6558063821917774,-0.4989326170067959,-0.5644553687209721,20.0,123.33497579754855,1218.165301415947,0.4357138698918573,3437,0.42100669188245565,0.4922801637767274,0.41669283207096175,0.38974358974358975,-3.1263102138865904,0.0525224602626123,0.18974358974358974,0.4958009558039738,0.05673552516729706
best_single_feature_arm,audit,0.5,-0.7142857142857143,2493,6.486511874399306,-13.513488125600642,-49.864490655113,0.2314480545527477,0.7252861843186752,-0.9998008412205438,-0.9999139264570635,22.0,110.26799489491943,1382.5592570004899,0.3995864923236425,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.4472523064580826,1.8528334221029785,0.6942714819427148,0.2278379462494986,0.5102277485481258,0.6655098772023492
best_single_feature_arm,audit,0.7,-0.65,1108,9.39170537363822,-10.608294626361728,-47.5580640455695,0.24007220216606498,0.7793817911071644,-0.9277060806851579,-0.9554641576069011,23.5,120.59540082789952,939.994080961348,0.41538468757218244,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.463898916967509,3.517494473045618,0.32004981320049813,0.23465703971119134,0.5102277485481258,0.29578216764548854
best_single_feature_arm,audit,0.8,-0.4285714285714285,806,7.516273825835386,-12.483726174164556,-48.1712870513815,0.228287841191067,0.7418043786107332,-0.8715067252563262,-0.8940309381250519,22.0,119.98995213998599,939.994080961348,0.41498785982638775,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.456575682382134,2.7851710145081143,0.22914072229140722,0.22332506203473945,0.5102277485481258,0.21516284036305391
best_single_feature_arm,audit,0.9,-0.2,430,3.4595486164777167,-16.54045138352222,-50.437147050019504,0.22790697674418606,0.6719978066834961,-0.7128128736984463,-0.729754085759957,19.5,119.9455231073044,667.041430055946,0.4028439001085222,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.4418604651162791,1.3136492879226247,0.11830635118306351,0.22093023255813954,0.5102277485481258,0.11478910838227442
best_single_feature_arm,audit,0.95,-0.051578947368421994,234,4.959393282961516,-15.0406067170384,-48.4704421062905,0.23931623931623933,0.6990920071904958,-0.3421934202846595,-0.4747212836426423,21.0,127.85209553071579,643.7842528605919,0.3759061441977942,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.45726495726495725,2.8540985027904417,0.06662515566625156,0.23504273504273504,0.5102277485481258,0.062466631073144686
best_single_feature_arm,audit,0.975,-0.0,223,3.0860830684750415,-16.913916931524877,-48.483982161562,0.23318385650224216,0.6656491589958901,-0.3494084717117606,-0.5055326672072962,21.0,128.96732511641252,643.7842528605919,0.3791854297953025,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.452914798206278,2.419082596922517,0.06288916562889166,0.22869955156950672,0.5102277485481258,0.0595301655098772
best_single_feature_arm,audit,0.99,-0.0,223,3.0860830684750415,-16.913916931524877,-48.483982161562,0.23318385650224216,0.6656491589958901,-0.3494084717117606,-0.5055326672072962,21.0,128.96732511641252,643.7842528605919,0.3791854297953025,3746,0.42872397223705283,0.5305030202162451,0.4459414449427801,0.452914798206278,2.419082596922517,0.06288916562889166,0.22869955156950672,0.5102277485481258,0.0595301655098772
lgb_arm_all103,development,0.5,0.49301507794745664,1767,27.452484622216453,7.452484622216518,-35.535244229124004,0.26825127334465193,1.194035226660768,-0.4408660785340247,-0.9890517138159183,30.0,156.32725811964687,1746.2257408717599,0.379350617057305,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.597623089983022,20.98506586215729,0.7708029197080292,0.266553480475382,0.7087211545119139,0.5001415227851684
lgb_arm_all103,development,0.7,0.529092911173679,1060,41.125367590879144,21.125367590879222,-27.937766329688998,0.31981132075471697,1.635431486666743,7.808688006330815,-0.8583607361245396,34.0,192.83752728355051,1746.2257408717599,0.3714032801449979,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.6933962264150944,30.562379505364518,0.5364963503649635,0.3179245283018868,0.7087211545119139,0.30002830455703366
lgb_arm_all103,development,0.8,0.550456125418796,707,50.042295037802255,30.042295037802354,-25.831876523587,0.3422913719943423,1.9727243746357763,16.964194240706217,-0.6398793850987128,38.0,216.15306058648252,1746.2257408717599,0.3809602481110659,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.7482319660537482,36.0459534692299,0.3861313868613139,0.3408769448373409,0.7087211545119139,0.20011321822813474
lgb_arm_all103,development,0.9,0.5807545206793576,354,63.53891114038721,43.53891114038732,-22.348628021787,0.3700564971751412,2.62172349450285,10.798285575743753,-0.3580637729596208,44.5,234.99228403639285,1746.2257408717599,0.3908030573326985,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.8305084745762712,44.2736043214822,0.2145985401459854,0.3700564971751412,0.7087211545119139,0.10019813189923578
lgb_arm_all103,development,0.95,0.6039609581282852,177,68.25396890726867,48.25396890726877,-15.189714909774,0.4180790960451977,2.940756993148903,3.5086123929130375,-0.20488581441597387,48.0,237.28317212915744,1249.295955292932,0.3847156994570542,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.8700564971751412,48.22840658136921,0.11240875912408758,0.4180790960451977,0.7087211545119139,0.05009906594961789
lgb_arm_all103,development,0.975,0.6271162178542559,89,73.06352802408882,53.063528024088924,-8.231668671194,0.4606741573033708,3.30130851664413,1.417684572057301,-0.06696818855436149,49.0,236.34842696186118,1096.8251607076459,0.3743153798397063,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.9101123595505618,52.233992818911254,0.059124087591240874,0.4606741573033708,0.7087211545119139,0.025191055759977356
lgb_arm_all103,development,0.99,0.645913268642362,36,95.24649933660378,75.2464993366039,3.9762490609450003,0.5277777777777778,4.76739770591966,0.7295215552922081,-0.041013921353837635,54.5,231.161870455647,1096.8251607076459,0.3431030643563446,3533,0.3877724313614492,0.7941238007498372,0.7049949592914732,0.9166666666666666,52.88942353052175,0.02408759124087591,0.5277777777777778,0.7087211545119139,0.010189640532125671
lgb_arm_all103,confirmation,0.5,0.49301507794745664,1844,2.650595173057323,-17.34940482694264,-58.2051774908085,0.227765726681128,0.6886777297680362,-0.9981014933116786,-0.9985923237539346,23.0,111.7960875797791,1218.165301415947,0.3944948238459714,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.4403470715835141,1.9340379701058452,0.5611610228058052,0.22342733188720174,0.5210178306318609,0.5365144020948501
lgb_arm_all103,confirmation,0.7,0.529092911173679,1084,2.8352408130851314,-17.16475918691483,-58.966495481216995,0.22509225092250923,0.6904973146986911,-0.9803794038658813,-0.9825245072049126,23.0,114.11133192828987,1218.165301415947,0.4036542394304893,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.42988929889298894,0.8882607010533283,0.32204561161022804,0.22047970479704798,0.5210178306318609,0.3153913296479488
lgb_arm_all103,confirmation,0.8,0.550456125418796,698,2.3373080634964434,-17.66269193650352,-58.1720450362715,0.2177650429799427,0.6806289474570347,-0.9362505963828692,-0.937616755867781,23.5,109.66399541922408,905.214157384561,0.4088376131925201,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.42550143266475643,0.4494740782300777,0.20525224602626124,0.21203438395415472,0.5210178306318609,0.20308408495781205
lgb_arm_all103,confirmation,0.9,0.5807545206793576,320,4.233819760549585,-15.766180239450392,-60.103338064358,0.221875,0.7170163679159075,-0.6749506702322019,-0.682586204231981,23.0,132.15072253174478,787.695892323627,0.46102218380887716,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.415625,-0.538169188245563,0.09191430545957152,0.21875,0.5210178306318609,0.09310445155659004
lgb_arm_all103,confirmation,0.95,0.6039609581282852,154,3.0401463028305904,-16.95985369716939,-58.991043011145,0.24025974025974026,0.7018270335076311,-0.4194335413780905,-0.4346245329981304,24.0,126.27406068947134,787.695892323627,0.47273415427862187,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.44805194805194803,2.704525616949238,0.04768486523842433,0.24025974025974026,0.5210178306318609,0.04480651731160896
lgb_arm_all103,confirmation,0.975,0.6271162178542559,68,13.56197770063748,-6.4380222993624745,-61.3823710158165,0.23529411764705882,0.8776462393552802,-0.20599780754933306,-0.20599780754933306,23.5,134.61992532500597,787.695892323627,0.4909176518981447,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.4852941176470588,6.4287425764603165,0.022805805114029024,0.23529411764705882,0.5210178306318609,0.019784695955775384
lgb_arm_all103,confirmation,0.99,0.645913268642362,26,-6.294763470715306,-26.294763470715306,-58.4651025752125,0.23076923076923078,0.5036510378892594,-0.11437847710101257,-0.11532890323581435,26.0,130.62212227496101,158.21643723187,0.5195085388511568,3437,0.42100669188245565,0.5184926012231164,0.4345413027245676,0.5,7.899330811754435,0.008984105044920525,0.23076923076923078,0.5210178306318609,0.007564736688972942
lgb_arm_all103,audit,0.5,0.49301507794745664,1946,8.297237262807796,-11.702762737192158,-49.4026358716255,0.24665981500513876,0.7557391664847747,-0.9971125124748969,-0.998640044082003,22.0,117.28259300681749,1382.5592570004899,0.4015125956298442,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.45375128468653647,2.502731244948364,0.549813200498132,0.24306269270298048,0.5336848982828338,0.5194874532835024
lgb_arm_all103,audit,0.7,0.529092911173679,1138,9.890462642118571,-10.109537357881388,-49.1730136074365,0.25746924428822493,0.7891436925556056,-0.964469482502468,-0.9800929091502399,21.0,124.7957679755829,1382.5592570004899,0.4253312258020791,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.45342706502636204,2.4703092789309213,0.32129514321295144,0.2521968365553603,0.5336848982828338,0.30379071009076347
lgb_arm_all103,audit,0.8,0.550456125418796,782,5.929892479437066,-14.070107520562903,-50.205074570177004,0.24936061381074168,0.7110756607063371,-0.9431629932493891,-0.9638687869163028,21.0,108.06539296513822,1382.5592570004899,0.42621928013428584,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.4514066496163683,2.268267737931545,0.21980074719800746,0.2442455242966752,0.5336848982828338,0.20875600640683395
lgb_arm_all103,audit,0.9,0.5807545206793576,358,2.4010450245206725,-17.598954975479295,-50.5612405625565,0.24581005586592178,0.6496735772464504,-0.7614415993466016,-0.8158309219170764,21.0,111.96092560150413,721.6839460831869,0.4109168555825011,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.4692737430167598,4.054977077970695,0.10460772104607721,0.24022346368715083,0.5336848982828338,0.09556860651361453
lgb_arm_all103,audit,0.95,0.6039609581282852,183,7.169170143064103,-12.83082985693586,-42.475938551602,0.3005464480874317,0.7191898752702056,-0.3632627946592648,-0.46977128178388317,28.0,136.32443531735967,609.0884262070019,0.4027184349468056,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.5081967213114754,7.947274907442258,0.05790784557907846,0.2896174863387978,0.5336848982828338,0.04885210891617726
lgb_arm_all103,audit,0.975,0.6271162178542559,70,8.371374128766284,-11.628625871233655,-53.067955603897495,0.34285714285714286,0.7392278745327695,-0.16772043986656382,-0.20727363176053748,35.0,152.2830254266637,295.972730600593,0.346436518781819,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.4857142857142857,5.699031347723288,0.021170610211706103,0.32857142857142857,0.5336848982828338,0.01868659903897491
lgb_arm_all103,audit,0.99,0.645913268642362,24,35.48513851571424,15.485138515714253,-36.205177928043504,0.4583333333333333,1.371697081556632,0.06629262828317506,-0.04689207777897764,40.5,180.84961137603116,295.972730600593,0.46220991212840407,3746,0.42872397223705283,0.5289254082238335,0.4526361484755963,0.5416666666666666,11.29426944296138,0.00809464508094645,0.4583333333333333,0.5336848982828338,0.006406833956219968
lgb_profitable_runner_all103,development,0.5,0.470551158048229,1767,22.954799294809245,2.9547992948092805,-54.776227259729005,0.30164119977362763,1.058836901279927,6.495558006408383,-0.8789319847232676,32.0,192.42409840571082,1746.2257408717599,0.4287142316802915,3533,0.3877724313614492,0.5944177288235115,0.5095549521558321,0.4533106960950764,6.553826473362722,0.5846715328467154,0.29598189020939447,0.804706278004728,0.5001415227851684
lgb_profitable_runner_all103,development,0.7,0.5335217746432384,1060,46.753048593840475,26.753048593840507,-44.526168504226,0.39339622641509436,1.5727431568823889,314.00093353999426,-0.47314586138477055,46.0,240.67539213275674,1746.2257408717599,0.4547843054324493,3533,0.3877724313614492,0.5944177288235115,0.5095549521558321,0.5113207547169811,12.354832335553196,0.3956204379562044,0.3858490566037736,0.804706278004728,0.30002830455703366
lgb_profitable_runner_all103,development,0.8,0.5657048288357025,707,58.437135178034744,38.437135178034765,-25.397035724654,0.45403111739745405,1.8731502864282752,149.02253377183249,-0.21982647297743652,54.0,252.58310246206398,1249.295955292932,0.4669149790111424,3533,0.3877724313614492,0.5944177288235115,0.5095549521558321,0.553041018387553,16.526858702610387,0.2854014598540146,0.44554455445544555,0.804706278004728,0.20011321822813474
lgb_profitable_runner_all103,development,0.9,0.617447363341371,354,83.48444664589238,63.48444664589241,17.714335236388,0.5423728813559322,2.6727800149576515,47.72126289150365,-0.1097008558632272,64.0,284.25099224059767,1163.163632486605,0.47861877588054275,3533,0.3877724313614492,0.5944177288235115,0.5095549521558321,0.635593220338983,24.782078897753383,0.16423357664233576,0.5338983050847458,0.804706278004728,0.10019813189923578
