checkpoint_bars,keep_training_quantile,phase,eligible_events,eligible_runner_arm_rate,eligible_runner_arm_auc,eligible_runner_arm_average_precision,keep_rate,reject_rate,runner_arm_recall,events,mean_net_bp,median_net_bp,win_rate,profit_factor,max_net_bp
2,0.3,audit,3465,0.4303030303030303,0.6741900236270715,0.5899805366013355,0.6732514682327816,0.2824345969033636,0.8374844333748444,3746,-16.00596487886221,-40.92360958773687,0.19113721302722905,0.6405368154798164,1382.5592570004899
2,0.5,audit,3465,0.4303030303030303,0.6741900236270715,0.5899805366013355,0.509076348104645,0.44660971703150026,0.6905354919053549,3746,-17.615837500149457,-35.38461208957718,0.15563267485317672,0.5656733608649301,1382.5592570004899
2,0.7,audit,3465,0.4303030303030303,0.6741900236270715,0.5899805366013355,0.3366257341163908,0.6190603310197544,0.4900373599003736,3746,-20.37870869047998,-30.163824829979536,0.1187933796049119,0.431972195801227,1210.9709334192692
2,0.8,audit,3465,0.4303030303030303,0.6741900236270715,0.5899805366013355,0.2415910304324613,0.714095034703684,0.3767123287671233,3746,-20.492369944239346,-27.52525473708243,0.10811532301121196,0.37442059993418475,1210.9709334192692
2,0.9,audit,3465,0.4303030303030303,0.6741900236270715,0.5899805366013355,0.12733582487987186,0.8283502402562734,0.22415940224159403,3746,-21.272644846367434,-24.705157879966173,0.10811532301121196,0.266227948281456,796.806062061887
4,0.3,development,2850,0.3849122807017544,0.7902946427039257,0.6982320489219119,0.6419473535239173,0.2420039626379847,0.9321167883211678,3533,-14.720181314307213,-40.980015244638004,0.1624681573733371,0.6582012965476195,1746.2257408717599
4,0.5,development,2850,0.3849122807017544,0.7902946427039257,0.6982320489219119,0.4806113784319275,0.4033399377299745,0.8065693430656934,3533,-13.917473016141177,-34.7871306611,0.13840928389470705,0.6399595965744379,1746.2257408717599
4,0.7,development,2850,0.3849122807017544,0.7902946427039257,0.6982320489219119,0.3192754033399377,0.5646759128219644,0.6226277372262774,3533,-15.115031437069792,-30.02226503189485,0.11463345598641381,0.5585842003263276,1746.2257408717599
4,0.8,development,2850,0.3849122807017544,0.7902946427039257,0.6982320489219119,0.23860741579394282,0.6453439003679592,0.5072992700729927,3533,-15.32025648850772,-27.742917825581674,0.10812340786866685,0.5194507566075492,1746.2257408717599
4,0.9,development,2850,0.3849122807017544,0.7902946427039257,0.6982320489219119,0.15793942824794793,0.7260118879139541,0.3715328467153285,3533,-16.98217428556078,-25.857242132434326,0.11151995471270874,0.4263316396667462,1746.2257408717599
4,0.3,confirmation,2714,0.42262343404568903,0.700653573679903,0.6245750596818851,0.6403840558626709,0.2365434972359616,0.8693849343469247,3437,-20.786362578016586,-50.57890458222499,0.18242653476869364,0.6114814296244575,1218.165301415947
4,0.5,confirmation,2714,0.42262343404568903,0.700653573679903,0.6245750596818851,0.4908350305498982,0.3860925225487344,0.7456807187284036,3437,-20.122629774292538,-42.255825405747,0.15740471341286005,0.5801900603437253,1218.165301415947
4,0.7,confirmation,2714,0.42262343404568903,0.700653573679903,0.6245750596818851,0.34012219959266804,0.5368053535059645,0.5922598479612993,3437,-19.091121011081515,-34.844782271138996,0.1364562118126273,0.5429363810866148,1218.165301415947
4,0.8,confirmation,2714,0.42262343404568903,0.700653573679903,0.6245750596818851,0.2606924643584521,0.6162350887401804,0.48030407740152037,3437,-19.336742693690418,-32.24803259080143,0.13296479487925517,0.5006002535043016,1218.165301415947
4,0.9,confirmation,2714,0.42262343404568903,0.700653573679903,0.6245750596818851,0.18591795170206576,0.6910096013965668,0.37595024187975123,3437,-19.34334463293241,-28.991530909749912,0.15362234506837358,0.4540333650999139,1218.165301415947
4,0.3,audit,2989,0.437604550016728,0.702698080907862,0.6273753165317209,0.6398825413774692,0.2375867592098238,0.8742216687422167,3746,-16.296446946165613,-44.0552998491117,0.201281366791244,0.6461302451013967,1382.5592570004899
4,0.5,audit,2989,0.437604550016728,0.702698080907862,0.6273753165317209,0.498398291510945,0.3790710090763481,0.7503113325031133,3746,-16.895862491616928,-37.785942856932316,0.17298451681793914,0.6002584936850083,1382.5592570004899
4,0.7,audit,2989,0.437604550016728,0.702698080907862,0.6273753165317209,0.3553123331553657,0.5221569674319274,0.5933997509339975,3746,-18.225867847755385,-32.34151664284533,0.14335290977042178,0.5200222524811534,1382.5592570004899
4,0.8,audit,2989,0.437604550016728,0.702698080907862,0.6273753165317209,0.2730912973838761,0.604378003203417,0.48692403486924035,3746,-19.49656976266217,-29.48172900872013,0.1412172984516818,0.4496814846028473,796.806062061887
4,0.9,audit,2989,0.437604550016728,0.702698080907862,0.6273753165317209,0.1785904965296316,0.6988788040576615,0.3493150684931507,3746,-19.829665455705467,-26.815005355685912,0.14895888948211425,0.38974095856467494,796.806062061887
8,0.3,development,2159,0.3867531264474294,0.8132514427338676,0.7340706286567039,0.5791112369091423,0.1834135295782621,0.9525547445255474,3533,-15.326826982062652,-43.263592306929,0.1669968864987263,0.6556786262956003,1746.2257408717599
8,0.5,development,2159,0.3867531264474294,0.8132514427338676,0.7340706286567039,0.45711859609397115,0.3054061703934333,0.8678832116788321,3533,-14.225018186694934,-38.155435765507825,0.15114633455986415,0.6534940875945752,1746.2257408717599
8,0.7,development,2159,0.3867531264474294,0.8132514427338676,0.7340706286567039,0.3348429097084631,0.4276818567789414,0.7262773722627737,3533,-15.472062285740872,-33.210090304619996,0.12821964336258138,0.5890730663461373,1746.2257408717599
8,0.8,development,2159,0.3867531264474294,0.8132514427338676,0.7340706286567039,0.27370506651570903,0.48881969997169544,0.6343065693430657,3533,-15.608312150915022,-31.36999404428907,0.1285026889329182,0.564673135098776,1746.2257408717599
8,0.9,development,2159,0.3867531264474294,0.8132514427338676,0.7340706286567039,0.212567223322955,0.5499575431644494,0.527007299270073,3533,-17.234091894795846,-29.414301007666,0.13925842060571753,0.4949184464673412,1746.2257408717599
8,0.3,confirmation,2024,0.42934782608695654,0.706180662452239,0.6381632902919409,0.598196101251091,0.15885947046843177,0.9198341395991707,3437,-19.912625020391815,-55.194042918971,0.1949374454466104,0.63775704126672,1218.165301415947
8,0.5,confirmation,2024,0.42934782608695654,0.706180662452239,0.6381632902919409,0.48821646784986905,0.26883910386965376,0.8251554941257775,3437,-19.385706678618316,-48.485409709094995,0.17777131219086412,0.6206444325711553,1218.165301415947
8,0.7,confirmation,2024,0.42934782608695654,0.706180662452239,0.6381632902919409,0.35903404131510036,0.39802153040442245,0.6897028334485141,3437,-18.95073941461834,-40.58995588231527,0.16351469304626126,0.5895258824936856,1218.165301415947
8,0.8,confirmation,2024,0.42934782608695654,0.706180662452239,0.6381632902919409,0.3034623217922607,0.45359324992726213,0.61782999308915,3437,-18.801057396943182,-37.174288817469744,0.16555135292406167,0.5720645962255133,1218.165301415947
8,0.9,confirmation,2024,0.42934782608695654,0.706180662452239,0.6381632902919409,0.2339249345359325,0.5231306371835903,0.5134761575673807,3437,-19.221437690412557,-33.793757430005,0.18708175734652313,0.5341841417849845,1218.165301415947
8,0.3,audit,2167,0.45085371481310565,0.6916009392498043,0.6307035052417569,0.5947677522690871,0.15162840363053925,0.9178082191780822,3746,-16.23846237449491,-47.4101880580245,0.20822210357714896,0.6587699675740744,1382.5592570004899
8,0.5,audit,2167,0.45085371481310565,0.6916009392498043,0.6307035052417569,0.498398291510945,0.24799786438868127,0.8268991282689913,3746,-16.85310104555443,-42.589049738022496,0.18846769887880405,0.6285585504226725,1382.5592570004899
8,0.7,audit,2167,0.45085371481310565,0.6916009392498043,0.6307035052417569,0.3793379604911906,0.36705819540843565,0.6998754669987547,3746,-18.430337154985406,-36.78110050023718,0.16497597437266417,0.5604683079464162,1382.5592570004899
8,0.8,audit,2167,0.45085371481310565,0.6916009392498043,0.6307035052417569,0.31767218366257344,0.42872397223705283,0.6232876712328768,3746,-17.10734094241931,-33.893057370392704,0.16871329418045916,0.5690563674873766,1382.5592570004899
8,0.9,audit,2167,0.45085371481310565,0.6916009392498043,0.6307035052417569,0.2517351841964762,0.49466097170315004,0.5336239103362391,3746,-17.263176872901912,-31.165144726076328,0.18499733048585157,0.538046016708264,1133.358975021803
12,0.3,development,1625,0.38646153846153847,0.8451852372403836,0.7714090413502048,0.5318426266628927,0.13812623832437024,0.9788321167883212,3533,-15.607308116963857,-44.694164668547,0.17180866119445232,0.6539169274322972,1746.2257408717599
12,0.5,development,1625,0.38646153846153847,0.8451852372403836,0.7714090413502048,0.4401358618737617,0.22983300311350127,0.9211678832116789,3533,-14.261293210027718,-40.09273570324544,0.16218511180300027,0.6623322290090954,1746.2257408717599
12,0.7,development,1625,0.38646153846153847,0.8451852372403836,0.7714090413502048,0.3481460515142938,0.32182281347296915,0.8036496350364963,3533,-15.026204293458282,-36.53377905269537,0.14888196999716954,0.6225030798013848,1746.2257408717599
12,0.8,development,1625,0.38646153846153847,0.8451852372403836,0.7714090413502048,0.3020096235493914,0.3679592414378715,0.7364963503649635,3533,-15.122535850260002,-34.768875180042,0.15029719784885368,0.6056814315834965,1746.2257408717599
12,0.9,development,1625,0.38646153846153847,0.8451852372403836,0.7714090413502048,0.25615624115482594,0.413812623832437,0.6459854014598541,3533,-17.80880963160841,-33.6196092190799,0.14888196999716954,0.5248112221375102,1746.2257408717599
12,0.3,confirmation,1520,0.42894736842105263,0.6960751745780442,0.6326018683445767,0.550771021239453,0.12278149549025313,0.9336558396682793,3437,-20.40455931476642,-56.98979591836738,0.19697410532441081,0.635190217189694,1218.165301415947
12,0.5,confirmation,1520,0.42894736842105263,0.6960751745780442,0.6326018683445767,0.4611579866162351,0.21239453011347106,0.8555632342778162,3437,-20.271652925541584,-51.474927983349,0.18068082630200757,0.6187425651337475,1218.165301415947
12,0.7,confirmation,1520,0.42894736842105263,0.6960751745780442,0.6326018683445767,0.37416351469304626,0.29938900203665986,0.7588113337940566,3437,-19.11190197479252,-45.855080801064,0.1768984579575211,0.6149417193179479,1218.165301415947
12,0.8,confirmation,1520,0.42894736842105263,0.6960751745780442,0.6326018683445767,0.3252836776258365,0.34826883910386963,0.7000691085003455,3437,-19.64359389886336,-42.8617142708476,0.17951702065755018,0.5872954656654742,1218.165301415947
12,0.9,confirmation,1520,0.42894736842105263,0.6960751745780442,0.6326018683445767,0.27611288914751236,0.39743962758219376,0.6316516931582584,3437,-19.568557503622415,-40.06570399472718,0.19581029967995345,0.5700813286352276,1218.165301415947
12,0.3,audit,1604,0.4513715710723192,0.6964151180311402,0.639731589104885,0.5539241857981847,0.10971703150026695,0.9433374844333748,3746,-15.775811687647328,-48.8350299118975,0.21462893753336892,0.6737193339008611,1382.5592570004899
12,0.5,audit,1604,0.4513715710723192,0.6964151180311402,0.639731589104885,0.46769887880405764,0.19594233849439402,0.8623910336239103,3746,-16.10719821772751,-44.80724120719972,0.19834490122797652,0.652423864953357,1382.5592570004899
12,0.7,audit,1604,0.4513715710723192,0.6964151180311402,0.639731589104885,0.3825413774693006,0.2810998398291511,0.7683686176836861,3746,-17.711399755319114,-39.5188594864481,0.18446342765616658,0.5976176319205503,1382.5592570004899
12,0.8,audit,1604,0.4513715710723192,0.6964151180311402,0.639731589104885,0.3416978109983983,0.3219434063000534,0.7173100871731009,3746,-17.671270304296442,-37.47098878570697,0.18900160170848906,0.5852832768781796,1382.5592570004899
12,0.9,audit,1604,0.4513715710723192,0.6964151180311402,0.639731589104885,0.29177789642285107,0.37186332087560064,0.6450809464508095,3746,-17.75176028716613,-35.680484141005756,0.20154831820608649,0.5666582917601727,1382.5592570004899
