fold,variant,train_events,test_events,threshold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,pool_events,pool_runner_arm_rate,runner_arm_auc,runner_arm_average_precision,runner_arm_precision,runner_arm_precision_lift_pp,runner_arm_recall,profitable_runner_precision,positive_net_auc,selection_rate
2023Q2,signal_score,830,854,0.7962576882167703,82,1.2959041027057168,-18.704095897294252,-57.9842726851,0.15853658536585366,0.6301495648532853,-0.40212412733610026,-0.40212412733610026,18.5,85.31278883919806,801.280748149035,0.4549095181302335,854,0.373536299765808,0.506729557905839,0.370237962582511,0.32926829268292684,-4.4268007082881144,0.08463949843260188,0.15853658536585366,0.507830205495149,0.09601873536299765
2023Q2,best_single_feature_arm,830,854,-0.39658982857596264,63,11.010743741115174,-8.989256258884762,-55.293764005320995,0.19047619047619047,0.8045488107328398,-0.1602338593949364,-0.17578962933328046,24.0,199.31038822379028,386.879112627835,0.3845134459159988,854,0.373536299765808,0.5244543403744177,0.40120108568304447,0.4126984126984127,3.916211293260469,0.08150470219435736,0.19047619047619047,0.5256805276157979,0.07377049180327869
2023Q2,strict_k1k2_rule,830,854,0.5,62,-19.207432488250937,-39.20743248825088,-58.014418170174,0.1774193548387097,0.2614642957735578,-0.3779814790928916,-0.3779814790928916,18.0,6.0728306837599995,266.472743317383,0.2808969141416073,854,0.373536299765808,0.5007587964726218,0.36522308515462576,0.3225806451612903,-5.095565460451768,0.06269592476489028,0.1774193548387097,0.5013877925186524,0.07259953161592506
2023Q2,lgb_arm_all103,830,854,0.6360783445152796,52,1.6235928902969432,-18.376407109703024,-54.431049621134,0.25,0.5914994303469165,-0.1963864706037901,-0.2204678543273011,21.0,71.8265135351186,370.322580645161,0.3948700623087974,854,0.373536299765808,0.4945888143438901,0.3802625304335959,0.4423076923076923,6.87713925418843,0.07210031347962383,0.25,0.46607759754865763,0.06088992974238876
2023Q2,lgb_profitable_runner_all103,830,854,0.6378544308067934,48,28.077237342268038,8.077237342268084,-50.1188511556995,0.4166666666666667,1.1746072079276129,0.15149205931085596,-0.09029450880645418,42.5,170.86041574847482,386.879112627835,0.4245984538619437,854,0.373536299765808,0.5572788796765593,0.42102460257459945,0.5208333333333334,14.729703356752538,0.07836990595611286,0.4166666666666667,0.578111074329658,0.05620608899297424
2023Q2,lgb_two_stage_expected_net,830,854,30.89642574077687,51,0.039483560230686235,-19.960516439769272,-55.648510300945,0.21568627450980393,0.5647414726146308,-0.21173462230623297,-0.22377891525955218,19.0,72.750505554803,370.322580645161,0.41589477445688455,854,0.373536299765808,0.4963876600357426,0.37925560301472383,0.43137254901960786,5.783624925379987,0.06896551724137931,0.21568627450980393,0.4630388836546052,0.059718969555035126
2023Q2,aeon_minirocket_arm_seq64,830,854,0.9813183783023114,32,-22.65645413247622,-42.65645413247619,-49.2340098072755,0.09375,0.2358605452587448,-0.2708710945473992,-0.2719958207949913,18.5,-8.361502373628738,339.841006607174,0.3562138243928332,854,0.373536299765808,0.5014150528813758,0.37297729469881313,0.3125,-6.103629976580799,0.03134796238244514,0.09375,0.49352787892677386,0.03747072599531616
2023Q3,signal_score,1680,930,0.7950869762200365,104,-3.2751767326602557,-23.27517673266021,-41.045715861177,0.14423076923076922,0.4096201573321061,-0.7117395566127331,-0.7512044725632483,15.0,71.25678784541313,223.641738998596,0.40811335978962476,930,0.3720430107526882,0.5085467970543986,0.3735243425736112,0.3557692307692308,-1.6273779983457415,0.1069364161849711,0.14423076923076922,0.4759201926384589,0.11182795698924732
2023Q3,best_single_feature_arm,1680,930,-0.4075942207630547,93,-16.124554764498175,-36.124554764498065,-44.49432493061,0.08602150537634409,0.1531513660941559,-0.6383534026771999,-0.6383534026771999,24.0,-7.716669618773606,212.431047089239,0.2514018521273309,930,0.3720430107526882,0.4936752712012036,0.37183007706299215,0.3118279569892473,-6.021505376344089,0.0838150289017341,0.07526881720430108,0.4887448400412797,0.1
2023Q3,strict_k1k2_rule,1680,930,0.5,61,-1.3176493048385909,-21.31764930483854,-40.710777623573,0.18032786885245902,0.41654372806172446,-0.41311301512702026,-0.43852780356221377,19.0,43.960496131265,262.104084611233,0.3826954815398334,930,0.3720430107526882,0.5082003721593159,0.37701050815607895,0.3770491803278688,0.500616957518063,0.06647398843930635,0.14754098360655737,0.49272230822153423,0.06559139784946237
2023Q3,lgb_arm_all103,1680,930,0.6068181090698344,67,-3.8469555787100806,-23.84695557870998,-39.639085469468,0.16417910447761194,0.35446154420742015,-0.41880518588698723,-0.42061195086515724,21.0,10.3993665113158,264.541650157541,0.25510906173319475,930,0.3720430107526882,0.5090565365428776,0.40028197611424043,0.43283582089552236,6.079281014283416,0.0838150289017341,0.16417910447761194,0.5359477124183006,0.07204301075268817
2023Q3,lgb_profitable_runner_all103,1680,930,0.6211418383749322,68,16.39630216738767,-3.60369783261228,-47.9238621118255,0.29411764705882354,0.9125729688639274,-0.1695190878520091,-0.2721448975165732,45.5,159.09052144231146,332.398194660478,0.4977328084700951,930,0.3720430107526882,0.4845247050439465,0.3767702650050626,0.4117647058823529,3.9721695129664725,0.08092485549132948,0.27941176470588236,0.5750881492948057,0.07311827956989247
2023Q3,lgb_two_stage_expected_net,1680,930,18.023246470121197,83,-8.937176655804079,-28.937176655803984,-41.570870762605,0.13253012048192772,0.2675470812808084,-0.5404461645188221,-0.541874783211503,21.0,7.843746355008787,264.541650157541,0.2444194687773499,930,0.3720430107526882,0.5111895241111727,0.39989398349472766,0.3855421686746988,1.3499157922010618,0.09248554913294797,0.13253012048192772,0.5342922256621947,0.08924731182795699
2023Q3,aeon_minirocket_arm_seq64,1680,930,0.981149229748215,49,-5.554236642415769,-25.55423664241571,-37.270779499466,0.16326530612244897,0.2524808075632321,-0.3536187870296814,-0.36087675452277646,25.0,5.2464275548276085,179.340372362875,0.2652314682936401,930,0.3720430107526882,0.5455746694116717,0.4269705998422636,0.5510204081632653,17.897739741057705,0.07803468208092486,0.16326530612244897,0.49155056759545923,0.05268817204301075
2023Q4,signal_score,2608,911,0.7981344985946545,91,16.474967327036623,-3.525032672963373,-55.948353739443,0.17582417582417584,0.9311384388142884,-0.25097308611095004,-0.35603887810784807,16.0,73.527425884454,1163.163632486605,0.4147870433560153,911,0.40065861690450055,0.5001455165838727,0.394112825178985,0.34065934065934067,-5.999927624515989,0.08493150684931507,0.17582417582417584,0.4990683229813664,0.09989023051591657
2023Q4,best_single_feature_arm,2608,911,0.7774160427866476,103,-6.0683148682239905,-26.068314868223936,-59.3520235308,0.1941747572815534,0.49241156361541094,-0.4117671989947186,-0.45728607078884465,22.0,65.89878855227678,417.858699004933,0.3806460917295041,911,0.40065861690450055,0.5336795624466858,0.4104458861302025,0.36893203883495146,-3.172657806954909,0.10410958904109589,0.18446601941747573,0.5274223602484471,0.11306256860592755
2023Q4,strict_k1k2_rule,2608,911,0.5,66,-18.598773965889222,-38.598773965889194,-57.32535327806799,0.15151515151515152,0.33485283959082757,-0.3461401875056883,-0.3782729621652817,17.5,44.600473819354,481.87330521050205,0.36159110098375563,911,0.40065861690450055,0.4875206984796026,0.378690018275482,0.2878787878787879,-11.277982902571265,0.052054794520547946,0.13636363636363635,0.49241459627329187,0.07244785949506037
2023Q4,lgb_arm_all103,2608,911,0.5859366419210158,97,12.807182222899375,-7.192817777100548,-49.045371435217,0.1958762886597938,0.8441730622099411,0.0507515274503183,-0.3060588483621892,27.0,161.84171423379627,560.997357133573,0.3757506494175343,911,0.40065861690450055,0.5345777510161072,0.4352403584895167,0.4845360824742268,8.387746556972624,0.12876712328767123,0.1958762886597938,0.5346739130434783,0.10647639956092206
2023Q4,lgb_profitable_runner_all103,2608,911,0.629154045726582,153,5.062179391601944,-14.937820608398026,-67.76459066293499,0.20915032679738563,0.7608881856028693,-0.3241609435664009,-0.44374056021356056,32.0,186.37163111098002,1249.295955292932,0.41722266404383074,911,0.40065861690450055,0.5003010687942194,0.41258555923781737,0.39215686274509803,-0.8501754159402519,0.1643835616438356,0.19607843137254902,0.5439518633540372,0.16794731064763996
2023Q4,lgb_two_stage_expected_net,2608,911,4.120443105481106,94,23.246578817952564,3.2465788179526354,-48.7885262556865,0.2127659574468085,1.0741951576741893,0.3386310462115911,-0.2279674382124297,25.0,186.256887164363,560.997357133573,0.4319346225120011,911,0.40065861690450055,0.5353655476943148,0.4317741564450903,0.48936170212765956,8.8703085223159,0.12602739726027398,0.2127659574468085,0.5274145962732919,0.10318331503841932
2023Q4,aeon_minirocket_arm_seq64,2608,911,0.9774920929815594,50,5.200849664792135,-14.79915033520784,-55.46393091240449,0.22,0.7091546656502219,-0.09042789809646035,-0.19897726039954466,28.5,124.73282601682023,498.07022423767404,0.40506042773239814,911,0.40065861690450055,0.5250689949320086,0.43240473286031533,0.44,3.9341383095499447,0.06027397260273973,0.22,0.5498291925465839,0.054884742041712405
