arm,feature,n,top_n,descriptive_auc,top_gross_bp,top_net_bp,top_win_rate,top_matched_actual_bp,top_random_bp,top_excess_bp,val_auc
early,relative_volume,10386,1039,0.5082411959237264,14.636573557247754,-5.36342644275227,0.30798845043310874,-4.750788219911367,85.5475073278851,-90.29829554779646,not_applicable_no_training
early,tr_expansion,10386,1039,0.5191160906399612,140.59567439045324,120.5956743904532,0.343599615014437,125.58331496819916,143.2313267060337,-17.648011737834576,not_applicable_no_training
confirmed,relative_volume,3809,381,0.49890269100902623,-8.733374197318415,-28.733374197318433,0.31496062992125984,-49.18594258254974,68.336122250013,-117.52206483256275,not_applicable_no_training
confirmed,tr_expansion,3809,381,0.5232762319743772,208.922165866404,188.92216586640393,0.3858267716535433,169.58591303364452,159.05048736144732,10.535425672197222,not_applicable_no_training
