instrument,asset,symbol,venue,minutes,decision_i,bar_open,confirmed_at,open,high,low,close,volume,atr,rv,expansion,ready,s20,e20,s60,e60,s120,e120,md,sb,middle,prog_dense,prog_dense_hits,prog_recent_dense,prog_prior_high,prog_prior_low,prog_advance,prog_volume_base,prog_volume_ratio,prog_efficiency,prog_close_position,prog_up,fast_high,early_condition,tag_recent_density,tag_above_six,tag_md_ge_signal,tag_middle_rising,tag_advance,tag_volume,tag_efficiency,tag_close_position,breadth_valid,breadth_above_fast,breadth_positive_return,breadth_joint,early,confirmed,parent_i,frozen_parent_high,confirm_age,candidate_edge,cooldown_blocked
okx:ACH-USDT-SWAP:segment0,ACH,ACH-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.004186,0.004246,0.004185,0.004234,13475.0,3.180036532485767e-05,1.6929455367799484,2.0640016750763577,True,0.00416875,0.004176844438492769,0.004170416666666667,0.004171386927406332,0.004170691666666667,0.004176547347784205,0.0,0.0,0.004176424911590525,True,11.0,True,0.004214,0.004125,1.4794568947718654,8710.5,1.3891280638310086,0.45544554455446185,0.8032786885245906,False,0.004176844438492769,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,,,,True,True
okx:ACH-USDT-SWAP:segment0,ACH,ACH-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.004238,0.004353,0.004228,0.004294,131203.0,3.845748208736784e-05,16.483824360826684,3.930772452550734,True,0.0041753,0.004188002111017267,0.004172483333333333,0.004175407028147108,0.004172416666666666,0.0041784887139365325,0.0,0.0,0.004189411852930813,True,11.0,True,0.004246,0.004125,3.416217420752589,7959.5,6.6616412253701025,0.5098039215686287,0.5280000000000002,False,0.004188002111017267,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,,,,False,False
okx:ACT-USDT-SWAP:segment0,ACT,ACT-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.009931,0.010127,0.009918,0.010113,5318569.0,0.0001370578681218186,1.2179328408690686,1.589065308865896,True,0.010012,0.010030645393526385,0.01003555,0.01003339747496894,0.010034033333333334,0.01004120038667289,0.0,0.0,0.010026021039060373,True,12.0,True,0.01024,0.009742,-0.1867252951172,4014781.0,2.415911353570718,-0.040280210157615945,0.9330143540669853,False,0.010030645393526385,False,True,True,True,True,False,True,False,True,True,True,True,True,False,False,,,,False,False
okx:ACT-USDT-SWAP:segment0,ACT,ACT-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.010117,0.010339,0.010096,0.010226,19139723.0,0.0001446251632559743,3.960810380287792,1.7729737324092714,True,0.01002065,0.01004925059414292,0.010035366666666665,0.010039712311855204,0.010036108333333332,0.010044254925736148,0.0,0.0,0.010047249550593515,True,12.0,True,0.01024,0.009742,0.7298146582825619,4366882.0,3.226177777798133,0.12570621468926624,0.5349794238683159,False,0.01004925059414292,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,,,,False,False
okx:ACU-USDT-SWAP:segment0,ACU,ACU-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.12884,0.13453,0.12787,0.13393,281044.0,0.0035064895866924743,3.720392102354335,2.0404962757515293,True,0.1233355,0.12448849269202317,0.12098783333333334,0.12194130346086221,0.12044116666666667,0.11861032233803845,0.0015169677584939145,0.00032158157535678206,0.12498730935761744,True,12.0,True,0.12996,0.11686,2.172977470090816,75541.5,2.1729336413318068,0.5763389288569156,0.9099099099099073,True,0.12448849269202317,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,True,True
okx:ACU-USDT-SWAP:segment0,ACU,ACU-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.13393,0.13643,0.13221,0.13391,251279.0,0.003557454616214441,3.3263702732934877,1.2034828268178466,True,0.12386700000000002,0.12538577910230667,0.12144033333333334,0.12233371974083394,0.12060783333333333,0.11886320957212046,0.002258662341890233,0.0005725440577890302,0.12611017036456895,True,12.0,True,0.13453,0.11686,2.0154442057802604,75541.5,2.7933034601289797,0.4800868935553948,0.40284360189573615,False,0.12538577910230667,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,,,,False,False
okx:ADA-USDT-SWAP:segment0,ADA,ADA-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.1738,0.1768,0.1736,0.1764,133270.4,0.0014405508449088415,2.7310543534949585,2.4517153768239743,True,0.174275,0.17453677133886047,0.17424333333333336,0.17474038662412472,0.17601083333333334,0.1765894414939721,0.0,-0.00022685657156046622,0.17428915215493512,True,10.0,True,0.1761,0.1733,1.3621220989701375,48798.149999999994,1.997984896285343,0.2615384615384624,0.8749999999999968,False,0.17453677133886047,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,,,,True,True
okx:ADA-USDT-SWAP:segment0,ADA,ADA-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.1764,0.1833,0.1758,0.1792,1029855.9,0.0018733686417010656,20.30721223808904,5.206341745247167,True,0.174565,0.17498088835420708,0.17428333333333335,0.17488660345612062,0.17600666666666667,0.17663259122134448,0.0,-0.0001709626518735858,0.17485586049947102,True,11.0,True,0.1768,0.1733,3.115605475684862,48798.149999999994,8.678592665227404,0.3070866141732276,0.4533333333333328,False,0.17498088835420708,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,,,,False,False
okx:AEON-USDT-SWAP:segment0,AEON,AEON-USDT-SWAP,okx,60,555,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.08138,0.08278,0.0795,0.08078,1681788.0,0.0030424136636753416,1.1450943170765502,1.0846066634450562,True,0.083824,0.08351081095143932,0.08501116666666667,0.08350116640094037,0.07968491666666666,0.0792881010869012,0.0,0.0007961371352652195,0.08401704409090271,True,3.0,True,0.08677,0.07902,-0.027877514521232542,1757820.0,0.6494261831890258,-0.01329394387001372,0.3902439024390248,False,0.083824,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,False,False
okx:AEON-USDT-SWAP:segment0,AEON,AEON-USDT-SWAP,okx,60,556,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.08077,0.08489,0.08006,0.08046,3004639.0,0.0031700984019842446,1.8837076698683095,1.5875553208517934,True,0.08343149999999999,0.08322025752749272,0.08509833333333333,0.08340145602713904,0.07981616666666666,0.07930747131686977,0.0,0.000547399605566479,0.08375363335432899,True,4.0,True,0.08677,0.07902,-0.34600090042164333,1599464.0,1.1766066632321828,-0.10942249240121568,0.08281573498964775,False,0.08343149999999999,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,False,False
okx:AERO-USDT-SWAP:segment0,AERO,AERO-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.4055,0.4162,0.4055,0.4155,19062.0,0.0034109812316415454,1.7788353863381858,3.7540072972354976,True,0.40279,0.4041970516960244,0.4068333333333333,0.40497838915602763,0.404635,0.4063256634691478,-0.0003514820568193966,-0.001849356792326235,0.403250239330616,True,12.0,True,0.4102,0.3982,5.892074730811894,7996.0,2.3479656494914125,0.6278026905829566,0.9345794392523332,True,0.4041970516960244,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2654.0,0.4102,0.0,True,False
okx:AERO-USDT-SWAP:segment0,AERO,AERO-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.4155,0.4299,0.4139,0.423,79660.0,0.004310196857952865,6.736290220286668,4.690732347506927,True,0.40374,0.4059878086773554,0.4070233333333333,0.40556926164271523,0.40480916666666666,0.4066012723374264,0.0,-0.0015752553081309134,0.40530678363422,True,12.0,True,0.4162,0.3982,7.118194977245667,9151.5,4.545885009743394,0.5575757575757563,0.5687499999999993,False,0.4059878086773554,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,2654.0,0.4102,,False,False
okx:AEVO-USDT-SWAP:segment0,AEVO,AEVO-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.02055,0.02091,0.02052,0.02084,1262034.0,0.00034032818181485233,1.0051634700621481,1.1589645502854806,True,0.0208685,0.02077385155414553,0.020413333333333335,0.020507961427590704,0.020116416666666668,0.020258096617976003,0.00031736968844431335,0.00041662259778008006,0.02093336419811103,False,2.0,True,0.02149,0.02032,1.290614355590385,1371967.5,0.8020989321297091,0.48913043478261103,0.8205128205128196,False,0.0208685,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,,,,False,False
okx:AEVO-USDT-SWAP:segment0,AEVO,AEVO-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.02084,0.02134,0.02077,0.02104,3456947.0,0.00035673331168522014,2.7591178190104295,1.6748539511491187,True,0.020879,0.02079919902517929,0.0204315,0.02052540531521068,0.020131166666666665,0.020271020640819377,0.0003220336077033453,0.0003996260837023184,0.02095932239649751,False,1.0,True,0.02149,0.02032,1.1091417784415654,1255551.0,1.471349232329073,0.3545454545454515,0.4736842105263139,False,0.020879,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,,,,False,False
okx:AGLD-USDT-SWAP:segment0,AGLD,AGLD-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.1525,0.1556,0.1525,0.1554,165823.0,0.001232124146185541,2.6791017044995558,2.848109263032636,True,0.15320499999999998,0.15333115667160416,0.15380166666666667,0.15410420832579916,0.15635333333333332,0.15542821301317322,-0.0008901157668928239,-0.0010763900976907856,0.15284227765681047,False,0.0,False,0.1543,0.1518,3.0304098599498484,60444.0,3.0442062073985836,0.6226415094339619,0.9354838709677489,False,0.15333115667160416,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,2654.0,0.1543,,True,False
okx:AGLD-USDT-SWAP:segment0,AGLD,AGLD-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.1554,0.1612,0.1552,0.1583,1155599.0,0.0015726867071722884,16.300263066951597,4.869639166292654,True,0.15343,0.15380437984573708,0.153835,0.15424177526593688,0.15632666666666667,0.1554756805666745,-0.00036941339453508415,-0.0009892592507446457,0.15340614492847104,False,0.0,False,0.1556,0.1518,4.649825674747003,60444.0,8.908449694483048,0.5306122448979572,0.5166666666666648,False,0.15380437984573708,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,2654.0,0.1543,,False,False
okx:AI-USDT-SWAP:segment0,AI,AI-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.02,0.02029,0.01997,0.02027,31092.0,0.00017116700360133278,2.1326565608066397,2.0035273153912323,True,0.019785000000000004,0.019882533872799823,0.020102166666666667,0.020064678085783397,0.020343583333333335,0.02027683047088167,-0.0002407302609936414,-0.00032493378426879944,0.01975695979956561,False,12.0,True,0.02007,0.01952,2.6529829788601065,12180.0,2.812889983579639,0.6363636363636392,0.937500000000002,False,0.019882533872799823,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,2652.0,0.01987,2.0,True,True
okx:AI-USDT-SWAP:segment0,AI,AI-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.02027,0.02086,0.02023,0.0205,135791.0,0.00020394078905838035,7.640082144766084,3.6806159291503375,True,0.0198125,0.019941340170628413,0.0200995,0.020078950935429843,0.020347166666666663,0.02028051922342908,-0.00017124295508685883,-0.0003038945521390106,0.01983327975075006,False,11.0,True,0.02029,0.01952,3.2097906409373946,12320.5,5.556836167363338,0.4814814814814822,0.42857142857142855,False,0.019941340170628413,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,2652.0,0.01987,,False,False
okx:AIXBT-USDT-SWAP:segment0,AIXBT,AIXBT-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.01722,0.01753,0.0172,0.0175,206532.0,0.00014548215329953835,2.8690778003903565,2.51354892780747,True,0.017272,0.01730544043987026,0.01739783333333333,0.017393751131376145,0.01754691666666667,0.017540337967114947,-9.585269766561669e-05,-0.0001305533248589049,0.017247778716045277,True,2.0,True,0.01744,0.01715,1.1916771202083052,68649.5,2.020932417570412,0.22727272727272824,0.909090909090913,False,0.01730544043987026,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,2654.0,0.01744,,True,False
okx:AIXBT-USDT-SWAP:segment0,AIXBT,AIXBT-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.01752,0.01813,0.01748,0.01789,814195.0,0.0001815191423495714,11.310541706315854,4.467901974627041,True,0.017303,0.017361112778930234,0.017402333333333336,0.017410021586085123,0.017549916666666665,0.017546117504848587,-3.907460998256798e-05,-0.00011872075981626855,0.017308567644501536,True,3.0,True,0.01753,0.01715,4.130599808428231,68649.5,5.490168658669521,0.4608695652173899,0.6307692307692305,False,0.017361112778930234,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,2654.0,0.01744,1.0,False,False
okx:ALGO-USDT-SWAP:segment0,ALGO,ALGO-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.07936,0.0804,0.07935,0.08016,336529.0,0.0006158023851516476,2.0548503111013416,1.8028766639529399,True,0.07862349999999999,0.07887397109058601,0.07825649999999999,0.07848323176495656,0.07874758333333333,0.07884539732106625,0.00018113703506444923,2.3795613047352918e-05,0.07894768957098036,True,5.0,True,0.08039,0.07754,0.7639916754480667,92479.5,3.9984140629364706,0.19047619047618933,0.7714285714285665,False,0.07887397109058601,False,True,True,True,True,False,True,False,True,True,True,True,True,False,False,2651.0,0.07963,,False,False
okx:ALGO-USDT-SWAP:segment0,ALGO,ALGO-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.08016,0.08227,0.07994,0.08062,881117.0,0.0007382450719265298,3.8396745643354238,3.7836813500262956,True,0.07876350000000001,0.07904025955814925,0.07827816666666666,0.078553289739876,0.07875225000000001,0.07887472959675111,0.0003198203768876168,6.704890772869478e-05,0.0791894154852766,True,6.0,True,0.0804,0.07827,1.6684738643994792,96806.5,4.967820686971777,0.25916230366491977,0.29184549356223194,False,0.07904025955814925,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,,,,True,True
okx:ALLO-USDT-SWAP:segment0,ALLO,ALLO-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.29407,0.29544,0.29304,0.294,123173.0,0.006817866876913511,0.3680299508189864,0.3353031091452803,True,0.297419,0.29599772154744297,0.2901365,0.29027799907731344,0.2774210833333334,0.28566843992904634,0.0068834571606598005,0.008557049801748885,0.2997676102470168,False,12.0,True,0.30764,0.28769,-0.4643038731510952,351238.0,0.5244269317860444,-0.3165919282511258,0.39999999999999075,False,0.297419,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,False,False
okx:ALLO-USDT-SWAP:segment0,ALLO,ALLO-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.29401,0.30359,0.29339,0.29928,466358.0,0.007059447814276835,1.548233099118749,1.4960691055055688,True,0.2978405,0.29631031949530556,0.29064983333333333,0.29057314664854905,0.2776810833333333,0.28589342439302906,0.006736516095308842,0.00813433272276598,0.2999355470320671,False,11.0,True,0.30553,0.28769,0.3537402461307457,342070.5,0.7570690837122757,0.15452930728241607,0.577450980392155,False,0.2978405,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,,,,False,False
okx:ANIME-USDT-SWAP:segment0,ANIME,ANIME-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.002388,0.002433,0.002388,0.002425,663037.0,1.512621927945467e-05,4.633171798625499,3.5078867806900407,True,0.002373,0.00237978477479844,0.0023880333333333335,0.0023865316918545505,0.0024037083333333332,0.0023994293393605486,-8.367398055910726e-06,-1.7343690129722907e-05,0.0023725754806996576,True,9.0,True,0.002399,0.002352,3.6191290718915203,134274.0,3.003852818366425,0.5921052631578926,0.8222222222222272,True,0.00237978477479844,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,True,True
okx:ANIME-USDT-SWAP:segment0,ANIME,ANIME-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.002427,0.002498,0.002419,0.002474,1890257.0,1.9688632188065022e-05,12.317306721142161,5.222719474079167,True,0.00237815,0.0023887576533890647,0.002388816666666667,0.0023893995052363683,0.0024045083333333332,0.00240066191226368,0.0,-1.4821231706423463e-05,0.0023823037459057388,True,10.0,True,0.002433,0.002352,6.285551320778865,134274.0,6.793107129203469,0.611940298507465,0.6962025316455719,True,0.0023887576533890647,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,False,False
okx:APE-USDT-SWAP:segment0,APE,APE-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.12153,0.12372,0.12123,0.12342,4706810.0,0.0009389554491761563,1.8557594441249752,3.0379030382097794,True,0.1222005,0.12219296895244755,0.1234205,0.12296285073602116,0.12331941666666667,0.12366015801074975,-0.000828534709901782,-0.0006672825176355615,0.12177643772471806,True,12.0,True,0.12324,0.11904,2.8017022482372984,2067083.5,2.4949353360261775,0.5689655172413837,0.8795180722891583,False,0.1222005,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,2654.0,0.12324,,True,False
okx:APE-USDT-SWAP:segment0,APE,APE-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.12347,0.12735,0.12344,0.12514,23809961.0,0.001152601488520716,8.511991972045157,4.185502095385024,True,0.12228649999999999,0.12247363857602397,0.12344716666666668,0.12303423267910243,0.12335341666666667,0.12368461820891918,-0.0005020135708342366,-0.0006868683117020726,0.12212751849806151,True,12.0,True,0.12372,0.11904,5.212282981686488,2243380.0,5.039362331244224,0.5792349726775983,0.4347826086956543,False,0.12247363857602397,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,2654.0,0.12324,1.0,False,False
okx:API3-USDT-SWAP:segment0,API3,API3-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.1937,0.1976,0.1937,0.197,158423.0,0.0013658375692563868,5.051592742578362,3.3307655190541676,True,0.192705,0.19315877057829584,0.1930583333333333,0.19277194858271426,0.19205750000000002,0.19212203517712614,0.0,0.0,0.19312946815781756,True,12.0,True,0.1942,0.1907,3.370188779721957,29491.5,2.9209207172688174,0.7192982456140373,0.8461538461538484,True,0.19315877057829584,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2654.0,0.1942,0.0,True,False
okx:API3-USDT-SWAP:segment0,API3,API3-USDT-SWAP,okx,60,2655,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,0.1971,0.203,0.197,0.1996,505120.0,0.0016968491714523595,14.399498275321417,4.392908889793265,True,0.193065,0.19377222099941052,0.19314666666666666,0.19299581912098593,0.1921475,0.19224563790147117,0.00013422257349438027,1.4913619277153364e-05,0.19388572981190705,True,12.0,True,0.1976,0.1907,4.90793594116305,29491.5,8.147127138327992,0.5769230769230779,0.43333333333333146,False,0.19377222099941052,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,2654.0,0.1942,,False,False
okx:APR-USDT-SWAP:segment0,APR,APR-USDT-SWAP,okx,60,2654,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,0.2016,0.2057,0.1995,0.2046,777705.0,0.007987244777943839,1.15836007533686,0.763102737506234,True,0.20129000000000002,0.2005391750155478,0.192765,0.20318977758905118,0.22416666666666665,0.2271107704185044,-0.0005329550193076127,-0.001417442447187818,0.20029802502972277,False,0.0,False,0.2111,0.1876,0.9455675958752069,671384.5,1.4925212998909965,0.24827586206896596,0.8225806451612915,False,0.20129000000000002,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,,,,False,False
