window,start,end,policy,candidates,natural,open,wins,losses,net_zero,win_rate,sum_gross_r,sum_net_r,mean_net_r,mean_cost_r,profit_factor,max_net_loss_streak,max_initial_stop_streak,initial_stops,fanshen_exits,gross3r,net3r,legacy_mfe1r,legacy_mfe1r_then_net_loss,max_realized_drawdown_r,boundary_net_r,partial_trades,ambiguous_trades,paired_n,paired_delta_net_r,paired_improved,paired_worsened,saved_losers,lost_3r_winners,matched_n,matched_missing,random_mean_net_r,excess_net_r,p,months,target_censored,target_invalid,natural_target_n,controls_per_trade,permutations,p_holm
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,original,70,66,0,14,52,0,0.21212121212121213,-11.890195983706771,-34.5094507631931,-0.5228704661089864,0.34271598150736876,0.47607953904191247,13,7,43,0,6,5,29,15,34.509450763193115,0.0,0,0,66,0.0,0,0,0,0,62,4,-0.2379772763588853,-0.34783843496476163,0.9934,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,trail3_atr,70,66,0,16,50,0,0.24242424242424243,-13.397439799269655,-36.01669457875595,-0.5457074936175145,0.3427159815073681,0.4453947796677243,7,7,43,0,3,3,29,13,36.01669457875595,0.0,0,0,66,-1.5072438155628394,11,5,2,3,62,4,-0.30010029903273605,-0.32382557114951505,0.9906,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,trail2_atr,70,66,0,16,50,0,0.24242424242424243,-7.004723489983068,-29.623978269469358,-0.4488481555980206,0.3427159815073681,0.5438334031644195,7,7,43,0,5,4,29,13,29.82796667559916,0.0,0,0,66,4.885472493723747,12,4,2,1,62,4,-0.3413583167524493,-0.1932552037441176,0.9044,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,cost_be1,70,66,0,26,40,0,0.3939393939393939,-10.57273901946705,-33.191993798953426,-0.5029089969538398,0.3427159815073693,0.37690943062629634,5,5,35,0,4,4,29,3,33.19199379895343,0.0,0,0,66,1.3174569642396796,12,5,12,2,62,4,-0.2006893182379199,-0.36387708721089346,0.9795,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,cost_be2,70,66,0,17,49,0,0.25757575757575757,-16.243599579870164,-38.862854359356504,-0.5888311266569167,0.34271598150736887,0.3887125557006968,7,7,42,0,5,5,29,12,38.86285435935651,0.0,0,0,66,-4.353403596163401,3,3,3,1,62,4,-0.24929247076594505,-0.4067394275925954,0.9981,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,partial25_at2,70,66,0,15,51,0,0.22727272727272727,-11.182573562305063,-33.801828341791364,-0.5121489142695661,0.3427159815073681,0.46879360373010276,13,7,41,0,5,4,29,14,33.80182834179135,0.0,18,0,66,0.7076224214017494,10,8,1,1,62,4,-0.2597543219627632,-0.3137769413220767,0.9943,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,partial50_at2,70,66,0,18,48,0,0.2727272727272727,-10.474951140903359,-33.094205920389655,-0.5014273624301463,0.3427159815073681,0.4688237047760593,7,7,41,0,4,2,29,11,33.09420592038964,0.0,18,0,66,1.4152448428034572,10,8,4,2,62,4,-0.2815313675666407,-0.2797154476793931,0.9899,17,0,0,66,5,9999,1.0
development,2023-08-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,fixed3r,70,66,0,16,50,0,0.24242424242424243,-5.208486896358553,-27.827741675844884,-0.42163244963401336,0.3427159815073687,0.5714928595200727,7,7,43,0,13,0,29,13,30.276591883436655,0.0,0,0,66,6.681709087348219,7,6,2,0,62,4,-0.27351655421267895,-0.1956647820529831,0.9718,17,0,0,66,5,9999,1.0
