pullback_step_atr,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention,strong_cap_breaches
0.5,182,-0.8625757200265288,-20.862575720026534,-57.67188223811101,0.3021978021978022,0.6335972235345353,-0.34806086861981367,-0.4369153303266252,20.5,125.06289876523438,803.28362392974,0.3186450806546018,88,34,0.38636363636363635,77,22,0.2857142857142857,90,0.3888888888888889,3.183925136627424,251.35915162752207,14.889339223937846,0,41,True,-21.528302155040734,-32.72789987804577,0.43589743589743585,1.568454951721968,-1.0322354327080419,0.8808185070146272,0
0.75,182,-2.508479516336388,-22.50847951633639,-62.33310855379976,0.2802197802197802,0.6150787270792998,-0.3728112290798835,-0.4564707610349512,20.5,124.07468853711367,818.3671748435783,0.30785713644314233,88,38,0.4318181818181818,77,26,0.33766233766233766,90,0.43333333333333335,3.226977732329521,264.72491786488655,9.815253245383609,0,41,True,-22.99374718296122,-35.40623500694364,0.33333333333333326,-0.07744884458788803,1.6460996961898289,0.9276551317648073,0
1.0,182,-2.469148356664776,-22.46914835666478,-64.24717923219134,0.25274725274725274,0.6237344478150348,-0.36231879593943683,-0.44749014585391367,20.5,127.02423825173885,818.3671748435783,0.3241489421614345,86,41,0.47674418604651164,77,31,0.4025974025974026,90,0.4888888888888889,3.2191579545484204,267.2475657497669,7.880377823228758,0,41,True,-23.44999389328369,-36.06454297415148,0.205128205128205,-0.03811768491627632,2.3044076633976687,0.9364950523696342,0
1.25,182,-3.499985252411715,-23.49998525241172,-65.13609525839846,0.23076923076923078,0.6112505490666748,-0.3834884099761059,-0.4656711510052247,20.5,128.3352447976562,829.6700469062414,0.3284144712488313,83,42,0.5060240963855421,77,35,0.45454545454545453,90,0.5333333333333333,3.2225439036601298,269.78289009144964,6.1848773159626935,0,41,True,-25.132862770466502,-36.14296929998251,0.1025641025641025,-1.0689545806632168,2.3828339892287005,0.9453793941052716,0
1.5,182,-2.9533246656560217,-22.953324665656027,-65.13609525839846,0.21428571428571427,0.6237579264220926,-0.3471556734342368,-0.47155152092208363,20.5,129.18178997610318,838.9415873762154,0.34191458916982304,80,42,0.525,77,38,0.4935064935064935,90,0.5666666666666667,3.2188786103008433,270.90206114024403,4.712600722577786,0,41,True,-24.07730869911958,-36.27523414836745,0.025641025641025543,-0.5222939939075246,2.5150988376136425,0.9493012189758212,0
2.0,182,-2.56557526138748,-22.56557526138749,-65.74974117346697,0.2087912087912088,0.6341669486181423,-0.34241306901270385,-0.467977304667887,20.5,134.22417487099858,838.9415873762154,0.35804862932699877,75,38,0.5066666666666667,77,39,0.5064935064935064,90,0.5777777777777777,3.193139755044904,278.5972901815439,3.5674795966715753,0,41,True,-23.952132012406473,-34.100206589952165,0.0,-0.1345445896389883,0.3400712791983551,0.9762670171630203,0
