timeframe_min,arm,period,quintile,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,control_matched,control_weeks,control_mean_excess_bp,control_p_one_sided,control_ci_low_bp,control_ci_high_bp,control_minimum_p_resolution,control_target_mean_net_bp,control_random_mean_net_bp,control_target_mean_net_r,control_random_mean_net_r,control_target_win_rate,control_random_win_rate
60,joint,all,4,209,77,132,0,0.3684210526315789,0.3059477226398528,0.43564397528834964,0.37320574162679426,0.5676936623506127,118.64797543127806,-1.0265592972181548,113.60162181435736,133.6016218143574,1.9145403472652482,3.2257541131274907,-0.9828416006025663,49.90969230769294,-1.3422914572864248,40.75470698626398,58.933014354066984,46.0,360.331967643659,184,112,1,11,2,99,118,8,208,111,131,0,159,66,82,1,125,37,48,1,84,9,11,0,61,1,1,0,35,0,0,0,12,0,0,0,24,0.11483253588516747,11,0.05263157894736842,2,0.009569377990430622,204,10,-4.270206489999978,0.5244140625,-172.69192938066786,124.13115292228093,0.0009765625,127.16725953145226,131.43746602145228,0.5982578303498088,0.6381317137443009,0.37254901960784315,0.3872549019607843
60,joint,all,5,178,74,104,0,0.4157303370786517,0.3458552734127156,0.4891658478180393,0.4157303370786517,1.0191591468796009,181.41032814456895,-1.0244978829336793,281.3846256282903,301.3846256282903,2.7103080248676314,3.884853148745095,-1.0198923544477696,28.19157894736854,-1.3708453608247366,25.106135744683883,52.41573033707865,44.0,388.964069883569,166,95,0,17,5,86,94,2,177,94,103,0,126,46,52,0,98,22,24,2,74,3,3,0,63,0,0,0,45,0,0,0,15,0,0,0,30,0.16853932584269662,17,0.09550561797752809,5,0.028089887640449437,178,9,23.844454324588032,0.484375,-216.16792288208336,279.3676197881675,0.001953125,281.3846256282903,257.54017130370227,1.0191591468796009,1.2104073190564102,0.4157303370786517,0.4101123595505618
60,joint,earlier,1,19,5,14,0,0.2631578947368421,0.1180641227208778,0.4879155107704944,0.2631578947368421,-0.019039885511309605,-0.3617578247148825,-1.03110569105691,-141.82717294192892,-121.82717294192892,0.9740170250570206,2.712224300667275,-0.9944913805750898,4.015207547169751,-1.1783225806451627,6.201821329872531,38.473684210526315,30.0,240.72655651602898,17,12,0,0,0,11,13,0,19,12,14,0,16,9,11,0,10,3,5,0,6,1,1,0,5,0,0,0,4,0,0,0,1,0,0,0,3,0.15789473684210525,0,0.0,0,0.0,19,5,-73.58435851763353,0.875,-140.34556805808458,42.670404224445505,0.03125,-141.82717294192892,-68.24281442429536,-0.019039885511309605,0.10668985194571129,0.2631578947368421,0.3157894736842105
60,joint,earlier,2,52,18,34,0,0.34615384615384615,0.23151007589374012,0.48196445860916887,0.34615384615384615,-0.06548815561573093,-3.405384092018008,-1.0615633460603953,-35.59783212073365,-15.597832120733623,0.9085980737987503,1.880659020819878,-1.0958013666698767,5.999397590361472,-1.2063999999999977,13.524004769473022,40.86538461538461,22.5,242.84717186613096,52,34,0,2,0,26,26,1,50,32,32,0,35,17,17,0,25,7,7,1,19,1,1,1,15,0,0,1,8,0,0,0,2,0,0,0,3,0.057692307692307696,2,0.038461538461538464,0,0.0,52,5,-158.71826621745805,0.9375,-446.56638578904347,-6.228104892937253,0.03125,-35.59783212073365,123.12043409672438,-0.06548815561573093,0.7998936607858119,0.34615384615384615,0.36538461538461536
60,joint,earlier,3,81,33,48,0,0.4074074074074074,0.3069627774078209,0.516236868168914,0.41975308641975306,0.37968314227968003,30.75433452465408,-1.031710794297352,79.60202688316404,99.60202688316402,1.6345289005777395,2.4006762197818468,-1.0097495985030596,12.104125000000057,-1.1696000000000004,13.174484528776524,55.79012345679013,47.0,305.924874144829,77,45,1,3,1,40,43,3,80,44,47,0,63,27,30,0,52,16,19,0,39,5,6,0,32,1,1,0,14,0,0,0,4,0,0,0,6,0.07407407407407407,3,0.037037037037037035,1,0.012345679012345678,80,5,-81.22552137833769,1.0,-178.124835741363,-41.66992606760684,0.03125,85.87311327653791,167.0986346548756,0.3975509408174353,0.8367586631222181,0.4125,0.4625
60,joint,earlier,4,121,52,69,0,0.4297520661157025,0.3450488029060408,0.5187784853014428,0.4380165289256198,1.2595039569458342,152.39997879044594,-0.6875121951219536,325.4084597345052,345.4084597345053,3.3185000861527723,4.194848492502518,-0.9526397510099273,49.90969230769294,-1.2456065940206704,31.03486203889367,56.14876033057851,51.0,338.06146572103796,104,55,1,10,2,49,62,5,121,55,69,0,95,32,43,1,81,21,29,1,57,6,8,0,47,1,1,0,30,0,0,0,11,0,0,0,21,0.17355371900826447,10,0.08264462809917356,2,0.01652892561983471,119,5,79.7974866276764,0.34375,-208.58083006268154,219.5948430936155,0.03125,329.9622537043041,250.16476707662764,1.2882832034838863,1.1805478348038576,0.42857142857142855,0.4369747899159664
60,joint,earlier,5,129,62,67,0,0.4806201550387597,0.39621670915436646,0.5661444389231485,0.4806201550387597,1.4231367101026606,183.5846356032432,-0.7461428571428562,444.5986648246204,464.5986648246204,3.665570465663735,4.071890092966447,-1.0279485098608423,28.19157894736854,-1.3708453608247366,16.13768178316547,53.8062015503876,49.0,354.368270410249,122,61,0,16,4,53,58,2,128,60,66,0,95,28,33,0,78,14,16,2,64,3,3,0,54,0,0,0,38,0,0,0,14,0,0,0,27,0.20930232558139536,16,0.12403100775193798,4,0.031007751937984496,128,5,107.32750377917175,0.4375,-148.19060583875728,370.39340975583525,0.03125,423.69996605744234,316.3724622782706,1.3741538058565235,1.3575060106136203,0.4765625,0.40625
60,joint,later,1,14,6,8,0,0.42857142857142855,0.21380798780428648,0.6740935558247106,0.42857142857142855,0.05159738770376966,0.7223634278527753,-0.5554794883755187,44.47914470988677,64.47914470988692,1.0939990479537947,1.4011930963670192,-0.9605993937936672,2.8438996138995996,-1.1126666666666667,3.3309140750291486,55.42857142857143,47.0,233.48232173204053,13,7,0,0,0,7,8,2,14,7,8,0,14,7,8,0,12,5,6,0,9,3,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,14,3,32.09319715548721,0.5,-224.43468279591667,144.77839470836426,0.125,44.47914470988677,12.385947554399566,0.05159738770376966,0.11948345274428726,0.42857142857142855,0.42857142857142855
60,joint,later,2,38,15,23,0,0.39473684210526316,0.25598075655231917,0.5528213212457818,0.39473684210526316,1.2547699708051625,47.681258890596176,-0.8366688790560475,277.2186376290293,297.21863762902933,3.221418983633798,4.609705588646262,-0.9332315190912076,25.983122302158147,-1.138882352941181,11.889760827661824,40.94736842105263,30.5,312.8996163682855,37,22,0,3,2,21,22,2,37,21,22,1,26,10,11,1,22,6,7,0,20,5,5,0,12,0,0,0,7,0,0,0,2,0,0,0,4,0.10526315789473684,3,0.07894736842105263,2,0.05263157894736842,38,4,-297.96062951395095,1.0,-391.6824673128486,-144.30408073313828,0.0625,277.2186376290293,575.1792671429802,1.2547699708051625,2.1243511288861896,0.39473684210526316,0.5263157894736842
60,joint,later,3,65,21,44,0,0.3230769230769231,0.2220388899175364,0.44386011376774104,0.3384615384615385,0.17163736779266847,11.15642890652345,-1.034280821917808,8.298199782385982,28.298199782385957,1.2681072459035738,2.5127734820285674,-0.9457230503653743,16.516455782312935,-1.1095641025641017,22.887998868581807,50.92307692307692,35.0,333.88884356754,60,40,1,3,1,39,43,3,65,40,44,0,44,19,23,1,41,16,20,0,27,6,7,0,16,0,0,0,7,0,0,0,3,0,0,0,5,0.07692307692307693,3,0.046153846153846156,1,0.015384615384615385,65,5,-155.30977527352536,0.90625,-283.08578163758057,-3.8041141315079554,0.03125,8.298199782385982,163.60797505591134,0.17163736779266847,0.5909545242184716,0.3230769230769231,0.4307692307692308
60,joint,later,4,88,25,63,0,0.2840909090909091,0.2004476918843452,0.3857958144485133,0.2840909090909091,-0.3835454927178173,-33.75200335916792,-1.0356157383863624,-177.63278032584597,-157.63278032584594,0.4726492423964017,1.2100378040274329,-1.0159198168230754,5.40237777777779,-1.3422914572864248,40.75470698626401,62.76136363636363,38.0,417.3418933321025,80,57,0,1,0,50,56,3,87,56,62,0,64,34,39,0,44,16,19,0,27,3,3,0,14,0,0,0,5,0,0,0,1,0,0,0,3,0.03409090909090909,1,0.011363636363636364,0,0.0,83,5,-117.23962386333308,0.9375,-353.0030574289248,22.82707762609528,0.03125,-161.83497208986586,-44.59534822653277,-0.3657274867359632,-0.15257868774044328,0.2891566265060241,0.30120481927710846
60,joint,later,5,48,11,37,0,0.22916666666666666,0.13307826208858892,0.3653926420668379,0.22916666666666666,-0.40884934804815226,-19.624768706311308,-1.0352304262947456,-201.53527486654914,-181.53527486654912,0.47239933526658784,1.5974078177800257,-1.0053041811322054,3.4383982683982786,-1.0736170212765943,25.106135744683886,47.541666666666664,31.0,478.53491178746407,43,34,0,0,0,33,36,0,48,34,37,0,30,18,19,0,19,8,8,0,9,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,2,0.041666666666666664,0,0.0,0,0.0,48,4,-264.1302573350262,0.9375,-324.9933172936932,-91.58409420096083,0.0625,-201.53527486654914,62.59498246847712,-0.40884934804815226,0.2902911824472075,0.22916666666666666,0.4166666666666667
60,v9_both,all,1,61,21,40,0,0.3442622950819672,0.23747508887405422,0.4695025095975822,0.3442622950819672,0.23301757911958032,14.2140723262944,-1.0344,41.42463869003212,61.42463869003216,1.3633323498272534,2.539784676407413,-0.9780351469565319,6.327648780487806,-1.240272727272732,7.616474328415892,62.18032786885246,42.0,222.92993630573,55,35,0,2,0,31,36,5,60,34,39,1,48,23,27,0,40,15,19,0,29,8,8,0,16,0,0,0,12,0,0,0,1,0,0,0,8,0.13114754098360656,2,0.03278688524590164,0,0.0,61,9,-57.52501818988457,0.875,-132.4748040479647,27.512936432202125,0.001953125,41.42463869003212,98.94965687991669,0.23301757911958032,0.4766681369784659,0.3442622950819672,0.3770491803278688
60,v9_both,all,2,169,59,110,0,0.34911242603550297,0.28132121434464835,0.42361069070814467,0.35502958579881655,0.3141585012368514,53.09278670902789,-1.0477368421052642,51.92080205887058,71.9208020588706,1.4660322270620294,2.8308123169739443,-1.0356830908403167,25.983122302158147,-1.217633440514465,33.979720848862186,47.93491124260355,34.0,256.809338521401,163,105,1,7,3,93,98,5,168,104,109,0,118,54,59,2,94,31,35,1,67,9,9,1,47,1,1,1,19,0,0,0,4,0,0,0,14,0.08284023668639054,7,0.04142011834319527,3,0.01775147928994083,167,9,-62.080154561535565,0.826171875,-192.15996504307654,51.98150174914833,0.001953125,51.970691084177304,114.05084564571287,0.3085336738320314,0.38199589921040267,0.3473053892215569,0.3652694610778443
60,v9_both,all,3,275,95,180,0,0.34545454545454546,0.29173012119657465,0.4034371600928807,0.3490909090909091,0.12212342502919954,33.58394188302987,-1.0422567567567549,6.592832976531346,26.59283297653134,1.1860830790932853,2.2532858577728487,-1.0026567478077266,16.516455782312935,-1.2042469135802356,44.6563346595664,54.86909090909091,41.0,294.724432655467,256,166,1,9,2,152,166,8,271,162,176,2,193,84,98,1,159,51,64,0,106,13,14,0,75,1,1,0,30,0,0,0,9,0,0,0,21,0.07636363636363637,9,0.03272727272727273,2,0.007272727272727273,271,9,-70.89474966375685,1.0,-103.24207267197238,-39.22122898365553,0.001953125,10.139129877929284,81.03387954168613,0.12656407792444274,0.5308816183796459,0.34686346863468637,0.3985239852398524
60,v9_both,all,4,393,131,262,0,0.3333333333333333,0.28853835399204925,0.38135500752997614,0.33587786259541985,0.2430650939537908,95.52458192383979,-1.032921161825727,26.930897579539504,46.930897579539526,1.3677927224887165,2.7118209219968805,-0.991312820067754,49.90969230769294,-1.3422914572864248,74.76676161777857,61.33587786259542,47.0,350.257941895194,346,223,1,12,3,201,239,8,391,221,260,1,268,108,137,1,202,52,72,1,134,8,10,0,90,0,0,0,47,0,0,0,13,0,0,0,35,0.089058524173028,12,0.030534351145038167,3,0.007633587786259542,390,10,-73.70875236474527,0.89453125,-161.5370643993491,27.151239174258926,0.0009765625,27.436525038313686,101.14527740305893,0.24569185505356214,0.6105182039640861,0.3333333333333333,0.3923076923076923
60,v9_both,all,5,383,135,248,0,0.3524804177545692,0.30631528342061715,0.40157538495090667,0.360313315926893,0.3694195582940007,141.48769082660226,-1.0137692307692312,83.54692896779757,103.54692896779757,1.6050448441658436,2.780254142885292,-0.942929913156904,28.19157894736854,-1.3708453608247366,66.36608707964362,67.9869451697128,52.0,392.898719441209,314,193,4,17,5,175,229,4,380,190,245,1,264,88,129,1,197,39,64,3,130,4,5,0,88,0,0,0,49,0,0,0,14,0,0,0,34,0.08877284595300261,17,0.044386422976501305,5,0.013054830287206266,380,9,0.13962719953147554,0.49609375,-170.87765727045823,182.12943710154423,0.001953125,83.2722260926079,83.13259889307643,0.3700260790379357,0.4953537863582034,0.3526315789473684,0.35
60,v9_both,earlier,1,35,12,23,0,0.34285714285714286,0.20831694901323755,0.5084805061591524,0.34285714285714286,0.47543724607641635,16.640303612674572,-0.8502956521739133,18.469008620042832,38.46900862004283,1.7664894361535255,3.1958388421817348,-0.9439027171089676,6.327648780487806,-1.240272727272732,5.455131084246303,66.22857142857143,44.0,197.94499848896902,31,19,0,2,0,16,20,2,34,18,22,1,27,12,15,0,22,7,10,0,16,4,4,0,10,0,0,0,8,0,0,0,1,0,0,0,7,0.2,2,0.05714285714285714,0,0.0,35,5,-2.6831483237391454,0.625,-76.4086837798876,78.43717623376152,0.03125,18.469008620042832,21.15215694378197,0.47543724607641635,0.4945443024504963,0.34285714285714286,0.4
60,v9_both,earlier,2,103,38,65,0,0.36893203883495146,0.2820299416214526,0.46525916990221355,0.3786407766990291,0.19831099222976126,20.42603219966541,-1.048602006688962,41.12485612082779,61.1248561208278,1.2965356202149003,2.3502171960009353,-1.0597264807441558,10.60521212121206,-1.213129197495734,16.461419082447193,54.44660194174757,46.0,213.76085504342,99,61,1,4,1,51,55,3,102,60,64,0,75,33,37,1,61,20,23,1,42,4,4,1,32,1,1,1,12,0,0,0,2,0,0,0,9,0.08737864077669903,4,0.038834951456310676,1,0.009708737864077669,103,5,-55.99741568333059,0.625,-251.95779723036753,37.23719591911302,0.03125,41.12485612082779,97.12227180415839,0.19831099222976126,0.2638052491368611,0.36893203883495146,0.39805825242718446
60,v9_both,earlier,3,165,66,99,0,0.4,0.32834532009872125,0.47620505385178663,0.4,0.29131964499188073,48.06774142366032,-1.0336690647482014,53.44771097679514,73.44771097679515,1.4781895449118445,2.251333482906948,-1.015356246951497,12.104125000000057,-1.2042469135802356,16.705620184252155,58.06060606060606,44.0,262.876683051933,154,91,0,6,1,81,89,3,162,88,96,1,121,47,55,0,99,26,33,0,70,5,5,0,53,1,1,0,22,0,0,0,5,0,0,0,15,0.09090909090909091,6,0.03636363636363636,1,0.006060606060606061,165,5,-57.82935864410356,1.0,-108.52597569558787,-16.593787270949196,0.03125,53.44771097679514,111.2770696208987,0.29131964499188073,0.7766529074262637,0.4,0.44242424242424244
60,v9_both,earlier,4,218,87,131,0,0.39908256880733944,0.3363649069772717,0.46529525058802934,0.4036697247706422,0.7252419761690041,158.10275080484288,-1.0199332952424096,176.89294857783034,196.8929485778304,2.2000719826365054,3.33157632626578,-1.0056823632082446,49.90969230769294,-1.3150273865414766,45.686883239526004,62.12844036697248,51.5,315.8133681474425,193,112,1,11,3,100,118,6,217,111,130,1,157,57,70,1,121,27,35,1,89,6,8,0,65,0,0,0,37,0,0,0,11,0,0,0,29,0.13302752293577982,11,0.05045871559633028,3,0.013761467889908258,215,5,-24.66825421632299,0.59375,-163.8238125187163,90.71739369858568,0.03125,186.3205251722377,210.98877938856072,0.7507345783832465,1.1726759197628185,0.4046511627906977,0.4744186046511628
60,v9_both,earlier,5,246,109,137,0,0.44308943089430897,0.3823620001730844,0.5055669283347207,0.45121951219512196,0.7566377881294101,186.13289587983488,-0.5907488738738709,265.3648422728909,285.36484227289094,2.3991302195427653,2.9281432576048285,-0.9710563445189153,28.19157894736854,-1.3708453608247366,40.6909746507547,67.59756097560975,55.0,350.60057494257904,207,110,2,16,4,97,123,2,244,108,135,1,178,48,69,0,137,18,30,3,104,2,3,0,72,0,0,0,40,0,0,0,13,0,0,0,31,0.12601626016260162,16,0.06504065040650407,4,0.016260162601626018,246,5,120.2007926768084,0.25,-103.78592300114869,361.74786325095994,0.03125,265.3648422728909,145.16404959608252,0.7566377881294101,0.7033444664888453,0.44308943089430897,0.3943089430894309
60,v9_both,later,1,26,9,17,0,0.34615384615384615,0.1941223023049913,0.5377942895807281,0.34615384615384615,-0.09331658793769887,-2.4262312863801707,-1.0556298180395216,72.32644839963311,92.32644839963315,0.8606546646536254,1.6650457887083165,-1.0242143167502953,4.322304347826092,-1.1145116279069796,7.616474328415892,56.73076923076923,38.5,251.6633390105635,24,16,0,0,0,15,16,3,26,16,17,0,21,11,12,0,18,8,9,0,13,4,4,0,6,0,0,0,4,0,0,0,0,0,0,0,1,0.038461538461538464,0,0.0,0,0.0,26,4,-131.35061224046495,0.875,-240.54664007707834,0.21007095853878532,0.0625,72.32644839963311,203.67706064009806,-0.09331658793769887,0.45260406807380965,0.34615384615384615,0.34615384615384615
60,v9_both,later,2,66,21,45,0,0.3181818181818182,0.21849006663094306,0.43787449985397375,0.3181818181818182,0.49495082589943157,32.666754509362484,-1.0464354313619109,68.76902071975553,88.76902071975556,1.725236184070931,3.7004606311155803,-1.0009537498681043,25.983122302158147,-1.217633440514465,27.791899237361378,37.77272727272727,20.5,303.0042222781645,64,44,0,3,2,42,43,2,66,44,45,0,43,21,22,1,33,11,12,0,25,5,5,0,15,0,0,0,7,0,0,0,2,0,0,0,5,0.07575757575757576,3,0.045454545454545456,2,0.030303030303030304,64,4,-71.86956244364671,0.6875,-197.3590537622061,185.08511025626066,0.0625,69.4257067283179,141.29526917196463,0.4859233020356849,0.5722089766725085,0.3125,0.3125
60,v9_both,later,3,109,28,81,0,0.25688073394495414,0.18411979642454743,0.3461946773031137,0.26605504587155965,-0.13356622439953558,-14.558718459549379,-1.0463260869565194,-64.4417647481874,-44.4417647481874,0.8179203048696649,2.3356867034872573,-0.9871351377431181,16.516455782312935,-1.197964601769918,44.6563346595664,49.6605504587156,33.0,329.286677775133,101,75,1,3,1,71,77,5,108,74,80,1,71,37,43,1,59,25,31,0,35,8,9,0,21,0,0,0,7,0,0,0,4,0,0,0,6,0.05504587155963303,3,0.027522935779816515,1,0.009174311926605505,105,4,-91.34287729404367,1.0,-147.0846343121012,-55.7961879284427,0.0625,-57.995021230282944,33.347856063760744,-0.13184566881005025,0.1459595209724895,0.2571428571428571,0.3238095238095238
60,v9_both,later,4,172,42,130,0,0.2441860465116279,0.1860318297347883,0.3135173632720468,0.2441860465116279,-0.3824804753890234,-65.78664176691203,-1.0361445517241377,-180.79872551946303,-160.798725519463,0.48397942817620987,1.4690896985095077,-0.9806800700331643,5.40237777777779,-1.3422914572864248,74.7667616177786,58.156976744186046,41.0,402.6160709575795,151,111,0,1,0,101,120,2,171,110,129,0,108,51,66,0,78,25,36,0,43,2,2,0,23,0,0,0,9,0,0,0,2,0,0,0,6,0.03488372093023256,1,0.005813953488372093,0,0.0,169,5,-135.59664640601997,0.9375,-207.8732788409943,-11.030353576496118,0.03125,-183.319401024641,-47.72275461862104,-0.387523078224039,-0.10458403511907284,0.24260355029585798,0.2781065088757396
60,v9_both,later,5,132,25,107,0,0.1893939393939394,0.13170462408840855,0.2646505043436627,0.19696969696969696,-0.45953400222695695,-60.65848829395832,-1.0323885218827427,-259.2757103593574,-239.27571035935733,0.3860936844729287,1.5259565603175256,-0.9234336663728641,3.4383982683982786,-1.1942322264319238,66.19685510472195,67.02272727272727,42.5,490.3089561847275,105,82,2,0,0,77,102,2,131,81,106,0,82,39,57,1,58,21,33,0,25,2,2,0,15,0,0,0,8,0,0,0,0,0,0,0,2,0.015151515151515152,0,0.0,0,0.0,129,4,-214.809588952247,1.0,-363.84669629894836,-192.18788515855127,0.0625,-268.05753214659404,-53.24794319434704,-0.4770253417530619,-0.2170405647990797,0.18604651162790697,0.26356589147286824
