timeframe_min,arm,policy,side,period,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,all_matched,all_weeks,all_mean_excess_bp,all_p_one_sided,all_ci_low_bp,all_ci_high_bp,all_minimum_p_resolution,all_target_mean_net_bp,all_random_mean_net_bp,all_target_mean_net_r,all_random_mean_net_r,all_target_win_rate,all_random_win_rate,high20_matched,high20_weeks,high20_mean_excess_bp,high20_p_one_sided,high20_ci_low_bp,high20_ci_high_bp,high20_minimum_p_resolution,high20_target_mean_net_bp,high20_random_mean_net_bp,high20_target_mean_net_r,high20_random_mean_net_r,high20_target_win_rate,high20_random_win_rate
15,joint,baseline,1,all,2736,749,1987,0,0.2737573099415205,0.25737563291444526,0.2907734046924652,0.28362573099415206,0.02418725193242265,66.17632128710837,-1.0759034749034755,-4.975603852947959,15.024396147052043,1.0319400867849045,2.8545601265185625,-1.042722301698689,78.61485477178441,-2.0886936416184967,442.03496747148876,12.612481725146198,7.25,174.47428147147053,2461,1739,30,89,38,1390,1633,64,2649,1653,1900,17,1745,791,996,4,1326,447,578,6,877,126,148,2,580,34,34,2,283,8,8,0,88,1,1,0,177,0.06469298245614036,89,0.03252923976608187,38,0.013888888888888888,2697,10,-10.051954056730834,0.7333984375,-35.44080423255829,20.13815150510723,0.0009765625,-3.80742361818503,6.244530438545801,0.03024107797948447,0.21330830136341172,0.2732665925101965,0.292918057100482,,,,,,,,,,,,,
15,joint,baseline,1,earlier,1323,388,935,0,0.29327286470143615,0.26936777362228714,0.31837498468646086,0.30839002267573695,0.2654098648838838,351.13725124137824,-1.069987012987012,34.26926315963701,54.26926315963702,1.3568610431531527,3.440974169153825,-1.0523644132516639,78.61485477178441,-2.0886936416184967,235.86807761521402,13.748299319727892,8.25,157.79383571744398,1189,816,22,60,28,629,745,33,1274,768,886,8,874,393,486,1,668,222,280,4,462,72,84,2,312,24,24,2,161,6,6,0,58,1,1,0,100,0.07558578987150416,60,0.045351473922902494,28,0.021164021164021163,1318,5,5.24816260002988,0.40625,-19.956896006966048,32.5285752757827,0.03125,34.79081608697449,29.542653486944605,0.2663043505852695,0.4589938399825295,0.2936267071320182,0.2936267071320182,,,,,,,,,,,,,
15,joint,baseline,1,later,1411,361,1050,0,0.25584691708008506,0.23376408678926813,0.2792555553232929,0.26080793763288446,-0.20115545069680602,-283.83034093319327,-1.079333333333334,-40.58221492002653,-20.582214920026516,0.7388379739794989,2.224286861857948,-1.0350456172037261,24.859655172413778,-1.9914074074074104,440.9043784504116,11.518958185683912,6.5,185.684336627732,1272,923,8,29,10,761,886,31,1373,885,1012,9,871,398,510,3,658,225,298,2,415,54,64,0,268,10,10,0,122,2,2,0,30,0,0,0,77,0.05457122608079376,29,0.020552799433026223,10,0.007087172218284904,1372,5,-24.39291711673159,0.84375,-60.357269134529936,27.25446748456804,0.03125,-39.298013563219264,-14.90509644648767,-0.19566069599827404,-0.018629873650418502,0.2543731778425656,0.29300291545189505,,,,,,,,,,,,,
15,joint,high20,1,all,689,187,502,0,0.2714078374455733,0.23953908058698792,0.30581145240707086,0.28156748911465895,-0.14835925009887085,-102.21952331812201,-1.0530614886731386,-38.355843163182385,-18.355843163182374,0.7926062839622317,2.089075629523094,-0.9818260279660171,20.366499999999863,-1.485034482758628,136.35711459482874,15.740928882438316,9.5,214.552238805969,572,398,9,16,5,324,425,16,671,381,484,4,433,166,246,0,319,93,133,2,209,29,33,1,128,6,6,0,55,3,3,0,15,1,1,0,34,0.04934687953555878,16,0.023222060957910014,5,0.00725689404934688,681,10,-25.171445756741868,0.90625,-59.38571010304615,6.859585083298928,0.0009765625,-39.60445088601462,-14.433005129272761,-0.15529862641825018,0.09423248029848516,0.2657856093979442,0.2643171806167401,686.0,10.0,-0.8688434179187585,0.521484375,-32.19515731359039,30.022171731854144,0.0009765625,-39.01607735829855,-38.14723394037979,-0.15066682802388057,-0.0898579213443242,0.2696793002915452,0.29008746355685133
15,joint,high20,1,earlier,371,109,262,0,0.29380053908355797,0.24975328922149842,0.34207414508466316,0.30727762803234504,0.0009362165907884257,0.34733635518250594,-1.0505111111111107,-9.366251763837338,10.63374823616266,1.0013320562407715,2.395406936612572,-0.995236716548045,20.366499999999863,-1.485034482758628,102.11871868349155,17.150269541778975,10.0,192.735359525573,309,207,6,14,4,158,211,7,360,197,251,2,237,87,128,0,179,51,70,2,121,15,18,1,78,4,4,0,37,2,2,0,10,1,1,0,24,0.0646900269541779,14,0.03773584905660377,4,0.01078167115902965,371,5,-4.593316669763335,0.59375,-38.2109523813963,27.86526322118888,0.03125,-9.366251763837338,-4.772935094074002,0.0009362165907884257,0.2767129425221486,0.29380053908355797,0.261455525606469,369.0,5.0,14.734694520249109,0.125,-2.2108441959935887,34.25073121953822,0.03125,-9.398054620579952,-24.132749140829056,0.001067541701449258,0.007058264028716227,0.2926829268292683,0.27371273712737126
15,joint,high20,1,later,316,78,238,0,0.2468354430379747,0.20252534714763337,0.2972268095626653,0.25316455696202533,-0.3210008564943922,-101.43627065222793,-1.0559495798319336,-67.28580533335773,-47.28580533335772,0.5608706481644583,1.660997264487798,-0.9705632658919165,15.762078431372576,-1.3448786677240263,133.13007098318135,13.978639240506329,8.375,241.61369668176897,263,191,3,2,1,166,212,9,309,184,231,2,196,79,118,0,140,42,63,0,88,14,15,0,50,2,2,0,18,1,1,0,5,0,0,0,10,0.03164556962025317,2,0.006329113924050633,1,0.0031645569620253164,308,5,-47.509995337076894,0.90625,-92.28838778088773,12.404612742347574,0.03125,-70.79795324442968,-23.28795790735278,-0.3408282854705658,-0.12071652736928194,0.23376623376623376,0.2694805194805195,313.0,5.0,-16.206344865073962,0.65625,-66.65299324419283,48.83402859090418,0.03125,-69.01012017156927,-52.803775306495325,-0.32771307143286893,-0.2006676189273414,0.24281150159744408,0.30990415335463256
15,v9_both,baseline,-1,all,2819,741,2078,0,0.2628591699184108,0.2469403354542799,0.27942342975346973,0.2738559772969138,-0.22577287689160505,-636.4537399574347,-1.0805333333333322,-44.92709693059897,-24.92709693059896,0.7051412425898461,2.054048625690817,-1.0387409872927478,17.308372093023273,-2.377349999999836,1095.6808907787163,15.439162823696346,9.25,165.99812238627598,2412,1758,40,56,6,1388,1703,65,2746,1685,2005,9,1819,819,1078,4,1345,426,606,8,808,101,133,2,472,21,22,2,178,0,0,1,23,0,0,1,161,0.05711245122383824,56,0.019865200425682867,6,0.002128414331323164,2816,10,-14.956129640898736,0.8046875,-41.66719204686659,16.703190659191044,0.0009765625,-44.308380721069426,-29.3522510801707,-0.2248827370358802,-0.28186132526366453,0.26313920454545453,0.2588778409090909,,,,,,,,,,,,,
15,v9_both,baseline,-1,earlier,1302,348,954,0,0.2672811059907834,0.24395348900888364,0.291977924503477,0.27956989247311825,-0.2661353596340504,-346.5082382435336,-1.0915555504844634,-43.805072098421746,-23.805072098421743,0.6591327064198208,1.9254039130541338,-1.0655647798599288,17.308372093023273,-2.377349999999836,481.167998952438,13.869815668202765,8.5,129.5399510069065,1128,810,21,19,2,622,763,29,1265,773,917,6,849,381,501,1,633,198,286,2,392,51,67,2,237,12,12,2,79,0,0,1,9,0,0,1,64,0.04915514592933948,19,0.014592933947772658,2,0.0015360983102918587,1292,5,-18.230976364354785,1.0,-31.470571689111164,-3.1969234914495983,0.03125,-42.88610094786962,-24.655124583514834,-0.2660901017785665,-0.3259066220939158,0.26702786377708976,0.25232198142414863,,,,,,,,,,,,,
15,v9_both,baseline,-1,later,1512,391,1121,0,0.2585978835978836,0.23715867200560442,0.28126062196281215,0.26851851851851855,-0.19308225834206116,-291.94037461319647,-1.0765606625258801,-47.25547123005027,-27.255471230050265,0.7438589926718052,2.168347622224884,-1.0167388892980607,14.213583333333082,-1.7192578512396628,617.0465752930761,16.731977513227513,9.75,193.8344993573455,1280,946,19,37,4,764,937,36,1476,910,1085,3,967,438,576,3,710,228,320,6,414,50,66,0,234,9,10,0,99,0,0,0,14,0,0,0,97,0.06415343915343916,37,0.02447089947089947,4,0.0026455026455026454,1509,5,-13.10432180097331,0.6875,-67.23700571390009,45.60130288657201,0.03125,-46.105491294240565,-33.001169493267255,-0.1913561445651427,-0.2466076546271364,0.2591119946984758,0.26308813783962887,,,,,,,,,,,,,
15,v9_both,baseline,1,all,3023,829,2194,0,0.2742308964604697,0.2586216686201066,0.29041318551972783,0.2838240158782666,0.043365187832089876,131.0929628164077,-1.0737000000000008,-3.604842832893612,16.395157167106394,1.0574268052240738,2.911793066645992,-1.040466494727949,80.7416571428571,-2.8925263157896213,483.6980316328581,12.848412173337744,7.5,176.49591046061002,2700,1900,33,97,39,1527,1815,61,2922,1801,2093,19,1937,871,1108,4,1458,482,630,5,953,121,146,1,634,28,28,2,310,10,10,0,97,1,1,0,198,0.06549784981806153,97,0.032087330466424084,39,0.012901091630830301,2983,10,-26.120881308889302,0.919921875,-55.13111774670615,6.203619385254554,0.0009765625,-2.7947497140109463,23.32613159487835,0.04810662313455115,0.21013994641721112,0.2732148843446195,0.2903117666778411,,,,,,,,,,,,,
