trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:PIEVERSEUSDT:4h:v9_long:855,v9_long,True,matched,869,2026-04-08 04:00:00+00:00,-1.0345548387096777,-0.05987901418969366,2026-04-09 08:00:00+00:00,2026-04,3,later
binance_um:PIEVERSEUSDT:4h:joint:855,v10_4,True,matched,888,2026-04-11 08:00:00+00:00,-1.0481435406698558,-0.04354243689127402,2026-04-12 08:00:00+00:00,2026-04,3,later
binance_um:PIEVERSEUSDT:4h:box_chart:855,box_chart,True,matched,895,2026-04-12 12:00:00+00:00,-1.0290533333333332,-0.07083891693437361,2026-04-13 04:00:00+00:00,2026-04,3,later
binance_um:PIEVERSEUSDT:4h:box_any:855,box_any,True,matched,877,2026-04-09 12:00:00+00:00,-1.0367383512544799,-0.05643902439024373,2026-04-12 08:00:00+00:00,2026-04,3,later
