arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,855,closed,,PIEVERSEUSDT,PIEVERSE,4h,2026-04-05 20:00:00+00:00
v10_4,855,closed,,PIEVERSEUSDT,PIEVERSE,4h,2026-04-05 20:00:00+00:00
box_chart,855,closed,,PIEVERSEUSDT,PIEVERSE,4h,2026-04-05 20:00:00+00:00
box_any,855,closed,,PIEVERSEUSDT,PIEVERSE,4h,2026-04-05 20:00:00+00:00
