arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,4447,closed,,ARUSDT,AR,4h,2026-01-14 04:00:00+00:00
v9_long,4992,closed,,ARUSDT,AR,4h,2026-04-15 00:00:00+00:00
v10_4,4995,closed,,ARUSDT,AR,4h,2026-04-15 12:00:00+00:00
box_chart,4995,closed,,ARUSDT,AR,4h,2026-04-15 12:00:00+00:00
box_any,4995,closed,,ARUSDT,AR,4h,2026-04-15 12:00:00+00:00
