epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1650.55,2.50421,3.03407,2.26396,0.02229,0.02331,0.01092,0.0038,2.12135,3.89449,1.99421,0.0001,0.0001,0.0001
2,3398.83,2.37936,2.94,2.1606,0.03143,0.03151,0.01067,0.00397,2.12446,3.91343,1.98637,9.7525e-05,9.7525e-05,9.7525e-05
3,5225.89,2.32477,2.94823,2.08452,0.04456,0.02245,0.01229,0.00455,2.03342,4.00417,1.92107,9.505e-05,9.505e-05,9.505e-05
4,6552.53,2.23638,2.96313,1.99696,0.05142,0.02583,0.01207,0.00485,2.04929,4.01277,1.92521,9.2575e-05,9.2575e-05,9.2575e-05
5,7865.63,2.18343,2.95219,1.95916,0.05375,0.02268,0.01503,0.00593,1.97219,3.94882,1.88138,9.01e-05,9.01e-05,9.01e-05
6,9146.71,2.18706,2.9354,1.96153,0.05022,0.02836,0.01273,0.00586,2.02272,4.12309,1.90874,8.7625e-05,8.7625e-05,8.7625e-05
7,10404.1,2.15693,2.92428,1.93279,0.03861,0.02205,0.00863,0.00343,2.02454,4.12368,1.91572,8.515e-05,8.515e-05,8.515e-05
8,11667.4,2.11898,2.89642,1.90689,0.04467,0.03529,0.01092,0.00427,2.03191,4.06878,1.92092,8.2675e-05,8.2675e-05,8.2675e-05
9,12933.4,2.12662,2.8993,1.89871,0.06548,0.04033,0.01882,0.00717,2.01464,3.91566,1.91649,8.02e-05,8.02e-05,8.02e-05
10,14193.3,2.11236,2.8714,1.90855,0.0544,0.03466,0.01297,0.00519,1.98971,4.06049,1.90033,7.7725e-05,7.7725e-05,7.7725e-05
11,15460.3,2.11829,2.90668,1.8915,0.07134,0.04081,0.01976,0.00797,2.00959,3.8945,1.91004,7.525e-05,7.525e-05,7.525e-05
12,16715.8,2.11954,2.87431,1.8951,0.06022,0.02142,0.0113,0.00509,1.9994,4.2206,1.89572,7.2775e-05,7.2775e-05,7.2775e-05
13,17975.1,2.0679,2.83996,1.86459,0.05818,0.03214,0.01275,0.00512,1.99319,4.1139,1.89762,7.03e-05,7.03e-05,7.03e-05
14,19236.2,2.08227,2.85823,1.87974,0.05039,0.02773,0.01093,0.00484,2.0265,4.20066,1.92429,6.7825e-05,6.7825e-05,6.7825e-05
15,20494.3,2.09293,2.86946,1.88766,0.06507,0.03844,0.01681,0.00685,2.03118,3.9698,1.92959,6.535e-05,6.535e-05,6.535e-05
16,21655.6,2.0807,2.86719,1.87007,0.05805,0.03151,0.01494,0.00604,2.06964,4.03521,1.96491,6.2875e-05,6.2875e-05,6.2875e-05
17,22809.8,2.04883,2.81602,1.84783,0.06989,0.03844,0.01843,0.00774,2.02485,4.05996,1.92633,6.04e-05,6.04e-05,6.04e-05
18,23963.7,2.04173,2.82175,1.851,0.0569,0.03025,0.01138,0.0045,2.07239,4.24242,1.97185,5.7925e-05,5.7925e-05,5.7925e-05
19,25119.2,2.04244,2.83876,1.83633,0.09243,0.03907,0.01994,0.00826,2.0463,4.16299,1.95438,5.545e-05,5.545e-05,5.545e-05
20,26270.3,2.00366,2.79028,1.81921,0.05479,0.0252,0.01004,0.00395,2.0409,4.37523,1.9543,5.2975e-05,5.2975e-05,5.2975e-05
21,27428.4,2.01562,2.8175,1.8223,0.09767,0.04537,0.0237,0.00889,2.04509,4.04309,1.94994,5.05e-05,5.05e-05,5.05e-05
22,28586.6,2.01693,2.78141,1.83625,0.10873,0.05104,0.02709,0.01004,2.06909,4.02582,1.97894,4.8025e-05,4.8025e-05,4.8025e-05
23,29743.5,2.01351,2.79981,1.82011,0.0855,0.05482,0.02298,0.00882,2.05992,4.02966,1.97659,4.555e-05,4.555e-05,4.555e-05
24,30896.8,2.01183,2.78776,1.81569,0.07196,0.02583,0.01325,0.00509,2.04257,4.26678,1.95908,4.3075e-05,4.3075e-05,4.3075e-05
25,58992.8,2.00159,2.76636,1.82732,0.09612,0.03397,0.01851,0.00682,2.03467,4.15517,1.94814,4.06e-05,4.06e-05,4.06e-05
26,60583.8,2.0048,2.81101,1.81613,0.07584,0.02962,0.01558,0.00642,2.07994,4.2519,1.9886,3.8125e-05,3.8125e-05,3.8125e-05
27,62003.1,2.01272,2.74888,1.8338,0.06212,0.03088,0.01231,0.00491,2.06482,4.29618,1.97573,3.565e-05,3.565e-05,3.565e-05
28,63350.5,2.00044,2.79314,1.81185,0.07986,0.0271,0.01566,0.00655,2.07239,4.24288,1.97911,3.3175e-05,3.3175e-05,3.3175e-05
29,66686.5,2.00783,2.76867,1.82053,0.07454,0.03025,0.01726,0.00709,2.06557,4.20417,1.97598,3.07e-05,3.07e-05,3.07e-05
30,68257.2,1.95237,2.77588,1.79503,0.06264,0.0252,0.01231,0.00469,2.05291,4.30831,1.96855,2.8225e-05,2.8225e-05,2.8225e-05
31,69801.7,1.97291,2.7542,1.80461,0.06202,0.02773,0.01263,0.00479,2.07642,4.28768,1.99081,2.575e-05,2.575e-05,2.575e-05
32,72155.5,1.96409,2.75026,1.78758,0.0618,0.02702,0.01203,0.00448,2.06764,4.34368,1.98469,2.3275e-05,2.3275e-05,2.3275e-05
