方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
多,2026-01-11 17:00:00+08:00,2026-01-11 04:00:00-05:00,london,3101.91,3090.78,2026-01-12 04:15:00+08:00,3102.04,False,trailing_stop,0.0116801437556256,-0.545716082659506,False
空,2026-01-25 16:45:00+08:00,2026-01-25 03:45:00-05:00,london,2930.32,2944.78,2026-01-25 18:15:00+08:00,2944.78,False,initial_stop,-1.0,-1.405300138312576,False
空,2026-02-03 23:15:00+08:00,2026-02-03 10:15:00-05:00,new_york,2257.51,2319.71,2026-02-04 04:15:00+08:00,2229.08,False,trailing_stop,0.4570739549839288,0.3844852090032198,False
空,2026-02-04 21:00:00+08:00,2026-02-04 08:00:00-05:00,new_york,2243.0,2273.74,2026-02-06 09:30:00+08:00,1929.63,False,trailing_stop,10.19420949902399,10.048275862068882,False
多,2026-02-13 18:15:00+08:00,2026-02-13 05:15:00-05:00,lunch,1958.0,1940.16,2026-02-14 21:00:00+08:00,2065.91,False,trailing_stop,6.048766816143518,5.8292600896861275,False
空,2026-02-17 23:15:00+08:00,2026-02-17 10:15:00-05:00,new_york,1951.57,2004.56,2026-02-18 00:30:00+08:00,2004.56,False,initial_stop,-1.0,-1.0736580486884308,False
多,2026-02-18 16:00:00+08:00,2026-02-18 03:00:00-05:00,london,2017.0,1993.72,2026-02-18 19:00:00+08:00,1993.72,False,initial_stop,-1.0,-1.1732817869415777,False
空,2026-02-18 19:30:00+08:00,2026-02-18 06:30:00-05:00,lunch,1982.01,2017.71,2026-02-20 11:45:00+08:00,1953.85,True,opposite_v6_next_open,0.7887955182072842,0.6777585434173703,False
多,2026-02-21 17:45:00+08:00,2026-02-21 04:45:00-05:00,london,1971.88,1961.95,2026-02-22 20:30:00+08:00,1961.95,False,initial_stop,-1.0,-1.3971560926485314,False
空,2026-02-22 21:30:00+08:00,2026-02-22 08:30:00-05:00,new_york,1964.14,1975.7,2026-02-23 06:30:00+08:00,1958.39,False,trailing_stop,0.4974048442906598,0.1575882352941195,False
多,2026-03-02 23:00:00+08:00,2026-03-02 10:00:00-05:00,new_york,1978.54,1917.17,2026-03-04 12:30:00+08:00,1953.11,True,opposite_v6_next_open,-0.4143718429199952,-0.4788509043506604,False
多,2026-03-04 15:00:00+08:00,2026-03-04 02:00:00-05:00,london,1979.21,1956.02,2026-03-05 09:45:00+08:00,2106.59,False,trailing_stop,5.49288486416558,5.322189736955579,False
空,2026-03-06 17:30:00+08:00,2026-03-06 04:30:00-05:00,london,2056.12,2083.4,2026-03-08 17:15:00+08:00,1967.68,False,trailing_stop,3.2419354838709378,3.0911935483870705,False
空,2026-03-08 20:15:00+08:00,2026-03-08 08:15:00-04:00,new_york,1934.54,1975.51,2026-03-09 03:45:00+08:00,1965.24,True,opposite_v6_next_open,-0.7493287771540157,-0.8437656822064947,False
空,2026-03-18 19:30:00+08:00,2026-03-18 07:30:00-04:00,lunch,2294.4,2332.35,2026-03-20 16:00:00+08:00,2163.45,False,trailing_stop,3.4505928853755177,3.329675889328086,False
空,2026-04-16 18:15:00+08:00,2026-04-16 06:15:00-04:00,lunch,2329.55,2348.58,2026-04-16 20:00:00+08:00,2348.58,False,initial_stop,-1.0,-1.244829217025753,False
多,2026-04-17 16:45:00+08:00,2026-04-17 04:45:00-04:00,london,2347.7,2327.64,2026-04-18 16:15:00+08:00,2393.76,False,trailing_stop,2.2961116650050113,2.062043868394843,False
