方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
空,2023-09-11 18:00:00+08:00,2023-09-11 06:00:00-04:00,lunch,1593.88,1620.27,2023-09-12 11:00:00+08:00,1591.22,False,trailing_stop,0.1007957559681733,-0.0199984842743448,False
多,2023-10-20 16:00:00+08:00,2023-10-20 04:00:00-04:00,london,1583.62,1567.06,2023-10-25 02:00:00+08:00,1756.1,False,trailing_stop,10.415458937198116,10.224200483091831,False
多,2023-11-29 18:00:00+08:00,2023-11-29 05:00:00-05:00,lunch,2066.54,2040.84,2023-11-29 22:00:00+08:00,2040.84,False,initial_stop,-1.0,-1.160820233463038,False
空,2023-11-30 18:00:00+08:00,2023-11-30 05:00:00-05:00,lunch,2029.0,2052.05,2023-11-30 20:00:00+08:00,2052.05,False,initial_stop,-1.0,-1.176052060737527,False
多,2024-02-05 22:00:00+08:00,2024-02-05 09:00:00-05:00,new_york,2329.78,2305.02,2024-02-05 23:00:00+08:00,2305.02,False,initial_stop,-1.0,-1.1881890145395746,False
多,2024-02-06 17:00:00+08:00,2024-02-06 04:00:00-05:00,london,2336.27,2305.19,2024-02-12 17:00:00+08:00,2478.17,False,trailing_stop,4.5656370656370795,4.415297940797953,False
多,2024-03-31 17:00:00+08:00,2024-03-31 05:00:00-04:00,lunch,3619.17,3528.58,2024-04-01 13:00:00+08:00,3528.58,False,initial_stop,-1.0,-1.0799021967104523,False
空,2024-04-29 16:00:00+08:00,2024-04-29 04:00:00-04:00,london,3187.45,3251.82,2024-04-30 08:00:00+08:00,3251.82,False,initial_stop,-1.0,-1.099035264874942,False
空,2024-04-30 17:00:00+08:00,2024-04-30 05:00:00-04:00,lunch,3067.22,3192.9300000000003,2024-05-04 21:00:00+08:00,3151.07,True,opposite_v6_next_open,-0.6670113753877976,-0.7158097207859374,False
多,2024-05-17 17:00:00+08:00,2024-05-17 05:00:00-04:00,lunch,3028.36,2935.48,2024-05-23 21:00:00+08:00,3738.74,False,trailing_stop,7.648363479758821,7.583153316106795,False
空,2024-05-30 16:00:00+08:00,2024-05-30 04:00:00-04:00,london,3721.12,3809.47,2024-05-31 01:00:00+08:00,3809.47,False,initial_stop,-1.0,-1.084235880022634,False
空,2024-06-02 19:00:00+08:00,2024-06-02 07:00:00-04:00,lunch,3782.55,3818.81,2024-06-03 10:00:00+08:00,3818.81,False,initial_stop,-1.0,-1.2086348593491516,False
多,2024-08-18 22:00:00+08:00,2024-08-18 10:00:00-04:00,new_york,2661.38,2611.73,2024-08-19 07:00:00+08:00,2611.73,False,initial_stop,-1.0,-1.107205639476336,False
多,2024-08-23 14:00:00+08:00,2024-08-23 02:00:00-04:00,london,2674.68,2628.23,2024-08-25 05:00:00+08:00,2731.2000000000003,False,trailing_stop,1.2167922497309076,1.10162841765341,False
空,2024-09-30 18:00:00+08:00,2024-09-30 06:00:00-04:00,lunch,2606.96,2647.27,2024-10-01 12:00:00+08:00,2647.27,False,initial_stop,-1.0,-1.1293455718184129,False
多,2024-12-30 17:00:00+08:00,2024-12-30 04:00:00-05:00,london,3422.61,3371.4,2024-12-30 21:00:00+08:00,3371.4,False,initial_stop,-1.0,-1.1336695957820766,False
空,2024-12-30 23:00:00+08:00,2024-12-30 10:00:00-05:00,new_york,3315.63,3436.96,2024-12-31 21:00:00+08:00,3436.96,False,initial_stop,-1.0,-1.0546547432621765,False
多,2025-01-03 23:00:00+08:00,2025-01-03 10:00:00-05:00,new_york,3527.73,3433.71,2025-01-07 23:00:00+08:00,3433.71,False,initial_stop,-1.0,-1.075042118698151,False
多,2025-02-17 18:00:00+08:00,2025-02-17 05:00:00-05:00,lunch,2733.31,2631.87,2025-02-19 00:00:00+08:00,2631.87,False,initial_stop,-1.0,-1.0538901813880135,False
多,2025-02-21 22:00:00+08:00,2025-02-21 09:00:00-05:00,new_york,2836.21,2744.7200000000003,2025-02-21 23:00:00+08:00,2744.7200000000003,False,initial_stop,-1.0,-1.0620004372062517,False
空,2025-04-20 18:00:00+08:00,2025-04-20 06:00:00-04:00,lunch,1591.81,1618.22,2025-04-21 08:00:00+08:00,1618.22,False,initial_stop,-1.0,-1.1205460053010248,False
空,2025-05-06 20:00:00+08:00,2025-05-06 08:00:00-04:00,new_york,1769.46,1811.35,2025-05-07 06:00:00+08:00,1811.35,False,initial_stop,-1.0,-1.0844812604440182,False
多,2025-09-05 17:00:00+08:00,2025-09-05 05:00:00-04:00,lunch,4404.18,4307.15,2025-09-05 22:00:00+08:00,4307.15,False,initial_stop,-1.0,-1.0907797588374746,False
多,2025-09-09 18:00:00+08:00,2025-09-09 06:00:00-04:00,lunch,4355.97,4295.33,2025-09-09 22:00:00+08:00,4295.33,False,initial_stop,-1.0,-1.1436665567282331,False
多,2025-10-24 17:00:00+08:00,2025-10-24 05:00:00-04:00,lunch,3951.21,3876.17,2025-10-24 23:00:00+08:00,3876.17,False,initial_stop,-1.0,-1.1053094349680168,False
空,2025-12-23 23:00:00+08:00,2025-12-23 10:00:00-05:00,new_york,2915.49,2979.57,2025-12-24 04:00:00+08:00,2979.57,False,initial_stop,-1.0,-1.0909953183520618,False
空,2025-12-29 22:00:00+08:00,2025-12-29 09:00:00-05:00,new_york,2925.91,3020.28,2025-12-31 20:00:00+08:00,3000.12,True,opposite_v6_next_open,-0.7863727879622736,-0.8483821129596238,False
多,2025-12-31 20:00:00+08:00,2025-12-31 07:00:00-05:00,lunch,3000.12,2959.09,2026-01-01 00:00:00+08:00,2959.09,False,initial_stop,-1.0,-1.146240311966858,False
空,2026-02-19 22:00:00+08:00,2026-02-19 09:00:00-05:00,new_york,1920.58,1983.25,2026-02-21 19:00:00+08:00,1983.25,False,initial_stop,-1.0,-1.0612918461783925,False
空,2026-04-05 16:00:00+08:00,2026-04-05 04:00:00-04:00,london,2036.01,2061.4,2026-04-05 23:00:00+08:00,2061.4,False,initial_stop,-1.0,-1.1603788893265012,False
多,2026-04-22 14:00:00+08:00,2026-04-22 02:00:00-04:00,london,2395.41,2307.14,2026-04-23 18:00:00+08:00,2307.14,False,initial_stop,-1.0,-1.0542746119859527,False
空,2026-04-23 19:00:00+08:00,2026-04-23 07:00:00-04:00,lunch,2313.35,2361.63,2026-04-27 01:00:00+08:00,2341.89,True,opposite_v6_next_open,-0.5911350455675196,-0.6869656172328027,False
空,2026-04-27 15:00:00+08:00,2026-04-27 03:00:00-04:00,london,2319.45,2403.71,2026-05-01 07:00:00+08:00,2256.74,False,boundary_mark,0.7442440066460939,0.6891894137194381,True
