方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
空,2023-08-13 21:33:00+08:00,2023-08-13 09:33:00-04:00,new_york,1849.76,1851.03,2023-08-13 22:30:00+08:00,1850.77,True,opposite_v6_next_open,-0.7952755905511854,-3.7082834645669966,False
多,2023-08-13 22:30:00+08:00,2023-08-13 10:30:00-04:00,new_york,1850.77,1849.74,2023-08-13 22:54:00+08:00,1849.74,False,initial_stop,-1.0,-4.593728155339889,False
空,2023-08-19 14:48:00+08:00,2023-08-19 02:48:00-04:00,london,1656.34,1659.74,2023-08-19 15:33:00+08:00,1659.74,False,initial_stop,-1.0,-1.9743176470588109,False
多,2023-08-19 16:15:00+08:00,2023-08-19 04:15:00-04:00,london,1663.55,1658.26,2023-08-19 20:12:00+08:00,1658.26,False,initial_stop,-1.0,-1.6289413988657908,False
多,2023-08-19 22:09:00+08:00,2023-08-19 10:09:00-04:00,new_york,1663.64,1660.21,2023-08-20 01:18:00+08:00,1679.44,False,trailing_stop,4.606413994168998,3.6363615160349103,False
多,2023-08-22 20:21:00+08:00,2023-08-22 08:21:00-04:00,new_york,1664.75,1660.38,2023-08-22 21:03:00+08:00,1662.35,True,opposite_v6_next_open,-0.5491990846682268,-1.3110983981694049,False
空,2023-08-22 21:03:00+08:00,2023-08-22 09:03:00-04:00,new_york,1662.35,1667.23,2023-08-23 00:42:00+08:00,1647.71,False,trailing_stop,2.9999999999999067,2.3187090163933743,False
空,2023-08-24 14:06:00+08:00,2023-08-24 02:06:00-04:00,london,1673.38,1675.17,2023-08-24 14:30:00+08:00,1675.17,False,initial_stop,-1.0,-2.8696983240223632,False
多,2023-08-24 14:39:00+08:00,2023-08-24 02:39:00-04:00,london,1677.68,1672.71,2023-08-24 16:21:00+08:00,1672.71,False,initial_stop,-1.0,-1.6751227364184913,False
多,2023-08-24 17:06:00+08:00,2023-08-24 05:06:00-04:00,lunch,1675.14,1670.61,2023-08-24 17:36:00+08:00,1670.61,False,initial_stop,-1.0,-1.739576158940403,False
空,2023-08-24 17:39:00+08:00,2023-08-24 05:39:00-04:00,lunch,1669.34,1673.39,2023-08-24 19:15:00+08:00,1673.39,False,initial_stop,-1.0,-1.8243654320987712,False
多,2023-08-25 20:12:00+08:00,2023-08-25 08:12:00-04:00,new_york,1656.22,1652.7,2023-08-25 22:00:00+08:00,1654.61,True,opposite_v6_next_open,-0.4573863636364021,-1.3984204545455112,False
空,2023-08-25 22:00:00+08:00,2023-08-25 10:00:00-04:00,new_york,1654.61,1661.3,2023-08-25 22:03:00+08:00,1661.3,False,initial_stop,-1.0,-1.4946517189835555,False
空,2023-08-26 14:09:00+08:00,2023-08-26 02:09:00-04:00,london,1651.19,1652.9,2023-08-26 14:33:00+08:00,1652.9,False,initial_stop,-1.0,-2.9312163742689923,False
多,2023-08-26 14:39:00+08:00,2023-08-26 02:39:00-04:00,london,1653.56,1652.51,2023-08-26 14:42:00+08:00,1652.51,False,initial_stop,-1.0,-4.149638095238264,False
空,2023-08-26 16:39:00+08:00,2023-08-26 04:39:00-04:00,london,1649.33,1653.78,2023-08-26 22:42:00+08:00,1651.4,True,opposite_v6_next_open,-0.4651685393258747,-1.2064404494381868,False
多,2023-08-27 18:21:00+08:00,2023-08-27 06:21:00-04:00,lunch,1651.33,1650.24,2023-08-27 19:00:00+08:00,1650.24,False,initial_stop,-1.0,-4.0299633027525905,False
多,2023-08-27 20:57:00+08:00,2023-08-27 08:57:00-04:00,new_york,1651.05,1649.31,2023-08-27 21:45:00+08:00,1649.88,True,opposite_v6_next_open,-0.6724137931033559,-2.570172413792964,False
空,2023-08-27 21:45:00+08:00,2023-08-27 09:45:00-04:00,new_york,1649.88,1652.61,2023-08-27 22:03:00+08:00,1652.61,False,initial_stop,-1.0,-2.208703296703243,False
多,2023-08-27 22:06:00+08:00,2023-08-27 10:06:00-04:00,new_york,1652.79,1649.79,2023-08-28 01:33:00+08:00,1655.74,False,trailing_stop,0.9833333333333484,-0.1185266666666064,False
多,2023-08-30 20:33:00+08:00,2023-08-30 08:33:00-04:00,new_york,1719.74,1717.59,2023-08-30 20:36:00+08:00,1717.59,False,initial_stop,-1.0,-2.5997581395349565,False
空,2023-08-30 20:42:00+08:00,2023-08-30 08:42:00-04:00,new_york,1714.04,1721.0,2023-08-30 21:15:00+08:00,1721.0,False,initial_stop,-1.0,-1.4925402298850787,False
多,2023-09-02 17:30:00+08:00,2023-09-02 05:30:00-04:00,lunch,1633.46,1631.8,2023-09-02 22:24:00+08:00,1635.24,False,trailing_stop,1.0722891566264368,-0.8957349397589478,False
空,2023-09-03 15:42:00+08:00,2023-09-03 03:42:00-04:00,london,1634.76,1635.82,2023-09-03 15:45:00+08:00,1635.82,False,initial_stop,-1.0,-4.084452830188815,False
空,2023-09-03 16:15:00+08:00,2023-09-03 04:15:00-04:00,london,1633.5,1636.05,2023-09-03 20:24:00+08:00,1636.05,False,initial_stop,-1.0,-2.2811764705881985,False
多,2023-09-03 20:36:00+08:00,2023-09-03 08:36:00-04:00,new_york,1635.0,1632.64,2023-09-03 20:57:00+08:00,1632.64,False,initial_stop,-1.0,-2.38559322033906,False
空,2023-09-03 21:00:00+08:00,2023-09-03 09:00:00-04:00,new_york,1632.29,1641.17,2023-09-04 02:18:00+08:00,1641.17,False,initial_stop,-1.0,-1.367632882882861,False
多,2023-09-06 21:42:00+08:00,2023-09-06 09:42:00-04:00,new_york,1634.5,1629.62,2023-09-06 22:00:00+08:00,1629.62,False,initial_stop,-1.0,-1.6698770491803503,False
空,2023-09-07 17:57:00+08:00,2023-09-07 05:57:00-04:00,lunch,1631.7,1633.67,2023-09-07 21:39:00+08:00,1629.2,False,trailing_stop,1.2690355329949063,-0.387512690355295,False
空,2023-09-08 16:18:00+08:00,2023-09-08 04:18:00-04:00,london,1644.88,1647.83,2023-09-08 20:33:00+08:00,1630.05,False,trailing_stop,5.027118644068159,3.9119457627121736,False
空,2023-09-09 14:00:00+08:00,2023-09-09 02:00:00-04:00,london,1632.59,1634.23,2023-09-09 14:48:00+08:00,1634.23,False,initial_stop,-1.0,-2.9909634146340625,False
空,2023-09-09 15:51:00+08:00,2023-09-09 03:51:00-04:00,london,1633.8,1634.93,2023-09-09 16:00:00+08:00,1634.93,False,initial_stop,-1.0,-3.891681415929052,False
多,2023-09-09 19:45:00+08:00,2023-09-09 07:45:00-04:00,lunch,1635.22,1634.15,2023-09-09 21:15:00+08:00,1634.15,False,initial_stop,-1.0,-4.056485981308654,False
多,2023-09-14 19:06:00+08:00,2023-09-14 07:06:00-04:00,lunch,1623.81,1619.17,2023-09-14 20:27:00+08:00,1619.17,False,initial_stop,-1.0,-1.6999181034483002,False
空,2023-09-15 14:42:00+08:00,2023-09-15 02:42:00-04:00,london,1628.91,1631.84,2023-09-15 17:00:00+08:00,1631.84,False,initial_stop,-1.0,-2.1118839590443277,False
空,2023-09-15 19:21:00+08:00,2023-09-15 07:21:00-04:00,lunch,1625.41,1630.56,2023-09-15 23:51:00+08:00,1620.28,False,trailing_stop,0.9961165048544164,0.3648893203883956,False
空,2023-09-16 21:21:00+08:00,2023-09-16 09:21:00-04:00,new_york,1634.51,1637.95,2023-09-16 23:24:00+08:00,1637.0,True,opposite_v6_next_open,-0.7238372093023168,-1.6741337209302516,False
空,2023-09-19 14:12:00+08:00,2023-09-19 02:12:00-04:00,london,1632.81,1636.07,2023-09-19 14:36:00+08:00,1636.07,False,initial_stop,-1.0,-2.0017239263803983,False
多,2023-09-19 16:18:00+08:00,2023-09-19 04:18:00-04:00,london,1638.12,1635.59,2023-09-19 18:12:00+08:00,1648.09,False,trailing_stop,3.94071146245109,2.6457549407117686,False
空,2023-09-21 14:24:00+08:00,2023-09-21 02:24:00-04:00,london,1618.25,1622.17,2023-09-21 16:45:00+08:00,1622.17,False,initial_stop,-1.0,-1.8256377551020595,False
多,2023-09-21 16:48:00+08:00,2023-09-21 04:48:00-04:00,london,1621.98,1617.06,2023-09-21 16:54:00+08:00,1617.06,False,initial_stop,-1.0,-1.6593414634146342,False
多,2023-09-22 20:24:00+08:00,2023-09-22 08:24:00-04:00,new_york,1598.61,1596.93,2023-09-22 20:33:00+08:00,1596.93,False,initial_stop,-1.0,-2.903107142857341,False
空,2023-09-22 20:57:00+08:00,2023-09-22 08:57:00-04:00,new_york,1595.0,1598.07,2023-09-22 22:03:00+08:00,1598.07,False,initial_stop,-1.0,-2.03908794788273,False
多,2023-09-23 17:09:00+08:00,2023-09-23 05:09:00-04:00,lunch,1594.53,1592.77,2023-09-23 17:12:00+08:00,1592.77,False,initial_stop,-1.0,-2.8119659090908913,False
空,2023-09-23 17:27:00+08:00,2023-09-23 05:27:00-04:00,lunch,1591.38,1593.98,2023-09-23 20:24:00+08:00,1593.98,False,initial_stop,-1.0,-2.2241384615384385,False
多,2023-09-23 20:42:00+08:00,2023-09-23 08:42:00-04:00,new_york,1594.35,1593.2,2023-09-23 20:51:00+08:00,1593.2,False,initial_stop,-1.0,-3.7727826086959646,False
空,2023-09-24 14:18:00+08:00,2023-09-24 02:18:00-04:00,london,1591.47,1592.15,2023-09-24 14:27:00+08:00,1592.15,False,initial_stop,-1.0,-5.680794117646406,False
空,2023-09-26 14:27:00+08:00,2023-09-26 02:27:00-04:00,london,1590.37,1595.38,2023-09-26 17:42:00+08:00,1595.38,False,initial_stop,-1.0,-1.6348782435129294,False
空,2023-09-26 18:21:00+08:00,2023-09-26 06:21:00-04:00,lunch,1587.41,1594.5,2023-09-26 19:36:00+08:00,1591.4,True,opposite_v6_next_open,-0.5627644569816721,-1.0105528913963526,False
多,2023-09-26 19:36:00+08:00,2023-09-26 07:36:00-04:00,lunch,1591.4,1587.99,2023-09-26 20:36:00+08:00,1587.99,False,initial_stop,-1.0,-1.933372434017556,False
空,2023-09-26 20:39:00+08:00,2023-09-26 08:39:00-04:00,new_york,1588.02,1592.26,2023-09-27 00:39:00+08:00,1592.26,False,initial_stop,-1.0,-1.749066037735849,False
多,2023-09-27 16:45:00+08:00,2023-09-27 04:45:00-04:00,london,1592.93,1590.93,2023-09-27 21:48:00+08:00,1621.87,False,trailing_stop,14.470000000000027,12.877070000000051,False
多,2023-09-29 15:30:00+08:00,2023-09-29 03:30:00-04:00,london,1662.83,1659.63,2023-09-29 16:57:00+08:00,1673.16,False,trailing_stop,3.2281250000002317,2.1888562500001725,False
多,2023-09-30 16:51:00+08:00,2023-09-30 04:51:00-04:00,london,1673.8,1671.78,2023-09-30 19:30:00+08:00,1675.82,False,trailing_stop,1.0,-0.6572277227723451,False
空,2023-10-03 15:21:00+08:00,2023-10-03 03:21:00-04:00,london,1664.54,1668.79,2023-10-03 21:15:00+08:00,1659.17,False,trailing_stop,1.2635294117646805,0.4802164705881995,False
多,2023-10-04 20:36:00+08:00,2023-10-04 08:36:00-04:00,new_york,1648.44,1645.98,2023-10-04 21:00:00+08:00,1645.98,False,initial_stop,-1.0,-2.340195121951236,False
多,2023-10-07 19:24:00+08:00,2023-10-07 07:24:00-04:00,lunch,1641.25,1639.42,2023-10-07 19:42:00+08:00,1639.42,False,initial_stop,-1.0,-2.7937158469945937,False
空,2023-10-07 19:48:00+08:00,2023-10-07 07:48:00-04:00,lunch,1639.15,1642.65,2023-10-07 21:51:00+08:00,1642.65,False,initial_stop,-1.0,-1.9366571428571877,False
多,2023-10-07 22:00:00+08:00,2023-10-07 10:00:00-04:00,new_york,1641.97,1638.18,2023-10-07 23:39:00+08:00,1639.08,True,opposite_v6_next_open,-0.7625329815303767,-1.62900791556732,False
多,2023-10-12 14:30:00+08:00,2023-10-12 02:30:00-04:00,london,1566.0,1563.01,2023-10-12 14:57:00+08:00,1563.01,False,initial_stop,-1.0,-2.047491638796007,False
空,2023-10-12 15:21:00+08:00,2023-10-12 03:21:00-04:00,london,1561.1,1564.35,2023-10-12 19:51:00+08:00,1552.61,False,trailing_stop,2.6123076923074424,1.6516307692305672,False
多,2023-10-14 20:51:00+08:00,2023-10-14 08:51:00-04:00,new_york,1548.84,1547.48,2023-10-14 22:36:00+08:00,1549.77,False,trailing_stop,0.6838235294118619,-1.5938823529413688,False
空,2023-10-17 14:09:00+08:00,2023-10-17 02:09:00-04:00,london,1585.53,1588.43,2023-10-17 15:42:00+08:00,1588.43,False,initial_stop,-1.0,-2.0934689655171588,False
空,2023-10-17 18:36:00+08:00,2023-10-17 06:36:00-04:00,lunch,1585.04,1594.54,2023-10-18 04:00:00+08:00,1565.54,False,trailing_stop,2.0526315789473686,1.7189389473684131,False
多,2023-10-25 22:27:00+08:00,2023-10-25 10:27:00-04:00,new_york,1797.79,1786.47,2023-10-26 00:39:00+08:00,1786.47,False,initial_stop,-1.0,-1.3176307420494715,False
多,2023-10-27 15:00:00+08:00,2023-10-27 03:00:00-04:00,london,1795.89,1790.3,2023-10-27 15:21:00+08:00,1790.3,False,initial_stop,-1.0,-1.6425366726296715,False
空,2023-10-27 15:42:00+08:00,2023-10-27 03:42:00-04:00,london,1785.23,1790.44,2023-10-27 17:24:00+08:00,1790.44,False,initial_stop,-1.0,-1.6853090211132735,False
空,2023-10-27 19:12:00+08:00,2023-10-27 07:12:00-04:00,lunch,1780.9,1786.02,2023-10-27 20:15:00+08:00,1786.02,False,initial_stop,-1.0,-1.6956640624999892,False
空,2023-10-28 19:45:00+08:00,2023-10-28 07:45:00-04:00,lunch,1788.8,1798.96,2023-10-29 10:27:00+08:00,1776.99,False,trailing_stop,1.1624015748031349,0.8102755905511743,False
多,2023-10-29 14:18:00+08:00,2023-10-29 02:18:00-04:00,london,1778.37,1775.4,2023-10-29 18:24:00+08:00,1785.14,False,trailing_stop,2.2794612794615037,1.08190572390582,False
空,2023-10-31 20:51:00+08:00,2023-10-31 08:51:00-04:00,new_york,1798.79,1808.24,2023-11-01 02:45:00+08:00,1804.76,True,opposite_v6_next_open,-0.6317460317460316,-1.012442328042315,False
多,2023-11-03 16:12:00+08:00,2023-11-03 04:12:00-04:00,london,1802.54,1795.83,2023-11-03 16:39:00+08:00,1795.83,False,initial_stop,-1.0,-1.5372697466467802,False
空,2023-11-03 16:45:00+08:00,2023-11-03 04:45:00-04:00,london,1794.76,1802.94,2023-11-03 20:48:00+08:00,1796.77,True,opposite_v6_next_open,-0.24572127139364,-0.6845378973105144,False
多,2023-11-04 14:03:00+08:00,2023-11-04 02:03:00-04:00,london,1833.12,1827.27,2023-11-04 16:06:00+08:00,1832.09,True,opposite_v6_next_open,-0.1760683760683741,-0.8027760683760686,False
空,2023-11-04 16:06:00+08:00,2023-11-04 04:06:00-04:00,london,1832.09,1836.36,2023-11-04 16:12:00+08:00,1836.36,False,initial_stop,-1.0,-1.8581217798594052,False
多,2023-11-04 16:21:00+08:00,2023-11-04 04:21:00-04:00,london,1839.59,1831.61,2023-11-04 20:36:00+08:00,1838.47,True,opposite_v6_next_open,-0.1403508771929724,-0.6014010025062754,False
空,2023-11-07 16:45:00+08:00,2023-11-07 03:45:00-05:00,london,1888.31,1892.66,2023-11-07 20:42:00+08:00,1878.76,False,trailing_stop,2.1954022988504955,1.3272137931034196,False
多,2023-11-08 17:51:00+08:00,2023-11-08 04:51:00-05:00,london,1883.67,1879.95,2023-11-08 23:09:00+08:00,1882.19,True,opposite_v6_next_open,-0.3978494623655934,-1.410575268817217,False
空,2023-11-08 23:09:00+08:00,2023-11-08 10:09:00-05:00,new_york,1882.19,1888.66,2023-11-08 23:54:00+08:00,1888.66,False,initial_stop,-1.0,-1.581820710973708,False
多,2023-11-11 22:06:00+08:00,2023-11-11 09:06:00-05:00,new_york,2065.29,2059.3,2023-11-11 23:33:00+08:00,2068.98,False,trailing_stop,0.6160267111853404,-0.0735525876460966,False
空,2023-11-12 20:03:00+08:00,2023-11-12 07:03:00-05:00,lunch,2047.88,2054.27,2023-11-12 22:21:00+08:00,2054.27,False,initial_stop,-1.0,-1.6409640062597686,False
空,2023-11-14 19:30:00+08:00,2023-11-14 06:30:00-05:00,lunch,2034.41,2044.11,2023-11-14 21:30:00+08:00,2044.11,False,initial_stop,-1.0,-1.4194659793814424,False
空,2023-11-17 17:39:00+08:00,2023-11-17 04:39:00-05:00,london,1972.75,1980.19,2023-11-17 21:00:00+08:00,1965.59,False,trailing_stop,0.9623655913978229,0.4320564516128932,False
空,2023-11-18 21:21:00+08:00,2023-11-18 08:21:00-05:00,new_york,1933.12,1941.64,2023-11-18 21:30:00+08:00,1941.64,False,initial_stop,-1.0,-1.4537840375586706,False
多,2023-11-18 22:51:00+08:00,2023-11-18 09:51:00-05:00,new_york,1943.69,1938.16,2023-11-19 04:12:00+08:00,1960.51,False,trailing_stop,3.041591320072336,2.338629294755902,False
空,2023-11-19 22:09:00+08:00,2023-11-19 09:09:00-05:00,new_york,1949.45,1954.81,2023-11-19 22:21:00+08:00,1954.81,False,initial_stop,-1.0,-1.7274067164178872,False
空,2023-11-21 15:09:00+08:00,2023-11-21 02:09:00-05:00,london,2010.58,2016.36,2023-11-21 18:24:00+08:00,2013.75,True,opposite_v6_next_open,-0.5484429065743881,-1.2441453287197108,False
空,2023-11-21 19:21:00+08:00,2023-11-21 06:21:00-05:00,lunch,2007.56,2015.11,2023-11-21 21:27:00+08:00,2015.11,False,initial_stop,-1.0,-1.5318039735099216,False
空,2023-11-21 21:54:00+08:00,2023-11-21 08:54:00-05:00,new_york,2004.98,2010.26,2023-11-21 23:48:00+08:00,1987.23,False,trailing_stop,3.3617424242424416,2.602280303030306,False
多,2023-11-23 15:21:00+08:00,2023-11-23 02:21:00-05:00,london,2067.87,2064.01,2023-11-23 15:42:00+08:00,2064.01,False,initial_stop,-1.0,-2.071435233160728,False
空,2023-11-25 16:57:00+08:00,2023-11-25 03:57:00-05:00,london,2084.44,2089.69,2023-11-25 20:18:00+08:00,2076.21,False,trailing_stop,1.567619047619051,0.7735466666666719,False
多,2023-11-28 19:06:00+08:00,2023-11-28 06:06:00-05:00,lunch,2020.01,2013.79,2023-11-28 23:30:00+08:00,2026.63,False,trailing_stop,1.06430868167204,0.4147877813504859,False
多,2023-11-29 16:45:00+08:00,2023-11-29 03:45:00-05:00,london,2062.62,2056.45,2023-11-29 18:27:00+08:00,2056.45,False,initial_stop,-1.0,-1.6685964343598148,False
多,2023-11-30 19:39:00+08:00,2023-11-30 06:39:00-05:00,lunch,2037.74,2033.04,2023-11-30 21:06:00+08:00,2040.07,False,trailing_stop,0.4957446808510435,-0.3713787234043052,False
空,2023-12-01 20:24:00+08:00,2023-12-01 07:24:00-05:00,lunch,2087.39,2093.45,2023-12-01 20:33:00+08:00,2093.45,False,initial_stop,-1.0,-1.6889075907590632,False
空,2023-12-01 21:51:00+08:00,2023-12-01 08:51:00-05:00,new_york,2082.53,2089.52,2023-12-02 00:18:00+08:00,2089.52,False,initial_stop,-1.0,-1.5958597997138937,False
多,2023-12-06 18:30:00+08:00,2023-12-06 05:30:00-05:00,lunch,2286.84,2271.74,2023-12-06 18:51:00+08:00,2271.74,False,initial_stop,-1.0,-1.3028927152317926,False
空,2023-12-06 19:18:00+08:00,2023-12-06 06:18:00-05:00,lunch,2262.38,2279.02,2023-12-07 00:24:00+08:00,2264.78,True,opposite_v6_next_open,-0.1442307692307758,-0.4161514423076881,False
空,2023-12-08 15:27:00+08:00,2023-12-08 02:27:00-05:00,london,2362.62,2374.1,2023-12-08 19:27:00+08:00,2364.56,True,opposite_v6_next_open,-0.168989547038332,-0.5805958188153479,False
空,2023-12-08 21:06:00+08:00,2023-12-08 08:06:00-05:00,new_york,2360.19,2369.16,2023-12-08 22:39:00+08:00,2360.01,True,opposite_v6_next_open,0.0200668896320892,-0.5061739130435013,False
空,2023-12-10 15:21:00+08:00,2023-12-10 02:21:00-05:00,london,2346.07,2351.74,2023-12-10 15:45:00+08:00,2351.74,False,initial_stop,-1.0,-1.8275379188712189,False
多,2023-12-10 15:57:00+08:00,2023-12-10 02:57:00-05:00,london,2353.81,2346.61,2023-12-10 16:30:00+08:00,2347.25,True,opposite_v6_next_open,-0.9111111111111264,-1.5649472222222611,False
空,2023-12-10 16:30:00+08:00,2023-12-10 03:30:00-05:00,london,2347.25,2354.4500000000003,2023-12-10 18:27:00+08:00,2337.13,False,trailing_stop,1.405555555555487,0.7535416666666233,False
空,2023-12-11 21:33:00+08:00,2023-12-11 08:33:00-05:00,new_york,2240.51,2246.07,2023-12-12 04:45:00+08:00,2196.33,False,trailing_stop,7.946043165467756,7.14010431654688,False
空,2023-12-15 20:06:00+08:00,2023-12-15 07:06:00-05:00,lunch,2268.33,2275.42,2023-12-16 00:24:00+08:00,2246.11,False,trailing_stop,3.1339915373764944,2.4941241184766327,False
多,2023-12-16 19:09:00+08:00,2023-12-16 06:09:00-05:00,lunch,2250.39,2246.7200000000003,2023-12-16 19:12:00+08:00,2246.7200000000003,False,initial_stop,-1.0,-2.2263705722072338,False
多,2023-12-16 19:36:00+08:00,2023-12-16 06:36:00-05:00,lunch,2251.4,2245.34,2023-12-16 21:21:00+08:00,2245.34,False,initial_stop,-1.0,-1.7430363036303798,False
空,2023-12-16 21:27:00+08:00,2023-12-16 08:27:00-05:00,new_york,2247.0,2257.6,2023-12-16 23:48:00+08:00,2254.31,True,opposite_v6_next_open,-0.6896226415094348,-1.113584905660403,False
多,2023-12-16 23:48:00+08:00,2023-12-16 10:48:00-05:00,new_york,2254.31,2249.24,2023-12-17 01:03:00+08:00,2249.24,False,initial_stop,-1.0,-1.8892741617357331,False
多,2023-12-23 19:48:00+08:00,2023-12-23 06:48:00-05:00,lunch,2289.72,2281.33,2023-12-23 22:33:00+08:00,2289.73,True,opposite_v6_next_open,0.001191895113256,-0.5446293206197839,False
空,2023-12-23 22:33:00+08:00,2023-12-23 09:33:00-05:00,new_york,2289.73,2294.62,2023-12-24 00:30:00+08:00,2294.62,False,initial_stop,-1.0,-1.93649488752554,False
多,2023-12-27 16:12:00+08:00,2023-12-27 03:12:00-05:00,london,2232.42,2227.06,2023-12-28 01:54:00+08:00,2345.05,False,trailing_stop,21.013059701492057,20.180067164178652,False
多,2023-12-28 21:27:00+08:00,2023-12-28 08:27:00-05:00,new_york,2407.3,2378.91,2023-12-28 22:09:00+08:00,2378.91,False,initial_stop,-1.0,-1.169587883057411,False
空,2023-12-29 15:42:00+08:00,2023-12-29 02:42:00-05:00,london,2347.64,2362.37,2023-12-29 17:24:00+08:00,2357.24,True,opposite_v6_next_open,-0.6517311608961234,-0.97048744059741,False
空,2023-12-30 15:48:00+08:00,2023-12-30 02:48:00-05:00,london,2296.49,2301.9700000000003,2023-12-30 18:39:00+08:00,2286.18,False,trailing_stop,1.8813868613136964,1.0432518248174083,False
多,2023-12-31 17:21:00+08:00,2023-12-31 04:21:00-05:00,london,2305.9,2298.15,2023-12-31 20:54:00+08:00,2298.15,False,initial_stop,-1.0,-1.5950709677419517,False
多,2024-01-04 20:18:00+08:00,2024-01-04 07:18:00-05:00,lunch,2237.66,2222.29,2024-01-05 03:45:00+08:00,2271.56,False,trailing_stop,2.205595315549794,1.9144229017567045,False
多,2024-01-06 22:09:00+08:00,2024-01-06 09:09:00-05:00,new_york,2239.62,2235.67,2024-01-07 03:03:00+08:00,2243.79,False,trailing_stop,1.0556962025317127,-0.0782886075948612,False
空,2024-01-07 17:15:00+08:00,2024-01-07 04:15:00-05:00,london,2236.74,2243.23,2024-01-07 19:36:00+08:00,2243.23,False,initial_stop,-1.0,-1.6892881355932066,False
多,2024-01-09 16:24:00+08:00,2024-01-09 03:24:00-05:00,london,2310.65,2300.1,2024-01-09 16:39:00+08:00,2300.1,False,initial_stop,-1.0,-1.438037914691927,False
空,2024-01-09 17:27:00+08:00,2024-01-09 04:27:00-05:00,london,2288.67,2297.73,2024-01-09 18:09:00+08:00,2297.73,False,initial_stop,-1.0,-1.5052251655629063,False
空,2024-01-14 20:57:00+08:00,2024-01-14 07:57:00-05:00,lunch,2536.61,2545.78,2024-01-14 23:06:00+08:00,2542.8,True,opposite_v6_next_open,-0.675027262813523,-1.2282682660850746,False
空,2024-01-16 16:12:00+08:00,2024-01-16 03:12:00-05:00,london,2524.62,2531.41,2024-01-16 16:21:00+08:00,2531.41,False,initial_stop,-1.0,-1.7436288659793724,False
多,2024-01-16 16:54:00+08:00,2024-01-16 03:54:00-05:00,london,2541.18,2529.64,2024-01-16 18:30:00+08:00,2529.64,False,initial_stop,-1.0,-1.4404124783362189,False
空,2024-01-16 19:33:00+08:00,2024-01-16 06:33:00-05:00,lunch,2526.68,2538.32,2024-01-16 20:27:00+08:00,2538.32,False,initial_stop,-1.0,-1.4341374570446832,False
多,2024-01-16 21:00:00+08:00,2024-01-16 08:00:00-05:00,new_york,2546.77,2540.6,2024-01-16 21:21:00+08:00,2540.6,False,initial_stop,-1.0,-1.8255332252836076,False
空,2024-01-16 22:36:00+08:00,2024-01-16 09:36:00-05:00,new_york,2515.6,2539.01,2024-01-16 22:51:00+08:00,2539.01,False,initial_stop,-1.0,-1.2149167022639924,False
多,2024-01-17 22:48:00+08:00,2024-01-17 09:48:00-05:00,new_york,2566.27,2536.82,2024-01-17 23:00:00+08:00,2536.82,False,initial_stop,-1.0,-1.1742797962648612,False
多,2024-01-18 15:03:00+08:00,2024-01-18 02:03:00-05:00,london,2537.61,2530.1,2024-01-18 18:36:00+08:00,2530.1,False,initial_stop,-1.0,-1.6757949400798733,False
