entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01,11,-18.162285038274934,-27.071343967849366,-199.78513542102428,0.14874158672829518,False,0.2727272727272727,8,0
2023-02,12,-23.53786438801944,-33.82423034609226,-282.45437265623326,0.3907886233071752,False,0.16666666666666666,10,0
2023-03,5,-13.783059555898298,-63.343051506317124,-68.91529777949148,0.7850160298887556,False,0.2,4,0
2023-04,12,-29.683449260323354,-34.689318927272325,-356.2013911238802,0.19491622044510926,False,0.08333333333333333,11,0
2023-05,6,8.451224366384071,-32.05624177084697,50.70734619830443,1.2966828659557703,False,0.3333333333333333,4,0
2023-06,9,3.553867434460414,-30.24422494092292,31.984806910143725,1.131475873279691,False,0.1111111111111111,8,0
2023-07,14,-22.56855832716246,-30.15394409041526,-315.9598165802745,0.2761300859628185,False,0.14285714285714285,12,0
2023-08,10,-16.154409846627953,-19.668104327928408,-161.54409846627954,0.14922184633016392,False,0.2,8,0
2023-09,11,-33.47275844537452,-33.33328165394665,-368.20034289911973,0.04462000098204625,False,0.09090909090909091,10,0
2023-10,9,-33.979369785229,-32.447201420204834,-305.81432806706096,0.10950159472940783,False,0.1111111111111111,8,0
2023-11,10,-24.632653348867205,-23.332362828042392,-246.32653348867203,0.014498929277026788,False,0.1,9,0
2023-12,12,-20.108053714101654,-18.087272481249734,-241.2966445692198,0.18828335996262915,False,0.08333333333333333,11,0
2024-01,10,2.9175868811487526,-22.989809369114973,29.175868811487526,1.0894941148325163,False,0.2,8,0
2024-02,9,-24.94189798949354,-38.00716845878125,-224.47708190544188,0.4277264046570733,False,0.1111111111111111,8,0
2024-03,10,6.446366103509141,-23.123197124791368,64.4636610350914,1.1915525739204378,False,0.4,6,0
2024-04,9,-48.7269647904615,-61.448619258915855,-438.54268311415353,0.194857712401941,False,0.2222222222222222,7,0
2024-05,11,-21.503003591452366,-37.358002973433265,-236.533039505976,0.38099116227890695,False,0.18181818181818182,9,0
2024-06,6,15.036855287020416,-17.716051861396114,90.2211317221225,1.5545630748863088,False,0.5,3,0
2024-07,10,-4.467188298601805,-30.07178119011909,-44.671882986018055,0.8492699776787416,False,0.2,8,0
2024-08,12,34.76988710589259,-19.081524908265962,417.2386452707112,2.424308078041535,False,0.4166666666666667,7,0
2024-09,9,7.3081479564017755,-31.433903183464267,65.77333160761597,1.1975984966311009,False,0.1111111111111111,8,0
2024-10,16,-35.8994568082136,-39.63829180344434,-574.3913089314176,0.04227127256162764,False,0.125,14,0
2024-11,16,-9.979421872699358,-19.102619955302917,-159.67074996318973,0.6829732306568944,False,0.25,12,0
2024-12,12,8.20208545358369,-30.906783830632595,98.42502544300429,1.1933395991445686,False,0.4166666666666667,7,0
