direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-18.374430324616466,-30.24422494092292,-2223.306069278592,0.44441906509395346,False,0.18181818181818182,99,0
1,130,-8.87299093215677,-32.728414165519844,-1153.48882118038,0.7410845263404374,False,0.2230769230769231,101,0
