fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,55,-14.99389170676693,-32.98402400524479,-824.6640438721813,0.5603018157109237,False,0.18181818181818182,45,0
2023H2,66,-24.835481273797374,-26.73785645301739,-1639.1417640706266,0.1383815965990975,False,0.12121212121212122,58,0
2024H1,55,-13.012584417397642,-33.61339865208144,-715.6921429568703,0.6662316113345373,False,0.2545454545454545,41,0
2024H2,75,-2.63062586079059,-31.433903183464267,-197.29693955929426,0.9221600040384933,False,0.25333333333333335,56,0
