primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,37,-10.363564319404034,-13.060992100204487,-383.45187981794925,0.0,False,0.0,37,0
early_reversal,21,-45.66733743114796,-38.5967854917446,-959.0140860541071,0.0,False,0.0,21,0
giveback,10,-39.139978793380585,-29.894961780686497,-391.3997879338059,0.0,False,0.0,10,0
hard_stop,14,-77.0659138630222,-69.04482466547844,-1078.9227940823107,0.0,False,0.0,14,0
other_loss,118,-47.83100255036034,-39.55470552425176,-5644.058300942521,0.0,False,0.0,118,0
