outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,14,-77.0659138630222,-69.04482466547844,-1078.9227940823107,0.0,False,0.0,14,0
launch_timeout_exit,127,-32.22807640169164,-32.98402400524479,-4092.9657030148383,0.07232390133293319,False,0.10236220472440945,114,0
transition_colour_exit,110,16.319032787619783,-22.26048704159487,1795.0936066381762,1.6052521602087342,False,0.34545454545454546,72,0
