trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:USELESSUSDT:4h:v9_long:1206,v9_long,True,matched,1190,2026-03-01 20:00:00+00:00,-1.0161232604373753,-0.1260443896424167,2026-03-13 20:00:00+00:00,2026-03,4,later
binance_um:USELESSUSDT:4h:v9_long:1276,v9_long,True,matched,1228,2026-03-08 04:00:00+00:00,-0.6892717391304353,-0.06629691583899644,2026-03-14 04:00:00+00:00,2026-03,3,later
binance_um:USELESSUSDT:4h:joint:1206,v10_4,True,matched,1204,2026-03-04 04:00:00+00:00,-1.0148955223880602,-0.1362685370741482,2026-03-07 20:00:00+00:00,2026-03,4,later
binance_um:USELESSUSDT:4h:joint:1277,v10_4,True,matched,1320,2026-03-23 12:00:00+00:00,-1.0200773480662986,-0.10161474958723149,2026-03-26 16:00:00+00:00,2026-03,3,later
binance_um:USELESSUSDT:4h:box_chart:1277,box_chart,True,matched,1342,2026-03-27 04:00:00+00:00,-1.0245378787878787,-0.08350663785118861,2026-03-29 08:00:00+00:00,2026-03,3,later
binance_um:USELESSUSDT:4h:box_any:1277,box_any,True,matched,1347,2026-03-28 00:00:00+00:00,3.1401285140562254,0.256022265880812,2026-04-27 12:00:00+00:00,2026-03,3,later
