arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1206,closed,,USELESSUSDT,USELESS,4h,2026-03-04 12:00:00+00:00
v9_long,1276,closed,,USELESSUSDT,USELESS,4h,2026-03-16 04:00:00+00:00
v10_4,1206,closed,,USELESSUSDT,USELESS,4h,2026-03-04 12:00:00+00:00
v10_4,1277,closed,,USELESSUSDT,USELESS,4h,2026-03-16 08:00:00+00:00
box_chart,1277,closed,,USELESSUSDT,USELESS,4h,2026-03-16 08:00:00+00:00
box_any,1277,closed,,USELESSUSDT,USELESS,4h,2026-03-16 08:00:00+00:00
