code,name,collection_status,evaluation_status,error
sz.001201,东瑞股份,collected,covered,
sz.001202,炬申股份,collected,covered,
sz.001203,大中矿业,collected,covered,
sz.001205,盛航股份,collected,covered,
sz.001206,依依股份,collected,covered,
sz.001207,联科科技,collected,covered,
sz.001208,华菱线缆,collected,covered,
sz.001209,洪兴股份,collected,covered,
sz.001210,金房能源,collected,covered,
sz.001211,双枪科技,collected,covered,
sz.001212,中旗新材,collected,covered,
sz.001213,中铁特货,collected,covered,
sz.001215,千味央厨,collected,covered,
sz.001216,华瓷股份,collected,covered,
sz.001217,华尔泰,collected,covered,
sz.001218,丽臣实业,collected,covered,
sz.001219,青岛食品,collected,covered,
sz.001220,世盟股份,collected,covered,
sz.001221,悍高集团,collected,covered,
sz.001222,源飞宠物,collected,covered,
sz.001223,欧克科技,collected,covered,
sz.001225,和泰机电,collected,covered,
sz.001226,拓山重工,collected,covered,
sz.001227,兰州银行,collected,covered,
sz.001228,永泰运,collected,covered,
sz.001229,魅视科技,collected,covered,
sz.001230,劲旅环境,collected,covered,
sz.001231,农心科技,collected,covered,
sz.001232,嘉立创,collected,covered,
sz.001233,海安集团,collected,covered,
sz.001234,泰慕士,collected,covered,
sz.001236,弘业期货,collected,covered,
sz.001237,惠康科技,collected,covered,
sz.001238,浙江正特,collected,covered,
sz.001239,永达股份,failed,unavailable,AShareDataError: source code/adjustment mismatch
sz.001248,华润新能源,collected,covered,
sz.001255,博菲电气,collected,covered,
sz.001256,炜冈科技,collected,covered,
sz.001257,盛龙股份,collected,covered,
sz.001258,立新能源,collected,covered,
sz.001259,利仁科技,collected,covered,
sz.001260,坤泰股份,collected,covered,
sz.001266,宏英智能,collected,covered,
sz.001267,汇绿生态,collected,covered,
sz.001268,联合精密,collected,covered,
sz.001269,欧晶科技,collected,covered,
sz.001270,铖昌科技,collected,covered,
sz.001277,速达股份,collected,covered,
sz.001278,一彬科技,collected,covered,
sz.001279,强邦新材,collected,covered,
sz.001280,中国铀业,collected,covered,
sz.001282,三联锻造,collected,covered,
sz.001283,豪鹏科技,collected,covered,
sz.001285,瑞立科密,collected,covered,
sz.001286,陕西能源,collected,covered,
sz.001287,中电港,collected,covered,
sz.001288,运机集团,collected,covered,
sz.001289,龙源电力,collected,covered,
sz.001296,长江材料,collected,covered,
sz.001298,好上好,collected,covered,
sz.001299,美能能源,collected,covered,
sz.001300,三柏硕,collected,covered,
sz.001301,尚太科技,collected,covered,
sz.001306,夏厦精密,collected,covered,
sz.001308,康冠科技,collected,covered,
sz.001309,德明利,collected,covered,
sz.001311,多利科技,collected,covered,
sz.001312,福恩股份,collected,covered,
sz.001313,粤海饲料,collected,covered,
sz.001314,亿道信息,collected,covered,
sz.001316,润贝航科,collected,covered,
sz.001317,三羊马,collected,covered,
sz.001318,阳光乳业,collected,covered,
sz.001319,铭科精技,collected,covered,
sz.001322,箭牌家居,collected,covered,
sz.001323,慕思股份,collected,covered,
sz.001324,长青科技,collected,covered,
sz.001325,元创股份,collected,covered,
sz.001326,联域股份,failed,unavailable,AShareDataError: source code/adjustment mismatch
sz.001328,登康口腔,collected,covered,
sz.001330,博纳影业,collected,covered,
sz.001331,胜通能源,collected,covered,
sz.001332,锡装股份,collected,covered,
sz.001333,光华股份,collected,covered,
sz.001335,信凯科技,collected,covered,
sz.001336,楚环科技,collected,covered,
sz.001337,四川黄金,collected,covered,
sz.001338,永顺泰,collected,covered,
sz.001339,智微智能,collected,covered,
sz.001356,富岭股份,collected,covered,
sz.001358,兴欣新材,collected,covered,
sz.001359,平安电工,collected,covered,
sz.001360,南矿集团,collected,covered,
sz.001365,天海电子,collected,covered,
sz.001366,播恩集团,collected,covered,
sz.001367,海森药业,collected,covered,
sz.001368,通达创智,collected,covered,
sz.001369,双欣材料,collected,covered,
sz.001373,翔腾新材,collected,covered,
sz.001376,百通能源,failed,unavailable,AShareDataError: source code/adjustment mismatch
sz.001378,德冠新材,collected,covered,
sz.001379,腾达科技,collected,covered,
sz.001380,华纬科技,collected,covered,
sz.001382,新亚电缆,collected,covered,
sz.001386,马可波罗,collected,covered,
sz.001387,雪祺电气,collected,covered,
sz.001388,信通电子,collected,covered,
sz.001389,广合科技,collected,covered,
sz.001390,古麒绒材,collected,covered,
sz.001391,国货航,collected,covered,
sz.001393,维通利,collected,covered,
sz.001395,亚联机械,collected,covered,
sz.001396,誉帆科技,collected,covered,
sz.001399,惠科股份,collected,covered,
sz.001400,江顺科技,collected,covered,
sz.001696,宗申动力,collected,covered,
sz.001872,招商港口,failed,unavailable,AShareDataError: source code/adjustment mismatch
sz.001896,豫能控股,collected,covered,
sz.001914,招商积余,failed,unavailable,AShareDataError: source code/adjustment mismatch
sz.001965,招商公路,collected,covered,
sz.001979,招商蛇口,collected,covered,
sz.002001,新和成,collected,covered,
sz.002002,ST鸿达,collected,covered,
sz.002003,伟星股份,collected,covered,
sz.002004,华邦健康,collected,covered,
sz.002005,德豪润达,collected,covered,
sz.002006,精工科技,collected,covered,
sz.002007,华兰生物,collected,covered,
sz.002008,大族激光,collected,covered,
sz.002009,天奇股份,collected,covered,
sz.002010,传化智联,collected,covered,
sz.002011,盾安环境,collected,covered,
sz.002012,凯恩股份,collected,covered,
sz.002014,永新股份,collected,covered,
sz.002015,协鑫能科,collected,covered,
sz.002016,世荣兆业,collected,covered,
sz.002017,东信和平,collected,covered,
sz.002019,亿帆医药,collected,covered,
sz.002020,京新药业,collected,covered,
sz.002021,中捷资源,collected,covered,
sz.002022,科华生物,collected,covered,
sz.002023,海特高新,collected,covered,
sz.002024,ST易购,collected,covered,
sz.002025,航天电器,collected,covered,
sz.002026,山东威达,collected,covered,
sz.002027,分众传媒,collected,covered,
sz.002028,思源电气,collected,covered,
sz.002029,七匹狼,collected,covered,
sz.002030,达安基因,collected,covered,
sz.002031,巨轮智能,collected,covered,
sz.002032,苏泊尔,collected,covered,
sz.002033,丽江股份,collected,covered,
sz.002034,旺能环境,collected,covered,
sz.002035,华帝股份,collected,covered,
sz.002036,联创电子,collected,covered,
sz.002037,保利联合,collected,covered,
sz.002038,双鹭药业,collected,covered,
sz.002039,黔源电力,collected,covered,
sz.002040,南京港,collected,covered,
sz.002041,登海种业,collected,covered,
sz.002042,华孚时尚,collected,covered,
sz.002043,兔宝宝,collected,covered,
sz.002044,美年健康,collected,covered,
sz.002045,国光电器,collected,covered,
sz.002046,国机精工,collected,covered,
sz.002047,宝鹰股份,collected,covered,
sz.002048,宁波华翔,collected,covered,
sz.002049,紫光国微,collected,covered,
sz.002050,三花智控,collected,covered,
sz.002051,中工国际,collected,covered,
sz.002052,同洲电子,collected,covered,
sz.002053,云南能投,collected,covered,
sz.002054,德美化工,collected,covered,
sz.002055,ST得润,collected,covered,
sz.002056,横店东磁,collected,covered,
sz.002057,中钢天源,collected,covered,
sz.002058,紫竹高科,collected,covered,
sz.002059,云南旅游,collected,covered,
sz.002060,广东建工,collected,covered,
sz.002061,浙江交科,collected,covered,
sz.002062,宏润建设,collected,covered,
sz.002063,远光软件,collected,covered,
sz.002064,华峰化学,collected,covered,
sz.002065,东华软件,collected,covered,
sz.002066,瑞泰科技,collected,covered,
sz.002067,景兴纸业,collected,covered,
sz.002068,黑猫股份,collected,covered,
sz.002069,獐子岛,collected,covered,
sz.002072,凯瑞德,collected,covered,
sz.002073,软控股份,collected,covered,
sz.002074,国轩高科,collected,covered,
sz.002075,沙钢股份,collected,covered,
sz.002076,星光股份,collected,covered,
sz.002077,大港股份,collected,covered,
sz.002078,太阳纸业,collected,covered,
sz.002079,苏州固锝,collected,covered,
sz.002080,中材科技,collected,covered,
sz.002081,金螳螂,collected,covered,
sz.002082,ST万邦,collected,covered,
sz.002083,孚日股份,collected,covered,
sz.002084,海鸥住工,collected,covered,
sz.002085,万丰奥威,collected,covered,
sz.002086,东方海洋,collected,covered,
sz.002087,新纺退,collected,covered,
sz.002088,鲁阳节能,collected,covered,
sz.002089,新海退,collected,covered,
sz.002090,金智科技,collected,covered,
sz.002091,江苏国泰,collected,covered,
sz.002092,中泰化学,collected,covered,
sz.002093,国脉科技,collected,covered,
sz.002094,青岛金王,collected,covered,
sz.002095,生意宝,collected,covered,
sz.002096,易普力,collected,covered,
sz.002097,山河智能,collected,covered,
sz.002098,浔兴股份,collected,covered,
sz.002099,海翔药业,collected,covered,
sz.002100,天康生物,collected,covered,
sz.002101,广东鸿图,collected,covered,
sz.002102,ST能特,collected,covered,
sz.002103,广博股份,collected,covered,
sz.002104,恒宝股份,collected,covered,
sz.002105,信隆健康,collected,covered,
sz.002106,莱宝高科,collected,covered,
sz.002107,沃华医药,collected,covered,
sz.002108,沧州明珠,collected,covered,
sz.002109,ST兴化,collected,covered,
sz.002110,三钢闽光,collected,covered,
sz.002111,威海广泰,collected,covered,
sz.002112,三变科技,collected,covered,
sz.002114,罗平锌电,collected,covered,
sz.002115,三维通信,collected,covered,
sz.002116,中国海诚,collected,covered,
sz.002117,东港股份,collected,covered,
sz.002119,康强电子,collected,covered,
sz.002120,韵达股份,collected,covered,
sz.002121,科陆电子,collected,covered,
sz.002122,ST汇洲,collected,covered,
sz.002123,梦网科技,collected,covered,
sz.002124,天邦食品,collected,covered,
sz.002125,湘潭电化,collected,covered,
sz.002126,银轮股份,collected,covered,
sz.002127,南极电商,collected,covered,
sz.002128,电投能源,collected,covered,
sz.002129,TCL中环,collected,covered,
sz.002130,沃尔核材,collected,covered,
sz.002131,利欧股份,collected,covered,
sz.002132,恒星科技,collected,covered,
sz.002133,广宇集团,collected,covered,
sz.002134,天津普林,collected,covered,
sz.002135,东南网架,collected,covered,
sz.002136,安纳达,collected,covered,
sz.002137,实益达,collected,covered,
sz.002138,顺络电子,collected,covered,
sz.002139,拓邦股份,collected,covered,
sz.002140,东华科技,collected,covered,
sz.002141,贤丰控股,collected,covered,
sz.002142,宁波银行,collected,covered,
sz.002144,宏达高科,collected,covered,
sz.002145,钛能化学,collected,covered,
sz.002146,荣盛发展,collected,covered,
sz.002148,北纬科技,collected,covered,
sz.002149,西部材料,collected,covered,
sz.002150,正泰电源,collected,covered,
sz.002151,北斗星通,collected,covered,
sz.002152,广电运通,collected,covered,
sz.002153,石基信息,collected,covered,
sz.002154,报喜鸟,collected,covered,
sz.002155,湖南黄金,collected,covered,
sz.002156,通富微电,collected,covered,
sz.002157,正邦科技,collected,covered,
sz.002158,汉钟精机,collected,covered,
sz.002159,三特索道,collected,covered,
sz.002160,常铝股份,collected,covered,
sz.002161,远望谷,collected,covered,
sz.002162,悦心健康,collected,covered,
sz.002163,海南发展,collected,covered,
sz.002164,宁波东力,collected,covered,
sz.002165,红宝丽,collected,covered,
sz.002166,莱茵生物,collected,covered,
sz.002167,东方锆业,collected,covered,
sz.002168,ST惠程,collected,covered,
sz.002169,智光电气,collected,covered,
sz.002170,芭田股份,collected,covered,
sz.002171,楚江新材,collected,covered,
sz.002172,澳洋健康,collected,covered,
sz.002173,创新医疗,collected,covered,
sz.002174,游族网络,collected,covered,
sz.002175,*ST东智,collected,covered,
sz.002176,江特电机,collected,covered,
sz.002177,御银股份,collected,covered,
sz.002178,延华智能,collected,covered,
sz.002179,中航光电,collected,covered,
sz.002180,奔图科技,collected,covered,
sz.002181,粤传媒,collected,covered,
sz.002182,宝武镁业,collected,covered,
sz.002183,怡亚通,collected,covered,
sz.002184,海得控制,collected,covered,
sz.002185,华天科技,collected,covered,
sz.002186,全聚德,collected,covered,
sz.002187,广百股份,collected,covered,
sz.002188,中天服务,collected,covered,
sz.002189,中光学,collected,covered,
sz.002190,成飞集成,collected,covered,
sz.002191,劲嘉股份,collected,covered,
sz.002192,融捷股份,collected,covered,
sz.002193,ST如意,collected,covered,
sz.002194,武汉凡谷,collected,covered,
sz.002195,岩山科技,collected,covered,
sz.002196,方正电机,collected,covered,
sz.002197,证通电子,collected,covered,
sz.002198,ST嘉应,collected,covered,
sz.002199,东晶电子,collected,covered,
sz.002200,交投生态,collected,covered,
sz.002201,九鼎新材,collected,covered,
sz.002202,金风科技,collected,covered,
sz.002203,海亮股份,collected,covered,
sz.002204,大连重工,collected,covered,
sz.002205,国统股份,collected,covered,
sz.002206,海利得,collected,covered,
sz.002207,*ST准油,collected,covered,
sz.002208,合肥城建,collected,covered,
sz.002209,达意隆,collected,covered,
sz.002210,飞马国际,collected,covered,
sz.002211,ST宏达,collected,covered,
sz.002212,天融信,collected,covered,
sz.002213,大为股份,collected,covered,
sz.002214,大立科技,collected,covered,
sz.002215,诺普信,collected,covered,
sz.002216,三全食品,collected,covered,
sz.002217,ST合力泰,collected,covered,
sz.002218,拓日新能,collected,covered,
sz.002219,新里程,collected,covered,
sz.002221,东华能源,collected,covered,
sz.002222,福晶科技,collected,covered,
sz.002223,鱼跃医疗,collected,covered,
sz.002224,三力士,collected,covered,
sz.002225,濮耐股份,collected,covered,
sz.002226,江南化工,collected,covered,
sz.002227,*ST特迅,collected,covered,
sz.002228,合兴包装,collected,covered,
sz.002229,鸿博股份,collected,covered,
sz.002230,科大讯飞,collected,covered,
sz.002231,*ST奥维,collected,covered,
sz.002232,启明信息,collected,covered,
sz.002233,塔牌集团,collected,covered,
sz.002234,民和股份,collected,covered,
sz.002235,安妮股份,collected,covered,
sz.002236,大华股份,collected,covered,
sz.002237,恒邦股份,collected,covered,
sz.002238,天威视讯,collected,covered,
sz.002239,奥特佳,collected,covered,
sz.002240,盛新锂能,collected,covered,
sz.002241,歌尔股份,collected,covered,
sz.002242,九阳股份,collected,covered,
sz.002243,力合科创,collected,covered,
sz.002244,滨江集团,collected,covered,
sz.002245,蔚蓝锂芯,collected,covered,
sz.002246,北化股份,collected,covered,
sz.002247,聚力文化,collected,covered,
sz.002248,华东数控,collected,covered,
sz.002249,大洋电机,collected,covered,
sz.002250,联化科技,collected,covered,
sz.002251,步步高,collected,covered,
sz.002252,上海莱士,collected,covered,
sz.002253,川大智胜,collected,covered,
sz.002254,泰和新材,collected,covered,
sz.002255,海陆重工,collected,covered,
sz.002256,兆新股份,collected,covered,
sz.002258,利尔化学,collected,covered,
sz.002259,升达林业,collected,covered,
sz.002261,拓维信息,collected,covered,
sz.002262,恩华药业,collected,covered,
sz.002263,大东南,collected,covered,
sz.002264,新华都,collected,covered,
sz.002265,建设工业,collected,covered,
sz.002266,浙富控股,collected,covered,
sz.002267,陕天然气,collected,covered,
sz.002268,电科网安,collected,covered,
sz.002269,美邦服饰,collected,covered,
sz.002270,华明装备,collected,covered,
sz.002271,东方雨虹,collected,covered,
sz.002272,川润股份,collected,covered,
sz.002273,水晶光电,collected,covered,
sz.002274,华昌化工,collected,covered,
sz.002275,桂林三金,collected,covered,
sz.002276,万马股份,collected,covered,
sz.002277,友阿股份,collected,covered,
sz.002278,神开股份,collected,covered,
sz.002279,久其软件,collected,covered,
sz.002280,ST联络,collected,covered,
sz.002281,光迅科技,collected,covered,
sz.002282,博深股份,collected,covered,
sz.002283,天润工业,collected,covered,
sz.002284,亚太股份,collected,covered,
sz.002285,世联行,collected,covered,
sz.002286,保龄宝,collected,covered,
sz.002287,奇正藏药,collected,covered,
sz.002288,*ST超华,collected,covered,
sz.002289,宇顺电子,collected,covered,
sz.002290,禾盛新材,collected,covered,
sz.002291,遥望科技,collected,covered,
sz.002292,奥飞娱乐,collected,covered,
sz.002293,罗莱生活,collected,covered,
sz.002294,信立泰,collected,covered,
sz.002295,精艺股份,collected,covered,
sz.002296,辉煌科技,collected,covered,
sz.002297,博云新材,collected,covered,
sz.002298,中电鑫龙,collected,covered,
sz.002299,圣农发展,collected,covered,
sz.002300,太阳电缆,collected,covered,
sz.002301,齐心集团,collected,covered,
sz.002302,西部建设,collected,covered,
sz.002303,美盈森,collected,covered,
sz.002304,洋河股份,collected,covered,
sz.002305,*ST南置,collected,covered,
sz.002306,ST云网,collected,covered,
sz.002307,北新路桥,collected,covered,
sz.002308,*ST威创,collected,covered,
sz.002309,中利集团,collected,covered,
sz.002310,东方新能,collected,covered,
sz.002311,海大集团,collected,covered,
sz.002312,川发龙蟒,collected,covered,
sz.002313,日海智能,collected,covered,
sz.002314,南山控股,collected,covered,
sz.002315,焦点科技,collected,covered,
sz.002316,亚联发展,collected,covered,
sz.002317,众生药业,collected,covered,
sz.002318,久立特材,collected,covered,
sz.002319,乐通股份,collected,covered,
sz.002320,海峡股份,collected,covered,
sz.002321,华英农业,collected,covered,
sz.002322,理工能科,collected,covered,
sz.002323,*ST雅博,collected,covered,
sz.002324,普利特,collected,covered,
sz.002325,*ST洪涛,collected,covered,
sz.002326,永太科技,collected,covered,
sz.002327,富安娜,collected,covered,
sz.002328,新朋股份,collected,covered,
sz.002329,皇氏集团,collected,covered,
sz.002330,得利斯,collected,covered,
sz.002331,皖通科技,collected,covered,
sz.002332,仙琚制药,collected,covered,
sz.002333,罗普斯金,collected,covered,
sz.002334,英威腾,collected,covered,
sz.002335,科华数据,collected,covered,
sz.002336,人乐退,collected,covered,
sz.002337,赛象科技,collected,covered,
sz.002338,奥普光电,collected,covered,
sz.002339,积成电子,collected,covered,
sz.002340,格林美,collected,covered,
sz.002341,ST新纶,collected,covered,
sz.002342,巨力索具,collected,covered,
sz.002343,慈文传媒,collected,covered,
sz.002344,海宁皮城,collected,covered,
sz.002345,潮宏基,collected,covered,
sz.002346,柘中股份,uncollected,unavailable,owner_stopped
sz.002347,泰尔股份,uncollected,unavailable,owner_stopped
sz.002348,高乐股份,uncollected,unavailable,owner_stopped
sz.002349,精华制药,uncollected,unavailable,owner_stopped
sz.002350,北京科锐,uncollected,unavailable,owner_stopped
sz.002351,漫步者,uncollected,unavailable,owner_stopped
sz.002352,顺丰控股,uncollected,unavailable,owner_stopped
sz.002353,杰瑞股份,uncollected,unavailable,owner_stopped
sz.002354,天娱数科,uncollected,unavailable,owner_stopped
sz.002355,兴民智通,uncollected,unavailable,owner_stopped
sz.002356,鹏飞绿能,uncollected,unavailable,owner_stopped
sz.002357,富临运业,uncollected,unavailable,owner_stopped
sz.002358,森源电气,uncollected,unavailable,owner_stopped
sz.002360,ST同德,uncollected,unavailable,owner_stopped
sz.002361,神剑股份,uncollected,unavailable,owner_stopped
sz.002362,汉王科技,uncollected,unavailable,owner_stopped
sz.002363,隆基机械,uncollected,unavailable,owner_stopped
sz.002364,中恒电气,uncollected,unavailable,owner_stopped
sz.002365,永安药业,uncollected,unavailable,owner_stopped
sz.002366,融发核电,uncollected,unavailable,owner_stopped
sz.002367,康力电梯,uncollected,unavailable,owner_stopped
sz.002368,太极股份,uncollected,unavailable,owner_stopped
sz.002369,卓翼科技,uncollected,unavailable,owner_stopped
sz.002370,亚太药业,uncollected,unavailable,owner_stopped
sz.002371,北方华创,uncollected,unavailable,owner_stopped
sz.002372,伟星新材,uncollected,unavailable,owner_stopped
sz.002373,千方科技,uncollected,unavailable,owner_stopped
sz.002374,中锐股份,uncollected,unavailable,owner_stopped
sz.002375,亚厦股份,uncollected,unavailable,owner_stopped
sz.002376,新北洋,uncollected,unavailable,owner_stopped
sz.002377,国创高新,uncollected,unavailable,owner_stopped
sz.002378,章源钨业,uncollected,unavailable,owner_stopped
sz.002379,宏桥控股,uncollected,unavailable,owner_stopped
sz.002380,科远智慧,uncollected,unavailable,owner_stopped
sz.002381,双箭股份,uncollected,unavailable,owner_stopped
sz.002382,蓝帆医疗,uncollected,unavailable,owner_stopped
sz.002383,合众思壮,uncollected,unavailable,owner_stopped
sz.002384,东山精密,uncollected,unavailable,owner_stopped
sz.002385,大北农,uncollected,unavailable,owner_stopped
sz.002386,天原股份,uncollected,unavailable,owner_stopped
sz.002387,维信诺,uncollected,unavailable,owner_stopped
sz.002388,新亚制程,uncollected,unavailable,owner_stopped
sz.002389,航天彩虹,uncollected,unavailable,owner_stopped
sz.002390,信邦制药,uncollected,unavailable,owner_stopped
sz.002391,长青股份,uncollected,unavailable,owner_stopped
sz.002392,北京利尔,uncollected,unavailable,owner_stopped
sz.002393,力生制药,uncollected,unavailable,owner_stopped
sz.002394,联发股份,uncollected,unavailable,owner_stopped
sz.002395,双象股份,uncollected,unavailable,owner_stopped
sz.002396,星网锐捷,uncollected,unavailable,owner_stopped
sz.002397,梦洁股份,uncollected,unavailable,owner_stopped
sz.002398,垒知集团,uncollected,unavailable,owner_stopped
sz.002399,海普瑞,uncollected,unavailable,owner_stopped
sz.002400,省广集团,uncollected,unavailable,owner_stopped
sz.002401,中远海科,uncollected,unavailable,owner_stopped
sz.002402,和而泰,uncollected,unavailable,owner_stopped
sz.002403,爱仕达,uncollected,unavailable,owner_stopped
sz.002404,嘉欣丝绸,uncollected,unavailable,owner_stopped
sz.002405,四维图新,uncollected,unavailable,owner_stopped
sz.002406,远东传动,uncollected,unavailable,owner_stopped
sz.002407,多氟多,uncollected,unavailable,owner_stopped
sz.002408,齐翔腾达,uncollected,unavailable,owner_stopped
sz.002409,雅克科技,uncollected,unavailable,owner_stopped
sz.002410,广联达,uncollected,unavailable,owner_stopped
sz.002412,汉森制药,uncollected,unavailable,owner_stopped
sz.002413,雷科防务,uncollected,unavailable,owner_stopped
sz.002414,高德红外,uncollected,unavailable,owner_stopped
sz.002415,海康威视,uncollected,unavailable,owner_stopped
sz.002416,爱施德,uncollected,unavailable,owner_stopped
sz.002418,康盛股份,uncollected,unavailable,owner_stopped
sz.002419,天虹股份,uncollected,unavailable,owner_stopped
sz.002420,毅昌科技,uncollected,unavailable,owner_stopped
sz.002421,达实智能,uncollected,unavailable,owner_stopped
sz.002422,科伦药业,uncollected,unavailable,owner_stopped
sz.002423,中粮资本,uncollected,unavailable,owner_stopped
sz.002424,ST百灵,uncollected,unavailable,owner_stopped
sz.002425,凯撒文化,uncollected,unavailable,owner_stopped
sz.002426,胜利精密,uncollected,unavailable,owner_stopped
sz.002427,尤夫股份,uncollected,unavailable,owner_stopped
sz.002428,云南锗业,uncollected,unavailable,owner_stopped
sz.002429,兆驰股份,uncollected,unavailable,owner_stopped
sz.002430,杭氧股份,uncollected,unavailable,owner_stopped
sz.002431,ST棕榈,uncollected,unavailable,owner_stopped
sz.002432,九安医疗,uncollected,unavailable,owner_stopped
sz.002433,太安退,uncollected,unavailable,owner_stopped
sz.002434,万里扬,uncollected,unavailable,owner_stopped
sz.002435,ST长康,uncollected,unavailable,owner_stopped
sz.002436,兴森科技,uncollected,unavailable,owner_stopped
sz.002437,誉衡药业,uncollected,unavailable,owner_stopped
sz.002438,江苏神通,uncollected,unavailable,owner_stopped
sz.002439,启明星辰,uncollected,unavailable,owner_stopped
sz.002440,闰土股份,uncollected,unavailable,owner_stopped
sz.002441,众业达,uncollected,unavailable,owner_stopped
sz.002442,龙星科技,uncollected,unavailable,owner_stopped
sz.002443,金洲管道,uncollected,unavailable,owner_stopped
sz.002444,巨星科技,uncollected,unavailable,owner_stopped
sz.002445,中南文化,uncollected,unavailable,owner_stopped
sz.002446,盛路通信,uncollected,unavailable,owner_stopped
sz.002448,中原内配,uncollected,unavailable,owner_stopped
sz.002449,国星光电,uncollected,unavailable,owner_stopped
sz.002451,摩恩电气,uncollected,unavailable,owner_stopped
sz.002452,长高电气,uncollected,unavailable,owner_stopped
sz.002453,华软科技,uncollected,unavailable,owner_stopped
sz.002454,松芝股份,uncollected,unavailable,owner_stopped
sz.002455,百川股份,uncollected,unavailable,owner_stopped
sz.002456,欧菲光,uncollected,unavailable,owner_stopped
sz.002457,青龙管业,uncollected,unavailable,owner_stopped
sz.002458,益生股份,uncollected,unavailable,owner_stopped
sz.002459,晶澳科技,uncollected,unavailable,owner_stopped
sz.002460,赣锋锂业,uncollected,unavailable,owner_stopped
sz.002461,珠江啤酒,uncollected,unavailable,owner_stopped
sz.002462,嘉事堂,uncollected,unavailable,owner_stopped
sz.002463,沪电股份,uncollected,unavailable,owner_stopped
sz.002465,海格通信,uncollected,unavailable,owner_stopped
sz.002466,天齐锂业,uncollected,unavailable,owner_stopped
sz.002467,二六三,uncollected,unavailable,owner_stopped
sz.002468,申通快递,uncollected,unavailable,owner_stopped
sz.002469,三维化学,uncollected,unavailable,owner_stopped
sz.002470,金正大,uncollected,unavailable,owner_stopped
sz.002471,中超控股,uncollected,unavailable,owner_stopped
sz.002472,双环传动,uncollected,unavailable,owner_stopped
sz.002474,榕基软件,uncollected,unavailable,owner_stopped
sz.002475,立讯精密,uncollected,unavailable,owner_stopped
sz.002476,新叶股份,uncollected,unavailable,owner_stopped
sz.002478,常宝股份,uncollected,unavailable,owner_stopped
sz.002479,富春环保,uncollected,unavailable,owner_stopped
sz.002480,新筑股份,uncollected,unavailable,owner_stopped
sz.002481,双塔食品,uncollected,unavailable,owner_stopped
sz.002482,广田集团,uncollected,unavailable,owner_stopped
sz.002483,润邦股份,uncollected,unavailable,owner_stopped
sz.002484,江海股份,uncollected,unavailable,owner_stopped
sz.002485,ST雪发,uncollected,unavailable,owner_stopped
sz.002486,嘉麟杰,uncollected,unavailable,owner_stopped
sz.002487,大金重工,uncollected,unavailable,owner_stopped
sz.002488,金固股份,uncollected,unavailable,owner_stopped
sz.002489,浙江永强,uncollected,unavailable,owner_stopped
sz.002490,山东墨龙,uncollected,unavailable,owner_stopped
sz.002491,通鼎互联,uncollected,unavailable,owner_stopped
sz.002492,恒基达鑫,uncollected,unavailable,owner_stopped
sz.002493,荣盛石化,uncollected,unavailable,owner_stopped
sz.002494,华斯股份,uncollected,unavailable,owner_stopped
sz.002495,佳隆股份,uncollected,unavailable,owner_stopped
sz.002496,辉丰股份,uncollected,unavailable,owner_stopped
sz.002497,雅化集团,uncollected,unavailable,owner_stopped
sz.002498,汉缆股份,uncollected,unavailable,owner_stopped
sz.002500,山西证券,uncollected,unavailable,owner_stopped
sz.002501,*ST利源,uncollected,unavailable,owner_stopped
sz.002502,ST鼎龙,uncollected,unavailable,owner_stopped
sz.002505,鹏都农牧,uncollected,unavailable,owner_stopped
sz.002506,协鑫集成,uncollected,unavailable,owner_stopped
sz.002507,涪陵榨菜,uncollected,unavailable,owner_stopped
sz.002508,老板电器,uncollected,unavailable,owner_stopped
sz.002510,天汽模,uncollected,unavailable,owner_stopped
sz.002511,中顺洁柔,uncollected,unavailable,owner_stopped
sz.002512,ST达华,uncollected,unavailable,owner_stopped
sz.002513,蓝丰生化,uncollected,unavailable,owner_stopped
sz.002514,*ST宝馨,uncollected,unavailable,owner_stopped
sz.002515,金字火腿,uncollected,unavailable,owner_stopped
sz.002516,旷达科技,uncollected,unavailable,owner_stopped
sz.002517,恺英网络,uncollected,unavailable,owner_stopped
sz.002518,科士达,uncollected,unavailable,owner_stopped
sz.002519,银河电子,uncollected,unavailable,owner_stopped
sz.002520,日发精机,uncollected,unavailable,owner_stopped
sz.002521,齐峰新材,uncollected,unavailable,owner_stopped
sz.002522,浙江众成,uncollected,unavailable,owner_stopped
sz.002523,天桥起重,uncollected,unavailable,owner_stopped
sz.002524,光正眼科,uncollected,unavailable,owner_stopped
sz.002526,山东矿机,uncollected,unavailable,owner_stopped
sz.002527,新时达,uncollected,unavailable,owner_stopped
sz.002528,*ST英飞,uncollected,unavailable,owner_stopped
sz.002529,海源复材,uncollected,unavailable,owner_stopped
sz.002530,金财互联,uncollected,unavailable,owner_stopped
sz.002531,天顺风能,uncollected,unavailable,owner_stopped
sz.002532,天山铝业,uncollected,unavailable,owner_stopped
sz.002533,金杯电工,uncollected,unavailable,owner_stopped
sz.002534,西子洁能,uncollected,unavailable,owner_stopped
sz.002535,林州重机,uncollected,unavailable,owner_stopped
sz.002536,飞龙股份,uncollected,unavailable,owner_stopped
sz.002537,海联金汇,uncollected,unavailable,owner_stopped
sz.002538,ST司特,uncollected,unavailable,owner_stopped
sz.002539,云图控股,uncollected,unavailable,owner_stopped
sz.002540,亚太科技,uncollected,unavailable,owner_stopped
sz.002541,鸿路钢构,uncollected,unavailable,owner_stopped
