reference,candidate,registered_same_entry_events,same_event_closed,not_closed_in_both,mean_delta_net_bp,median_delta_net_bp,gained_delta_sum_event_bp,lost_delta_sum_event_bp,net_delta_sum_event_bp,improved_events,worsened_events,unchanged_events,rescued_baseline_nonpositive_to_profit,baseline_profit_to_nonpositive,baseline_losers_improvement_sum_event_bp,baseline_winners_trimmed_profit_sum_event_bp,same_events_reference_mean_net_bp,same_events_candidate_mean_net_bp
colour15,colour15,111,111,0,0.0,0.0,0.0,0.0,0.0,0,0,111,0,0,0.0,0.0,-10.762684664185125,-10.762684664185125
colour15,half1r_colour15,111,111,0,1.1357228352916995,0.0,982.1375787639566,-856.072344046578,126.06523471737864,29,15,67,7,0,792.9613222941305,-856.0723440465779,-10.762684664185125,-9.626961828893425
colour15,half1r_runner1h,111,111,0,2.1000099120569464,0.0,2104.488536203613,-1871.387435965292,233.10110023832104,26,18,67,6,3,696.4793423791041,-1868.3360176351503,-10.762684664185125,-8.662674752128181
colour15,quarter1r_quarter2r_runner1h,111,111,0,4.342088690551713,0.0,2220.601420206091,-1738.6295755548508,481.97184465124013,25,19,67,6,4,575.8510820897772,-1641.412777378441,-10.762684664185125,-6.420595973633413
colour15,quarter1r_quarter2r_colour15,111,111,0,1.6794446505888112,0.0,765.050624339201,-578.632268123843,186.41835621535805,31,13,67,7,0,510.64464287917804,-578.632268123843,-10.762684664185125,-9.083240013596315
colour15,no_partial_runner1h,111,111,0,1.9285741535304362,0.0,2899.352675749231,-2685.280944707353,214.07173104187845,11,29,71,4,7,240.77533870192116,-2245.438809515088,-10.762684664185125,-8.834110510654693
